"","GSM2859418","GSM2859446","GSM3045787","GSM3045788","GSM3319762","GSM3319763","GSM3319799","GSM3319800","GSM3319836","GSM3319837","GSM3319871","GSM3319872","GSM1414746","GSM1414747","GSM1414748","GSM1414749","GSM1414750","GSM1414751"
"1593",0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"3990",0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0
"1548",0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
"80339",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"4023",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"5226",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"1553",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"11343",1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1
"1562",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"27232",1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"1558",0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
"57678",1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1
"50487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284098",1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0
"1559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93183",0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1
"9227",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1565",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
"54965",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"1572",1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
"51302",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"2936",0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"6309",1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1
"64816",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"4048",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"1577",0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1
"4056",1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
"5052",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4259",0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1
"10858",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"2876",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"66002",1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"8529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2879",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4258",0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0
"4051",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
"9420",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"1582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2877",1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"5831",0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
"2878",1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"2954",1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
"257202",1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1
"2882",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"5048",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
"2548",1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1
"10935",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5051",1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
"5050",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"2937",1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1
"5049",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"64087",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"7941",1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0
"56922",1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0
"23417",1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0
"2678",1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
"347734",0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0
"57194",1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0
"5337",0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
"4357",1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0
"5338",0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
"2679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4190",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"130013",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"4191",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"4200",0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1
"4881",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5091",0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0
"4882",1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
"2984",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
"2974",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"2982",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4199",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"10873",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
"3620",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
"2983",1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
"3000",1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
"1557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1545",0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
"5244",1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"2977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1543",1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
"1544",1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"9615",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"4144",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"4143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5150",0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1
"27430",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4548",1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1
"763",0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
"5143",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"11238",0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
"4598",0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"5137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3636",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
"5151",0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1
"23556",0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0
"55650",0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
"3635",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
"3633",0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
"8867",0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1
"5140",0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1
"27124",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"53905",0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1
"50506",0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1
"5142",1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1
"343",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
"5281",0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1
"3632",0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0
"10846",1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"84720",1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0
"56623",0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1
"5141",0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
"8622",0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"3628",1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0
"3707",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"80235",0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
"5144",1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0
"3706",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"5153",1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
"80271",0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
"94005",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
"27115",0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
"128869",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"51477",0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1
"10026",1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1
"5138",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
"51604",1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0
"3631",0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
"5139",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8821",1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"50940",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2595",1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1
"84693",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
"8733",1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"5136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4594",1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1
"3028",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5152",0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0
"3033",1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0
"3037",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"80168",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"116255",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5146",0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
"4507",1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1
"3038",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"3036",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"27235",0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0
"6521",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"83697",0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"10797",1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
"56913",1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1
"443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91703",1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
"6522",1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1
"6508",0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0
"5145",0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
"4668",1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0
"9498",0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
"57282",1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1
"6528",0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1
"3098",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"80201",1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1
"8654",1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
"2645",0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0
"483",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3101",0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"5149",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
"478",0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0
"480",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
"481",0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1
"3099",0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0
"5147",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"482",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
"476",1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
"477",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"23439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3081",0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
"11112",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"3067",0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
"6549",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"6550",1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0
"5148",1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
"496",1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
"6548",0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0
"495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55748",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
"5158",0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0
"84735",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"6559",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"8942",0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
"5162",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3157",1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1
"5161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123041",0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
"1737",0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0
"3158",0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"5160",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55163",0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0
"25769",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"54511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10396",1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1
"57419",1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"9187",1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0
"5105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124583",1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0
"3155",1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0
"5106",1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1
"3162",0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
"3163",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79077",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"8310",0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0
"9583",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"26062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197257",0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"5833",0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
"1841",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"10400",1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
"6448",0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1
"29922",1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1
"26227",1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0
"10201",1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1
"5730",0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
"4830",0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0
"27306",0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
"80142",0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1
"4831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4832",1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"200576",1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1
"8396",1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"9536",1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
"4833",0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0
"6005",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"79837",1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"5740",1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1
"5289",0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1
"57127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6557",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"5277",1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1
"114971",1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0
"6558",0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1
"349565",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
"9489",1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1
"64802",1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"23057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8818",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"5743",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5742",0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"10135",1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1
"6898",0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
"5053",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"5283",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"5264",0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1
"4837",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"5409",0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
"5728",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"645740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8871",0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1
"51227",1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0
"8395",0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
"9091",0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0
"4842",0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
"23396",0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1
"4843",0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"5279",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"8394",1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"55361",0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0
"201288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4846",0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1
"5297",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1
"4860",1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1
"5298",1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1
"5294",1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0
"123745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5290",1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1
"6580",0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
"5295",1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1
"10870",1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0
"55808",0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"5251",1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1
"5320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8503",1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0
"30833",0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"81579",0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1
"56953",0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0
"23533",1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1
"8398",1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0
"5296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5322",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"4907",1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1
"5291",0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1
"5293",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5009",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4952",0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
"64600",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"64064",1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"23236",0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1
"100137049",0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"30814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26279",0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"5335",0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0
"8399",1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"5332",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"257068",0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1
"5319",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"6489",0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
"5336",0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1
"23007",0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
"29906",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"5334",0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
"10654",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"9651",0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
"9807",0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0
"412",0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
"51196",1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1
"117283",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5331",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
"84812",0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1
"5330",1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1
"6391",0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0
"113026",0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1
"6392",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6390",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51447",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5333",0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1
"6389",1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"6821",1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1
"89869",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"6533",0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0
"5288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55350",0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
"5092",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
"5287",0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0
"23530",0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0
"5286",0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1
"8876",0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"79178",0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0
"5305",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8875",0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0
"64499",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"6567",1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0
"7177",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"1890",1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
