"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","LTi cells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"VPS54",16,4,0,1,4,0,0,0,7,0,0,0,2,1,1,6,5,0,1,4,0,0,0,1,1,0,0,1,8,19,11,0
"AC012368.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PELI1",16,10,0,9,10,2,1,1,8,5,0,0,3,1,18,15,4,0,5,23,0,2,1,0,8,1,2,8,51,23,57,8
"AC074289.1",1,1,2,2,2,0,0,0,1,1,0,0,0,0,12,2,0,0,4,4,0,0,0,0,0,2,2,11,30,7,1,1
"LINC00309",8,2,0,1,2,0,0,1,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,1,0,1,0,9,0,0,0
"AC008074.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LGALSL",2,6,0,0,1,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0,20,17,13
"RP11-568N6.1",0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
"AFTPH",41,15,2,11,11,6,2,2,12,8,0,0,4,1,31,20,6,0,5,5,1,1,0,1,5,0,8,6,27,50,28,7
"AC008074.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERTAD2",19,14,4,13,5,0,1,0,8,15,1,1,1,1,52,14,6,0,11,13,0,2,0,5,1,0,3,3,27,25,22,6
"AC007365.3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC007880.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
"AC007386.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,1,0
"SLC1A4",25,8,0,7,0,0,0,0,5,0,0,0,0,3,2,3,4,0,0,2,0,0,0,1,0,0,1,6,11,47,14,1
"AC007386.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0
"CEP68",15,19,4,5,0,0,3,1,21,5,0,0,8,1,13,13,10,3,0,14,0,0,1,1,4,1,3,3,10,20,137,8
"RAB1A",262,290,10,40,15,3,7,3,137,10,5,0,10,3,41,29,20,5,9,36,3,2,1,6,58,3,17,13,76,348,247,33
"ACTR2",447,104,36,97,25,13,13,3,68,36,4,3,11,13,166,88,59,6,34,74,4,6,3,17,29,2,43,43,142,359,230,30
"SPRED2",10,14,0,1,0,0,0,0,11,0,0,0,1,0,0,2,0,1,1,0,0,0,0,1,6,0,1,14,5,23,29,3
"AC074391.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-418H16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AC092669.3",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0
"MEIS1",0,72,0,1,0,0,0,0,39,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,6,2
"MEIS1-AS2",0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AC007392.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC023115.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ETAA1",6,17,0,3,1,0,0,0,8,1,0,0,0,0,4,6,6,0,1,3,0,0,0,2,4,0,1,1,2,15,13,2
"C1D",100,97,12,21,18,2,6,3,42,15,3,1,7,8,62,49,22,7,13,32,3,5,1,2,28,1,8,15,48,119,73,14
"WDR92",16,12,0,1,1,0,2,0,12,1,1,0,0,2,8,4,1,2,1,3,1,0,2,0,3,0,1,0,9,22,16,2
"PNO1",25,27,0,7,9,0,4,1,22,1,3,0,0,3,13,13,6,2,4,8,2,0,2,2,2,0,2,5,15,90,39,2
"PPP3R1",24,14,3,2,3,1,0,0,7,0,0,0,0,4,18,13,8,0,2,7,0,0,1,1,6,0,3,4,10,54,34,2
"RP11-474G23.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"RP11-474G23.3",4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,6,2,0
"CNRIP1",24,51,0,0,0,0,1,3,49,0,0,0,6,43,1,0,0,1,0,0,0,0,0,0,5,0,0,0,2,0,96,11
"PLEK",207,3,20,40,2,4,6,0,0,4,1,0,0,4,91,4,31,0,5,4,0,6,2,16,0,0,17,25,5,2,0,0
"FBXO48",4,7,0,0,0,1,1,1,2,1,0,0,1,1,2,5,2,0,1,5,0,0,0,0,5,0,0,0,4,12,4,1
"APLF",2,0,2,1,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,2,0,0,0,0,3,0,0,1,1,0,2,0
"PROKR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ARHGAP25",42,2,26,17,7,6,11,0,2,7,5,1,0,6,91,39,42,0,26,36,2,0,0,2,2,0,3,19,78,7,18,0
"AC097495.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANTXR1",32,328,0,3,0,0,1,0,117,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,20,0,0,0,2,3,3,35
"GFPT1",30,49,2,0,4,0,0,2,26,3,0,0,0,2,17,5,7,0,2,6,0,0,0,0,12,0,1,1,12,320,31,5
"NFU1",58,56,5,10,6,1,3,1,36,13,2,1,5,6,32,16,8,6,8,19,4,0,1,2,15,1,5,8,30,287,61,17
"AAK1",108,49,40,12,32,8,21,4,37,38,11,3,3,4,4,159,93,2,4,180,14,5,7,0,17,1,7,1,233,93,80,7
"ANXA4",168,178,9,18,12,0,8,4,155,4,1,0,6,6,39,16,14,8,3,17,1,3,1,2,16,0,8,4,36,674,77,23
"GMCL1",16,33,4,5,12,1,2,2,12,3,1,3,0,5,20,20,4,0,4,16,0,0,2,6,3,0,0,7,29,85,30,3
"SNRNP27",68,67,7,16,16,2,2,5,37,11,1,2,2,6,39,31,30,0,11,24,1,3,0,3,11,0,1,14,37,81,71,16
"MXD1",41,5,2,12,0,0,2,2,4,1,0,0,0,0,7,6,4,0,1,1,1,1,0,0,1,0,13,0,4,100,4,2
"ASPRV1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0
"PCBP1",369,183,57,104,43,9,14,7,163,34,7,1,12,6,167,131,89,12,46,100,9,7,6,10,49,5,42,22,207,545,329,61
"AC016700.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC016700.5",1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,1
"C2orf42",2,5,3,0,3,0,1,0,9,1,2,0,1,0,7,2,4,0,0,5,1,0,0,0,1,0,1,0,6,9,6,0
"TIA1",32,46,10,5,6,3,2,2,31,7,0,0,2,1,22,22,17,0,6,9,0,1,0,2,15,1,3,6,43,71,72,4
"PCYOX1",24,51,1,1,0,0,0,1,61,1,0,0,2,0,3,8,2,3,0,2,1,0,0,0,11,0,0,1,10,42,33,15
"SNRPG",394,265,46,79,98,11,22,6,128,39,7,7,20,22,142,132,100,8,34,106,2,4,8,18,56,7,39,60,215,1101,428,47
"FAM136A",70,35,2,10,14,3,4,0,25,3,1,1,4,2,23,24,9,1,7,14,0,0,3,0,5,3,4,8,41,213,38,6
"TGFA",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0
"ADD2",1,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0
"CLEC4F",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CD207",0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VAX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ATP6V1B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"AC007040.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ANKRD53",0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0
"TEX261",20,22,2,4,4,0,3,1,22,4,0,0,2,1,11,9,4,3,1,5,1,0,0,3,7,1,2,1,15,42,29,6
"NAGK",299,81,10,42,9,0,4,1,49,14,1,1,4,5,54,34,12,4,14,15,1,0,1,7,17,1,16,15,50,51,51,5
"RP11-467P9.1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MCEE",32,29,1,5,2,1,0,0,20,8,1,0,2,1,9,5,7,1,0,8,0,0,2,1,7,1,0,2,12,59,22,3
"MPHOSPH10",45,62,8,4,7,3,1,4,51,9,0,1,2,2,29,19,10,1,6,29,2,2,0,0,18,1,2,2,28,99,57,11
"PAIP2B",2,3,1,2,1,0,0,0,4,0,0,0,1,0,8,6,2,0,0,7,0,0,0,0,0,1,1,0,3,19,6,1
"ZNF638",32,52,7,8,13,2,7,3,40,17,3,1,7,4,40,30,20,3,7,28,1,0,1,3,15,0,5,6,46,67,80,7
"DYSF",11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,136,1
"CYP26B1",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,5,0
"EXOC6B",3,9,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,3,12,2
"SPR",29,24,0,4,0,0,0,0,15,0,0,0,1,0,3,0,1,3,0,1,0,1,0,0,1,0,3,0,2,169,39,4
"EMX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SFXN5",11,21,0,2,6,0,0,1,12,0,0,0,4,0,3,3,3,1,3,1,0,1,0,0,5,0,0,2,7,31,18,0
"RAB11FIP5",1,15,0,0,1,0,0,0,10,1,0,0,2,0,1,4,2,0,1,1,0,0,0,0,2,0,1,0,8,15,40,1
"SMYD5",4,10,1,2,4,0,2,0,6,0,0,0,0,0,6,0,3,0,2,3,0,1,0,1,1,0,0,0,1,14,7,0
"PRADC1",26,33,1,6,5,1,1,0,17,3,0,2,0,5,3,8,4,4,0,6,0,0,0,0,8,2,3,1,17,44,39,9
"CCT7",141,165,19,29,29,5,14,2,100,25,4,2,7,6,118,81,50,6,15,70,3,8,4,4,41,3,8,28,89,470,155,33
"FBXO41",4,2,0,1,0,1,0,0,1,1,0,0,0,0,3,1,1,0,1,3,0,0,0,1,0,0,0,2,2,9,1,0
"EGR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ALMS1",4,13,1,1,0,0,0,0,3,0,0,0,1,0,3,2,3,1,0,1,0,0,0,0,4,0,0,0,5,6,9,2
"TPRKB",86,64,18,30,10,1,9,1,38,13,2,0,2,7,51,29,19,3,16,34,2,3,1,3,15,1,7,7,53,259,120,17
"RP11-434P11.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUSP11",45,34,8,11,20,0,2,1,34,7,3,2,1,1,42,25,28,3,4,23,1,1,1,1,7,0,1,11,43,54,63,7
"STAMBP",57,31,4,9,18,1,2,0,21,11,1,0,1,4,17,20,21,3,6,16,3,0,1,1,13,0,1,5,36,91,38,6
"ACTG2",4,112,2,0,0,0,0,0,25,0,0,0,0,0,4,2,0,798,0,1,0,0,0,0,60,0,0,1,12,6,2,127
"DGUOK",123,116,34,15,23,5,11,3,73,30,4,3,7,10,107,59,51,5,16,72,4,5,5,9,37,2,8,26,129,289,122,21
"DGUOK-AS1",2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0
"TET3",16,3,2,2,2,0,0,0,1,0,0,0,0,0,5,0,1,0,0,4,0,0,0,2,3,0,2,0,1,6,4,1
"RP11-287D1.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"BOLA3",69,47,9,12,20,2,4,5,37,15,0,0,7,3,24,44,19,4,8,37,0,1,1,4,23,3,1,9,55,281,75,14
"BOLA3-AS1",4,4,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1
"MOB1A",327,79,18,47,35,5,8,0,45,27,5,0,6,11,113,41,34,0,19,49,1,2,0,11,22,3,24,49,76,190,127,15
"RP11-287D1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"MTHFD2",188,29,4,23,24,4,4,1,16,48,2,1,1,8,26,24,12,1,1,21,2,2,1,5,35,1,8,20,58,107,17,74
"RP11-287D1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SLC4A5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCTN1",28,34,6,6,4,5,1,1,28,1,0,2,2,0,14,14,11,0,2,10,0,0,1,2,11,0,0,3,17,52,67,14
"C2orf81",1,12,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,1,0,1,0,0,0,2,3,0,1,0,1,2,9,2
"WDR54",17,42,13,6,15,4,2,2,9,15,2,1,6,2,22,28,28,0,8,21,2,0,2,1,13,3,1,2,35,20,43,6
"RTKN",2,6,0,0,2,0,0,1,16,0,1,0,3,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,79,14,0
"INO80B",10,10,3,0,2,1,2,0,4,0,2,0,0,0,7,2,4,0,5,0,1,0,1,0,1,1,0,2,6,9,17,3
"WBP1",2,0,0,0,2,0,1,0,3,1,0,0,0,1,3,2,1,0,1,0,0,0,0,1,0,0,0,2,3,4,7,1
"MOGS",28,16,3,5,2,1,0,0,9,7,0,0,1,1,15,14,5,0,2,13,1,1,1,3,2,2,0,1,10,56,33,1
"MRPL53",22,13,2,0,2,0,3,1,8,1,0,0,1,1,11,9,4,0,3,8,0,1,3,1,4,0,2,5,11,28,18,7
"CCDC142",7,8,4,2,3,0,1,0,3,1,0,0,0,1,7,7,3,0,0,7,0,0,0,0,0,0,1,1,11,11,9,3
"TTC31",17,8,2,1,4,0,3,1,6,7,0,0,1,0,12,2,5,0,2,5,0,1,0,0,3,0,1,3,13,24,14,2
"LBX2",1,3,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,1,0
"RP11-523H20.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"LBX2-AS1",12,9,0,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,16,5,0
"PCGF1",13,12,1,1,1,0,1,0,16,2,2,0,2,1,13,11,7,0,1,4,0,0,0,0,4,0,1,2,12,20,19,3
"DQX1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0
"AUP1",198,183,25,28,30,9,10,4,78,20,1,2,8,9,70,68,31,1,21,49,1,9,3,5,25,5,15,18,104,270,151,16
"HTRA2",33,47,2,3,11,3,2,3,30,9,0,1,1,4,30,14,10,2,7,16,2,3,0,2,14,3,0,11,25,64,49,8
"LOXL3",18,6,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1
"DOK1",66,30,3,31,6,1,3,0,11,3,1,0,0,2,20,5,8,0,5,8,0,0,1,2,4,1,2,7,17,24,19,3
"M1AP",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEMA4F",2,4,0,0,2,0,0,0,3,1,0,0,1,0,4,3,0,0,0,4,1,0,0,0,0,0,1,0,3,3,4,0
"RP11-259N19.1",1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"HK2",40,6,0,8,0,0,1,0,3,0,0,0,0,5,1,1,1,0,2,2,0,0,0,0,0,0,2,0,1,34,1,0
"LINC01291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"AC104135.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"POLE4",127,82,24,43,25,3,6,5,63,18,3,1,8,10,59,53,40,12,21,39,5,3,2,3,18,1,21,16,67,205,160,16
"TACR1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"RP11-355F16.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0
"EVA1A",0,81,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0
"MRPL19",57,41,1,10,13,0,5,1,30,4,1,0,6,4,19,17,16,2,8,13,0,0,0,0,12,1,2,6,36,150,53,11
"GCFC2",9,11,3,2,4,2,2,0,8,4,1,0,0,1,8,12,5,0,2,8,0,0,0,0,0,1,0,4,10,29,14,1
"RP11-342K6.1",1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
"RP11-342K6.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CTNNA2",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRTM1",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUCLG1",130,117,13,29,21,4,9,3,98,20,0,1,6,6,64,55,30,6,14,54,5,1,3,3,27,4,2,16,85,500,97,33
"DNAH6",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,5,5,0
"TRABD2A",6,4,2,7,0,1,2,1,1,7,0,0,0,0,7,43,8,0,3,57,0,0,0,0,0,1,0,1,17,130,9,0
"TMSB10",11988,6364,977,3606,1090,267,471,159,3303,831,131,56,698,322,2923,3701,2042,100,924,3595,232,197,156,308,1159,102,1169,505,4611,13909,14406,175
"KCMF1",26,18,5,4,2,1,2,0,7,5,0,1,3,2,18,8,8,2,3,13,0,1,0,0,5,1,8,3,11,67,35,4
"TCF7L1",2,14,1,0,0,0,0,1,27,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,10,58,3
"TGOLN2",210,114,21,31,19,0,8,1,66,38,2,3,4,4,100,63,34,2,16,60,5,7,5,3,15,2,16,12,106,160,172,21
"RETSAT",25,19,1,5,0,0,0,0,13,0,1,0,1,0,4,3,4,0,1,3,0,0,0,0,1,0,1,1,9,48,32,2
"ELMOD3",9,20,4,5,7,1,7,2,22,9,0,2,1,0,21,8,6,0,2,17,2,3,0,1,4,0,3,3,34,26,25,3
"CAPG",2166,45,14,140,34,6,10,1,53,9,9,2,1,119,191,92,64,1,20,42,4,14,7,18,3,1,50,4,63,494,19,4
"SH2D6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MAT2A",116,76,7,44,14,3,2,5,58,8,2,2,2,5,41,30,19,0,15,27,0,3,0,10,19,0,11,10,37,167,48,19
"GGCX",34,29,3,8,7,2,0,0,29,3,0,2,1,1,16,5,4,0,1,10,0,1,1,2,7,2,4,9,19,36,23,4
"VAMP8",1579,26,52,226,83,17,21,1,15,45,8,7,1,45,156,181,128,0,46,147,5,14,8,57,8,5,109,43,315,685,73,1
"VAMP5",151,241,11,28,36,3,8,12,167,26,4,2,32,6,21,40,45,12,13,48,3,1,5,3,46,1,46,10,112,32,872,30
"RNF181",294,178,22,51,28,3,8,8,109,23,3,0,15,15,92,67,48,18,27,53,4,5,0,7,42,6,18,23,101,295,192,46
"TMEM150A",33,45,0,7,0,1,0,1,14,0,0,0,0,2,11,1,0,1,0,4,1,0,0,0,5,0,1,0,7,33,34,7
"USP39",18,26,11,6,9,0,2,0,15,5,1,1,0,3,16,10,9,1,2,6,2,1,2,3,4,1,2,3,23,72,37,7
"C2orf68",29,13,4,3,4,3,2,2,14,8,0,0,1,2,23,18,17,0,5,11,1,0,0,2,6,1,0,3,19,37,17,6
"SFTPB",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GNLY",12,60,4,3,1481,0,2,0,54,1,20,72,0,0,10,81,635,1,0,7,1,893,109,2,3,0,2,0,37,14,27,2
"ATOH8",4,0,0,1,0,0,0,1,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,64,9
"ST3GAL5",35,22,5,6,8,5,3,0,20,3,1,1,0,4,43,17,15,0,4,16,0,6,0,4,2,1,0,3,39,3,5,0
"RP11-548P2.2",1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"POLR1A",6,9,2,0,1,1,1,0,4,0,0,0,0,0,4,4,1,1,0,4,0,0,1,0,2,0,1,1,1,29,11,1
"PTCD3",29,28,9,5,3,2,4,2,25,8,1,3,0,2,19,35,8,1,7,17,0,3,0,1,3,2,1,6,20,104,29,2
"IMMT",85,54,4,18,20,4,5,3,32,14,3,1,2,2,36,31,21,1,11,29,1,1,0,4,15,0,5,5,50,125,58,18
"RP11-301O19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
"MRPL35",47,29,6,4,4,0,2,1,19,5,0,0,2,3,15,22,14,1,0,6,0,0,0,1,7,1,3,7,19,122,34,4
"REEP1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,1,33,2,8
"KDM3A",13,5,3,2,3,1,1,2,8,3,0,0,1,1,5,11,5,0,1,4,0,2,0,1,1,0,0,5,7,18,17,3
"CHMP3",122,160,15,30,8,1,8,3,107,25,1,1,18,12,55,62,25,10,18,52,3,3,2,1,45,1,18,17,87,356,247,48
"AC015971.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RNF103",9,14,4,1,0,0,1,0,14,3,0,0,2,0,3,6,3,0,0,4,0,0,0,0,1,0,2,3,12,34,28,3
"RMND5A",24,21,0,8,8,0,3,1,11,1,1,1,0,1,13,9,8,2,2,11,0,1,0,0,1,1,2,3,8,75,46,2
"CD8A",10,10,99,0,291,71,0,0,5,2,0,0,0,1,0,12,386,0,0,6,20,0,2,1,0,2,0,0,4,3,1,0
"CD8B",0,0,5,0,108,43,0,0,0,1,0,0,0,1,0,8,237,1,0,5,30,0,2,1,2,1,0,0,1,1,0,0
"PLGLB1",0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"AC133644.2",22,28,4,1,95,4,3,0,9,8,2,0,2,0,3,9,25,0,0,7,0,1,0,0,9,2,1,0,362,6,12,2
"LINC00152",132,362,74,47,87,28,34,4,115,29,5,0,36,15,33,91,135,0,3,62,5,4,7,1,220,7,54,7,386,193,405,42
"RP11-1399P15.1",1,0,7,0,4,0,6,1,0,7,0,0,0,0,3,24,4,0,0,33,1,0,0,0,1,0,0,0,110,2,1,0
"PLGLB2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RGPD2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"KRCC1",54,66,14,18,11,5,6,0,44,20,0,3,1,7,75,41,27,3,12,41,1,2,3,0,15,0,4,9,60,172,53,9
"FABP1",51,34,16,7,22,3,7,3,24,8,2,2,2,6,51,27,22,6,14,23,3,2,2,0,11,1,4,4,41,6340,36,21
"THNSL2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"EIF2AK3",12,5,0,1,1,2,1,0,3,3,0,0,0,0,5,2,3,0,2,1,0,0,1,0,1,0,0,5,7,6,10,2
"AC062029.1",3,1,0,2,0,0,0,0,1,1,0,0,0,0,5,1,0,0,2,1,0,0,0,0,0,1,0,2,0,4,0,0
"RPIA",35,21,9,9,13,5,3,1,26,20,0,3,1,6,34,28,18,0,16,17,3,2,3,1,4,1,2,22,38,171,61,6
"IGKC",1042,628,336,186,543,94,106,33,527,179,25,27,48,90,4831,1645,792,25,1242,763,29,397,38,88,195,6820,99,1422,1338,1972,908,118
"IGKV1-12",1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,5,1,0,2,0,0,0,0,1,0,4,0,4,1,3,0,0
"IGKV4-1",4,1,1,1,0,0,0,0,2,2,1,0,0,0,7,1,4,0,0,2,0,0,1,1,1,4,0,0,2,6,3,1
"IGKV1-5",0,1,3,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,5,0
"IGKV1-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
