"","GSM1621305","GSM1621306","GSM1621307","GSM1621308","GSM1621309","GSM1621310","GSM1621311"
"ENSG00000116035",1,1,1,1,0,0,0
"ENSG00000116039",1,0,1,1,0,0,0
"ENSG00000116044",1,1,0,1,1,1,1
"ENSG00000116062",0,0,1,0,0,1,1
"ENSG00000116095",1,1,1,1,1,1,1
"ENSG00000116096",0,0,0,0,1,1,1
"ENSG00000116106",0,0,0,0,0,0,0
"ENSG00000116117",0,0,0,0,0,0,0
"ENSG00000116120",1,0,1,1,1,0,0
"ENSG00000116127",1,0,0,0,1,1,0
"ENSG00000116128",1,1,1,1,0,0,0
"ENSG00000116132",0,0,0,0,0,0,0
"ENSG00000116133",1,1,1,1,1,1,0
"ENSG00000116138",0,1,1,0,0,0,1
"ENSG00000116141",0,0,0,0,0,0,0
"ENSG00000116147",0,0,1,1,0,0,0
"ENSG00000116151",0,1,0,1,1,0,0
"ENSG00000116157",1,0,1,1,1,0,0
"ENSG00000116161",1,1,1,1,1,1,1
"ENSG00000116171",1,1,1,1,1,1,1
"ENSG00000116176",0,1,0,0,1,1,0
"ENSG00000116183",0,0,0,0,0,0,0
"ENSG00000116191",1,0,1,0,0,1,0
"ENSG00000116194",0,0,0,0,0,0,0
"ENSG00000116198",0,0,0,0,0,1,1
"ENSG00000116199",0,0,1,0,1,1,1
"ENSG00000116205",1,0,1,0,0,0,1
"ENSG00000116209",1,1,0,0,1,0,0
"ENSG00000116212",0,0,1,0,0,0,0
"ENSG00000116213",1,0,0,1,0,1,1
"ENSG00000116218",1,1,0,0,0,1,1
"ENSG00000116221",1,1,1,1,1,1,1
"ENSG00000116237",1,0,1,0,1,0,0
"ENSG00000116251",1,1,1,1,1,1,1
"ENSG00000116254",0,1,0,1,0,1,1
"ENSG00000116260",1,0,1,1,1,0,1
"ENSG00000116266",1,1,1,1,1,1,1
"ENSG00000116273",0,1,1,0,1,0,0
"ENSG00000116285",1,1,0,1,1,1,1
"ENSG00000116288",1,1,1,1,1,1,1
"ENSG00000116299",1,1,1,1,1,1,1
"ENSG00000116329",0,0,0,1,0,1,1
"ENSG00000116337",1,1,1,1,1,1,1
"ENSG00000116350",0,0,0,0,0,1,1
"ENSG00000116353",1,0,1,0,0,1,1
"ENSG00000116396",0,1,0,1,0,0,1
"ENSG00000116406",0,0,0,0,0,1,1
"ENSG00000116455",0,0,1,1,1,0,0
"ENSG00000116459",1,1,1,1,1,1,1
"ENSG00000116473",1,1,1,1,1,1,1
"ENSG00000116478",1,1,1,1,1,1,1
"ENSG00000116489",1,1,1,1,1,1,1
"ENSG00000116497",1,0,1,1,1,0,0
"ENSG00000116514",1,1,1,1,1,1,1
"ENSG00000116521",1,1,1,1,1,1,1
"ENSG00000116525",1,1,1,1,1,0,0
"ENSG00000116539",1,1,1,1,1,1,1
"ENSG00000116544",1,1,0,1,0,0,0
"ENSG00000116560",1,1,1,1,1,1,1
"ENSG00000116574",0,0,0,0,0,0,0
"ENSG00000116580",0,0,0,0,0,1,1
"ENSG00000116584",0,0,1,0,1,0,1
"ENSG00000116586",1,1,1,1,1,1,1
"ENSG00000116604",1,1,0,1,1,1,1
"ENSG00000116641",1,1,0,0,0,1,0
"ENSG00000116649",1,1,1,1,1,1,1
"ENSG00000116661",1,0,1,0,0,1,0
"ENSG00000116663",1,0,1,0,1,0,0
"ENSG00000116667",0,1,0,0,1,0,1
"ENSG00000116668",1,0,0,1,1,0,0
"ENSG00000116670",1,1,1,1,1,1,1
"ENSG00000116675",0,1,0,0,0,0,0
"ENSG00000116678",0,0,0,0,0,0,0
"ENSG00000116679",1,1,1,1,1,1,1
"ENSG00000116685",1,1,1,1,1,0,0
"ENSG00000116688",1,0,0,0,0,1,1
"ENSG00000116690",0,0,0,0,0,0,0
"ENSG00000116691",1,1,1,1,1,1,1
"ENSG00000116698",0,0,0,0,0,1,1
"ENSG00000116701",0,0,0,0,0,0,0
"ENSG00000116703",0,0,0,0,0,0,0
"ENSG00000116704",1,0,0,0,0,1,1
"ENSG00000116711",0,0,0,0,0,0,0
"ENSG00000116717",1,1,1,1,1,1,1
"ENSG00000116721",0,1,0,1,1,0,0
"ENSG00000116726",0,1,0,1,1,0,1
"ENSG00000116729",0,0,0,0,0,0,0
"ENSG00000116731",0,0,0,0,0,1,1
"ENSG00000116741",1,1,1,1,1,1,1
"ENSG00000116745",0,0,0,0,0,0,0
"ENSG00000116747",0,1,0,0,0,1,1
"ENSG00000116748",0,0,0,0,0,0,0
"ENSG00000116750",1,0,1,0,0,0,1
"ENSG00000116752",1,1,1,1,1,1,1
"ENSG00000116754",1,1,1,1,1,1,1
"ENSG00000116761",1,1,0,1,0,1,1
"ENSG00000116771",1,1,1,1,1,1,1
"ENSG00000116774",1,0,0,1,1,0,0
"ENSG00000116783",0,0,0,0,0,0,0
"ENSG00000116785",0,0,0,0,0,0,0
"ENSG00000116786",1,0,0,1,1,0,0
"ENSG00000116791",1,1,1,0,1,1,1
"ENSG00000116793",0,0,0,0,1,1,1
"ENSG00000116809",0,0,0,1,0,0,1
"ENSG00000116815",1,1,1,1,1,1,1
"ENSG00000116819",1,1,0,0,1,0,0
"ENSG00000116824",1,1,1,1,1,1,1
"ENSG00000116830",0,0,1,0,1,1,0
"ENSG00000116833",0,0,0,0,0,0,0
"ENSG00000116852",1,1,1,1,1,1,1
"ENSG00000116857",0,1,1,0,1,1,1
"ENSG00000116863",1,1,1,1,1,1,1
"ENSG00000116871",1,1,1,1,1,1,1
"ENSG00000116874",0,1,0,1,0,1,0
"ENSG00000116882",0,1,0,0,1,1,0
"ENSG00000116885",0,0,0,0,0,0,0
"ENSG00000116898",1,1,1,1,1,1,1
"ENSG00000116903",0,1,0,0,0,1,1
"ENSG00000116906",1,1,1,1,1,1,1
"ENSG00000116918",1,1,1,1,1,1,1
"ENSG00000116922",1,1,1,0,1,0,0
"ENSG00000116954",0,1,0,0,0,1,1
"ENSG00000116962",0,0,0,0,0,0,0
"ENSG00000116977",1,0,1,1,1,0,0
"ENSG00000116981",0,1,1,1,1,1,0
"ENSG00000116983",0,0,0,1,0,0,1
"ENSG00000116984",1,1,1,1,1,1,1
"ENSG00000116985",0,0,0,1,0,0,0
"ENSG00000116990",0,1,1,1,0,0,1
"ENSG00000116991",0,1,0,1,1,1,1
"ENSG00000116996",0,0,0,0,0,0,0
"ENSG00000117000",1,1,1,1,1,1,1
"ENSG00000117009",0,0,0,0,0,0,0
"ENSG00000117010",0,1,1,1,0,1,1
"ENSG00000117013",1,1,1,1,0,0,0
"ENSG00000117016",0,0,1,1,1,0,1
"ENSG00000117020",0,0,0,0,0,1,1
"ENSG00000117036",0,1,0,1,0,1,1
"ENSG00000117054",1,1,1,1,1,1,1
"ENSG00000117069",0,0,0,0,0,0,0
"ENSG00000117090",0,1,1,0,0,0,1
"ENSG00000117091",1,1,1,1,1,1,1
"ENSG00000117114",0,0,0,0,0,0,0
"ENSG00000117115",0,0,0,0,0,0,0
"ENSG00000117118",1,1,1,1,1,1,1
"ENSG00000117122",0,0,1,0,1,0,1
"ENSG00000117133",1,1,1,1,1,1,1
"ENSG00000117139",0,0,0,1,1,1,1
"ENSG00000117143",1,1,1,1,1,1,1
"ENSG00000117148",0,1,0,1,1,1,0
"ENSG00000117151",1,1,1,1,1,1,1
"ENSG00000117152",0,0,0,0,0,0,0
"ENSG00000117153",0,1,1,0,0,1,1
"ENSG00000117154",0,0,0,0,0,0,1
"ENSG00000117155",1,0,1,0,0,0,0
"ENSG00000117174",0,1,1,0,0,1,1
"ENSG00000117215",1,1,1,0,1,0,0
"ENSG00000117222",0,0,0,0,0,1,1
"ENSG00000117226",1,0,1,0,0,0,0
"ENSG00000117228",1,0,1,0,0,0,0
"ENSG00000117245",0,1,0,0,0,1,0
"ENSG00000117262",1,1,1,1,1,1,1
"ENSG00000117266",1,1,1,0,0,0,0
"ENSG00000117280",1,0,1,1,1,0,0
"ENSG00000117281",0,0,0,0,0,0,0
"ENSG00000117298",0,1,0,1,1,0,1
"ENSG00000117305",1,1,1,1,1,1,1
"ENSG00000117308",0,1,1,1,1,0,0
"ENSG00000117318",1,1,1,1,1,1,1
"ENSG00000117322",0,0,0,0,0,0,0
"ENSG00000117335",1,1,0,0,1,1,1
"ENSG00000117360",1,1,1,1,1,1,1
"ENSG00000117362",0,0,0,0,0,1,1
"ENSG00000117385",1,1,1,1,1,0,0
"ENSG00000117394",1,0,0,1,1,0,0
"ENSG00000117395",1,1,1,1,1,1,1
"ENSG00000117399",1,1,1,0,1,0,0
"ENSG00000117400",0,0,0,0,0,0,0
"ENSG00000117407",1,1,1,0,1,0,1
"ENSG00000117408",1,1,1,0,1,0,0
"ENSG00000117410",1,1,1,1,1,1,1
"ENSG00000117411",1,1,0,1,1,0,0
"ENSG00000117419",0,0,0,0,0,1,1
"ENSG00000117425",0,0,0,0,1,1,1
"ENSG00000117448",1,1,1,1,1,1,1
"ENSG00000117450",1,1,1,1,1,1,1
"ENSG00000117461",1,0,0,1,0,0,0
"ENSG00000117472",1,0,0,1,1,0,1
"ENSG00000117475",0,0,0,0,0,0,0
"ENSG00000117477",0,0,0,0,0,0,0
"ENSG00000117479",1,1,0,1,1,1,1
"ENSG00000117480",0,1,1,0,0,1,1
"ENSG00000117481",0,1,0,0,0,1,1
"ENSG00000117500",1,1,1,1,1,0,0
"ENSG00000117501",0,0,0,0,0,0,0
"ENSG00000117505",1,1,1,1,1,1,1
"ENSG00000117519",0,0,0,0,0,0,0
"ENSG00000117523",1,1,1,1,1,1,1
"ENSG00000117525",1,0,1,0,0,0,0
"ENSG00000117528",1,0,1,0,1,1,0
"ENSG00000117533",1,1,1,0,1,0,0
"ENSG00000117543",1,1,1,1,1,0,1
"ENSG00000117560",0,0,0,0,0,0,0
"ENSG00000117569",0,1,0,0,1,1,1
"ENSG00000117586",0,0,1,0,0,0,0
"ENSG00000117592",1,1,1,1,1,1,1
"ENSG00000117593",1,0,1,1,1,0,1
"ENSG00000117594",0,0,0,0,0,0,0
"ENSG00000117595",0,0,0,0,0,0,0
"ENSG00000117597",0,0,0,1,1,0,1
"ENSG00000117598",0,0,0,0,0,0,0
"ENSG00000117600",0,0,0,0,0,0,0
"ENSG00000117601",0,0,0,0,0,0,0
"ENSG00000117602",0,1,0,0,0,1,1
"ENSG00000117614",1,1,1,1,1,1,1
"ENSG00000117616",1,1,1,1,1,1,1
"ENSG00000117620",1,0,0,0,0,1,1
"ENSG00000117625",1,0,1,1,1,0,0
"ENSG00000117632",1,1,1,0,1,0,0
"ENSG00000117640",1,1,1,1,1,0,0
"ENSG00000117643",1,1,1,1,1,1,1
"ENSG00000117650",1,1,1,0,1,0,0
"ENSG00000117676",1,1,1,1,1,1,1
"ENSG00000117682",0,1,1,1,1,0,0
"ENSG00000117691",1,1,1,1,1,0,1
"ENSG00000117697",1,1,1,0,1,0,0
"ENSG00000117707",0,0,0,0,0,0,0
"ENSG00000117713",1,1,1,1,1,1,1
"ENSG00000117724",1,1,1,0,1,0,0
"ENSG00000117748",1,1,1,1,1,1,1
"ENSG00000117751",1,1,1,1,1,1,1
"ENSG00000117758",1,1,1,1,1,1,1
"ENSG00000117791",0,0,0,0,0,0,0
"ENSG00000117834",0,0,0,0,0,0,0
"ENSG00000117859",1,1,1,1,1,1,1
"ENSG00000117862",1,1,1,1,1,1,1
"ENSG00000117868",0,1,0,1,1,1,1
"ENSG00000117877",0,0,1,0,1,0,0
"ENSG00000117899",0,1,1,1,0,0,0
"ENSG00000117906",1,1,1,1,1,1,1
"ENSG00000117971",0,0,0,0,0,0,0
"ENSG00000117983",0,1,0,0,1,1,1
"ENSG00000117984",0,0,0,1,1,0,1
"ENSG00000118004",1,0,1,1,1,0,1
"ENSG00000118007",0,0,0,0,1,1,0
"ENSG00000118017",1,1,0,0,0,0,0
"ENSG00000118046",1,1,1,1,1,1,1
"ENSG00000118058",0,0,0,0,0,1,1
"ENSG00000118094",0,0,0,0,0,0,0
"ENSG00000118096",0,0,0,1,1,0,1
"ENSG00000118113",0,0,0,0,0,0,0
"ENSG00000118137",0,0,0,0,0,0,0
"ENSG00000118156",0,1,0,0,1,1,1
"ENSG00000118160",0,0,1,0,1,1,1
"ENSG00000118162",1,1,1,1,1,0,0
"ENSG00000118181",1,1,1,1,1,1,1
"ENSG00000118193",1,1,1,0,1,0,0
"ENSG00000118194",0,1,0,1,1,0,0
"ENSG00000118197",0,0,1,0,0,1,0
"ENSG00000118200",1,0,1,0,0,0,0
"ENSG00000118217",0,0,1,0,0,0,1
"ENSG00000118231",0,1,0,1,1,0,0
"ENSG00000118242",0,0,0,1,0,1,1
"ENSG00000118245",0,1,0,1,0,0,0
"ENSG00000118246",1,0,1,1,0,1,0
"ENSG00000118257",0,0,0,0,0,0,0
"ENSG00000118260",0,0,1,0,0,1,1
"ENSG00000118263",1,0,0,1,1,0,1
"ENSG00000118271",0,1,0,0,1,1,0
"ENSG00000118276",0,0,0,0,0,0,0
"ENSG00000118292",1,0,1,0,1,0,0
"ENSG00000118298",0,1,1,0,0,1,1
"ENSG00000118307",0,0,0,0,0,0,0
"ENSG00000118308",1,1,0,1,1,1,1
"ENSG00000118322",0,0,1,0,0,1,0
"ENSG00000118363",1,1,1,1,1,1,1
"ENSG00000118369",1,1,0,1,1,1,1
"ENSG00000118402",0,0,0,0,0,0,0
"ENSG00000118407",0,0,0,0,0,0,0
"ENSG00000118412",1,1,1,1,1,1,1
"ENSG00000118418",1,1,1,1,1,1,1
"ENSG00000118420",0,0,0,0,0,0,0
"ENSG00000118432",0,0,0,0,0,0,0
"ENSG00000118434",0,0,0,0,0,0,0
"ENSG00000118454",1,0,1,0,0,1,0
"ENSG00000118473",0,0,0,0,0,0,0
"ENSG00000118482",1,1,0,0,0,1,1
"ENSG00000118491",0,0,0,0,0,0,0
"ENSG00000118492",0,0,0,0,0,0,0
"ENSG00000118495",1,0,1,0,0,1,1
"ENSG00000118496",1,1,0,1,0,1,1
"ENSG00000118503",1,1,1,1,1,1,1
"ENSG00000118507",1,1,0,0,1,0,0
"ENSG00000118508",0,1,0,1,0,1,0
"ENSG00000118513",0,1,1,1,1,0,1
"ENSG00000118514",1,0,1,1,1,1,0
"ENSG00000118515",1,1,1,1,1,1,1
"ENSG00000118518",0,1,1,0,0,1,0
"ENSG00000118520",0,0,0,0,0,0,0
"ENSG00000118523",0,0,0,0,0,0,0
"ENSG00000118526",0,0,0,0,0,0,0
"ENSG00000118557",0,0,0,0,0,0,0
"ENSG00000118564",1,1,1,1,1,1,1
"ENSG00000118579",0,1,0,1,1,1,1
"ENSG00000118596",1,0,0,0,0,1,0
"ENSG00000118600",1,0,1,1,1,0,0
"ENSG00000118620",0,1,0,1,1,1,1
"ENSG00000118640",1,1,1,1,1,1,1
"ENSG00000118655",0,1,0,1,0,0,1
"ENSG00000118680",1,1,1,1,1,1,1
"ENSG00000118689",0,0,0,0,0,1,1
"ENSG00000118690",0,0,0,0,0,0,0
"ENSG00000118702",1,1,0,0,0,1,1
"ENSG00000118705",1,1,1,1,1,1,1
"ENSG00000118707",0,0,0,0,0,1,1
"ENSG00000118729",1,0,1,0,0,0,0
"ENSG00000118733",0,0,0,0,0,0,0
"ENSG00000118762",1,0,1,0,1,1,0
"ENSG00000118777",0,0,0,0,0,0,0
"ENSG00000118785",0,0,0,0,0,0,0
"ENSG00000118804",0,0,0,0,1,0,0
"ENSG00000118816",1,1,1,1,1,1,1
"ENSG00000118849",0,0,0,0,0,0,0
"ENSG00000118855",1,1,1,1,1,1,1
"ENSG00000118873",1,1,1,1,1,1,1
"ENSG00000118894",1,0,1,0,1,0,1
"ENSG00000118898",0,0,1,0,0,0,0
"ENSG00000118900",1,1,1,1,1,1,1
"ENSG00000118922",0,0,0,0,1,1,1
"ENSG00000118939",1,1,1,1,1,1,1
"ENSG00000118946",0,0,0,0,0,0,0
"ENSG00000118960",1,1,1,1,1,0,0
"ENSG00000118961",1,0,1,1,0,0,1
"ENSG00000118965",1,1,1,1,0,0,0
"ENSG00000118971",1,1,1,1,1,1,1
"ENSG00000118972",1,1,1,0,1,0,1
"ENSG00000118985",1,1,0,1,1,1,1
"ENSG00000118997",0,1,1,1,1,1,0
"ENSG00000119004",0,1,0,0,0,1,1
"ENSG00000119013",1,1,1,1,1,1,1
"ENSG00000119041",0,0,0,0,0,1,1
"ENSG00000119042",0,0,0,0,0,0,0
"ENSG00000119048",1,1,1,1,1,1,1
"ENSG00000119121",0,0,0,0,0,0,0
"ENSG00000119125",0,0,0,0,0,0,0
"ENSG00000119138",1,1,0,0,0,1,1
"ENSG00000119139",0,1,1,0,1,1,0
"ENSG00000119147",1,1,1,0,0,0,0
"ENSG00000119185",1,1,0,1,1,0,0
"ENSG00000119203",1,0,1,0,1,0,0
"ENSG00000119227",1,1,0,1,1,0,0
"ENSG00000119231",0,1,0,1,0,1,1
"ENSG00000119242",1,1,1,1,1,1,1
"ENSG00000119280",1,1,1,1,1,1,1
"ENSG00000119283",0,1,0,1,0,1,1
"ENSG00000119285",1,0,0,0,0,1,0
"ENSG00000119314",0,1,0,1,1,1,1
"ENSG00000119318",1,1,1,1,1,1,1
"ENSG00000119321",0,1,1,0,0,1,1
"ENSG00000119326",0,1,0,1,1,1,1
"ENSG00000119328",1,1,1,1,1,1,1
"ENSG00000119333",1,0,1,0,1,0,0
"ENSG00000119335",1,1,1,1,1,1,1
"ENSG00000119383",1,1,1,1,1,1,0
"ENSG00000119392",0,1,1,1,0,0,0
"ENSG00000119396",0,1,0,0,0,1,1
"ENSG00000119397",1,1,1,1,1,1,1
"ENSG00000119401",0,0,1,0,0,1,0
"ENSG00000119402",1,0,1,0,0,1,1
"ENSG00000119403",1,1,1,1,1,1,1
"ENSG00000119408",0,1,0,1,0,0,1
"ENSG00000119411",1,0,1,1,1,1,0
"ENSG00000119414",1,1,1,1,1,1,1
"ENSG00000119421",1,1,1,1,1,1,1
"ENSG00000119431",1,0,1,0,0,1,1
"ENSG00000119446",0,0,0,0,0,1,1
"ENSG00000119457",0,0,0,0,0,0,0
"ENSG00000119471",1,1,1,1,0,0,0
"ENSG00000119487",0,1,0,1,0,1,1
"ENSG00000119508",1,1,0,1,1,1,1
"ENSG00000119509",1,1,1,0,0,1,0
"ENSG00000119514",0,1,1,0,1,0,1
"ENSG00000119522",1,1,0,1,1,0,1
"ENSG00000119523",1,1,1,1,1,1,1
"ENSG00000119535",0,0,0,1,1,1,0
"ENSG00000119537",1,0,1,0,1,1,1
"ENSG00000119541",1,1,1,1,1,1,1
"ENSG00000119547",0,0,0,0,0,0,0
"ENSG00000119559",1,1,1,1,0,0,0
"ENSG00000119574",0,1,1,1,0,0,1
"ENSG00000119596",0,1,0,0,1,1,1
"ENSG00000119599",1,0,0,1,1,1,0
"ENSG00000119608",0,0,0,0,0,0,0
"ENSG00000119614",NA,NA,NA,NA,NA,NA,NA
"ENSG00000119616",0,0,0,0,0,1,1
"ENSG00000119630",0,0,0,1,1,1,0
"ENSG00000119632",1,0,1,0,1,1,0
"ENSG00000119636",1,0,1,1,0,0,0
"ENSG00000119638",1,0,1,1,1,0,1
"ENSG00000119640",1,1,1,1,1,0,1
"ENSG00000119650",0,1,0,1,1,0,0
"ENSG00000119655",1,1,1,1,1,1,1
"ENSG00000119661",0,1,0,0,0,1,1
"ENSG00000119669",1,1,1,1,1,1,1
"ENSG00000119673",0,1,1,1,0,1,0
"ENSG00000119681",1,0,0,0,1,1,1
"ENSG00000119682",1,1,1,1,1,1,1
"ENSG00000119684",0,1,1,1,0,0,0
"ENSG00000119685",1,1,0,0,1,1,1
"ENSG00000119686",0,1,1,0,0,1,0
"ENSG00000119688",1,1,0,0,1,0,0
"ENSG00000119689",1,1,1,1,1,1,1
"ENSG00000119698",0,0,0,0,0,0,0
"ENSG00000119699",1,1,0,1,1,1,0
"ENSG00000119703",0,0,0,1,1,1,1
"ENSG00000119705",1,1,1,1,1,1,1
"ENSG00000119707",1,1,1,1,1,1,1
"ENSG00000119711",0,0,1,0,0,0,1
"ENSG00000119714",1,0,1,1,1,0,0
"ENSG00000119715",0,0,1,1,0,1,0
"ENSG00000119718",1,1,1,1,1,1,1
"ENSG00000119720",1,0,0,1,0,1,0
"ENSG00000119723",0,1,1,0,1,0,0
"ENSG00000119725",1,1,1,1,1,1,1
"ENSG00000119729",1,1,0,0,0,1,0
"ENSG00000119737",0,0,0,0,0,0,0
"ENSG00000119760",1,0,1,1,0,0,0
"ENSG00000119771",0,0,1,0,1,0,1
"ENSG00000119772",1,1,1,1,1,1,1
"ENSG00000119777",1,1,1,1,1,0,1
"ENSG00000119778",0,0,0,0,0,1,1
"ENSG00000119782",1,0,0,0,0,0,0
"ENSG00000119787",1,1,0,1,0,1,0
"ENSG00000119801",1,1,1,1,1,1,1
"ENSG00000119812",1,1,0,0,0,1,1
"ENSG00000119820",0,0,0,0,0,0,0
"ENSG00000119844",1,1,1,1,1,1,1
"ENSG00000119862",0,0,0,0,0,0,0
"ENSG00000119865",0,0,0,0,0,0,0
"ENSG00000119866",0,0,0,0,0,0,0
"ENSG00000119878",0,1,0,1,1,1,0
"ENSG00000119888",0,0,0,0,0,0,0
"ENSG00000119899",1,0,1,1,1,0,0
"ENSG00000119900",1,0,0,1,1,0,0
"ENSG00000119906",1,0,0,1,0,1,0
"ENSG00000119912",0,1,1,0,1,0,1
"ENSG00000119913",0,0,0,1,0,1,1
"ENSG00000119915",0,0,0,0,0,0,0
"ENSG00000119917",0,0,0,1,0,0,1
"ENSG00000119919",0,0,0,0,0,0,0
"ENSG00000119922",0,0,0,1,0,0,1
"ENSG00000119927",0,0,1,0,0,0,1
"ENSG00000119929",1,1,1,1,1,1,1
"ENSG00000119938",0,0,0,0,0,0,0
"ENSG00000119943",1,1,0,0,0,0,1
"ENSG00000119946",0,0,0,0,0,0,0
"ENSG00000119950",1,1,1,1,1,1,1
"ENSG00000119953",1,1,1,1,1,1,1
"ENSG00000119965",1,0,1,0,0,0,0
"ENSG00000119969",1,0,1,0,1,0,0
"ENSG00000119973",0,0,0,0,0,0,0
"ENSG00000119977",0,1,1,1,0,0,1
"ENSG00000119979",1,0,1,0,0,1,0
"ENSG00000119986",0,0,0,1,1,1,1
"ENSG00000120008",1,1,0,0,0,1,0
"ENSG00000120029",1,1,0,1,0,0,0
"ENSG00000120049",0,1,0,0,0,1,0
"ENSG00000120051",0,0,0,0,0,0,0
"ENSG00000120053",1,1,1,1,1,1,1
"ENSG00000120054",1,0,0,0,1,1,1
"ENSG00000120055",1,1,0,1,0,0,1
"ENSG00000120057",1,0,1,0,0,1,0
"ENSG00000120063",1,1,1,1,1,1,1
"ENSG00000120068",0,0,0,0,0,0,0
"ENSG00000120071",1,1,1,1,1,1,1
"ENSG00000120075",0,1,0,0,1,0,1
"ENSG00000120088",0,1,0,1,0,0,1
"ENSG00000120093",1,1,0,1,0,0,1
"ENSG00000120094",1,1,0,0,0,0,1
"ENSG00000120129",1,1,1,1,1,1,1
"ENSG00000120137",1,1,1,0,0,1,0
"ENSG00000120149",0,0,0,0,0,0,0
"ENSG00000120156",0,0,0,0,0,0,0
"ENSG00000120158",1,0,0,1,1,0,0
"ENSG00000120159",1,0,1,0,0,1,0
"ENSG00000120160",0,0,0,0,0,0,0
"ENSG00000120162",0,0,0,0,0,0,0
"ENSG00000120210",1,0,1,1,0,0,1
"ENSG00000120211",0,0,0,0,0,0,0
"ENSG00000120215",0,0,0,0,0,0,0
"ENSG00000120217",0,1,0,1,1,0,1
"ENSG00000120235",0,0,0,0,0,0,0
"ENSG00000120242",0,0,0,0,0,0,0
"ENSG00000120251",0,0,0,0,0,0,0
"ENSG00000120253",1,0,1,1,0,1,1
"ENSG00000120254",1,0,1,1,1,0,0
"ENSG00000120256",1,1,1,0,0,0,0
"ENSG00000120262",0,0,0,0,0,0,0
"ENSG00000120265",1,1,1,1,1,1,1
"ENSG00000120278",1,0,0,1,0,0,1
"ENSG00000120279",0,0,0,0,0,0,0
"ENSG00000120280",0,1,0,0,1,1,1
"ENSG00000120289",0,0,0,0,0,0,0
"ENSG00000120306",1,1,1,1,1,1,1
"ENSG00000120314",1,0,1,1,1,0,0
"ENSG00000120318",0,1,1,1,0,0,0
"ENSG00000120322",0,0,0,0,0,0,0
"ENSG00000120324",0,0,0,0,0,0,0
"ENSG00000120327",0,0,0,0,0,0,0
"ENSG00000120328",1,1,1,0,1,0,1
"ENSG00000120329",0,0,0,0,0,1,1
"ENSG00000120332",0,0,0,0,0,0,0
"ENSG00000120333",1,1,1,1,1,0,0
"ENSG00000120334",0,0,1,0,0,1,0
"ENSG00000120337",0,0,0,0,0,0,0
"ENSG00000120341",0,0,0,0,0,0,0
"ENSG00000120370",0,1,1,0,0,1,0
"ENSG00000120436",0,0,0,0,1,1,1
"ENSG00000120437",1,1,1,1,1,1,1
"ENSG00000120438",1,1,1,1,1,1,1
"ENSG00000120440",0,0,0,0,0,0,0
"ENSG00000120451",0,0,1,0,0,1,1
"ENSG00000120457",1,1,0,0,1,1,0
"ENSG00000120458",1,0,0,0,1,1,0
"ENSG00000120471",0,0,0,0,0,0,0
"ENSG00000120498",0,0,0,0,0,0,0
"ENSG00000120500",0,1,0,1,1,1,0
"ENSG00000120509",1,1,1,1,1,1,1
"ENSG00000120519",1,1,0,0,0,0,0
"ENSG00000120526",1,0,1,1,1,0,0
"ENSG00000120533",1,0,1,0,0,0,0
"ENSG00000120539",1,1,0,0,1,0,1
"ENSG00000120549",0,0,0,0,0,0,0
"ENSG00000120563",0,0,0,0,0,0,0
"ENSG00000120594",0,0,0,0,0,0,0
"ENSG00000120616",1,1,1,1,1,1,1
"ENSG00000120645",1,0,0,1,0,1,1
"ENSG00000120647",1,0,1,0,0,1,0
"ENSG00000120656",1,1,1,1,1,1,1
"ENSG00000120658",0,0,0,0,0,0,0
"ENSG00000120659",0,0,1,1,0,0,0
"ENSG00000120662",1,0,1,0,1,0,0
"ENSG00000120669",0,0,0,0,0,0,0
"ENSG00000120675",1,1,1,0,1,1,1
"ENSG00000120685",1,1,1,1,1,1,1
"ENSG00000120686",1,0,0,1,1,1,1
"ENSG00000120688",0,0,1,1,0,0,0
"ENSG00000120690",1,1,1,1,1,1,1
"ENSG00000120693",0,0,0,0,0,0,0
"ENSG00000120694",1,1,1,1,1,1,1
"ENSG00000120696",0,0,0,0,0,1,1
"ENSG00000120697",1,1,1,1,1,1,1
"ENSG00000120699",1,1,1,1,1,1,1
"ENSG00000120705",1,1,1,1,1,1,1
"ENSG00000120708",1,1,1,0,0,1,0
"ENSG00000120709",1,1,1,1,1,1,1
"ENSG00000120725",1,1,1,1,1,1,1
"ENSG00000120727",1,1,1,1,1,1,1
"ENSG00000120729",0,0,0,0,0,0,0
"ENSG00000120733",1,1,1,1,1,1,1
"ENSG00000120738",1,0,1,1,1,1,1
"ENSG00000120742",1,1,1,1,1,1,1
"ENSG00000120756",0,0,0,0,0,0,0
"ENSG00000120784",1,1,0,1,0,1,0
"ENSG00000120798",1,1,1,0,0,1,0
"ENSG00000120800",0,1,1,0,1,1,0
"ENSG00000120802",0,0,0,0,0,1,1
"ENSG00000120805",1,1,1,0,0,0,0
"ENSG00000120820",0,0,0,0,0,0,0
"ENSG00000120832",1,0,1,0,1,1,0
"ENSG00000120833",0,0,0,0,0,0,0
"ENSG00000120837",1,0,1,0,0,0,0
"ENSG00000120860",0,0,1,1,1,0,0
"ENSG00000120868",1,1,1,0,0,0,0
"ENSG00000120875",1,1,1,1,1,1,1
"ENSG00000120885",0,0,0,0,0,0,0
"ENSG00000120889",0,1,0,1,1,1,1
"ENSG00000120896",0,1,0,1,0,1,0
"ENSG00000120899",1,1,0,0,1,1,1
"ENSG00000120903",0,1,0,1,0,0,1
