"","Transcriptomics","Proteomics","Final"
"1571",0,NA,0
"100",2,2,2
"3177",1,NA,0
"205",1,1,1
"204",2,2,2
"26289",0,1,0
"50808",2,2,2
"262",2,2,2
"113",1,1,1
"109",0,NA,0
"115",1,NA,0
"112",2,0,1
"107",0,NA,0
"114",1,NA,0
"55811",0,NA,0
"196883",1,NA,0
"111",0,NA,0
"108",1,NA,0
"2030",0,1,0
"9154",1,NA,0
"64078",0,2,1
"9153",0,NA,0
"55315",1,0,0
"11164",1,2,2
"952",2,1,2
"1375",0,NA,0
"1374",1,2,2
"126129",0,NA,0
"1376",1,1,1
"9061",2,0,1
"9060",0,0,0
"158",2,2,2
"10331",1,NA,0
"374907",0,0,0
"10678",2,0,1
"79369",0,NA,0
"11041",0,0,0
"93010",0,NA,0
"79814",1,1,1
"56894",0,1,0
"10555",0,1,0
"137964",1,0,0
"56895",1,1,1
"55326",1,1,1
"129642",0,1,0
"64850",0,NA,0
"64902",0,NA,0
"189",1,NA,0
"3074",2,1,2
"3073",1,1,1
"10606",1,2,2
"8402",2,2,2
"1468",1,1,1
"64849",1,NA,0
"1645",1,0,0
"1109",0,NA,0
"6718",0,1,0
"6510",1,1,1
"6509",1,2,2
"56301",1,NA,0
"6520",2,1,2
"211",2,0,1
"23464",1,1,1
"212",1,NA,0
"59272",0,NA,0
"6542",0,NA,0
"6541",1,1,1
"84889",0,NA,0
"54407",2,0,1
"81539",2,0,1
"340024",2,NA,1
"11254",0,NA,0
"57393",0,NA,0
"55089",0,NA,0
"2875",1,NA,0
"84706",0,1,0
"92745",1,0,0
"10991",2,NA,1
"284273",0,1,0
"10327",2,2,2
"8854",1,0,0
"224",0,1,0
"223",2,2,2
"216",0,0,0
"501",0,1,0
"217",0,1,0
"219",1,1,1
"239",0,1,0
"247",1,2,2
"246",0,1,0
"231",2,2,2
"8574",2,2,2
"23600",0,1,0
"115286",1,1,1
"271",1,1,1
"272",0,0,0
"270",0,NA,0
"290",1,1,1
"278",1,NA,0
"277",1,0,0
"279",1,0,0
"280",1,0,0
"6519",0,NA,0
"276",1,0,0
"11136",0,NA,0
"10998",1,NA,0
"113451",1,NA,0
"9057",2,1,2
"384",1,0,0
"445",0,2,1
"83884",0,NA,0
"10166",1,1,1
"410",1,1,1
"427",1,1,1
"9963",0,NA,0
"9962",0,NA,0
"80150",0,1,0
"440",1,1,1
"790",2,2,2
"6505",0,NA,0
"6512",0,NA,0
"6511",0,NA,0
"6507",1,2,2
"6506",0,2,1
"9296",2,1,2
"51606",2,1,2
"533",2,NA,1
"90423",0,1,0
"528",2,1,2
"525",1,NA,0
"10312",2,1,2
"127124",0,NA,0
"245973",0,NA,0
"50617",1,NA,0
"9114",2,1,2
"23545",0,1,0
"8992",2,NA,1
"535",1,1,1
"527",2,1,2
"526",2,2,2
"523",2,2,2
"529",2,1,2
"9550",2,1,2
"51382",1,1,1
"245972",0,0,0
"957",1,NA,0
"956",0,NA,0
"955",2,NA,1
"953",0,0,0
"954",1,NA,0
"377841",0,NA,0
"293",2,2,2
"291",0,1,0
"292",2,2,2
"4126",0,1,0
"8706",0,NA,0
"10317",1,NA,0
"84002",1,NA,0
"3141",1,1,1
"140679",0,NA,0
"8424",0,NA,0
"53630",0,NA,0
"635",0,2,1
"23743",1,NA,0
"10599",0,NA,0
"1244",1,NA,0
"8714",0,1,0
"28234",0,NA,0
"645",1,2,2
"644",1,2,2
"9488",1,0,0
"10380",1,2,2
"686",1,1,1
"8884",1,1,1
"80704",0,NA,0
"51733",0,NA,0
"7108",0,1,0
"50814",0,1,0
"3295",1,1,1
"6307",2,1,2
"493",2,1,2
"492",0,1,0
"491",0,NA,0
"490",2,0,1
"847",2,2,2
"6543",2,NA,1
"6547",0,NA,0
"6546",0,2,1
"166785",0,1,0
"2538",0,NA,0
"92579",1,1,1
"1373",0,2,1
"873",0,2,1
"10423",2,1,2
"8760",2,2,2
"1040",0,NA,0
"56994",0,0,0
"10390",1,1,1
"64781",2,2,2
"10087",0,1,0
"6565",1,NA,0
"9023",0,NA,0
"1103",1,NA,0
"162466",0,1,0
"9468",1,NA,0
"5130",0,0,0
"6579",0,NA,0
"6555",0,NA,0
"6554",0,NA,0
"55349",0,2,1
"1120",0,1,0
"1119",1,NA,0
"60482",0,NA,0
"6582",1,NA,0
"6584",0,NA,0
"6820",1,NA,0
"10948",1,1,1
"19",1,2,2
"1118",1,2,2
"27159",1,NA,0
"54682",0,NA,0
"9058",1,NA,0
"6576",2,2,2
"1159",1,1,1
"548596",1,1,1
"1160",0,NA,0
"1158",1,2,2
"1152",1,0,0
"5172",1,NA,0
"65010",1,NA,0
"54675",1,NA,0
"10559",1,1,1
"55907",2,2,2
"8034",0,1,0
"8824",1,NA,0
"51805",1,1,1
"51004",1,1,1
"10229",0,1,0
"2650",0,0,0
"9245",0,NA,0
"51301",1,2,2
"192134",1,NA,0
"386757",1,NA,0
"6535",0,NA,0
"1384",0,1,0
"6583",0,2,1
"1431",2,2,2
"54677",1,1,1
"8140",2,1,2
"23428",1,NA,0
"1036",1,NA,0
"23657",2,0,1
"57379",0,2,1
"978",2,2,2
"7371",1,1,1
"83549",1,1,1
"51727",2,2,2
"129607",1,1,1
"160851",0,1,0
"8526",0,1,0
"1606",2,2,2
"8527",1,2,2
"1607",0,1,0
"1608",2,2,2
"1609",1,1,1
"8525",0,1,0
"9162",1,NA,0
"1610",1,NA,0
"51022",1,NA,0
"2745",1,2,2
"8528",1,NA,0
"10455",2,0,1
"1632",2,2,2
"1633",2,2,2
"1638",0,NA,0
"6319",1,1,1
"9415",0,2,1
"3992",1,1,1
"8694",0,1,0
"84649",0,0,0
"1716",2,1,2
"6513",2,1,2
"6517",2,NA,1
"6515",2,1,2
"1718",1,1,1
"1581",0,NA,0
"1717",1,1,1
"8560",2,1,2
"123099",0,NA,0
"11309",0,2,1
"6783",0,1,0
"1723",1,1,1
"1809",0,NA,0
"1808",2,2,2
"1807",0,NA,0
"23539",0,NA,0
"2224",2,1,2
"29958",0,NA,0
"60386",1,1,1
"84920",0,1,0
"79087",0,1,0
"26002",0,NA,0
"1621",1,2,2
"7299",0,NA,0
"6530",1,NA,0
"6581",0,NA,0
"669",1,1,1
"5224",1,NA,0
"5223",2,2,2
"4597",0,1,0
"51071",1,1,1
"1806",1,1,1
"7083",1,0,0
"7084",0,1,0
"1854",2,2,2
"3704",2,2,2
"10682",2,1,2
"1892",2,2,2
"549",2,1,2
"1962",0,1,0
"1891",2,2,2
"11001",2,1,2
"28231",1,NA,0
"53919",0,NA,0
"10257",0,1,0
"28232",0,NA,0
"2109",2,2,2
"2108",2,2,2
"2110",1,0,0
"55500",2,1,2
"55224",1,NA,0
"8790",1,1,1
"51086",0,NA,0
"2181",1,0,0
"2180",1,0,0
"2182",2,0,1
"81616",0,NA,0
"51703",2,0,1
"23305",1,1,1
"116285",0,NA,0
"5167",0,2,1
"5169",0,1,0
"6785",0,NA,0
"60481",2,1,2
"54898",0,NA,0
"79071",1,NA,0
"1579",1,NA,0
"2194",0,0,0
"10999",1,0,0
"376497",1,1,1
"230",2,2,2
"226",2,2,2
"229",0,2,1
"5208",1,1,1
"5207",1,NA,0
"2203",1,1,1
"5210",1,2,2
"5209",1,1,1
"8789",0,1,0
"2235",1,2,2
"10840",0,NA,0
"79901",0,1,0
"197258",1,1,1
"125061",0,2,1
"1719",1,1,1
"2356",2,1,2
"155184",0,NA,0
"29988",0,2,1
"66035",1,NA,0
"6518",1,2,2
"6514",0,NA,0
"160428",0,NA,0
"25902",1,1,1
"4522",2,2,2
"2519",0,1,0
"2517",1,1,1
"2184",0,0,0
"2271",2,2,2
"2523",0,NA,0
"2525",1,NA,0
"10690",0,NA,0
"2683",1,1,1
"9334",1,0,0
"8704",0,NA,0
"8703",2,1,2
"2820",0,1,0
"5832",2,1,2
"9563",0,1,0
"2539",2,0,1
"2542",1,0,0
"2593",0,1,0
"9514",0,NA,0
"5476",2,1,2
"2720",2,0,1
"2588",1,1,1
"2581",1,1,1
"2583",1,NA,0
"55454",2,1,2
"55790",2,2,2
"79586",1,0,0
"337876",0,NA,0
"22856",1,1,1
"63917",1,NA,0
"11226",1,1,1
"55568",1,0,0
"2589",2,1,2
"51809",1,1,1
"8693",1,0,0
"2591",0,1,0
"117248",0,NA,0
"26290",0,NA,0
"114805",0,NA,0
"79695",1,NA,0
"50614",1,NA,0
"79623",1,NA,0
"2590",1,1,1
"11227",0,NA,0
"81031",1,NA,0
"126792",1,1,1
"11285",0,1,0
"8972",0,1,0
"175",2,1,2
"26301",1,NA,0
"4329",1,2,2
"7915",1,1,1
"2731",1,1,1
"275",0,0,0
"2653",0,1,0
"2651",0,NA,0
"55343",1,NA,0
"8836",1,1,1
"79017",2,1,2
"8908",1,NA,0
"2992",2,1,2
"2997",2,1,2
"2998",0,NA,0
"2687",1,NA,0
"6472",2,2,2
"6470",1,1,1
"2717",2,1,2
"2632",1,1,1
"2990",2,1,2
"8372",1,0,0
"26035",0,2,1
"54480",2,1,2
"2131",0,1,0
"2132",1,2,2
"27087",0,NA,0
"26229",1,1,1
"135152",1,NA,0
"4669",0,0,0
"64579",0,NA,0
"9348",0,NA,0
"8509",2,0,1
"3340",0,0,0
"2137",1,NA,0
"2135",0,0,0
"2134",0,NA,0
"144195",1,NA,0
"154091",0,NA,0
"11182",0,2,1
"56606",1,2,2
"6523",1,NA,0
"178",1,1,1
"5837",0,NA,0
"5834",1,2,2
"5836",0,1,0
"2729",1,1,1
"2730",1,2,2
"2746",2,2,2
"2747",1,2,2
"10841",0,NA,0
"27165",0,NA,0
"2744",2,2,2
"79751",0,1,0
"83733",0,NA,0
"2639",1,1,1
"57084",0,NA,0
"57030",1,NA,0
"246213",0,NA,0
"51179",2,NA,1
"54363",0,NA,0
"2628",0,0,0
"9380",2,2,2
"2712",0,2,1
"2713",1,NA,0
"2710",1,1,1
"3029",2,2,2
"6536",0,NA,0
"5226",2,2,2
"27232",1,NA,0
"57678",1,NA,0
"80055",1,NA,0
"54965",1,0,0
"93183",0,2,1
"2936",2,2,2
"2876",2,2,2
"7001",2,2,2
"5052",2,2,2
"2879",2,2,2
"2877",1,NA,0
"257202",0,NA,0
"2878",0,0,0
"2882",2,1,2
"10935",2,2,2
"2937",2,1,2
"2678",1,1,1
"2679",0,NA,0
"2983",0,1,0
"4881",1,NA,0
"3000",0,2,1
"2974",0,NA,0
"4882",1,NA,0
"2986",0,NA,0
"2982",0,2,1
"2984",0,NA,0
"2977",0,NA,0
"9615",0,NA,0
"763",1,NA,0
"11238",1,1,1
"23556",1,1,1
"55650",1,NA,0
"53905",0,NA,0
"50506",0,NA,0
"343",0,NA,0
"5281",1,NA,0
"84720",1,1,1
"54872",1,1,1
"80235",0,NA,0
"128869",1,1,1
"10026",1,1,1
"51604",2,1,2
"94005",2,1,2
"8733",2,1,2
"3028",2,2,2
"3033",2,2,2
"3037",0,NA,0
"3038",0,NA,0
"3036",0,NA,0
"27235",1,NA,0
"6522",1,1,1
"83697",0,NA,0
"6521",0,1,0
"6508",1,NA,0
"2645",0,NA,0
"3098",2,2,2
"3099",1,1,1
"80201",0,NA,0
"3101",0,1,0
"3081",0,2,1
"11112",1,2,2
"3067",0,2,1
"496",0,NA,0
"495",1,2,2
"8942",0,1,0
"3157",1,1,1
"3158",1,NA,0
"54511",0,NA,0
"3155",0,2,1
"3162",0,1,0
"26062",0,NA,0
"197257",0,0,0
"6448",1,1,1
"3290",1,2,2
"3291",0,NA,0
"3292",0,NA,0
"3294",0,NA,0
"51478",0,1,0
"3283",0,NA,0
"3284",0,NA,0
"80270",1,2,2
"57026",0,1,0
"3419",2,2,2
"3421",2,2,2
"3420",2,2,2
"3417",1,0,0
"3418",2,2,2
"7173",0,NA,0
"3425",0,1,0
"587",1,2,2
"8501",0,NA,0
"55586",2,NA,1
"114134",0,2,1
"6526",1,0,0
"3422",2,1,2
"91734",0,NA,0
"160728",1,NA,0
"8801",2,2,2
"8802",2,2,2
"8803",2,2,2
"9990",2,1,2
"6560",0,0,0
"57468",0,NA,0
"3795",0,0,0
"84679",0,1,0
"23315",0,NA,0
"8564",0,1,0
"3938",1,NA,0
"53",2,1,2
"3931",0,1,0
"387775",0,NA,0
"124637",1,NA,0
"366",0,2,1
"11283",0,2,1
"4047",1,1,1
"1178",1,1,1
"5321",0,1,0
"29124",0,NA,0
"51268",0,NA,0
"4023",0,2,1
"1056",0,NA,0
"3990",0,NA,0
"80339",1,NA,0
"11343",0,0,0
"50487",2,NA,1
"9227",0,2,1
"6309",1,NA,0
"4048",2,2,2
"4258",0,1,0
"4259",2,2,2
"4056",1,2,2
"2954",1,1,1
"2548",1,1,1
"56922",2,1,2
"64087",1,2,2
"23417",1,1,1
"4357",0,1,0
"4190",2,2,2
"4191",2,2,2
"4200",2,2,2
"4199",0,1,0
"10873",0,1,0
"3620",1,0,0
"1545",0,1,0
"1543",0,0,0
"1557",0,NA,0
"1544",1,NA,0
"27430",2,2,2
"4144",2,2,2
"4143",2,2,2
"4548",2,1,2
"4598",0,1,0
"8867",1,1,1
"3635",2,2,2
"3632",0,0,0
"3636",1,1,1
"27124",0,NA,0
"3633",1,1,1
"56623",0,NA,0
"3628",1,1,1
"3706",2,NA,1
"3707",1,1,1
"80271",1,0,0
"51477",1,0,0
"8821",1,2,2
"3631",2,1,2
"2595",0,1,0
"84693",1,1,1
"4594",2,1,2
"80168",0,NA,0
"116255",1,NA,0
"4507",1,2,2
"10797",2,1,2
"56913",1,1,1
"91703",1,2,2
"443",0,NA,0
"4668",1,1,1
"9498",0,NA,0
"57282",0,2,1
"6528",1,NA,0
"482",0,NA,0
"476",2,2,2
"480",0,NA,0
"483",2,2,2
"23439",0,NA,0
"477",0,1,0
"481",1,1,1
"478",0,0,0
"6549",0,NA,0
"6550",0,NA,0
"6548",0,1,0
"84735",0,0,0
"55748",2,2,2
"6559",1,NA,0
"57419",0,NA,0
"123041",0,NA,0
"9187",1,NA,0
"25769",0,NA,0
"124583",1,1,1
"79077",2,1,2
"9583",2,0,1
"1841",1,2,2
"4832",0,1,0
"4830",1,1,1
"29922",1,1,1
"10201",1,1,1
"4831",2,2,2
"4833",1,2,2
"57127",1,NA,0
"6005",1,2,2
"6557",0,NA,0
"6558",1,1,1
"349565",0,0,0
"64802",0,1,0
"23057",0,NA,0
"10135",1,0,0
"4837",1,NA,0
"5409",0,NA,0
"4843",1,NA,0
"4846",1,NA,0
"4842",1,NA,0
"4860",2,2,2
"6580",1,NA,0
"55808",0,NA,0
"30833",0,1,0
"5251",0,0,0
"56953",1,NA,0
"4907",0,0,0
"6476",0,NA,0
"5009",0,NA,0
"5019",2,2,2
"64064",1,NA,0
"1629",1,1,1
"594",1,1,1
"593",2,1,2
"26873",0,2,1
"4942",2,1,2
"7372",0,1,0
"10861",1,NA,0
"1811",0,NA,0
"1836",0,1,0
"1583",0,2,1
"1584",1,NA,0
"1585",2,NA,1
"1586",0,NA,0
"1588",0,NA,0
"1576",0,NA,0
"1593",0,0,0
"1548",0,NA,0
"1553",2,NA,1
"1562",0,NA,0
"1558",0,NA,0
"1559",0,NA,0
"1565",0,2,1
"1572",0,NA,0
"51302",0,NA,0
"64816",0,NA,0
"1577",0,NA,0
"1551",0,NA,0
"10858",0,NA,0
"66002",1,2,2
"8529",0,NA,0
"4051",0,1,0
"9420",0,2,1
"1582",0,NA,0
"5831",0,1,0
"5050",2,2,2
"5051",0,1,0
"5049",2,2,2
"5048",2,2,2
"7941",0,2,1
"347734",2,1,2
"57194",1,NA,0
"5337",0,1,0
"5338",1,2,2
"130013",0,NA,0
"5091",1,1,1
"5244",0,NA,0
"5136",0,NA,0
"5142",2,NA,1
"5137",0,0,0
"5151",0,NA,0
"50940",0,NA,0
"5139",0,0,0
"5140",1,1,1
"27115",0,NA,0
"5144",0,0,0
"5153",0,NA,0
"5150",2,0,1
"5138",1,2,2
"8622",0,NA,0
"5141",0,2,1
"5143",1,NA,0
"10846",0,NA,0
"5152",0,NA,0
"5148",1,NA,0
"8654",0,1,0
"5145",0,NA,0
"5147",2,1,2
"5146",0,NA,0
"5158",0,NA,0
"5149",0,2,1
"1737",2,2,2
"5162",2,2,2
"5160",2,2,2
"5161",1,NA,0
"55163",1,1,1
"10396",1,1,1
"5105",0,NA,0
"5106",1,1,1
"8310",0,1,0
"5833",0,1,0
"10400",1,NA,0
"26227",0,1,0
"5730",0,2,1
"27306",0,2,1
"9536",0,2,1
"80142",1,1,1
"5740",1,2,2
"114971",1,1,1
"9489",1,0,0
"5743",0,1,0
"5742",0,1,0
"6898",0,NA,0
"5053",0,NA,0
"5264",0,NA,0
"5728",2,1,2
"8871",1,0,0
"8395",0,0,0
"8394",2,1,2
"23396",0,0,0
"5297",2,1,2
"55361",1,1,1
"5298",2,1,2
"5295",2,2,2
"23533",2,1,2
"5290",0,1,0
"5293",2,1,2
"5296",1,NA,0
"8503",0,NA,0
"5291",1,1,1
"5294",1,1,1
"10870",2,0,1
"4952",1,0,0
"23236",0,2,1
"5336",0,0,0
"5335",2,2,2
"5334",0,1,0
"5331",0,1,0
"257068",1,NA,0
"84812",0,NA,0
"5330",0,2,1
"23007",0,NA,0
"51196",0,NA,0
"5332",0,2,1
"113026",0,NA,0
"5333",1,1,1
"89869",0,0,0
"5288",0,NA,0
"5286",1,1,1
"5287",1,1,1
"200576",1,1,1
"5305",2,2,2
"79837",2,1,2
"5289",0,0,0
"5277",1,NA,0
"51227",0,NA,0
"8818",1,NA,0
"9091",1,1,1
"5279",2,NA,1
"5283",1,NA,0
"123745",0,NA,0
"8398",1,0,0
"64600",1,NA,0
"81579",0,NA,0
"100137049",1,NA,0
"5322",0,NA,0
"5320",2,NA,1
"30814",1,NA,0
"26279",1,2,2
"5319",0,NA,0
"10654",2,1,2
"117283",0,NA,0
"9807",1,1,1
"51447",2,NA,1
"8876",0,1,0
"8875",1,1,1
"55350",0,NA,0
"27068",1,2,2
"8613",1,NA,0
"8611",0,0,0
"8612",1,NA,0
"5498",1,1,1
"8288",1,1,1
"9588",2,2,2
"4353",0,2,1
"5625",2,NA,1
"6578",1,NA,0
"23761",2,1,2
"9791",2,1,2
"81490",0,1,0
"10005",0,1,0
"10965",1,1,1
"122970",0,NA,0
"5805",1,NA,0
"6303",2,NA,1
"112483",2,0,1
"8566",0,2,1
"151531",0,NA,0
"7378",2,1,2
"2944",1,0,0
"64080",1,0,0
"5959",0,NA,0
"8608",1,NA,0
"112724",1,1,1
"157506",1,2,2
"51109",2,2,2
"57665",1,2,2
"195814",0,NA,0
"145226",0,NA,0
"50700",1,NA,0
"8228",0,2,1
"113278",1,NA,0
"54981",1,1,1
"6482",2,1,2
"6484",1,2,2
"6483",0,1,0
"10090",1,NA,0
"9653",1,1,1
"3423",1,1,1
"222537",1,NA,0
"9957",1,NA,0
"9951",1,NA,0
"9956",1,NA,0
"9955",0,NA,0
"9953",1,NA,0
"55501",0,0,0
"113189",0,1,0
"50515",2,2,2
"166012",1,NA,0
"411",1,1,1
"23563",1,NA,0
"4166",0,NA,0
"10164",1,NA,0
"9435",1,2,2
"8534",1,NA,0
"9469",1,NA,0
"56548",1,0,0
"266722",0,NA,0
"9394",1,NA,0
"90161",1,NA,0
"2799",1,1,1
"10157",0,1,0
"118881",1,1,1
"3176",0,0,0
"1757",0,1,0
"81537",1,1,1
"6652",1,1,1
"6342",2,2,2
"9056",0,2,1
"55304",0,NA,0
"9517",0,1,0
"10558",2,1,2
"2098",2,2,2
"8879",2,1,2
"8869",1,NA,0
"56848",0,2,1
"8877",0,2,1
"130752",0,NA,0
"339221",1,NA,0
"55627",2,1,2
"55512",1,2,2
"6609",1,1,1
"6610",0,1,0
"259230",1,2,2
"116369",0,NA,0
"115111",0,NA,0
"115019",0,NA,0
"284129",1,NA,0
"26266",0,NA,0
"6646",2,0,1
"6649",1,NA,0
"6648",1,2,2
"6647",2,2,2
"6697",2,0,1
"6723",2,2,2
"6611",2,1,2
"6713",1,0,0
"2222",2,1,2
"6715",1,NA,0
"6716",0,NA,0
"15",0,NA,0
"6532",0,0,0
"6487",0,NA,0
"10402",0,0,0
"10610",1,NA,0
"81849",0,NA,0
"256435",0,NA,0
"30815",0,NA,0
"6489",1,NA,0
"29906",1,NA,0
"412",1,0,0
"6391",1,1,1
"6390",2,2,2
"6392",2,1,2
"6389",1,2,2
"6821",0,2,1
"6533",1,1,1
"5092",1,0,0
"23530",2,2,2
"79178",1,1,1
"6567",1,NA,0
"1890",0,2,1
"55217",1,1,1
"7296",2,2,2
"11181",0,NA,0
"80162",1,1,1
"7166",0,NA,0
"121278",0,NA,0
"169355",0,NA,0
"6999",0,NA,0
"6561",0,NA,0
"6916",0,1,0
"7054",1,NA,0
"7306",0,NA,0
"10020",1,1,1
"29880",2,1,2
"7355",0,NA,0
"7358",1,1,1
"23169",1,2,2
"80146",2,1,2
"5168",1,2,2
"84912",0,NA,0
"3906",0,NA,0
"7357",2,1,2
"11046",1,NA,0
"54576",0,NA,0
"54575",0,NA,0
"54657",0,NA,0
"54659",0,NA,0
"54658",1,NA,0
"54577",0,NA,0
"54600",0,NA,0
"54579",0,NA,0
"54578",0,NA,0
"7364",0,NA,0
"54490",1,NA,0
"7367",0,NA,0
"7365",0,NA,0
"10720",1,NA,0
"7363",0,NA,0
"54963",2,0,1
"7498",1,NA,0
"9942",1,0,0
"64132",1,0,0
"64131",1,2,2
"51181",2,2,2
"64077",0,2,1
"5464",2,2,2
"10724",2,1,2
"94033",0,NA,0
"2495",2,1,2
"1356",0,2,1
"2512",2,1,2
"1727",2,2,2
"51706",2,2,2
"51700",0,2,1
"10587",1,1,1
"80347",2,1,2
"84618",2,NA,1
"22978",2,1,2
"51251",2,1,2
"93034",0,NA,0
"100526794",2,NA,1
"353",2,2,2
"3251",2,2,2
"56954",2,2,2
"5313",1,0,0
"728441",1,NA,0
"124975",1,NA,0
"91227",1,NA,0
"102724197",1,NA,0
"92086",1,NA,0
"2686",2,1,2
"5211",2,2,2
"1491",0,0,0
"2819",0,NA,0
"29925",0,1,0
"29926",1,0,0
"102724560",0,2,1
"875",2,NA,1
"249",0,1,0
"22934",2,1,2
"2766",0,1,0
"51292",2,1,2
"57571",0,1,0
"8833",2,1,2
"5538",2,2,2
"641371",0,1,0
"11332",2,1,2
"55825",1,1,1
"51102",0,1,0
"37",2,2,2
"33",0,NA,0
"132158",1,NA,0
"641649",0,NA,0
"23475",1,2,2
"50484",1,1,1
"6240",2,1,2
"6241",2,1,2
"3156",2,0,1
"79966",0,1,0
"10588",0,1,0
"84890",1,1,1
"80025",1,1,1
"53354",1,NA,0
"79646",1,0,0
"83594",0,0,0
"7263",1,1,1
"26275",1,1,1
"29920",1,1,1
"7389",1,1,1
"1595",1,1,1
"130367",1,NA,0
"10478",1,1,1
"23443",1,1,1
"64240",0,NA,0
"64241",0,NA,0
"284111",1,NA,0
"8435",0,NA,0
"3988",1,1,1
"377677",0,2,1
"767",0,0,0
"765",0,NA,0
"759",0,2,1
"760",0,1,0
"23632",0,NA,0
"766",0,NA,0
"771",1,2,2
"768",2,NA,1
"762",2,0,1
"10057",0,2,1
"6556",1,0,0
"6568",0,NA,0
"7779",0,1,0
"54020",0,2,1
"215",0,0,0
"5825",1,1,1
"641372",0,NA,0
"9045",2,2,2
"4017",1,NA,0
"84105",1,1,1
"25830",1,NA,0
"84569",0,NA,0
"4025",0,NA,0
"54995",1,1,1
"93492",0,NA,0
"1267",2,1,2
"10249",1,1,1
"1573",0,NA,0
"1580",0,NA,0
"199974",0,NA,0
"260293",0,NA,0
"1555",1,NA,0
"1549",1,NA,0
"57834",0,NA,0
"29785",1,1,1
"1215",0,2,1
"1357",0,NA,0
"93979",0,NA,0
"57094",0,NA,0
"1358",1,NA,0
"7177",2,2,2
"64499",2,2,2
"23430",1,NA,0
"1636",0,1,0
"9365",0,NA,0
"9331",0,NA,0
"7368",0,2,1
"5315",2,2,2
"1666",2,2,2
"874",1,2,2
"10901",1,1,1
"126410",0,2,1
"2053",1,1,1
"8897",1,1,1
"8898",1,1,1
"9152",1,NA,0
"9497",2,1,2
"115584",1,NA,0
"6575",1,NA,0
"6574",2,2,2
"142680",1,NA,0
"6534",2,NA,1
"3293",0,NA,0
"1622",2,2,2
"225",1,0,0
"28965",0,NA,0
"23205",0,2,1
"26061",2,1,2
"54716",0,NA,0
"6564",0,NA,0
"113235",0,2,1
"1200",2,2,2
"2168",0,2,1
"51056",2,2,2
"9390",0,NA,0
"5184",1,2,2
"4891",1,NA,0
"30061",1,NA,0
"248",1,NA,0
"4524",0,1,0
"25796",0,2,1
"28982",1,2,2
"6120",2,1,2
"10864",0,NA,0
"9376",1,NA,0
"9356",2,NA,1
"348932",1,NA,0
"120103",1,NA,0
"1080",0,NA,0
"85320",0,NA,0
"222962",1,NA,0
"10351",0,NA,0
"9429",0,NA,0
"55867",1,NA,0
"364",1,NA,0
"89872",0,NA,0
"360",2,NA,1
"21",0,NA,0
"24",1,NA,0
"125206",0,NA,0
"200010",0,NA,0
"6524",0,NA,0
"159963",0,NA,0
"55065",1,2,2
"79581",0,2,1
"3767",1,NA,0
"6833",1,NA,0
"10060",0,NA,0
"3764",0,NA,0
"5947",1,NA,0
"64220",1,NA,0
"5950",0,1,0
"5948",0,NA,0
"949",0,2,1
"29881",1,NA,0
"2350",2,0,1
"3248",1,0,0
"166929",1,NA,0
"56261",2,1,2
