"","GSM2859420","GSM2859448","GSM2859477","GSM2859512"
"272",0,0,1,1
"270",1,1,1,1
"290",1,1,1,1
"278",1,1,1,1
"277",1,1,1,1
"279",1,1,1,1
"280",1,0,1,0
"6519",1,0,0,1
"276",1,1,1,1
"11136",0,0,0,1
"10998",0,0,1,1
"113451",1,1,0,0
"9057",0,1,1,1
"384",1,0,1,0
"445",1,1,0,0
"83884",0,1,0,0
"10166",0,0,1,1
"410",1,1,1,1
"427",0,1,1,0
"9963",1,0,0,0
"9962",0,1,0,0
"80150",1,0,1,0
"440",1,1,0,0
"790",1,1,1,1
"6505",0,1,0,0
"6512",1,1,0,0
"6511",1,1,1,1
"6507",1,1,1,1
"6506",1,0,0,0
"9296",1,1,1,1
"51606",1,1,1,1
"533",1,1,1,1
"90423",0,1,1,0
"528",1,1,1,1
"525",1,1,1,1
"10312",1,1,1,1
"127124",1,1,1,1
"245973",1,0,1,0
"50617",1,1,1,1
"9114",1,1,1,1
"23545",0,1,0,0
"8992",1,1,1,1
"535",1,1,0,1
"527",1,1,0,0
"526",1,1,1,1
"523",1,1,1,1
"529",1,1,1,1
"9550",1,1,1,1
"51382",1,1,0,1
"245972",1,1,1,1
"957",0,1,0,1
"956",1,0,1,0
"955",1,1,1,1
"953",0,0,0,1
"954",1,1,1,1
"377841",1,1,1,1
"293",1,1,1,1
"291",1,0,0,0
"292",1,1,1,1
"4126",1,0,0,0
"8706",1,0,1,0
"10317",1,1,1,1
"84002",0,1,1,0
"3141",1,1,0,0
"140679",1,1,1,1
"8424",1,1,1,1
"53630",1,1,1,1
"635",0,0,1,0
"23743",1,1,1,1
"10599",1,1,1,1
"1244",1,1,0,0
"8714",0,0,1,0
"28234",1,1,1,1
"645",1,0,1,1
"644",1,0,0,1
"9488",1,0,1,1
"10380",1,0,1,1
"686",1,1,0,1
"8884",1,1,1,1
"80704",1,1,1,1
"51733",0,0,1,0
"7108",0,1,0,1
"50814",0,0,0,1
"3295",0,0,1,1
"6307",1,1,1,1
"493",1,1,1,1
"492",1,1,1,1
"491",0,0,0,1
"490",1,1,1,1
"847",1,1,1,1
"6543",1,1,1,1
"6547",1,1,1,1
"6546",1,0,1,0
"166785",0,0,1,1
"2538",0,1,0,0
"92579",0,1,0,1
"1373",0,0,1,0
"873",1,0,0,1
"10423",0,1,1,0
"8760",1,1,1,1
"1040",1,0,0,0
"56994",0,0,1,0
"10390",1,0,1,1
"64781",1,1,1,1
"10087",0,1,0,0
"6565",1,1,0,0
"9023",0,0,1,1
"1103",1,1,1,1
"162466",1,0,0,0
"9468",1,1,1,1
"5130",1,0,1,0
"6579",1,1,1,1
"6555",1,1,1,1
"6554",1,0,0,1
"55349",0,1,1,0
"1120",0,0,1,0
"1119",1,0,1,0
"60482",1,1,1,1
"6582",1,1,1,1
"6584",1,0,0,1
"6820",0,1,0,1
"10948",1,1,1,1
"19",1,0,1,1
"1118",1,1,1,1
"27159",1,1,1,1
"54682",1,0,1,1
"9058",1,1,1,1
"6576",0,1,1,1
"1159",1,1,1,1
"548596",1,1,1,1
"1160",1,0,0,1
"1158",1,1,1,1
"1152",0,1,0,1
"5172",1,1,1,1
"65010",0,1,1,0
"54675",1,0,1,0
"10559",1,0,1,0
"55907",1,1,1,1
"8034",0,1,1,0
"8824",1,1,1,1
"51805",0,0,1,1
"51004",1,1,0,0
"10229",0,0,0,1
"2650",0,1,1,0
"9245",0,0,0,1
"51301",1,0,1,1
"192134",1,1,1,1
"386757",1,1,1,1
"6535",0,1,0,0
"1384",0,1,1,0
"6583",0,1,1,0
"1431",1,1,1,1
"54677",0,1,1,1
"8140",0,1,1,0
"23428",1,0,0,1
"1036",0,0,1,1
"23657",1,1,1,1
"57379",0,1,0,1
"978",1,1,1,1
"7371",1,0,1,1
"83549",0,1,1,1
"51727",1,1,1,1
"129607",0,1,1,0
"160851",0,1,1,0
"8526",0,1,1,0
"1606",1,1,1,1
"8527",1,1,1,1
"1607",1,1,1,1
"1608",1,1,1,1
"1609",0,1,1,0
"8525",0,1,1,0
"9162",1,1,1,1
"1610",1,1,1,1
"51022",0,1,0,0
"2745",0,0,0,1
"8528",1,1,1,1
"10455",1,0,1,1
"1632",1,1,1,0
"1633",1,1,1,1
"1638",0,0,1,1
"6319",1,1,0,0
"9415",0,1,1,0
"3992",0,1,0,1
"8694",0,1,1,0
"84649",0,0,1,0
"1716",1,1,1,1
"6513",1,1,1,1
"6517",1,1,1,1
"6515",1,1,1,1
"1718",0,1,0,1
"1581",1,1,1,1
"1717",0,1,1,0
"8560",1,1,1,1
"123099",0,1,0,1
"11309",1,0,0,0
"6783",1,1,1,1
"1723",0,1,1,1
"1809",1,1,1,1
"1808",1,1,1,1
"1807",1,1,1,1
"23539",0,1,0,0
"2224",1,0,0,1
"29958",1,0,1,1
"60386",0,0,1,1
"84920",1,0,0,1
"79087",1,0,0,1
"26002",1,1,1,1
"1621",0,0,1,1
"7299",1,1,1,1
"6530",1,1,1,1
"6581",1,1,0,1
"669",1,0,1,1
"5224",1,1,1,1
"5223",1,1,1,1
"4597",1,0,0,1
"51071",0,0,1,1
"1806",1,1,1,1
"7083",0,0,0,1
"7084",1,0,1,0
"1854",0,1,1,1
"3704",1,1,1,1
"10682",0,1,0,1
"1892",1,1,1,1
"549",1,1,0,0
"1962",1,1,0,0
"1891",1,1,1,1
"11001",1,0,1,1
"28231",0,1,0,1
"53919",1,1,1,1
"10257",0,1,0,0
"28232",0,0,1,0
"2109",0,0,1,1
"2108",1,1,1,1
"2110",1,0,1,1
"55500",1,1,1,1
"55224",1,0,1,1
"8790",0,1,0,1
"51086",1,1,1,1
"2181",1,1,1,0
"2180",1,0,1,0
"2182",1,1,1,1
"81616",1,0,1,0
"51703",1,1,1,1
"23305",0,1,1,1
"116285",1,0,0,0
"5167",0,1,1,0
"5169",1,1,0,0
"6785",1,0,0,0
"60481",1,1,1,1
"54898",1,1,1,1
"79071",1,0,0,1
"1579",1,1,1,1
"2194",0,1,1,0
"10999",1,0,1,0
"376497",1,1,0,0
"230",1,0,1,1
"226",1,0,0,1
"229",0,0,1,0
"5208",1,0,1,1
"5207",1,0,1,1
"2203",1,0,1,0
"5210",1,0,1,0
"5209",1,1,0,0
"8789",1,1,1,1
"2235",1,0,1,0
"10840",0,0,0,1
"79901",0,0,1,0
"197258",1,0,0,1
"125061",0,0,0,1
"1719",0,0,1,1
"2356",1,1,1,1
"155184",1,1,1,1
"29988",0,0,1,1
"66035",1,0,1,1
"6518",1,1,1,1
"6514",1,1,1,1
"160428",0,0,0,1
"25902",0,1,1,1
"4522",0,1,1,0
"2519",1,0,0,1
"2517",0,0,1,1
"2184",0,1,1,0
"2271",1,1,1,1
"2523",0,0,0,1
"2525",1,1,1,1
"10690",1,1,1,1
"2683",1,1,1,1
"9334",0,0,1,1
"8704",0,0,1,1
"8703",1,1,1,1
"2820",0,1,1,0
"5832",1,1,1,1
"9563",0,1,0,0
"2539",1,1,1,0
"2542",1,0,1,0
"2593",0,0,0,1
"9514",0,0,1,1
"5476",1,1,1,1
"2720",1,1,1,1
"2588",1,1,0,0
"2581",1,1,1,0
"2583",1,1,1,1
"55454",1,1,1,1
"55790",1,1,1,1
"79586",0,1,1,0
"337876",1,1,1,1
"22856",0,1,0,0
"63917",1,1,1,0
"11226",1,1,0,0
"55568",0,1,0,1
"2589",0,1,1,0
"51809",0,1,1,0
"8693",0,1,1,0
"2591",1,1,0,0
"117248",1,1,1,1
"26290",0,1,0,0
"114805",1,1,1,1
"79695",1,0,1,1
"50614",0,0,1,1
"79623",1,1,1,1
"2590",1,1,1,0
"11227",1,0,0,1
"81031",1,1,1,1
"126792",0,0,1,1
"11285",1,0,0,0
"8972",1,1,1,1
"175",1,1,1,1
"26301",0,1,0,1
"4329",1,0,1,0
"7915",0,1,1,0
"2731",1,0,1,0
"275",0,1,0,1
"2653",0,0,1,0
"2651",1,1,0,0
"55343",1,1,1,0
"8836",0,1,1,1
"79017",1,0,0,1
"8908",1,1,1,1
"2992",1,1,1,1
"2997",1,1,1,1
"2998",1,1,1,1
"2687",1,1,1,1
"6472",1,1,1,1
"6470",0,0,1,1
"2717",1,0,0,1
"2632",1,1,0,0
"2990",1,1,1,1
"8372",0,1,0,1
"26035",0,1,0,0
"54480",1,1,1,1
"2131",1,1,0,0
"2132",0,1,1,0
"27087",0,1,0,0
"26229",1,1,1,1
"135152",1,1,0,0
"4669",0,1,1,0
"64579",1,1,1,1
"9348",1,1,1,1
"8509",1,0,1,0
"3340",1,0,0,0
"2137",1,1,0,0
"2135",0,0,1,1
"2134",0,0,0,1
"144195",0,1,1,0
"154091",1,1,1,1
"11182",0,1,0,0
"56606",1,1,0,0
"6523",1,1,1,1
"178",1,1,1,0
"5837",0,0,1,1
"5834",1,1,1,1
"5836",0,0,1,0
"2729",0,1,1,1
"2730",0,1,1,0
"2746",1,1,1,1
"2747",0,1,1,0
"10841",1,0,1,0
"27165",1,1,0,0
"2744",1,1,1,1
"79751",0,1,1,0
"83733",0,0,1,1
"2639",1,1,1,1
"57084",1,1,1,1
"57030",1,1,1,1
"246213",1,1,1,1
"51179",1,1,1,1
"54363",0,0,1,0
"2628",0,0,1,1
"9380",1,0,0,1
"2712",1,1,1,1
"2713",0,0,0,1
"2710",0,1,1,0
"3029",0,1,0,1
"6536",0,0,1,0
"5226",1,1,1,1
"27232",1,0,1,0
"57678",1,1,0,0
"80055",1,0,1,0
"54965",0,1,1,0
"93183",0,0,1,1
"2936",0,1,1,1
"2876",1,1,1,1
"7001",1,1,1,1
"5052",1,1,1,1
"2879",1,1,1,1
"2877",1,0,1,1
"257202",1,1,1,1
"2878",0,1,1,0
"2882",1,1,0,1
"10935",1,1,1,1
"2937",1,1,1,1
"2678",0,1,1,1
"2679",0,1,0,0
"2983",1,0,0,0
"4881",1,1,1,1
"3000",0,1,0,0
"2974",0,0,1,1
"4882",1,1,0,0
"2986",1,1,1,1
"2982",0,1,0,0
"2984",1,1,1,1
"2977",1,1,1,1
"9615",1,1,1,1
"763",1,1,1,1
"11238",0,0,1,1
"23556",0,1,1,1
"55650",0,0,1,1
"53905",1,0,1,0
"50506",1,1,1,1
"343",0,0,0,1
"5281",1,0,0,1
"84720",1,1,1,1
"54872",1,1,1,1
"80235",1,1,0,0
"128869",1,1,1,1
"10026",1,1,1,1
"51604",1,1,1,1
"94005",1,1,1,1
"8733",1,1,1,1
"3028",1,1,1,1
"3033",1,0,1,1
"3037",1,1,1,1
"3038",0,0,1,1
"3036",1,0,0,0
"27235",1,1,0,0
"6522",0,1,1,0
"83697",0,0,0,1
"6521",0,0,1,0
"6508",1,1,1,1
"2645",1,0,1,0
"3098",1,1,1,1
"3099",1,0,1,1
"80201",1,0,1,0
"3101",0,1,0,1
"3081",1,0,0,1
"11112",1,1,1,1
"3067",0,1,0,1
"496",1,1,1,1
"495",1,1,1,1
"8942",0,0,0,1
"3157",0,1,0,0
"3158",1,1,1,1
"54511",1,1,1,1
"3155",1,0,0,1
"3162",0,0,1,1
"26062",1,1,1,1
"197257",0,0,0,1
"6448",1,1,1,1
"3290",1,0,1,1
"3291",1,0,0,0
"3292",0,1,0,0
"3294",0,1,0,0
"51478",0,0,0,1
"3283",1,1,1,1
"3284",1,1,1,1
"80270",1,0,1,1
"57026",1,0,0,0
"3419",1,0,1,0
"3421",1,1,1,1
"3420",1,1,1,1
"3417",0,0,1,1
"3418",1,1,1,1
"7173",1,0,0,0
"3425",0,1,1,0
"587",1,1,0,1
"8501",0,0,0,1
"55586",1,1,1,1
"114134",1,0,1,1
"6526",0,1,0,0
"3422",1,1,1,1
"91734",0,0,1,0
"160728",1,1,1,1
"8801",1,1,1,1
"8802",1,1,1,1
"8803",0,0,1,1
"9990",1,1,1,0
"6560",0,1,1,0
"57468",1,1,1,1
"3795",0,1,1,0
"84679",1,0,0,1
"23315",1,1,0,0
"8564",0,0,0,1
"3938",1,1,1,1
"53",0,1,1,1
"3931",1,0,0,1
"387775",1,1,1,1
"124637",1,0,0,1
"366",1,1,1,1
"11283",1,1,1,1
"4047",1,1,0,1
"1178",1,1,0,0
"5321",1,1,1,1
"29124",1,1,1,1
"51268",1,1,0,0
"4023",0,0,1,0
"1056",0,0,1,0
"3990",1,1,0,0
"80339",1,1,1,1
"11343",0,0,0,1
"50487",1,1,1,1
"9227",0,0,0,1
"6309",1,0,0,1
"4048",1,1,1,1
"4258",1,1,0,0
"4259",0,1,1,1
"4056",1,1,1,0
"2954",1,0,0,1
"2548",1,1,1,1
"56922",1,1,1,1
"64087",1,0,1,1
"23417",1,1,1,0
"4357",0,0,0,1
"4190",1,1,1,1
"4191",1,1,1,1
"4200",0,1,1,0
"4199",0,0,0,1
"10873",1,1,0,0
"3620",1,1,1,1
"1545",1,0,0,0
"1543",0,0,1,0
"1557",1,1,1,1
"1544",1,1,1,1
"27430",1,1,1,1
"4144",1,1,1,1
"4143",1,1,1,1
"4548",1,1,1,1
"4598",1,0,1,0
"8867",0,1,1,0
"3635",1,1,1,1
"3632",0,1,0,1
"3636",0,1,1,0
"27124",0,0,0,1
"3633",1,0,0,1
"56623",0,1,1,0
"3628",1,0,1,0
"3706",1,1,1,1
"3707",1,1,1,1
"80271",1,0,1,0
"51477",1,1,1,1
"8821",1,1,1,1
"3631",1,1,1,1
"2595",1,0,0,0
"84693",0,0,1,1
"4594",1,1,1,1
"80168",1,1,1,1
"116255",1,1,1,1
"4507",1,0,0,1
"10797",0,0,1,1
"56913",1,1,1,1
"91703",0,1,0,1
"443",1,1,1,1
"4668",1,1,1,1
"9498",0,0,1,0
"57282",1,0,0,1
"6528",1,0,1,1
"482",0,1,1,0
"476",1,1,1,1
"480",0,1,0,0
"483",1,1,1,1
"23439",1,1,1,1
"477",0,1,0,0
"481",0,1,1,1
"478",0,0,1,0
"6549",0,0,1,0
"6550",0,1,1,0
"6548",0,1,1,0
"84735",0,0,0,1
"55748",1,1,1,1
"6559",1,1,1,1
"57419",1,1,1,1
"123041",1,0,0,0
"9187",1,1,0,1
"25769",0,0,0,1
"124583",0,1,1,0
"79077",1,0,0,1
"9583",1,1,1,1
"1841",1,0,0,1
"4832",0,0,0,1
"4830",0,0,0,1
"29922",1,0,1,1
"10201",1,0,0,1
"4831",1,1,1,1
"4833",1,1,0,1
"57127",1,1,1,1
"6005",1,1,1,1
"6557",1,1,1,1
"6558",1,0,0,1
"349565",1,0,1,0
"64802",1,0,0,0
"23057",1,1,1,1
"10135",1,1,0,0
"4837",1,1,1,1
"5409",0,0,1,0
"4843",0,1,1,1
"4846",1,0,1,0
"4842",1,1,1,1
"4860",1,0,0,1
"6580",0,1,1,0
"55808",0,0,1,1
"30833",0,0,0,1
"5251",0,1,0,1
"56953",1,0,1,0
"4907",1,0,1,0
"6476",1,1,1,1
"5009",1,1,1,1
"5019",1,1,1,1
"64064",1,1,1,1
"1629",1,0,1,1
"594",1,0,1,1
"593",0,1,1,1
"26873",1,1,0,0
"4942",1,1,1,1
"7372",1,0,1,0
"10861",1,1,1,0
"1811",0,1,0,0
"1836",1,1,0,0
"1583",1,1,1,1
"1584",1,1,1,1
"1585",1,1,1,1
"1586",1,0,0,0
"1588",1,1,1,1
"1576",1,1,0,0
"1593",1,0,0,0
"1548",1,0,0,0
"1553",1,1,1,1
"1562",1,1,1,1
"1558",1,0,0,1
"1559",1,1,1,1
"1565",1,0,1,0
"1572",1,0,1,0
"51302",1,1,1,1
"64816",0,0,1,1
"1577",0,1,0,1
"1551",1,0,0,0
"10858",0,0,1,1
"66002",1,1,1,1
"8529",1,1,1,1
"4051",1,1,1,1
"9420",0,1,0,0
"1582",1,1,1,1
"5831",1,0,0,1
"5050",1,0,1,1
"5051",1,0,0,1
"5049",1,1,1,1
"5048",1,1,1,1
"7941",1,0,0,0
"347734",1,1,1,1
"57194",0,1,0,1
"5337",1,0,0,0
"5338",0,1,1,1
"130013",1,0,1,0
"5091",1,1,1,0
"5244",1,1,0,0
"5136",1,1,1,1
"5142",1,1,1,1
"5137",1,1,1,1
"5151",0,1,1,0
"50940",1,0,0,0
"5139",1,1,1,1
"5140",1,1,1,1
"27115",1,0,0,1
"5144",1,1,0,0
"5153",0,1,1,0
"5150",1,1,1,1
"5138",0,1,0,1
"8622",1,0,1,0
"5141",1,0,0,0
"5143",1,1,1,1
"10846",1,1,1,1
"5152",1,0,0,0
"5148",1,1,0,1
"8654",1,0,1,0
"5145",1,0,0,0
"5147",1,0,1,1
"5146",0,0,1,1
"5158",1,0,0,1
"5149",1,1,1,1
"1737",1,1,1,1
"5162",1,1,1,1
"5160",1,1,1,1
"5161",1,1,1,1
"55163",1,0,1,0
"10396",1,1,0,0
"5105",1,1,1,1
"5106",1,0,1,0
"8310",1,1,0,0
"5833",0,1,1,0
"10400",1,0,0,1
"26227",1,0,0,0
"5730",1,1,0,0
"27306",0,0,1,0
"9536",1,0,0,0
"80142",1,0,0,1
"5740",1,1,1,1
"114971",1,0,0,0
"9489",1,1,1,1
"5743",0,0,1,1
"5742",0,1,0,0
"6898",1,0,0,0
"5053",0,0,0,1
"5264",1,0,0,0
"5728",1,1,1,1
"8871",1,1,0,0
"8395",1,1,0,0
"8394",0,1,1,1
"23396",0,1,1,0
"5297",0,1,1,1
"55361",1,1,1,0
"5298",1,1,1,1
"5295",1,1,1,1
"23533",1,1,1,1
"5290",0,0,1,1
"5293",1,1,1,1
"5296",1,1,1,1
"8503",0,1,1,0
"5291",0,1,1,0
"5294",1,1,1,1
"10870",0,1,1,0
"4952",1,1,0,1
"23236",1,0,0,0
"5336",0,1,1,0
"5335",1,1,1,1
"5334",1,0,1,0
"5331",1,0,1,0
"257068",1,0,0,1
"84812",1,1,0,0
"5330",0,1,1,0
"23007",1,1,1,1
"51196",0,0,1,1
"5332",1,0,0,0
"113026",0,1,0,0
"5333",1,1,1,1
"89869",1,1,1,1
"5288",1,1,1,1
"5286",1,1,0,0
"5287",1,1,0,0
"200576",0,1,1,0
"5305",1,1,1,1
"79837",1,1,1,1
"5289",0,1,1,0
"5277",1,1,0,0
"51227",0,0,0,1
"8818",1,0,1,1
"9091",0,0,1,1
"5279",1,1,1,1
"5283",1,0,1,1
"123745",1,1,1,1
"8398",0,1,1,0
"64600",1,1,1,1
"81579",1,0,0,1
"100137049",1,0,1,0
"5322",1,1,1,1
"5320",1,1,1,1
"30814",1,1,1,1
"26279",1,1,1,1
"5319",1,1,1,1
"10654",1,1,1,1
"117283",1,1,1,1
"9807",1,1,1,0
"51447",1,1,1,1
"8876",0,1,0,1
"8875",1,1,1,1
"55350",0,0,0,1
"27068",1,0,1,1
"8613",1,1,1,1
"8611",0,0,1,0
"8612",1,0,1,1
"5498",1,0,1,1
"8288",1,0,1,0
"9588",1,1,1,1
"4353",0,0,0,1
"5625",1,1,1,1
"6578",1,1,1,1
"23761",1,1,1,1
"9791",1,1,1,1
"81490",1,1,0,0
"10005",1,0,0,1
"10965",1,1,1,0
"122970",0,1,0,1
"5805",0,1,0,1
"6303",1,1,1,1
"112483",1,1,1,1
"8566",0,1,0,1
"151531",1,1,1,1
"7378",1,1,1,1
"2944",1,1,1,0
"64080",1,0,1,1
"5959",1,0,0,1
"8608",1,0,0,1
"112724",0,1,1,0
"157506",0,1,0,1
"51109",1,1,1,1
"57665",1,0,1,0
"195814",1,1,1,1
"145226",1,0,0,0
"50700",1,1,1,1
"8228",0,0,1,0
"113278",1,1,1,1
"54981",1,1,1,1
"6482",1,1,1,1
"6484",1,1,1,0
"6483",1,1,0,0
"10090",0,1,1,1
"9653",1,1,0,0
"3423",0,1,0,0
"222537",1,1,1,1
"9957",1,1,1,1
"9951",1,1,1,1
"9956",1,1,1,1
"9955",0,0,1,0
"9953",1,1,1,1
"55501",0,1,1,0
"113189",0,0,0,1
"50515",0,0,1,1
"166012",1,1,1,1
"411",0,1,1,1
"23563",1,1,1,1
"4166",1,0,0,0
"10164",1,0,0,1
"9435",0,1,1,1
"8534",1,1,1,1
"9469",1,1,1,1
"56548",0,1,1,1
"266722",1,1,1,1
"9394",1,0,1,1
"90161",1,1,1,1
"2799",1,1,1,1
"10157",1,1,0,0
"118881",0,0,1,1
"3176",1,1,1,1
"1757",1,0,0,1
"81537",0,1,1,0
"6652",1,0,1,0
"6342",1,1,1,1
"9056",0,1,0,0
"55304",0,1,0,0
"9517",0,1,1,0
"10558",1,1,1,1
"2098",1,1,1,1
"8879",1,1,1,1
"8869",1,0,1,1
"56848",0,1,0,1
"8877",0,0,1,0
"130752",0,0,1,0
"339221",1,1,1,1
"55627",1,1,1,1
"55512",0,1,1,0
"6609",1,0,1,1
"6610",1,0,1,0
"259230",0,1,1,1
"116369",1,1,0,0
"115111",0,0,0,1
"115019",1,1,1,1
"284129",0,1,1,0
"26266",1,0,0,1
"6646",1,1,1,1
"6649",1,1,1,1
"6648",1,1,1,0
"6647",1,1,1,1
"6697",1,1,1,1
"6723",0,1,1,0
"6611",1,1,1,1
"6713",0,1,0,1
"2222",1,1,1,1
"6715",1,0,1,0
"6716",1,1,1,1
"15",0,1,0,0
"6532",0,0,1,1
"6487",1,0,0,1
"10402",0,0,0,1
"10610",1,0,1,0
"81849",0,0,0,1
"256435",1,0,1,1
"30815",0,1,1,0
"6489",0,1,1,1
"29906",1,1,1,1
"412",1,0,1,0
"6391",1,0,0,1
"6390",1,1,1,1
"6392",1,1,1,1
"6389",1,0,0,0
"6821",0,1,1,0
"6533",1,1,1,0
"5092",0,1,1,1
"23530",1,1,1,1
"79178",1,0,1,1
"6567",0,1,0,1
"1890",0,0,1,1
"55217",1,0,0,1
"7296",1,1,1,1
"11181",1,1,1,1
"80162",1,1,1,1
"7166",1,0,1,1
"121278",1,1,1,1
"169355",1,1,1,1
"6999",1,1,1,1
"6561",1,1,1,1
"6916",0,1,0,1
"7054",1,1,1,1
"7306",1,1,1,1
"10020",1,1,0,0
"29880",1,1,1,1
"7355",0,1,0,0
"7358",0,0,1,1
"23169",1,1,1,1
"80146",1,1,1,1
"5168",1,0,1,0
"84912",0,0,0,1
"3906",1,1,1,1
"7357",1,1,1,1
"11046",0,1,1,1
"54576",1,1,1,1
"54575",1,1,1,1
"54657",1,1,1,1
"54659",1,1,1,1
"54658",1,1,1,1
"54577",1,1,1,1
"54600",1,1,1,1
"54579",1,1,1,1
"54578",1,1,1,1
"7364",1,1,1,1
"54490",1,1,1,1
"7367",1,1,1,1
"7365",1,1,1,1
"10720",1,1,1,1
"7363",1,1,1,1
"54963",1,1,1,1
"7498",1,1,1,1
"9942",1,0,0,1
"64132",1,1,1,0
"64131",0,1,0,1
"51181",1,1,1,1
"64077",1,0,0,1
"5464",1,1,1,1
"10724",1,1,1,1
"94033",1,1,1,1
"2495",1,1,1,1
"1356",0,1,1,0
"2512",1,1,1,1
"1727",1,1,1,1
"51706",1,1,1,1
