"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells"
"KLF11",2,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,167
"CYS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RP11-254F7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"RRM2",5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,879
"C2orf48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"HPCAL1",16,0,5,1,0,0,1,0,0,10,3,1,1,0,4,5,2148
"ODC1",13,4,0,3,3,2,2,5,4,19,7,2,10,3,2,15,8251
"RP11-320M2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"NOL10",4,0,1,1,1,0,0,2,1,5,3,0,0,0,1,2,1098
"RN7SL832P",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26
"ATP6V1C2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,175
"RP11-791G15.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"PDIA6",46,3,15,4,2,3,6,3,5,25,2,4,6,1,9,22,9632
"KCNF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"C2orf50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PQLC3",4,1,0,0,1,1,3,0,0,7,1,0,3,0,1,2,484
"ROCK2",4,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,2721
"AC099344.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"E2F6",2,1,0,0,0,1,1,1,1,2,0,0,0,0,0,2,331
"GREB1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LPIN1",4,1,1,2,0,4,1,1,2,4,4,1,3,1,0,2,439
"RP11-333O1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIB2",0,0,2,1,0,0,1,2,0,5,0,1,4,1,0,5,6
"FAM84A",1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,5750
"NBAS",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,220
"DDX1",2,1,3,1,1,1,1,1,1,4,1,1,3,1,1,7,2007
"MYCNOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"MYCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"AC142119.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"AC010745.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"FAM49A",9,0,9,0,0,0,0,0,4,0,0,1,0,0,10,0,1
"RAD51AP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"VSNL1",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2296
"SMC6",1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,3,732
"GEN1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113
"KCNS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"RP11-111J6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"RDH14",1,0,0,0,1,0,2,0,0,2,0,0,2,0,0,0,733
"LINC01376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"OSR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"AC010096.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00954",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,12
"TTC32",2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,558
"RP11-79O8.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"WDR35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105
"MATN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"LAPTM4A",31,3,8,1,2,0,3,3,5,15,6,1,6,1,5,7,6987
"RP11-644K8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"AC098828.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SDC1",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2640
"PUM2",4,0,1,0,0,0,0,0,1,8,1,0,1,0,0,2,847
"RHOB",20,3,2,6,1,4,0,0,5,7,0,1,3,1,2,3,10523
"HS1BP3",4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,403
"RP11-130L8.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-130L8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"LDAH",1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,275
"KLHL29",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16
"ATAD2B",3,1,1,0,1,0,0,0,0,1,1,0,3,0,0,2,183
"UBXN2A",3,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,462
"MFSD2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"C2orf44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"FKBP1B",1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,70
"SF3B6",32,4,4,3,5,4,2,3,9,36,5,3,10,4,5,19,11028
"FAM228B",0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,130
"TP53I3",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,350
"PFN4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"FAM228A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ITSN2",15,1,1,2,3,3,3,4,5,8,5,0,1,4,2,4,531
"NCOA1",4,0,1,0,1,1,0,0,0,3,1,0,0,0,0,3,121
"PTRHD1",10,0,5,2,0,1,2,5,2,6,0,2,5,1,3,9,2158
"CENPO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83
"ADCY3",8,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,628
"RP11-443B20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"DNAJC27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"DNAJC27-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"EFR3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"POMC",3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"DNMT3A",0,1,1,2,0,0,1,1,1,2,0,0,1,1,0,1,236
"DTNB",1,0,0,0,1,1,0,0,0,8,0,0,1,0,0,0,130
"AC104699.1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASXL2",2,1,1,1,0,0,0,2,2,5,1,1,1,1,0,1,453
"KIF3C",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,44
"RAB10",24,1,8,3,1,0,4,1,2,9,2,1,3,0,8,8,4090
"GAREM2",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
"HADHA",10,0,8,3,3,2,5,1,6,11,4,1,3,0,6,8,2699
"HADHB",10,0,2,1,1,1,1,0,0,3,2,0,2,0,2,3,1196
"ADGRF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"EPT1",0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,477
"DRC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"C2orf70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"KCNK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SLC35F6",7,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,517
"CENPA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,382
"MAPRE3",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600
"TMEM214",3,1,0,0,0,0,0,0,0,2,0,2,1,0,0,2,747
"AGBL5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,316
"AGBL5-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-503P10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RP11-195B17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"OST4",85,11,29,4,12,7,17,11,18,78,16,5,24,4,26,54,10858
"EMILIN1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"KHK",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1022
"CGREF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,594
"ABHD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"PREB",3,0,1,1,1,1,1,0,0,2,1,1,0,1,1,2,1109
"SLC5A6",1,0,1,0,0,0,0,0,1,2,0,1,0,1,0,2,1214
"ATRAID",30,1,6,0,2,3,6,3,4,19,4,2,4,1,3,16,4476
"CAD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302
"TRIM54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383
"UCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"MPV17",6,1,0,0,1,0,0,1,0,2,3,0,0,0,0,3,666
"GTF3C2",0,0,0,0,2,0,0,0,3,0,0,0,1,0,3,3,425
"GTF3C2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC074117.10",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,85
"EIF2B4",3,0,1,0,0,0,2,1,2,2,0,0,1,0,0,3,532
"SNX17",18,1,4,1,3,0,1,0,2,4,2,1,5,0,4,3,1595
"ZNF513",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,195
"PPM1G",8,2,2,1,6,1,1,1,4,25,3,1,5,1,1,13,3141
"NRBP1",4,1,2,1,1,0,0,0,1,5,2,0,1,2,1,9,1070
"KRTCAP3",2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4306
"IFT172",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1091
"FNDC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"CCDC121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"GPN1",4,0,0,2,1,0,0,0,1,4,1,1,3,0,0,3,1092
"SUPT7L",3,1,1,1,0,1,0,0,0,2,1,0,0,0,0,0,421
"SLC4A1AP",2,0,0,1,0,0,0,0,2,1,0,0,3,0,0,1,381
"LINC01460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"MRPL33",20,2,6,5,3,0,3,3,2,17,2,1,5,1,8,10,3646
"RBKS",0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,119
"BRE",6,0,1,1,0,1,0,0,2,3,1,0,0,0,0,3,838
"FLJ31356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"FOSL2",36,2,15,3,0,6,0,1,0,16,5,0,4,2,7,6,1232
"RP11-373D23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"PLB1",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,17
"AC074011.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"AC097724.3",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23
"PPP1CB",25,4,10,8,4,6,9,8,14,52,5,4,47,5,8,33,4200
"SPDYA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
"TRMT61B",1,1,1,1,0,0,0,0,0,1,1,0,2,0,0,1,336
"WDR43",2,1,1,0,0,1,0,0,1,4,0,0,1,1,0,4,2204
"CLIP4",3,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,7
"AC016907.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"YPEL5",29,27,11,11,19,8,18,11,43,105,26,16,53,17,11,43,1170
"LBH",0,2,0,2,1,1,1,1,2,12,2,1,10,3,0,11,10
"LCLAT1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,214
"CAPN13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"CAPN14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"XDH",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59
"RP11-1057B6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"MEMO1",1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,230
"DPY30",16,2,1,1,3,0,4,2,3,6,2,2,7,0,1,7,3841
"CTC-336P14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"SPAST",1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,258
"RP11-563N4.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31
"SLC30A6",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,225
"NLRC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"YIPF4",7,1,2,2,1,0,1,0,4,3,3,0,3,0,1,4,2042
"AL133245.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
"BIRC6",5,1,2,0,1,1,1,1,6,3,1,0,1,0,0,1,786
"TTC27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324
"LTBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266
"RASGRP3",41,0,4,0,0,0,0,0,4,0,0,0,0,0,6,0,23
"AC020594.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"FAM98A",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,490
"RP11-490M8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
"CRIM1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,559
"FEZ2",13,0,3,0,0,0,1,0,0,1,2,0,2,0,1,2,1162
"STRN",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,542
"HEATR5B",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137
"GPATCH11",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,131
"EIF2AK2",3,1,1,0,2,0,0,0,1,5,1,1,5,0,2,1,997
"CEBPZOS",3,0,1,0,0,0,1,0,1,2,3,0,0,1,2,1,1344
"CEBPZ",3,1,1,1,3,2,1,0,2,10,1,0,0,1,2,4,1452
"NDUFAF7",1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,246
"PRKD3",2,1,0,0,1,1,0,0,4,0,1,3,2,0,1,1,82
"QPCT",1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,196
"CDC42EP3",18,0,4,1,2,3,1,0,0,10,2,0,2,0,17,2,208
"RMDN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"CYP1B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP1B1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ATL2",3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,581
"AC016995.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPLL",2,4,3,1,1,0,4,0,0,10,1,0,3,0,1,15,837
"GALM",8,0,2,1,2,1,2,4,0,12,3,0,4,0,0,13,984
"AC074366.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SRSF7",18,23,1,7,19,5,11,6,14,75,20,8,33,10,2,41,4391
"GEMIN6",0,0,0,2,0,1,0,2,0,2,0,0,0,0,0,1,459
"DHX57",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,93
"MORN2",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,667
"ARHGEF33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SOS1",1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,244
"CDKL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MAP4K3",0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,297
"AC007246.3",4,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,231
"TMEM178A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"THUMPD2",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,385
"SLC8A1",12,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,9
"AC104654.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"PKDCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246
"AC083949.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EML4",10,5,3,2,9,2,3,9,6,56,9,4,33,2,5,30,1374
"COX7A2L",32,3,7,1,6,4,4,3,5,22,5,1,18,2,5,25,8866
"KCNG3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTA3",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,518
"OXER1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"HAAO",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,234
"AC016735.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692
"AC016735.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"ZFP36L2",30,28,5,32,18,5,22,8,11,104,78,10,108,8,0,50,16523
"LINC01126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"AC010883.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"THADA",2,0,1,1,0,2,0,0,0,2,0,1,4,0,0,1,189
"PLEKHH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"DYNC2LI1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,506
"ABCG5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"ABCG8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LRPPRC",2,1,0,0,1,0,0,0,2,1,0,2,3,0,0,2,1844
"RP11-559M23.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"PPM1B",6,1,2,1,0,1,3,5,0,7,1,0,5,0,1,10,876
"SLC3A1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,458
"PREPL",1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,496
"CAMKMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486
"SIX3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SIX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"SRBD1",1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,88
"PRKCE",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
"EPAS1",5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,622
"TMEM247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ATP6V1E2",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95
"RHOQ",7,0,5,0,0,0,0,0,1,2,0,0,0,0,4,0,156
"PIGF",3,0,3,0,0,0,0,0,0,6,0,1,0,0,0,1,1328
"CRIPT",9,0,0,0,0,0,0,1,2,6,0,1,1,1,1,6,1571
"SOCS5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,192
"RP11-333I13.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"LINC01118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"LINC01119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"AC016722.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"AC016722.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MCFD2",13,0,1,0,0,0,1,0,2,3,2,0,2,0,2,2,1340
"TTC7A",2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,195
"AC093732.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C2orf61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC073283.7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CALM2",101,33,20,15,20,18,16,12,39,83,33,11,55,14,41,74,24491
"AC073283.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,126
"BCYRN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"EPCAM",10,1,3,1,1,0,0,2,8,9,1,1,9,0,6,1,53021
"MSH2",1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,348
"KCNK12",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
"MSH6",3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,465
"FBXO11",0,0,2,0,0,0,0,1,2,2,1,0,0,0,2,2,573
"AC079807.2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
"FOXN2",1,0,2,0,1,0,0,0,0,2,0,0,0,0,1,1,531
"RP11-191L17.1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22
"PPP1R21",1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,260
"STON1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RP11-310N16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-460M2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"AC010967.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"ASB3",2,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,62
"CHAC2",1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,185
"ERLEC1",7,2,3,1,1,0,3,0,2,5,1,0,1,1,0,5,1084
"GPR75",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"PSME4",2,0,2,0,1,0,1,1,1,4,1,0,1,1,2,5,711
"ACYP2",3,0,1,0,1,0,0,1,0,4,0,0,0,0,0,2,300
"RP11-477N3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"SPTBN1",1,0,1,0,1,0,0,0,1,6,1,0,3,0,0,4,3726
"EML6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"RTN4",61,3,20,2,2,1,6,1,2,17,3,0,11,1,20,14,11407
"CLHC1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58
"RPS27A",510,122,267,55,153,76,145,120,453,1088,164,158,649,78,224,605,178270
"MTIF2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1178
"AC012358.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"CCDC88A",8,0,4,0,0,0,0,0,1,0,0,0,1,1,2,0,2
"CFAP36",2,2,1,0,0,0,1,1,0,1,1,0,4,0,0,1,544
"PPP4R3B",4,3,2,3,1,0,1,0,3,8,1,0,7,0,1,3,1364
"RP11-554J4.1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,70
"PNPT1",2,1,2,1,0,1,0,1,0,1,0,0,0,1,1,2,997
"EFEMP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VRK2",2,0,0,0,0,2,0,1,0,0,0,0,0,0,3,1,478
"FANCL",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,237
"RP11-334G22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"BCL11A",4,0,3,0,0,0,0,0,3,0,0,2,0,0,4,0,763
"PAPOLG",0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,131
"REL",45,2,38,6,7,8,6,3,16,41,14,10,12,7,23,35,1268
"PUS10",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,82
"PEX13",1,0,0,0,2,0,0,2,1,1,0,1,2,0,0,1,811
"KIAA1841",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
"C2orf74",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"AHSA2",0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,2,210
"USP34",2,3,0,0,1,1,1,1,3,4,1,2,1,1,2,5,704
"RP11-355B11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"XPO1",5,0,1,0,0,0,1,0,1,1,1,0,3,0,1,4,1332
"FAM161A",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,63
"CCT4",14,3,7,1,2,3,2,3,1,15,3,1,8,3,3,9,5330
"AC107081.5",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5
"COMMD1",2,0,2,1,0,0,3,1,3,3,1,1,2,0,2,8,842
"B3GNT2",12,0,1,1,0,0,0,0,0,4,0,0,2,0,6,4,582
"AC093159.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"EHBP1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,191
"AC009501.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"OTX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"WDPCP",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28
"MDH1",18,1,3,1,0,4,0,2,0,6,6,0,4,2,6,10,2438
"UGP2",9,2,4,2,3,1,2,0,3,14,2,1,7,1,4,19,2125
"VPS54",2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,273
"AC012368.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PELI1",27,1,5,1,0,0,1,3,0,5,0,0,1,0,15,4,1036
"AC074289.1",2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15
"LINC00309",0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,17
"AC008074.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"LGALSL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551
"RP11-568N6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"AFTPH",2,0,0,1,1,1,1,0,1,2,1,1,1,1,0,2,886
"AC008074.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SERTAD2",3,1,1,0,0,0,1,0,1,2,1,0,1,0,4,1,502
"AC007365.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC007386.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SLC1A4",5,1,2,2,1,2,0,0,0,10,1,0,1,0,0,3,321
"AC007386.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CEP68",0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,330
"RAB1A",36,2,11,3,3,1,1,0,3,11,2,0,6,0,21,10,4521
"ACTR2",49,2,9,4,3,5,7,3,4,15,6,2,3,2,12,10,3354
"SPRED2",3,0,4,0,0,1,0,0,0,0,0,0,1,1,2,1,355
"AC092669.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"MEIS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"AC007403.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC078941.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
