"","Anti-inflammatory macro/mono","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"IDUA",2,0,1,0,0,0,0,0,0,0,0,0,1,93,2
"FGFRL1",2,0,0,0,2,0,0,0,0,0,0,0,0,750,0
"RNF212",1,0,1,0,0,1,0,0,0,0,0,0,0,3,0
"SPON2",0,1,2,1,6,0,13,2,1,1,3,0,1,2904,0
"RP11-20I20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CTBP1-AS",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"CTBP1",12,0,2,1,9,1,3,2,0,1,0,4,3,1704,5
"CTBP1-AS2",0,1,0,0,0,0,4,0,0,0,0,0,0,150,0
"MAEA",5,0,5,1,3,0,13,0,0,0,1,2,9,942,0
"UVSSA",0,0,0,0,0,0,1,1,0,0,0,0,1,131,2
"CRIPAK",1,0,0,1,2,0,0,0,0,0,0,0,0,98,0
"RP11-1398P2.1",4,0,0,0,1,0,1,0,0,0,2,0,1,70,1
"FAM53A",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"SLBP",13,0,20,5,23,8,35,10,5,0,5,9,15,1607,2
"RP11-572O17.1",1,0,0,0,0,0,0,0,1,0,0,0,0,27,1
"TMEM129",5,0,2,0,3,0,6,1,1,0,0,1,7,974,1
"TACC3",10,0,2,1,4,0,6,1,2,0,0,2,2,366,1
"FGFR3",0,0,0,0,0,0,0,0,0,0,0,0,0,126,0
"LETM1",7,0,1,1,2,0,5,1,2,0,0,2,4,1088,3
"WHSC1",3,0,0,0,1,0,2,0,0,0,0,0,2,833,0
"NELFA",4,0,0,0,3,0,5,0,1,0,1,1,2,762,0
"C4orf48",66,2,11,1,23,1,42,5,8,1,0,12,37,8006,21
"NAT8L",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"POLN",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"HAUS3",1,0,2,1,2,0,4,1,0,1,0,0,7,182,0
"MXD4",4,0,6,2,9,2,16,2,7,0,2,2,9,776,5
"ZFYVE28",0,0,3,3,6,0,12,3,4,1,0,0,5,144,1
"CFAP99",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RNF4",1,0,2,0,9,1,6,2,2,0,0,1,4,690,0
"FAM193A",1,0,1,0,1,0,1,0,0,0,0,1,0,181,1
"TNIP2",9,0,6,4,10,1,30,2,4,0,1,5,19,1204,4
"SH3BP2",9,1,2,0,1,0,3,0,0,1,1,6,1,458,2
"ADD1",3,1,3,1,5,0,5,2,5,1,0,3,6,895,9
"MFSD10",20,2,17,3,17,3,22,5,3,0,3,2,13,2359,5
"NOP14-AS1",0,0,4,0,1,0,0,0,0,0,0,0,3,119,0
"NOP14",2,0,0,0,2,0,2,1,1,0,0,0,1,645,0
"GRK4",1,0,1,0,1,0,1,0,0,0,0,0,1,79,0
"HTT",6,1,0,1,3,1,2,1,0,0,1,0,3,574,1
"MSANTD1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RGS12",11,0,0,0,0,0,0,0,0,0,0,0,0,317,5
"HGFAC",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DOK7",1,0,0,0,0,0,0,0,0,0,0,0,0,48,0
"LRPAP1",35,3,11,0,18,4,26,6,5,2,2,9,28,4835,4
"RP11-529E10.7",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AC141928.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ADRA2C",0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
"TMEM128",9,0,1,1,1,1,5,0,0,0,0,0,2,671,1
"LYAR",6,8,8,5,2,0,15,9,0,1,1,2,1,2069,4
"ZBTB49",0,0,0,0,0,0,0,0,0,0,0,0,1,25,0
"NSG1",0,0,0,1,2,0,1,0,3,0,1,0,1,1,0
"STX18",3,0,5,1,2,0,6,1,1,0,0,1,2,1030,1
"STX18-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
"MSX1",1,0,0,0,0,0,0,0,0,0,0,0,0,266,5
"CYTL1",3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"EVC2",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"CRMP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"JAKMIP1",0,1,2,1,2,0,4,3,0,0,0,0,4,1,0
"RP11-586D19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WFS1",3,0,0,0,1,0,0,0,0,0,0,0,1,183,0
"PPP2R2C",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MAN2B2",4,0,1,0,1,0,2,1,1,0,0,1,1,249,0
"MRFAP1",31,2,16,2,21,2,46,7,13,4,5,13,41,4906,13
"RP11-539L10.3",0,0,0,0,0,0,2,1,0,0,0,1,2,194,0
"AC093323.3",0,0,0,0,2,0,2,0,0,0,0,0,3,320,0
"RP11-539L10.2",0,0,0,0,3,0,4,0,0,0,0,0,0,10,0
"S100P",26,1,12,5,11,3,24,6,4,0,3,13,15,35561,7
"MRFAP1L1",7,0,3,0,3,0,10,0,4,0,1,0,5,513,2
"BLOC1S4",4,1,3,2,7,0,13,1,2,0,1,0,9,1007,1
"KIAA0232",0,0,0,0,3,0,2,1,1,0,0,0,0,391,1
"TBC1D14",4,1,0,0,3,0,0,1,0,0,0,4,1,556,0
"RP11-367J11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CCDC96",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"TADA2B",0,0,0,0,0,0,0,1,0,0,0,0,2,185,0
"GRPEL1",7,1,5,2,5,0,11,6,5,0,2,3,5,2855,3
"RP11-367J11.3",0,0,0,0,0,0,0,0,0,0,0,0,1,23,0
"SORCS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSAPL1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"AFAP1",1,0,0,0,1,0,0,0,0,0,0,0,3,426,4
"ABLIM2",0,0,0,0,0,0,0,0,0,0,0,0,1,256,0
"SH3TC1",4,0,1,0,1,0,1,0,1,0,0,2,2,77,4
"HTRA3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-774O3.3",0,0,0,0,0,0,1,0,0,0,0,0,0,13,1
"ACOX3",0,0,1,0,2,0,1,0,0,0,0,0,1,245,0
"TRMT44",1,0,0,0,0,0,0,0,0,0,0,1,0,134,0
"RP11-689P11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"FAM90A26",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC2A9",0,0,0,0,0,0,0,0,0,0,0,1,0,46,0
"WDR1",47,1,19,11,45,3,62,6,6,0,0,21,36,5697,10
"ZNF518B",1,0,0,0,1,0,2,0,1,0,0,0,1,1,1
"CLNK",0,0,1,0,1,0,0,0,0,0,0,0,0,13,0
"HS3ST1",19,0,0,0,0,0,0,0,0,0,0,1,1,118,1
"RP11-22A3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-22A3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RAB28",0,0,8,0,3,2,9,1,0,0,0,2,3,395,0
"BOD1L1",2,0,5,0,2,1,6,1,3,0,0,0,1,495,0
"LINC00504",1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"CPEB2",1,0,0,0,1,0,1,0,0,0,0,1,2,237,1
"CC2D2A",0,0,0,0,0,0,0,0,0,0,0,0,0,117,0
"RP11-799M12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FBXL5",9,0,1,2,4,2,8,1,1,0,0,4,3,484,6
"FAM200B",5,1,4,0,4,0,7,6,1,0,0,5,11,1599,3
"BST1",10,0,0,0,0,0,0,0,0,0,0,1,0,3,0
"CD38",5,1,0,1,1,0,10,2,1,3,0,1,7,2,0
"FGFBP1",6,0,1,0,0,0,3,0,0,0,1,1,1,6443,1
"FGFBP2",0,3,0,1,0,0,0,0,0,5,23,0,0,1,0
"PROM1",0,0,0,0,1,0,1,0,0,1,0,0,0,748,1
"TAPT1",0,0,0,0,2,0,0,0,0,0,0,2,0,157,0
"TAPT1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"LDB2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
"QDPR",12,0,7,0,3,0,7,2,2,1,0,3,2,1991,2
"LAP3",29,0,5,0,13,0,6,2,0,0,2,11,6,1524,5
"AC006160.5",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MED28",13,2,13,2,9,3,13,4,5,1,1,4,10,2089,8
"DCAF16",2,0,3,1,7,0,7,1,0,0,0,0,3,427,1
"NCAPG",1,0,0,0,0,0,0,0,0,0,0,0,0,225,1
"LCORL",3,0,1,0,0,0,0,1,0,0,0,0,0,262,1
"PACRGL",0,0,1,1,2,0,0,0,0,0,0,0,0,368,1
"RP11-362J17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ADGRA3",0,0,0,0,0,0,0,0,0,0,0,0,0,420,0
"PPARGC1A",0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
"DHX15",5,0,4,0,3,1,2,1,0,0,0,4,4,1867,3
"RP11-496D24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"SOD3",1,0,1,0,0,0,5,1,0,0,2,0,0,10440,1
"CCDC149",3,0,0,0,0,0,0,0,0,0,0,0,0,226,1
"LGI2",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"SEPSECS",0,0,0,0,0,1,5,0,0,0,0,0,0,117,0
"SEPSECS-AS1",0,0,0,0,0,0,2,0,0,0,0,0,3,96,0
"RP11-660M5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PI4K2B",2,0,0,0,0,1,4,0,0,1,0,1,3,480,0
"ZCCHC4",0,0,0,0,0,0,2,0,0,0,0,0,1,104,0
"ANAPC4",2,0,0,0,0,0,0,0,3,0,1,0,2,327,0
"SEL1L3",3,1,6,0,6,5,15,5,0,1,2,1,2,1263,3
"RP11-302F12.10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SMIM20",17,0,1,1,6,1,6,1,3,0,0,1,8,2565,0
"RP13-494C23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RBPJ",29,0,41,0,87,2,88,12,8,0,0,11,52,1360,3
"TBC1D19",1,1,1,1,2,0,1,1,0,0,0,0,1,54,0
"STIM2",0,0,1,0,2,1,9,3,1,1,0,0,1,273,1
"RP11-293A21.1",0,0,0,0,0,0,0,0,1,0,0,0,0,29,0
"ARAP2",1,2,1,2,0,1,5,1,0,0,1,0,1,152,0
"DTHD1",0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
"NWD2",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"C4orf19",0,0,0,0,0,0,0,0,0,0,0,0,1,421,0
"RP11-36B15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RELL1",0,0,1,0,1,0,1,0,0,0,2,0,0,55,1
"PGM2",6,0,1,0,1,1,4,1,0,0,0,1,3,588,6
"TBC1D1",6,1,5,1,1,1,4,0,3,0,0,4,5,338,6
"PTTG2",0,0,0,0,1,0,1,0,0,0,0,0,0,34,0
"RP11-600L4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"KLF3",10,2,3,1,1,1,8,1,10,0,3,3,9,3422,5
"TLR10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TLR1",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TLR6",3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"FAM114A1",1,0,0,0,0,0,0,0,0,0,0,0,1,736,4
"TMEM156",0,0,5,0,3,0,4,1,3,0,0,0,6,3,0
"KLHL5",5,0,2,1,3,0,4,1,3,1,0,3,1,9,6
"WDR19",2,0,0,0,0,0,0,0,0,0,0,0,0,52,0
"RFC1",3,0,3,1,5,0,5,1,1,2,1,0,4,828,3
"KLB",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"RPL9",549,45,256,71,424,189,1016,168,327,36,62,266,535,139971,174
"LIAS",1,0,0,0,3,0,3,0,0,0,0,2,2,628,0
"UGDH",3,0,0,1,0,0,1,0,0,0,1,0,3,1688,1
"UGDH-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"SMIM14",5,0,0,0,1,20,1,1,0,0,0,2,0,1022,2
"RP11-539G18.3",0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
"UBE2K",17,0,6,2,13,0,21,2,4,0,0,2,7,2231,7
"PDS5A",11,0,2,2,5,0,13,2,2,0,0,9,4,1395,5
"N4BP2",1,1,2,0,1,0,6,1,0,0,0,5,0,107,0
"RHOH",11,5,19,11,33,15,67,16,21,2,0,51,68,20,0
"AC195454.1",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RBM47",25,0,0,1,1,0,0,0,0,0,0,7,1,3186,1
"NSUN7",0,0,0,0,0,0,0,0,0,0,0,0,0,151,0
"APBB2",0,0,0,0,1,0,0,0,0,0,0,1,1,563,5
"UCHL1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"LIMCH1",0,0,0,0,0,0,0,0,0,0,0,0,0,17,6
"TMEM33",10,1,1,0,2,1,7,3,1,0,0,2,4,1780,2
"DCAF4L1",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP11-814H16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC30A9",5,0,2,0,2,0,4,0,0,0,0,1,3,1235,1
"ATP8A1",1,0,6,1,0,0,5,8,0,1,2,0,2,348,2
"RP11-109E24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-109E24.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GUF1",3,0,1,0,1,0,2,2,1,0,0,0,0,514,0
"GNPDA2",1,0,0,1,0,1,2,2,0,0,1,0,0,156,0
"RP11-700J17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"GABRA2",0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
"GABRA4",0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
"GABRB1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"COMMD8",12,2,18,0,10,3,20,11,2,0,1,5,11,1363,2
"ATP10D",1,1,2,1,3,0,4,0,0,0,1,0,0,61,0
"CORIN",0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
"RP11-121C2.2",0,0,0,0,0,0,0,1,0,0,0,0,0,29,0
"NFXL1",2,0,1,0,1,0,0,1,0,0,0,0,0,280,0
"NIPAL1",0,0,0,0,0,0,1,0,0,0,0,0,0,537,0
"CNGA1",0,0,0,0,0,0,0,0,0,0,0,0,0,141,0
"TXK",0,0,0,0,2,0,2,0,2,2,0,0,4,11,0
"TEC",1,0,0,0,0,0,0,0,0,0,0,0,0,60,0
"SLAIN2",5,1,0,0,6,1,8,2,0,0,0,0,3,713,2
"FRYL",4,1,1,0,6,0,4,2,0,0,1,4,1,823,3
"OCIAD1",27,4,13,1,10,3,16,7,3,0,1,3,11,3358,10
"OCIAD2",9,5,21,6,25,2,70,10,15,0,5,3,46,10634,32
"CWH43",1,0,0,0,0,0,0,0,0,0,0,0,0,89,0
"DCUN1D4",1,0,0,0,1,0,2,1,1,0,0,0,0,242,0
"RP11-365H22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"LRRC66",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"SGCB",0,0,0,0,1,0,2,0,0,0,0,0,3,509,3
"SPATA18",0,0,0,0,0,0,0,0,0,0,0,0,0,58,0
"USP46",0,0,0,0,0,0,0,0,0,0,0,0,0,265,0
"USP46-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,53,0
"ERVMER34-1",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"RASL11B",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SCFD2",2,0,0,0,0,0,0,0,0,0,0,0,0,121,1
"FIP1L1",3,0,4,2,6,0,11,0,1,1,1,0,7,801,1
"LNX1",0,0,0,0,0,0,1,0,0,0,0,0,0,191,0
"RP11-571I18.4",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CHIC2",8,0,6,3,6,0,9,3,3,0,1,4,4,667,6
"RP11-571I18.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PDGFRA",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KIT",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"KDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"SRD5A3",12,0,3,0,4,0,6,0,1,0,0,2,2,678,1
"RP11-177J6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM165",24,2,12,1,18,2,25,2,5,0,0,6,10,2173,8
"CLOCK",4,0,0,0,1,0,1,0,1,0,0,0,2,394,0
"RP11-528I4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"NMU",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"RP11-345F18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"EXOC1",5,0,0,0,3,0,0,1,0,0,0,0,2,519,3
"CEP135",2,1,0,0,1,1,1,0,2,0,1,0,2,118,2
"KIAA1211",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AASDH",1,0,0,0,2,1,6,0,1,0,0,1,2,321,1
"RP11-646I6.5",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"PPAT",3,0,1,0,1,0,1,0,0,0,0,0,0,369,0
"PAICS",8,1,0,0,3,0,1,0,2,0,0,2,1,4007,2
"SRP72",8,0,6,3,10,2,24,5,2,0,1,2,9,3203,4
"ARL9",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"HOPX",0,4,67,0,2,1,43,58,1,7,7,1,0,14,0
"SPINK2",0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
"REST",1,1,2,1,6,1,12,4,2,0,0,0,3,537,0
"RP11-738E22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"NOA1",5,0,1,0,2,0,9,0,0,0,1,0,3,1228,0
"POLR2B",8,1,15,1,7,1,12,7,3,0,1,2,9,1052,1
"IGFBP7",1,0,0,0,0,0,2,1,0,1,0,3,0,59,440
"RP11-16N2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ADGRL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-798L4.1",0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
"CENPC",3,0,4,3,3,0,4,1,3,0,1,0,2,135,2
"STAP1",0,0,2,0,0,2,0,1,0,0,0,0,0,2,0
"UBA6",9,0,4,2,8,1,16,0,4,1,0,3,11,669,3
"UBA6-AS1",2,0,2,0,0,0,0,1,0,0,0,0,0,43,1
"YTHDC1",10,1,4,0,7,1,10,4,1,0,1,6,10,1272,4
"TMPRSS11E",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"UGT2B15",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"UGT2B10",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-468N14.13",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"UGT2A3",0,0,0,0,0,0,0,0,0,0,0,0,0,163,0
"UGT2B7",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"UGT2B4",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SULT1B1",1,0,0,0,0,0,0,0,0,0,0,5,0,724,0
"SULT1E1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ODAM",0,0,0,0,0,0,0,0,0,0,0,0,0,140,0
"JCHAIN",1,0,2,0,1,8,2,0,0,0,0,0,1,97,1
"UTP3",5,0,1,0,2,0,6,1,1,0,1,0,3,494,0
"RP11-46J23.1",2,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"RUFY3",1,0,1,1,1,0,0,0,0,0,0,1,1,227,0
"GRSF1",14,0,2,1,8,2,10,2,5,0,0,4,12,3402,3
"MOB1B",3,0,1,0,1,0,2,0,0,0,0,1,0,124,1
"DCK",6,2,7,0,11,3,10,6,2,1,0,2,12,516,0
"SLC4A4",0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
"COX18",4,0,2,0,1,0,1,1,0,0,0,0,1,314,0
"ANKRD17",4,0,2,0,5,0,8,2,1,1,1,0,7,816,2
"RP11-692D12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AFP",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"RASSF6",0,0,0,0,0,1,1,0,0,0,0,0,0,342,0
"CXCL8",1731,0,1,2,10,2,11,0,1,0,1,2857,6,12859,19
"CXCL6",17,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"CXCL1",524,2,4,1,13,2,20,1,3,1,1,60,3,21678,8
"PF4",0,0,0,0,0,0,0,0,0,0,0,0,0,280,0
"PPBP",1,0,0,0,0,0,0,0,0,0,0,0,0,145,0
"CXCL5",9,0,0,0,0,0,0,0,0,0,0,28,0,2,0
"CXCL3",656,1,4,2,2,3,13,8,2,0,2,538,10,24727,44
"CXCL2",488,1,3,0,3,2,4,4,4,0,0,384,5,12134,102
"MTHFD2L",2,2,1,0,1,2,3,0,1,0,0,0,4,1226,6
"RP11-629B11.5",0,0,0,0,0,0,0,0,0,0,0,1,0,57,0
"EREG",62,0,1,0,1,0,0,0,0,0,0,201,0,2128,0
"AREG",76,0,4,2,2,5,25,7,5,1,2,116,8,15783,1
"AC142293.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BTC",0,0,0,0,0,0,0,0,0,0,0,0,0,176,0
"PARM1",2,0,1,0,0,0,0,1,0,0,0,0,0,934,1
"RP11-44F21.5",0,0,0,0,0,0,1,1,0,0,0,0,0,134,0
"RP11-542G1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RCHY1",3,1,6,1,5,2,12,1,5,0,2,1,2,745,2
"THAP6",1,0,0,0,3,1,4,0,0,1,0,1,2,177,0
"C4orf26",0,0,0,0,0,0,4,0,0,0,0,0,1,1,0
"CDKL2",0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"G3BP2",3,1,14,6,26,1,49,6,12,1,2,1,39,1783,5
"USO1",7,0,2,1,6,1,7,0,0,0,0,4,5,1399,1
"PPEF2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"NAAA",7,0,4,1,3,0,8,3,0,1,0,8,3,331,0
"SDAD1",5,0,1,0,1,0,2,2,1,0,0,1,0,777,1
"AC110615.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CXCL9",3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ART3",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"CXCL10",9,0,0,0,0,0,0,1,0,0,0,24,0,15,0
"CXCL11",0,0,0,0,0,0,0,0,0,0,0,6,0,44,0
"NUP54",3,1,3,0,5,1,9,1,0,1,0,0,2,813,2
"SCARB2",20,2,1,0,2,0,1,0,2,0,1,3,1,1919,5
"FAM47E",1,0,0,0,0,0,0,0,0,0,0,0,0,96,0
"STBD1",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"SHROOM3",0,0,0,0,0,0,1,0,0,0,0,0,1,1449,0
"SOWAHB",0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"SEPT11",16,0,2,0,6,0,10,3,0,0,0,2,1,1646,2
"CCNI",83,5,61,7,107,13,172,34,50,3,8,34,128,12526,21
"CCNG2",2,0,0,0,17,0,27,2,5,0,0,0,13,446,1
"CXCL13",0,0,98,0,10,0,7,21,0,0,0,0,0,4,0
"CNOT6L",4,2,25,5,25,4,46,10,22,4,9,2,21,522,8
"MRPL1",5,0,3,0,2,1,10,0,2,0,0,2,5,1615,2
"FRAS1",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"ANXA3",1,0,0,0,0,0,3,0,1,0,0,4,0,5637,1
"LINC01094",14,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-109G23.3",2,0,0,0,0,1,1,1,1,0,0,1,2,43,0
"BMP2K",11,0,0,0,0,1,0,0,0,0,0,0,0,393,3
"PAQR3",0,0,2,1,1,0,2,0,0,0,0,0,1,116,0
"LINC01088",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ANTXR2",1,0,0,0,2,1,6,0,0,0,0,2,2,244,0
"PRDM8",1,0,0,0,1,0,0,0,0,0,0,3,1,3,0
"RASGEF1B",27,1,2,0,5,3,0,6,2,0,2,7,1,140,0
"RP11-127B20.2",0,0,0,0,1,0,1,0,0,0,0,0,0,26,1
"HNRNPD",26,1,10,4,21,3,33,9,7,0,1,8,17,4772,8
"RP11-127B20.3",2,2,0,0,1,0,1,2,1,0,0,0,1,69,0
"HNRNPDL",71,6,54,18,68,22,121,35,44,4,10,31,77,7460,15
"ENOPH1",18,2,6,1,6,2,14,1,1,0,1,1,10,1250,3
"TMEM150C",0,0,0,0,0,0,0,0,0,0,0,0,0,181,1
"SCD5",1,0,0,0,0,0,0,0,0,0,0,0,0,106,2
"SEC31A",6,0,2,0,3,1,5,2,1,0,0,4,8,1115,11
"THAP9-AS1",11,0,4,0,4,0,5,3,3,1,0,3,6,1036,0
"THAP9",0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
"LIN54",2,0,0,0,0,0,0,0,0,0,1,0,0,211,0
"COPS4",9,2,4,4,2,0,14,2,2,0,0,0,5,936,2
"PLAC8",3,2,0,0,0,4,12,2,9,6,4,12,2,1342,0
"RP11-576N17.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"COQ2",9,0,1,0,0,0,5,0,1,0,0,1,2,1582,0
"HPSE",14,0,0,0,0,0,2,0,1,0,0,6,4,72,0
"HELQ",1,1,0,0,1,1,4,0,1,0,0,0,1,101,0
"MRPS18C",10,1,1,1,4,2,6,2,3,0,0,3,8,2336,2
"FAM175A",0,0,0,0,1,0,4,0,2,0,0,0,1,325,1
"GPAT3",1,0,0,0,0,0,1,0,0,0,0,6,1,143,0
"CDS1",0,0,0,0,1,0,0,0,0,0,0,1,0,927,0
"WDFY3",3,0,0,0,0,0,0,0,0,0,0,0,0,129,1
"ARHGAP24",1,0,0,0,0,12,0,0,0,0,0,0,0,6,0
"MAPK10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTPN13",0,0,0,0,2,0,3,0,1,0,0,0,1,9,1
"C4orf36",1,0,0,0,1,0,2,0,1,0,0,0,0,121,2
"AFF1",5,0,0,0,2,0,0,0,1,0,0,0,0,366,1
"KLHL8",2,0,0,0,0,0,0,0,0,0,0,1,1,395,0
"HSD17B13",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"HSD17B11",16,0,4,0,7,2,17,8,8,1,0,12,11,3311,3
"NUDT9",6,0,1,0,1,1,0,0,0,0,0,0,0,576,4
"SPARCL1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,33
"SPP1",699,0,0,2,0,0,0,0,0,0,0,5,1,51,0
"PKD2",1,1,0,0,1,0,1,0,0,0,0,0,0,28,0
"ABCG2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPM1K",3,0,3,1,3,1,8,3,1,0,2,0,11,83,2
"HERC6",0,0,1,0,2,0,5,0,0,0,0,0,2,53,0
"HERC5",4,0,0,0,1,0,3,1,2,0,0,1,0,3,0
"PYURF",37,1,15,2,21,4,35,6,8,1,3,11,25,3641,19
