"","GSM2359397","GSM2359398","GSM2859440","GSM2859469","GSM2859498","GSM2859413","GSM2859441","GSM2859470","GSM2859499","GSM3109311","GSM3109312","GSM3109313","GSM3109314","GSM3109315","GSM3319754","GSM3319755","GSM3319793","GSM3319794","GSM3319828","GSM3319829","GSM3319863","GSM3319864"
"3340",1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"8509",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
"9348",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"55790",1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
"64579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3419",0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1
"79586",1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1
"3417",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1
"2137",0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1
"3418",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22856",0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"337876",1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"7173",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2135",0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
"2134",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"55568",0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0
"56606",1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
"2590",1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1
"154091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3425",1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0
"2591",0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"144195",0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
"11182",1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
"114805",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587",1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
"8693",1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0
"63917",0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
"50614",1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"8501",1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1
"2589",0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1
"178",0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1
"51809",1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1
"55586",0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"114134",0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"117248",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11227",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"6526",0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1
"11226",1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0
"79695",1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
"79623",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
"3422",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"91734",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"26290",1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"81031",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126792",1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
"5837",1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
"5836",1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0
"5834",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1
"160728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8801",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
"11285",0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0
"8802",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
"2729",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
"8972",0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0
"2618",1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
"2730",0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0
"8803",1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1
"10723",1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0
"9990",1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"2746",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"6560",0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"2747",0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1
"5019",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
"10841",0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
"57468",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"3795",1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1
"1629",0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0
"27165",1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"594",1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1
"2744",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
"8564",1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
"3938",0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"593",0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
"26873",0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"79751",1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0
"83733",1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"4942",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
"2639",1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1
"53",1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0
"3931",1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0
"7372",0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1
"57084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1811",1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
"246213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57030",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
"387775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10861",0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"1836",1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0
"124637",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"51179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"1583",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2628",1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"1584",1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
"1585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9380",1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
"1586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2713",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"4047",1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0
"1588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5321",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"2710",1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1
"1576",1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
"2712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1178",1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"51268",1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"1056",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"3029",1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
"6536",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1589",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1593",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"3990",0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"1548",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"4023",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5226",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
"1553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"11343",1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"1562",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"27232",0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"1558",0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
"57678",0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0
"50487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284098",0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
"1559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93183",1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1
"9227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1565",0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"54965",1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0
"1572",0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"51302",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2936",1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0
"6309",0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1
"64816",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"4048",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
"1577",0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
"4056",1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"5052",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"7001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1551",0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"4259",1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0
"10858",0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"2876",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
"66002",1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"8529",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
"2879",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
"4258",1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
"4051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9420",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1582",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2877",1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"5831",1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1
"2878",1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"2954",1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
"257202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2882",0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1
"5048",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"2548",1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"10935",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"5051",0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
"5050",1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0
"2937",1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1
"5049",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64087",1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1
"7941",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"56922",1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0
"23417",0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0
"2678",1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0
"347734",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
"57194",0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1
"5337",0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"4357",0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0
"5338",1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"2679",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"4190",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"130013",0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
"4191",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"4200",1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1
"4881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5091",0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1
"4882",1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
"2984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2974",0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2982",1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"2986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4199",0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
"10873",0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
"3620",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2983",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
"3000",1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"1557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1545",1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"5244",0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"2977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1544",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"9615",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"4144",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"4143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5150",1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
"27430",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4548",0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0
"763",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11238",1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
"4598",0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0
"5137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3636",1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
"5151",1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0
"23556",0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0
"55650",1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
"3635",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"3633",1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1
"8867",0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0
"5140",0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0
"27124",1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0
"53905",1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0
"50506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5142",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"343",0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0
"5281",1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
"3632",0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1
"10846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84720",0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1
"56623",1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0
"5141",0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0
"8622",1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1
"3628",1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1
"3707",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
"80235",1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"5144",0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0
"3706",0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"5153",0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
"80271",1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
"94005",1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0
"27115",0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"128869",1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1
"51477",1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0
"10026",1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1
"5138",0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"51604",0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0
"3631",0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
"5139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8821",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"50940",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2595",0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0
"84693",1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1
"8733",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"5136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4594",0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1
"3028",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5152",0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"3033",1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
"3037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"80168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5146",1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
"4507",1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1
"3038",1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
"3036",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27235",0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1
"6521",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83697",0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"10797",0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1
"56913",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
"443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"91703",1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"6522",1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1
"6508",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"4668",1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1
"9498",0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
"57282",0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0
"6528",1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1
"3098",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"80201",1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0
"8654",0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
"2645",0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
"483",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"3101",1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
"5149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"478",0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"480",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"481",0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
