"","ImmProt_T8.EM_01","ImmProt_T8.EM_02","ImmProt_T8.EM_03","ImmProt_T8.EM_04","ImmProt_T8.EM_01_activated","ImmProt_T8.EM_02_activated","ImmProt_T8.EM_03_activated","ImmProt_T8.EM_04_activated"
"314",NA,NA,NA,NA,NA,NA,NA,NA
"26",0,0,0,1,0,0,0,0
"8639",NA,NA,NA,NA,NA,NA,NA,NA
"1591",NA,NA,NA,NA,NA,NA,NA,NA
"1594",0,0,0,0,0,0,0,0
"10993",0,0,0,0,0,0,1,0
"6818",0,1,1,0,1,1,0,0
"89874",NA,NA,NA,NA,NA,NA,NA,NA
"3945",1,1,1,1,1,1,1,1
"3948",NA,NA,NA,NA,NA,NA,NA,NA
"55293",1,0,1,0,0,0,1,1
"160287",NA,NA,NA,NA,NA,NA,NA,NA
"92483",NA,NA,NA,NA,NA,NA,NA,NA
"3939",0,0,0,0,0,0,0,0
"9194",1,1,0,0,1,0,0,1
"6566",1,1,0,1,1,0,0,1
"9123",0,1,0,0,1,0,0,1
"57835",NA,NA,NA,NA,NA,NA,NA,NA
"8671",0,0,0,0,0,0,0,0
"1738",1,1,1,1,1,1,1,1
"4967",1,1,1,1,1,1,1,1
"1743",1,1,1,1,1,1,1,1
"8050",1,1,1,0,1,0,1,1
"128",1,1,1,1,1,1,1,1
"137872",NA,NA,NA,NA,NA,NA,NA,NA
"130",NA,NA,NA,NA,NA,NA,NA,NA
"127",1,0,0,0,1,1,1,1
"131",NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,NA,NA,NA,NA,NA,NA
"1312",1,1,1,1,1,1,1,1
"117247",0,0,0,0,0,0,0,0
"220",NA,NA,NA,NA,NA,NA,NA,NA
"221",0,0,0,0,0,0,0,0
"218",NA,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,NA,NA,NA,NA,NA,NA
"3242",NA,NA,NA,NA,NA,NA,NA,NA
"18",1,1,0,1,0,1,0,0
"2531",1,0,0,1,1,0,1,1
"23498",0,0,0,1,1,0,0,1
"55268",0,1,1,0,1,1,0,1
"883",1,0,0,1,1,0,0,1
"51166",NA,NA,NA,NA,NA,NA,NA,NA
"1644",NA,NA,NA,NA,NA,NA,NA,NA
"4128",0,0,1,0,1,0,0,1
"4129",1,1,1,0,1,0,1,1
"8604",1,1,1,1,1,1,1,1
"10165",1,1,0,1,1,0,0,1
"2572",NA,NA,NA,NA,NA,NA,NA,NA
"2571",NA,NA,NA,NA,NA,NA,NA,NA
"51380",NA,NA,NA,NA,NA,NA,NA,NA
"2805",1,1,1,1,1,1,1,1
"2806",1,1,1,1,1,1,1,1
"8659",1,1,0,0,0,0,1,1
"6817",0,0,0,0,0,0,0,0
"6799",NA,NA,NA,NA,NA,NA,NA,NA
"6822",NA,NA,NA,NA,NA,NA,NA,NA
"6573",0,0,0,0,1,0,1,1
"316",NA,NA,NA,NA,NA,NA,NA,NA
"6570",NA,NA,NA,NA,NA,NA,NA,NA
"6571",0,0,0,0,0,0,0,0
"2348",NA,NA,NA,NA,NA,NA,NA,NA
"2352",0,0,0,0,0,0,0,0
"4125",0,1,1,0,1,0,1,1
"53947",NA,NA,NA,NA,NA,NA,NA,NA
"51146",NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,NA,NA,NA,NA,NA,NA
"206358",0,0,0,0,0,0,0,0
"6538",NA,NA,NA,NA,NA,NA,NA,NA
"6529",NA,NA,NA,NA,NA,NA,NA,NA
"6539",0,0,0,0,0,0,0,0
"6540",NA,NA,NA,NA,NA,NA,NA,NA
"3032",1,1,1,1,1,1,1,1
"10449",0,0,0,0,0,0,0,0
"38",0,0,0,0,0,1,0,1
"3030",1,1,1,1,1,1,1,1
"39",1,1,1,1,1,1,1,1
"30",1,1,1,1,1,0,1,1
"32",NA,NA,NA,NA,NA,NA,NA,NA
"9197",1,1,0,0,1,0,0,1
"79611",NA,NA,NA,NA,NA,NA,NA,NA
"84532",0,1,0,1,1,1,0,1
"64841",1,1,0,0,1,0,1,1
"55577",1,1,1,1,1,1,1,1
"5238",1,1,0,0,1,0,1,0
"9487",NA,NA,NA,NA,NA,NA,NA,NA
"162417",NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,NA,NA,NA,NA,NA,NA
"6572",NA,NA,NA,NA,NA,NA,NA,NA
"47",1,1,1,1,1,1,1,1
"54187",1,1,0,1,1,0,1,1
"26503",0,1,0,0,1,0,0,0
"54",0,1,1,1,0,1,0,1
"140838",1,1,1,0,1,0,0,0
"51205",1,0,0,1,0,1,0,1
"36",1,1,1,1,1,0,1,1
"34",1,1,1,1,1,1,1,1
"35",1,1,1,1,1,1,1,1
"84129",NA,NA,NA,NA,NA,NA,NA,NA
"28976",1,1,1,1,1,1,1,1
"80724",1,1,0,0,0,1,1,0
"27034",1,1,1,0,1,1,0,1
"3712",1,1,1,1,1,1,1,1
"134526",NA,NA,NA,NA,NA,NA,NA,NA
"51",1,1,1,0,0,0,1,1
"95",1,0,1,0,1,0,1,0
"50",1,1,1,1,1,1,1,1
"48",1,0,1,0,1,0,1,0
"8309",NA,NA,NA,NA,NA,NA,NA,NA
"52",0,0,0,0,0,0,0,0
"55",0,0,0,0,1,0,1,0
"788",1,1,1,1,1,1,1,1
"55902",1,1,0,0,1,1,1,0
"65985",1,1,0,0,1,0,0,1
"438",NA,NA,NA,NA,NA,NA,NA,NA
"1571",NA,NA,NA,NA,NA,NA,NA,NA
"100",1,1,1,1,1,1,1,1
"3177",NA,NA,NA,NA,NA,NA,NA,NA
"205",0,0,0,1,1,0,1,1
"204",1,1,1,1,1,1,1,1
"26289",0,0,0,0,0,0,0,0
"50808",1,1,1,1,1,1,1,1
"262",0,0,0,0,1,0,0,1
"113",0,1,1,1,1,1,1,0
"109",NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,NA,NA,NA,NA,NA,NA
"112",0,0,0,0,0,0,0,0
"107",NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,NA,NA,NA,NA,NA,NA
"55811",NA,NA,NA,NA,NA,NA,NA,NA
"196883",NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,NA,NA,NA,NA,NA,NA
"2030",0,1,1,0,1,0,1,1
"9154",NA,NA,NA,NA,NA,NA,NA,NA
"64078",0,0,1,0,0,0,1,0
"9153",NA,NA,NA,NA,NA,NA,NA,NA
"55315",0,1,0,0,0,0,0,0
"11164",1,1,1,1,1,1,1,1
"952",0,1,0,1,0,0,1,1
"1375",NA,NA,NA,NA,NA,NA,NA,NA
"1374",1,1,1,1,1,0,1,1
"126129",NA,NA,NA,NA,NA,NA,NA,NA
"1376",1,1,0,0,0,1,0,1
"9061",1,1,0,0,0,0,1,1
"9060",1,1,0,1,1,0,1,1
"158",1,1,1,1,1,1,1,1
"10331",NA,NA,NA,NA,NA,NA,NA,NA
"374907",1,0,0,1,1,0,0,0
"10678",0,0,0,1,0,0,1,0
"79369",NA,NA,NA,NA,NA,NA,NA,NA
"11041",1,1,1,0,1,0,1,1
"93010",NA,NA,NA,NA,NA,NA,NA,NA
"79814",1,1,1,0,0,0,1,1
"56894",1,1,0,0,1,0,1,1
"10555",1,1,0,0,0,0,0,1
"137964",1,1,0,1,0,1,1,1
"56895",0,0,1,1,0,0,1,1
"55326",1,1,0,0,1,0,1,1
"129642",1,0,0,0,1,0,1,0
"64850",NA,NA,NA,NA,NA,NA,NA,NA
"64902",NA,NA,NA,NA,NA,NA,NA,NA
"189",NA,NA,NA,NA,NA,NA,NA,NA
"3074",1,1,1,1,1,1,1,1
"3073",0,1,0,1,1,0,1,1
"10606",1,1,1,1,1,1,1,1
"8402",1,1,1,1,1,1,1,1
"1468",1,1,0,1,0,0,1,0
"64849",NA,NA,NA,NA,NA,NA,NA,NA
"1645",0,0,0,0,0,0,0,0
"1109",NA,NA,NA,NA,NA,NA,NA,NA
"6718",0,1,1,1,0,1,0,0
"6510",0,1,1,0,1,0,1,1
"6509",0,1,1,0,0,1,0,1
"56301",NA,NA,NA,NA,NA,NA,NA,NA
"6520",1,1,1,1,1,1,1,1
"211",0,0,0,1,1,0,1,1
"23464",0,0,0,0,0,1,1,0
"212",NA,NA,NA,NA,NA,NA,NA,NA
"59272",NA,NA,NA,NA,NA,NA,NA,NA
"6542",NA,NA,NA,NA,NA,NA,NA,NA
"6541",1,1,0,0,1,0,1,0
"84889",NA,NA,NA,NA,NA,NA,NA,NA
"54407",0,1,0,0,1,0,0,1
"81539",1,1,0,1,1,1,1,0
"340024",NA,NA,NA,NA,NA,NA,NA,NA
"11254",NA,NA,NA,NA,NA,NA,NA,NA
"57393",NA,NA,NA,NA,NA,NA,NA,NA
"55089",NA,NA,NA,NA,NA,NA,NA,NA
"2875",NA,NA,NA,NA,NA,NA,NA,NA
"84706",1,1,1,0,0,0,0,0
"92745",1,0,0,0,1,0,1,1
"10991",NA,NA,NA,NA,NA,NA,NA,NA
"284273",1,0,0,1,0,0,1,0
"10327",1,1,1,1,1,1,1,1
"8854",0,0,0,1,1,1,0,1
"224",1,1,0,0,1,0,0,1
"223",1,1,1,1,1,1,1,1
"216",1,0,1,0,0,1,0,0
"501",1,0,1,0,1,1,0,1
"217",1,1,0,1,0,0,0,1
"219",1,1,1,0,1,0,1,1
"239",0,0,0,0,0,1,0,0
"247",0,0,0,0,1,0,0,0
"246",1,0,0,0,0,1,0,0
"231",1,1,1,1,1,1,1,1
"8574",1,1,1,1,0,1,1,1
"23600",1,0,0,0,1,0,1,1
"115286",1,1,0,1,0,0,0,0
"271",1,0,0,1,1,0,1,0
"272",0,0,0,0,0,0,0,1
"270",NA,NA,NA,NA,NA,NA,NA,NA
"290",0,0,0,1,1,1,0,1
"278",NA,NA,NA,NA,NA,NA,NA,NA
"277",0,0,0,0,0,0,0,0
"279",0,0,0,0,0,0,0,0
"280",0,0,0,0,0,0,0,0
"6519",NA,NA,NA,NA,NA,NA,NA,NA
"276",0,0,0,0,0,0,0,0
"11136",NA,NA,NA,NA,NA,NA,NA,NA
"10998",NA,NA,NA,NA,NA,NA,NA,NA
"113451",NA,NA,NA,NA,NA,NA,NA,NA
"9057",1,1,0,1,1,0,1,0
"384",0,0,0,0,1,0,0,1
"445",0,0,0,0,0,0,0,1
"83884",NA,NA,NA,NA,NA,NA,NA,NA
"10166",0,1,1,0,1,0,0,1
"410",0,0,1,0,1,0,1,0
"427",0,0,0,1,0,1,0,0
"9963",NA,NA,NA,NA,NA,NA,NA,NA
"9962",NA,NA,NA,NA,NA,NA,NA,NA
"80150",0,0,1,1,0,0,1,0
"440",1,0,0,1,1,0,1,1
"790",0,0,0,0,0,0,0,0
"6505",NA,NA,NA,NA,NA,NA,NA,NA
"6512",NA,NA,NA,NA,NA,NA,NA,NA
"6511",NA,NA,NA,NA,NA,NA,NA,NA
"6507",0,0,0,0,0,0,0,0
"6506",0,0,0,0,0,0,0,1
"9296",0,1,1,1,1,0,0,1
"51606",1,0,1,0,1,0,1,0
"533",NA,NA,NA,NA,NA,NA,NA,NA
"90423",0,1,0,0,1,0,1,1
"528",1,1,1,0,1,0,1,0
"525",NA,NA,NA,NA,NA,NA,NA,NA
"10312",1,0,0,1,0,1,1,1
"127124",NA,NA,NA,NA,NA,NA,NA,NA
"245973",NA,NA,NA,NA,NA,NA,NA,NA
"50617",NA,NA,NA,NA,NA,NA,NA,NA
"9114",0,1,0,0,1,0,1,0
"23545",1,1,0,0,1,0,1,0
"8992",NA,NA,NA,NA,NA,NA,NA,NA
"535",1,0,0,1,1,1,1,0
"527",1,1,0,0,1,0,0,1
"526",1,1,1,1,1,1,1,1
"523",1,1,1,1,1,1,1,1
"529",1,1,1,1,1,0,1,1
"9550",1,1,1,1,1,0,1,1
"51382",1,1,1,0,1,0,1,0
"245972",1,0,1,1,0,0,1,0
"957",NA,NA,NA,NA,NA,NA,NA,NA
"956",NA,NA,NA,NA,NA,NA,NA,NA
"955",NA,NA,NA,NA,NA,NA,NA,NA
"953",0,1,0,0,0,1,1,1
"954",NA,NA,NA,NA,NA,NA,NA,NA
"377841",NA,NA,NA,NA,NA,NA,NA,NA
"293",1,1,1,1,1,1,1,1
"291",1,0,0,0,1,0,1,1
"292",1,1,1,1,1,1,1,1
"4126",0,0,1,1,1,0,0,1
"8706",NA,NA,NA,NA,NA,NA,NA,NA
"10317",NA,NA,NA,NA,NA,NA,NA,NA
"84002",NA,NA,NA,NA,NA,NA,NA,NA
"3141",1,0,1,0,1,0,1,1
"140679",NA,NA,NA,NA,NA,NA,NA,NA
"8424",NA,NA,NA,NA,NA,NA,NA,NA
"53630",NA,NA,NA,NA,NA,NA,NA,NA
"635",0,0,0,0,0,0,0,0
"23743",NA,NA,NA,NA,NA,NA,NA,NA
"10599",NA,NA,NA,NA,NA,NA,NA,NA
"1244",NA,NA,NA,NA,NA,NA,NA,NA
"8714",0,0,1,0,0,0,0,0
"28234",NA,NA,NA,NA,NA,NA,NA,NA
"645",1,1,1,1,1,1,1,1
"644",1,1,1,1,1,1,1,1
"9488",0,0,0,0,0,0,1,1
"10380",1,1,1,1,1,1,1,1
"686",0,1,1,0,1,0,0,0
"8884",1,1,1,0,1,0,1,1
"80704",NA,NA,NA,NA,NA,NA,NA,NA
"51733",NA,NA,NA,NA,NA,NA,NA,NA
"7108",1,0,1,0,1,0,1,0
"50814",1,1,0,0,1,0,1,1
"3295",1,1,1,1,1,0,1,1
"6307",0,0,0,1,1,0,1,0
"493",1,1,0,1,1,0,1,1
"492",1,0,1,1,1,0,0,1
"491",NA,NA,NA,NA,NA,NA,NA,NA
"490",1,1,0,1,1,0,1,0
"847",1,1,1,1,1,1,1,1
"6543",NA,NA,NA,NA,NA,NA,NA,NA
"6547",NA,NA,NA,NA,NA,NA,NA,NA
"6546",0,0,0,0,0,1,0,0
"166785",1,1,1,0,1,0,1,1
"2538",NA,NA,NA,NA,NA,NA,NA,NA
"92579",1,1,0,0,1,0,1,0
"1373",1,0,0,0,0,0,0,0
"873",1,1,1,1,1,1,1,1
"10423",0,1,0,0,1,1,1,0
"8760",0,1,0,0,0,1,1,1
"1040",NA,NA,NA,NA,NA,NA,NA,NA
"56994",1,0,0,0,0,1,0,0
"10390",0,1,0,0,1,0,1,0
"64781",0,0,0,0,0,0,0,0
"10087",0,0,1,1,1,0,1,0
"6565",NA,NA,NA,NA,NA,NA,NA,NA
"9023",NA,NA,NA,NA,NA,NA,NA,NA
"1103",NA,NA,NA,NA,NA,NA,NA,NA
"162466",0,0,0,0,0,0,0,1
"9468",NA,NA,NA,NA,NA,NA,NA,NA
"5130",0,0,0,1,1,0,0,1
"6579",NA,NA,NA,NA,NA,NA,NA,NA
"6555",NA,NA,NA,NA,NA,NA,NA,NA
"6554",NA,NA,NA,NA,NA,NA,NA,NA
"55349",1,0,1,0,0,0,0,0
"1120",1,1,0,0,1,1,0,1
"1119",NA,NA,NA,NA,NA,NA,NA,NA
"60482",NA,NA,NA,NA,NA,NA,NA,NA
"6582",NA,NA,NA,NA,NA,NA,NA,NA
"6584",NA,NA,NA,NA,NA,NA,NA,NA
"6820",NA,NA,NA,NA,NA,NA,NA,NA
"10948",1,1,0,0,0,1,0,1
"19",1,0,1,1,1,0,1,1
"1118",1,0,0,0,0,0,1,0
"27159",NA,NA,NA,NA,NA,NA,NA,NA
"54682",NA,NA,NA,NA,NA,NA,NA,NA
"9058",NA,NA,NA,NA,NA,NA,NA,NA
"6576",1,1,1,1,1,1,1,1
"1159",0,0,0,0,0,0,0,0
"548596",0,0,0,0,0,0,0,0
"1160",NA,NA,NA,NA,NA,NA,NA,NA
"1158",0,0,0,0,0,0,0,0
"1152",1,1,0,0,1,0,0,1
"5172",NA,NA,NA,NA,NA,NA,NA,NA
"65010",NA,NA,NA,NA,NA,NA,NA,NA
"54675",NA,NA,NA,NA,NA,NA,NA,NA
"10559",1,1,0,1,0,0,0,0
"55907",1,1,1,1,1,1,1,1
"8034",0,1,1,0,1,0,1,1
"8824",NA,NA,NA,NA,NA,NA,NA,NA
"51805",1,1,1,0,1,0,1,1
"51004",0,1,0,1,0,0,0,1
"10229",0,1,1,0,0,1,0,1
"2650",0,0,0,0,0,0,0,1
"9245",NA,NA,NA,NA,NA,NA,NA,NA
"51301",0,0,0,1,0,0,0,1
"192134",NA,NA,NA,NA,NA,NA,NA,NA
"386757",NA,NA,NA,NA,NA,NA,NA,NA
"6535",NA,NA,NA,NA,NA,NA,NA,NA
"1384",1,0,1,0,1,1,0,0
"6583",0,0,0,0,0,0,0,0
"1431",1,1,1,1,1,1,1,1
"54677",0,1,1,1,1,0,0,0
"8140",1,1,0,0,1,0,1,1
"23428",NA,NA,NA,NA,NA,NA,NA,NA
"1036",NA,NA,NA,NA,NA,NA,NA,NA
"23657",0,0,0,0,0,0,0,0
"57379",0,1,0,0,0,0,0,0
"978",0,0,0,0,0,0,0,0
"7371",1,1,0,0,1,0,1,1
"83549",1,1,1,0,0,0,0,0
"51727",1,1,1,1,1,1,1,1
"129607",0,0,1,0,1,0,0,1
"160851",0,1,1,1,0,1,1,0
"8526",1,0,0,1,1,0,1,1
"1606",1,1,1,1,1,1,1,1
"8527",0,0,0,0,0,0,0,0
"1607",1,1,0,0,1,0,0,0
"1608",0,0,0,1,0,0,0,0
"1609",0,1,0,1,0,1,0,1
"8525",1,1,0,0,0,1,1,1
"9162",NA,NA,NA,NA,NA,NA,NA,NA
"1610",NA,NA,NA,NA,NA,NA,NA,NA
"51022",NA,NA,NA,NA,NA,NA,NA,NA
"2745",1,1,1,1,1,1,1,1
"8528",NA,NA,NA,NA,NA,NA,NA,NA
"10455",1,0,0,0,1,0,1,1
"1632",1,1,1,1,1,1,1,1
"1633",1,1,1,1,1,1,1,1
"1638",NA,NA,NA,NA,NA,NA,NA,NA
"6319",0,1,1,0,1,0,1,1
"9415",1,1,1,1,1,0,1,0
"3992",0,0,0,0,1,0,1,1
"8694",1,1,0,0,1,0,0,1
"84649",0,0,0,0,1,0,0,1
"1716",1,1,0,0,1,1,0,0
"6513",0,1,0,0,1,0,1,1
"6517",NA,NA,NA,NA,NA,NA,NA,NA
"6515",1,1,0,0,1,0,1,1
"1718",1,1,0,0,1,0,1,1
"1581",NA,NA,NA,NA,NA,NA,NA,NA
"1717",0,0,0,1,1,0,1,1
"8560",1,1,0,0,1,0,1,1
"123099",NA,NA,NA,NA,NA,NA,NA,NA
"11309",0,0,0,0,0,0,0,0
"6783",0,1,1,0,0,0,0,0
"1723",1,1,0,0,0,0,1,1
"1809",NA,NA,NA,NA,NA,NA,NA,NA
"1808",1,1,1,1,1,1,1,1
"1807",NA,NA,NA,NA,NA,NA,NA,NA
"23539",NA,NA,NA,NA,NA,NA,NA,NA
"2224",1,1,1,1,1,1,1,1
"29958",NA,NA,NA,NA,NA,NA,NA,NA
"60386",1,1,1,0,1,0,1,1
"84920",0,1,0,1,1,0,1,0
"79087",0,0,0,1,1,0,1,0
"26002",NA,NA,NA,NA,NA,NA,NA,NA
"1621",0,0,0,0,0,0,0,0
"7299",NA,NA,NA,NA,NA,NA,NA,NA
"6530",NA,NA,NA,NA,NA,NA,NA,NA
"6581",NA,NA,NA,NA,NA,NA,NA,NA
"669",0,0,1,1,1,0,0,1
"5224",NA,NA,NA,NA,NA,NA,NA,NA
"5223",1,1,1,1,1,1,1,1
"4597",1,1,1,0,1,0,1,0
"51071",1,0,0,0,1,0,1,0
"1806",1,0,0,1,0,0,1,1
"7083",1,1,1,1,1,0,1,0
"7084",0,1,0,0,0,0,0,0
"1854",1,1,1,1,1,1,1,1
"3704",1,1,1,1,1,1,1,1
"10682",1,1,0,0,1,0,1,1
"1892",1,1,1,1,1,1,1,1
"549",1,1,0,0,1,0,0,1
"1962",1,1,0,0,1,0,1,1
"1891",0,0,0,0,1,0,0,0
"11001",0,1,0,0,1,0,1,1
"28231",NA,NA,NA,NA,NA,NA,NA,NA
"53919",NA,NA,NA,NA,NA,NA,NA,NA
"10257",1,1,0,1,1,0,1,1
"28232",NA,NA,NA,NA,NA,NA,NA,NA
"2109",1,1,1,1,1,1,1,1
"2108",0,0,0,0,0,0,0,0
"2110",1,1,0,0,0,1,1,0
"55500",0,1,1,0,0,0,1,1
"55224",NA,NA,NA,NA,NA,NA,NA,NA
"8790",1,0,0,0,1,0,0,1
"51086",NA,NA,NA,NA,NA,NA,NA,NA
"2181",1,1,0,0,0,0,0,1
"2180",0,1,1,0,1,0,1,1
"2182",1,1,0,0,1,0,1,1
"81616",NA,NA,NA,NA,NA,NA,NA,NA
"51703",0,1,1,0,1,0,1,1
"23305",1,1,0,1,0,0,1,1
"116285",NA,NA,NA,NA,NA,NA,NA,NA
"5167",0,0,0,1,0,0,0,0
"5169",0,0,0,0,0,1,0,0
"6785",NA,NA,NA,NA,NA,NA,NA,NA
"60481",0,1,1,1,1,0,0,1
"54898",NA,NA,NA,NA,NA,NA,NA,NA
"79071",NA,NA,NA,NA,NA,NA,NA,NA
"1579",NA,NA,NA,NA,NA,NA,NA,NA
"2194",1,1,1,1,1,0,1,1
"10999",1,1,0,0,0,0,1,1
"376497",1,0,0,0,0,0,1,0
"230",1,1,1,1,1,1,1,1
"226",0,0,0,0,0,0,0,0
"229",0,0,0,0,0,0,0,0
"5208",1,1,0,0,0,1,1,0
"5207",NA,NA,NA,NA,NA,NA,NA,NA
"2203",1,0,0,1,0,1,0,0
"5210",0,0,0,0,0,0,0,0
"5209",1,0,0,1,1,0,1,1
"8789",1,0,1,1,0,1,0,0
"2235",0,0,0,0,0,0,0,0
"10840",NA,NA,NA,NA,NA,NA,NA,NA
"79901",0,0,1,1,0,0,0,0
"197258",1,1,0,1,1,0,1,0
"125061",0,0,0,1,0,1,0,0
"1719",0,1,0,1,1,0,0,1
"2356",0,1,0,0,1,0,1,1
"155184",NA,NA,NA,NA,NA,NA,NA,NA
"29988",0,0,0,0,0,0,0,0
"66035",NA,NA,NA,NA,NA,NA,NA,NA
"6518",0,0,0,0,0,0,0,0
"6514",NA,NA,NA,NA,NA,NA,NA,NA
"160428",NA,NA,NA,NA,NA,NA,NA,NA
"25902",0,1,0,0,1,0,1,1
"4522",0,0,0,0,0,0,0,0
"2519",0,1,0,1,0,1,1,0
"2517",0,1,1,0,1,1,0,1
"2184",1,1,1,0,1,0,1,0
"2271",1,1,1,1,1,1,1,1
"2523",NA,NA,NA,NA,NA,NA,NA,NA
"2525",NA,NA,NA,NA,NA,NA,NA,NA
"10690",NA,NA,NA,NA,NA,NA,NA,NA
"2683",0,1,0,0,0,0,1,1
"9334",0,1,0,0,1,0,0,1
"8704",NA,NA,NA,NA,NA,NA,NA,NA
"8703",0,1,0,1,1,0,1,0
"2820",1,1,1,0,1,1,1,1
"5832",1,1,1,1,1,0,1,1
"9563",0,1,0,1,1,0,0,1
"2539",0,1,1,0,1,1,0,1
"2542",0,0,0,0,1,0,0,1
"2593",0,0,1,0,0,1,0,0
"9514",NA,NA,NA,NA,NA,NA,NA,NA
"5476",1,0,0,1,1,0,0,1
"2720",1,1,0,0,0,0,1,1
"2588",0,1,1,0,1,1,1,0
"2581",1,0,1,1,1,1,1,0
"2583",NA,NA,NA,NA,NA,NA,NA,NA
"55454",1,1,1,0,1,0,1,0
"55790",1,0,0,0,0,0,0,0
"79586",1,0,0,0,1,0,1,1
"337876",NA,NA,NA,NA,NA,NA,NA,NA
"22856",0,1,0,1,1,1,1,0
"63917",NA,NA,NA,NA,NA,NA,NA,NA
"11226",1,1,0,1,1,0,1,1
"55568",0,1,1,0,0,0,1,0
"2589",0,1,0,0,1,0,1,1
"51809",0,1,0,0,1,0,1,1
"8693",0,1,0,1,1,0,1,1
"2591",0,1,1,1,1,0,1,1
"117248",NA,NA,NA,NA,NA,NA,NA,NA
"26290",NA,NA,NA,NA,NA,NA,NA,NA
"114805",NA,NA,NA,NA,NA,NA,NA,NA
"79695",NA,NA,NA,NA,NA,NA,NA,NA
"50614",NA,NA,NA,NA,NA,NA,NA,NA
"79623",NA,NA,NA,NA,NA,NA,NA,NA
"2590",1,0,0,1,0,0,1,1
"11227",NA,NA,NA,NA,NA,NA,NA,NA
"81031",NA,NA,NA,NA,NA,NA,NA,NA
"126792",0,0,0,1,1,0,0,1
"11285",1,0,0,1,0,1,0,1
"8972",1,1,1,0,1,1,1,0
"175",0,0,1,1,1,1,0,1
"26301",NA,NA,NA,NA,NA,NA,NA,NA
"4329",1,1,1,1,1,1,1,1
"7915",1,1,1,0,0,0,1,1
"2731",0,0,0,0,1,0,0,1
"275",1,1,1,0,1,1,0,0
"2653",0,1,0,1,0,0,1,1
"2651",NA,NA,NA,NA,NA,NA,NA,NA
"55343",NA,NA,NA,NA,NA,NA,NA,NA
"8836",1,1,1,0,1,0,1,0
"79017",1,1,1,0,1,0,1,1
"8908",NA,NA,NA,NA,NA,NA,NA,NA
"2992",1,1,1,1,1,1,1,1
"2997",1,1,0,1,1,0,1,0
"2998",NA,NA,NA,NA,NA,NA,NA,NA
"2687",NA,NA,NA,NA,NA,NA,NA,NA
"6472",1,1,1,1,1,1,1,1
"6470",1,1,0,0,0,0,1,1
"2717",0,1,1,0,1,0,1,0
"2632",1,0,0,1,1,0,1,1
"2990",1,1,0,0,1,0,1,0
"8372",1,1,1,0,1,0,1,1
"26035",0,0,0,1,0,0,0,0
"54480",0,1,0,1,0,1,1,0
"2131",0,0,0,0,0,0,0,0
"2132",0,0,0,0,0,0,1,0
"27087",NA,NA,NA,NA,NA,NA,NA,NA
"26229",1,1,0,0,0,0,1,1
"135152",NA,NA,NA,NA,NA,NA,NA,NA
"4669",0,1,1,0,1,1,1,0
"64579",NA,NA,NA,NA,NA,NA,NA,NA
"9348",NA,NA,NA,NA,NA,NA,NA,NA
"8509",1,0,0,1,1,0,1,0
"3340",1,1,0,0,0,0,0,0
"2137",NA,NA,NA,NA,NA,NA,NA,NA
"2135",1,0,1,0,1,0,1,0
"2134",NA,NA,NA,NA,NA,NA,NA,NA
"144195",NA,NA,NA,NA,NA,NA,NA,NA
"154091",NA,NA,NA,NA,NA,NA,NA,NA
"11182",0,0,0,0,1,0,1,1
"56606",0,0,0,0,0,0,0,0
"6523",NA,NA,NA,NA,NA,NA,NA,NA
"178",1,0,0,0,1,0,1,1
"5837",NA,NA,NA,NA,NA,NA,NA,NA
"5834",1,1,1,1,1,1,1,1
"5836",1,0,0,1,1,1,0,1
"2729",1,0,1,0,1,0,1,0
"2730",1,1,1,1,1,1,1,1
"2746",1,1,1,1,1,1,1,1
"2747",1,1,1,1,1,1,1,1
"10841",NA,NA,NA,NA,NA,NA,NA,NA
"27165",NA,NA,NA,NA,NA,NA,NA,NA
"2744",1,1,1,1,1,1,1,1
"79751",1,1,1,0,1,0,1,1
"83733",NA,NA,NA,NA,NA,NA,NA,NA
"2639",1,1,1,0,1,0,1,1
"57084",NA,NA,NA,NA,NA,NA,NA,NA
"57030",NA,NA,NA,NA,NA,NA,NA,NA
"246213",NA,NA,NA,NA,NA,NA,NA,NA
"51179",NA,NA,NA,NA,NA,NA,NA,NA
"54363",NA,NA,NA,NA,NA,NA,NA,NA
"2628",1,0,1,0,1,0,1,1
"9380",1,1,1,1,1,1,1,1
"2712",0,1,0,0,1,1,0,0
"2713",NA,NA,NA,NA,NA,NA,NA,NA
"2710",1,1,0,0,0,0,1,1
"3029",0,0,0,0,0,0,0,0
"6536",NA,NA,NA,NA,NA,NA,NA,NA
"5226",1,1,1,1,1,1,1,1
"27232",NA,NA,NA,NA,NA,NA,NA,NA
"57678",NA,NA,NA,NA,NA,NA,NA,NA
"80055",NA,NA,NA,NA,NA,NA,NA,NA
"54965",1,1,1,0,0,0,0,0
