"","GSM2859413","GSM2859441","GSM2859470","GSM2859499","GSM3109311","GSM3109312","GSM3109313","GSM3109314","GSM3109315","GSM3319754","GSM3319755","GSM3319793","GSM3319794","GSM3319828","GSM3319829","GSM3319863","GSM3319864"
"29124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51268",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"4023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1056",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"3990",1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"80339",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"11343",0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"50487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9227",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6309",1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1
"4048",1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
"4258",1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
"4259",0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0
"4056",0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"2954",0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
"2548",1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
"56922",0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0
"64087",1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1
"23417",0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0
"4357",1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
"4190",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4191",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"4200",1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1
"4199",1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
"10873",0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
"3620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1545",0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"1543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1557",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1544",0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
"27430",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4144",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"4143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4548",0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0
"4598",0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0
"8867",0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0
"3635",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"3632",1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1
"3636",0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
"27124",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3633",0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1
"56623",1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0
"3628",1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1
"3706",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"3707",1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
"80271",0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
"51477",0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0
"8821",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3631",1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"2595",0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0
"84693",0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1
"4594",1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1
"80168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4507",1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1
"10797",1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
"56913",1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0
"91703",0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"443",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"4668",0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1
"9498",0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
"57282",1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0
"6528",0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1
"482",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"476",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"480",1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"483",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"23439",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481",0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
"478",0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"6549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6550",1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0
"6548",0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
"84735",0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"55748",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"6559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"57419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123041",1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
"9187",0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1
"25769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124583",1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1
"79077",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
"9583",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
"1841",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
"4832",1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1
"4830",0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1
"29922",1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1
"10201",1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
"4831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4833",0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0
"57127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6005",1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
"6557",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6558",1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1
"349565",0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
"64802",1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
"23057",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"10135",1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1
"4837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5409",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"4843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4846",1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0
"4842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4860",1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1
"6580",0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
"55808",0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0
"30833",0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1
"5251",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"56953",1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0
"4907",0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1
"6476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5019",1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
"64064",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"1629",0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0
"594",1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1
"593",0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"26873",1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"4942",1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
"7372",1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1
"10861",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"1811",0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
"1836",1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0
"1583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1584",0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
"1585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1586",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1576",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1593",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"1548",0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"1553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1562",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1558",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1565",1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"1572",0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"51302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64816",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1577",0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
"1551",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"10858",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"66002",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"8529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4051",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"9420",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5831",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"5050",1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0
"5051",0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
"5049",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5048",1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
"7941",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"347734",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
"57194",1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1
"5337",0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"5338",1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"130013",0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
"5091",0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1
"5244",0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"5136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5142",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"5137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5151",0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0
"50940",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5140",0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
"27115",0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"5144",1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0
"5153",1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
"5150",0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0
"5138",0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"8622",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5141",0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0
"5143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5152",1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
"5148",1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"8654",1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
"5145",1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
"5147",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5146",0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
"5158",0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0
"5149",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"1737",0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
"5162",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"5160",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
"5161",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"55163",0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
"10396",1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0
"5105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5106",1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
"8310",0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1
"5833",0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1
"10400",1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1
"26227",1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
"5730",0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
"27306",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"9536",0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
"80142",1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
"5740",1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"114971",0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1
"9489",1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1
"5743",0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
"5742",0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"6898",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"5053",1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"5264",1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0
"5728",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"8871",0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0
"8395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"8394",1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0
"23396",1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0
"5297",0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0
"55361",0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1
"5298",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"5295",1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
"23533",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"5290",1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0
"5293",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"5296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8503",0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"5291",0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0
"5294",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
"10870",0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
"4952",1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
"23236",0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0
"5336",1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0
"5335",1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0
"5334",1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"5331",1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
"257068",1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0
"84812",0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
"5330",0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1
"23007",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"51196",0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
"5332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"113026",1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"5333",0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
"89869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5286",0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0
"5287",0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1
"200576",0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0
"5305",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79837",1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"5289",1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0
"5277",1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0
"51227",0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1
"8818",1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"9091",0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0
"5279",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"5283",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
"123745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8398",0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0
"64600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"81579",0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1
"100137049",0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"5322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10654",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"117283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9807",0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0
"51447",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"8876",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"8875",1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
"55350",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"27068",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"8613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8611",1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0
"8612",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"5498",0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0
"8288",1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"9588",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"4353",0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
"5625",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23761",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
"9791",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"81490",0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
"10005",0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1
"10965",1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
"122970",0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
"5805",1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1
"6303",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"112483",1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0
"8566",1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1
"151531",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"7378",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"2944",1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0
"64080",0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1
"5959",1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"8608",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"112724",0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
"157506",1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
"51109",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"57665",1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0
"195814",1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"145226",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"50700",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8228",0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1
"113278",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"54981",1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1
"6482",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"6484",1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"6483",0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0
"10090",0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0
"9653",1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
"3423",1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0
"222537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9957",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"9951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9955",0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0
"9953",0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1
"55501",1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
"113189",0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
"50515",0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"166012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411",1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1
"23563",0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"4166",1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0
"10164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9435",1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
"8534",1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
"9469",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
"56548",1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0
"266722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9394",0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1
"90161",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2799",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"10157",0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0
"118881",1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0
"3176",1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"1757",1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0
"81537",0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1
"6652",0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1
"6342",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9056",0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
"55304",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"9517",1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1
"10558",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"2098",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8879",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"8869",0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
"56848",1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0
"8877",1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"130752",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1
"339221",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55627",0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0
"55512",0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"6609",1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1
"6610",0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0
"259230",1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0
"116369",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"115111",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"115019",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"284129",0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0
"26266",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"6646",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
"6649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
