"","GSM662182","GSM662183","GSM662190","GSM662212","GSM662213","GSM662214","GSM662215","GSM662216","GSM662217","GSM662218","GSM2086285","GSM2086286","GSM2086287","GSM2086288","GSM2086289","GSM2086290"
"27124",1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0
"3633",0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0
"56623",1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1
"3628",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3706",1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
"3707",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"80271",1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1
"51477",1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0
"8821",1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1
"3631",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84693",0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1
"4594",0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1
"80168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4507",0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0
"10797",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"56913",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"91703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4668",0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1
"9498",0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1
"57282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6528",0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"482",1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0
"476",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481",0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1
"478",1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1
"6549",1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0
"6550",1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1
"6548",0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
"84735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55748",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6559",1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0
"57419",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"123041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9187",1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1
"25769",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"124583",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79077",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9583",1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"1841",1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"4832",0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1
"4830",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29922",1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
"10201",0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
"4831",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4833",0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1
"57127",0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0
"6005",0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0
"6557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6558",1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
"349565",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"64802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10135",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4837",0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0
"5409",0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1
"4843",1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
"4846",1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1
"4842",1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1
"4860",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6580",1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0
"55808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30833",0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1
"5251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56953",1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0
"4907",0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0
"6476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5019",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64064",0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1
"1629",1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
"594",0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0
"593",0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
"26873",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"4942",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7372",0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0
"10861",1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0
"1811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1836",0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
"1583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1585",1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1
"1586",0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0
"1588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1576",0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1
"1593",0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0
"1548",0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0
"1553",1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1
"1562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1565",1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0
"1572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1577",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10858",1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0
"66002",0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1
"8529",0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1
"4051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5831",0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0
"5050",1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
"5051",0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0
"5049",1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1
"5048",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347734",0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
"57194",1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1
"5337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5338",1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1
"130013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5091",0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0
"5244",0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
"5136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5142",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5137",0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1
"5151",0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
"50940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5140",1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1
"27115",0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0
"5144",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"5153",1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1
"5150",1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
"5138",0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1
"8622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5141",1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0
"5143",0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1
"10846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5152",1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
"5148",0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
"8654",1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1
"5145",1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
"5147",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5158",0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1
"5149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1737",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"5162",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5160",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5161",0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0
"55163",0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1
"10396",1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1
"5105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5106",1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0
"8310",0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1
"5833",1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0
"10400",0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1
"26227",0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1
"5730",0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0
"27306",1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"9536",1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
"80142",1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
"5740",1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
"114971",0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1
"9489",0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1
"5743",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"5742",0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1
"6898",0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0
"5053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5264",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5728",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8871",1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1
"8395",0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0
"8394",1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0
"23396",1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0
"5297",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55361",1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"5298",0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1
"5295",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23533",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5290",1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
"5293",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5296",1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
"8503",0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0
"5291",1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0
"5294",1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"10870",1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
"4952",0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0
"23236",1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0
"5336",0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1
"5335",0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1
"5334",0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1
"5331",0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1
"257068",1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1
"84812",1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"5330",0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1
"23007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51196",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"5332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113026",0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1
"5333",0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1
"89869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5286",1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1
"5287",1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
"200576",1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
"5305",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79837",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5289",1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0
"5277",1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0
"51227",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8818",1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
"9091",0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0
"5279",1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0
"5283",0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
"123745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8398",1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1
"64600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81579",0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1
"100137049",1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1
"5322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5320",1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1
"30814",1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0
"26279",0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0
"5319",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10654",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"117283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9807",0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1
"51447",1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
"8876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8875",1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
"55350",1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
"27068",1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"8613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8611",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8612",1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
"5498",0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
"8288",0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0
"9588",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5625",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6578",1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
"23761",0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1
"9791",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"81490",0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
"10005",0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1
"10965",0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1
"122970",0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
"5805",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6303",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"112483",0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"8566",0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1
"151531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7378",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2944",1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1
"64080",0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
"5959",0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0
"8608",1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1
"112724",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"157506",0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1
"51109",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57665",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"195814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145226",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50700",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
"8228",0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1
"113278",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"54981",0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1
"6482",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6484",0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0
"6483",1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1
"10090",1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
"9653",0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1
"3423",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"222537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9956",1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1
"9955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9953",1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1
"55501",0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1
"113189",1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"50515",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"166012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411",0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0
"23563",0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0
"4166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9435",0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1
"8534",1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0
"9469",0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0
"56548",1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0
"266722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9394",1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1
"90161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2799",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"10157",1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
"118881",1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
"3176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1757",1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0
"81537",1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0
"6652",0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0
"6342",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9056",1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
"55304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"9517",1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0
"10558",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2098",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8879",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8869",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"56848",0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0
"8877",0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0
"130752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55627",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55512",0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1
"6609",0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1
"6610",0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
"259230",0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0
"116369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284129",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"26266",0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1
"6646",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6649",1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1
"6648",1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
"6647",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6697",1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0
"6723",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6611",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6713",1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0
"2222",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6715",0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0
"6716",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"15",1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0
"6532",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"6487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10610",0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1
"81849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30815",0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
"6489",1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0
"29906",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
"412",0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1
"6391",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6390",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6392",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6389",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6821",0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
"6533",0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0
"5092",1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0
"23530",1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0
"79178",1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1
"6567",0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
"1890",0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1
"55217",0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0
"7296",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11181",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"80162",0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1
"7166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6916",0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0
"7054",1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0
"7306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10020",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"29880",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7355",0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0
"7358",0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1
"23169",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"80146",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"84912",0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0
"3906",0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0
"7357",1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0
"11046",1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1
"54576",1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0
"54575",1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0
"54657",1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0
"54659",1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0
"54658",1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0
