"","Anti-inflammatory macro/mono","CAFs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Vascular ECs","VSMCs"
"USP6NL",9,0,2,0,11,0,0,2,0,0,0,0,0,1,0,10,1,0,6,0,1
"ECHDC3",6,8,2,4,34,0,0,4,0,0,0,1,0,0,0,58,1,0,9,3,5
"PROSER2",1,0,0,0,18,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0
"PROSER2-AS1",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UPF2",32,7,4,12,212,1,5,7,2,20,15,3,1,2,2,60,4,2,30,14,8
"DHTKD1",10,2,1,3,44,0,0,2,0,2,1,1,0,0,0,27,0,0,3,0,2
"SEC61A2",0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"NUDT5",42,19,10,7,388,0,4,5,1,21,23,2,4,5,3,81,3,1,29,11,4
"CDC123",19,8,3,9,388,1,6,3,2,15,9,6,1,4,0,68,7,0,16,16,14
"RP11-186N15.3",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"CAMK1D",20,4,8,1,123,0,0,0,1,0,1,0,0,0,0,35,1,1,22,3,1
"CCDC3",0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,2,8,0,0,3,45
"OPTN",0,26,0,27,928,0,8,14,2,23,16,5,3,6,4,84,10,1,17,16,34
"MCM10",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"PHYH",29,3,3,5,361,0,3,4,1,12,6,4,0,3,0,88,1,0,15,6,6
"SEPHS1",8,0,2,4,56,0,0,1,0,4,2,0,0,2,0,31,1,0,4,3,3
"BEND7",3,0,0,0,21,0,0,1,0,0,0,0,0,0,0,8,0,0,3,0,1
"PRPF18",19,8,5,4,148,0,0,1,0,7,5,3,2,2,1,23,4,0,9,6,6
"RP11-295P9.13",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRMD4A",55,1,7,8,59,0,0,0,0,0,1,1,0,0,0,12,7,0,2,6,10
"RP11-295P9.12",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM107B",18,15,2,5,193,0,4,4,0,16,13,1,3,8,3,54,3,0,12,1,4
"CDNF",0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
"HSPA14",11,2,0,0,95,3,2,2,1,6,1,1,0,0,0,22,1,0,12,2,2
"RP11-398C13.6",1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0
"SUV39H2",1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0
"DCLRE1C",6,0,2,3,56,0,1,0,1,4,3,1,0,3,0,13,1,1,5,3,3
"MEIG1",1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"C10orf111",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPP38",11,4,1,3,92,1,1,2,0,7,11,2,0,1,0,44,1,0,11,8,3
"NMT2",3,7,0,4,122,0,4,9,1,7,4,1,0,3,0,9,5,1,0,6,7
"FAM171A1",0,1,0,1,54,1,0,3,0,0,0,0,0,0,0,46,0,0,1,4,1
"RP11-25G10.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITGA8",0,0,0,0,30,0,0,0,0,0,0,6,0,0,0,0,4,0,0,3,11
"FAM188A",5,1,0,3,101,0,0,5,0,3,2,2,0,1,0,7,2,1,1,6,3
"PTER",12,1,5,0,63,0,0,1,0,4,4,0,0,1,0,30,1,0,2,0,5
"RSU1",60,5,16,10,356,1,7,8,1,20,8,5,1,4,0,37,20,1,42,14,26
"CUBN",0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"RP11-406H21.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRDMT1",3,0,1,0,27,0,1,1,0,2,1,0,0,1,0,1,1,0,2,0,1
"VIM-AS1",4,1,0,0,11,0,2,0,0,4,3,1,0,1,0,1,1,0,4,1,0
"VIM",1158,419,212,1442,29710,31,148,469,59,587,306,152,30,66,20,51,316,42,1263,785,1665
"RP11-124N14.3",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ST8SIA6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ST8SIA6-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"HACD1",0,5,0,3,17,0,0,2,3,0,0,10,0,1,0,5,2,0,0,0,21
"STAM-AS1",0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
"STAM",6,1,4,4,84,0,3,1,0,2,2,1,1,1,0,8,1,0,3,3,3
"TMEM236",14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,1,0,1,0,0
"MRC1",473,0,38,0,5,0,0,10,0,0,0,0,0,0,0,4,0,0,22,0,0
"SLC39A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CACNB2",0,1,0,0,10,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
"RP11-499P20.2",0,1,0,0,13,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,1
"NSUN6",5,2,2,1,57,0,0,0,0,3,1,1,1,2,0,11,3,0,28,7,2
"ARL5B",6,4,1,0,54,1,0,0,0,3,2,1,0,3,1,18,1,0,20,2,1
"MALRD1",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-354E11.2",0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"PLXDC2",50,17,10,8,438,0,0,7,0,0,1,2,0,0,0,22,0,0,48,5,0
"NEBL",0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,17,1,0,0,2,0
"NEBL-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CASC10",0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"SKIDA1",1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MLLT10",19,7,2,9,121,0,2,4,1,5,3,4,3,4,0,26,4,0,13,12,6
"DNAJC1",36,10,4,5,453,2,5,6,0,17,15,4,0,10,1,62,8,11,19,9,8
"RP11-573G6.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COMMD3",42,12,12,19,448,1,2,9,0,15,10,4,1,4,0,80,4,3,39,11,6
"BMI1",14,2,3,3,132,0,1,0,0,8,0,2,0,1,0,14,1,0,4,3,1
"RP11-573G6.10",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PIP4K2A",32,1,6,4,66,1,2,3,0,14,11,3,1,7,2,0,0,0,28,1,14
"MSRB2",55,23,3,5,553,0,0,3,0,0,1,7,0,0,0,122,2,0,50,13,23
"C10orf67",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTUD1",18,0,1,2,35,0,0,2,0,0,1,1,0,1,0,14,2,0,13,3,2
"KIAA1217",0,4,0,11,25,0,0,3,0,0,0,0,0,0,0,24,2,0,0,5,3
"ARHGAP21",18,9,1,0,206,0,0,4,0,0,1,2,0,0,0,36,2,1,3,3,3
"PRTFDC1",1,1,0,0,111,0,0,0,0,2,0,1,0,0,0,10,1,0,0,0,0
"RP11-165A20.3",0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1
"ENKUR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"THNSL1",1,3,0,0,18,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0
"GPR158",0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LINC00836",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYO3A",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2
"APBB1IP",27,1,15,0,282,1,12,0,0,38,23,0,2,11,1,0,0,0,91,0,1
"PDSS1",1,0,2,0,22,0,0,1,0,0,1,1,0,0,0,27,0,0,4,0,0
"ABI1",51,4,2,6,194,0,6,3,0,14,10,3,1,4,1,54,0,1,26,9,5
"ANKRD26",9,3,1,4,86,1,0,2,0,0,0,0,0,1,0,11,3,1,4,7,2
"YME1L1",55,18,17,7,341,1,5,4,1,21,20,5,2,3,2,63,4,1,77,11,8
"MASTL",2,0,1,1,19,1,0,0,0,1,0,0,0,0,0,6,1,0,4,0,0
"ACBD5",12,2,2,3,71,0,0,2,0,4,4,1,0,1,0,22,1,0,6,1,2
"PTCHD3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB18",55,19,9,14,439,2,7,4,1,16,9,8,1,6,1,58,9,1,29,20,20
"MKX",1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ARMC4",0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"MPP7",2,2,0,2,33,0,2,13,0,2,0,0,0,0,0,16,0,0,0,1,7
"RP11-351M16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-351M16.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WAC-AS1",13,1,4,5,179,2,4,1,1,8,1,2,0,1,0,45,2,0,15,3,8
"WAC",61,9,17,11,355,1,1,4,0,19,9,1,1,5,1,84,2,2,55,12,11
"BAMBI",1,1,0,0,93,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1
"SVIL-AS1",11,1,0,4,69,0,0,2,0,2,0,1,0,0,0,5,6,0,2,2,5
"SVIL",4,0,2,2,242,0,0,1,0,0,0,24,0,1,0,39,3,0,12,4,22
"KIAA1462",0,0,0,0,14,0,0,1,0,0,0,5,0,0,0,1,0,0,1,10,0
"MTPAP",6,4,2,3,59,0,0,0,1,2,1,3,0,3,1,25,1,0,7,3,2
"MAP3K8",85,22,8,1,189,2,2,2,0,3,9,0,0,13,1,7,1,0,125,18,4
"ZNF438",10,3,1,0,63,0,0,1,1,0,0,1,0,0,0,3,0,0,5,2,1
"ZEB1-AS1",0,1,0,1,45,0,0,0,0,2,0,1,0,0,0,4,1,0,0,1,1
"ZEB1",1,6,0,9,208,0,2,6,0,2,3,3,1,0,0,0,4,0,0,15,12
"RP11-472N13.3",17,0,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ARHGAP12",24,3,1,10,213,0,0,0,0,1,4,1,0,1,0,38,1,0,5,4,1
"KIF5B",77,28,25,22,404,2,6,7,2,18,19,22,4,9,0,197,11,2,77,34,47
"EPC1",35,12,5,4,264,1,5,1,0,22,15,2,4,13,3,37,2,1,22,15,14
"RP11-135A24.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CCDC7",3,0,0,0,7,0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,0
"CCDC7.1",2,0,0,0,6,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1
"RP11-479G22.8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ITGB1",92,21,14,74,1729,0,2,36,0,14,6,56,8,14,0,135,75,0,37,83,104
"RP11-342D11.3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"NRP1",171,1,9,5,320,0,0,0,0,0,0,3,0,0,0,2,5,0,7,54,8
"PARD3",2,4,0,0,75,0,0,0,0,0,0,5,0,0,1,30,2,0,0,0,1
"PARD3-AS1",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-297A16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CUL2",11,6,4,2,98,0,0,3,0,9,6,1,0,2,1,15,2,0,12,3,2
"CREM",83,7,9,4,171,0,15,4,6,38,23,9,3,11,4,16,2,0,46,7,24
"CCNY",21,9,4,5,148,0,0,2,1,2,1,2,0,0,0,29,3,0,36,5,1
"RP11-324I22.4",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GJD4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-425A6.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FZD8",1,0,0,1,19,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
"RP11-258F22.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZNF248",1,0,0,4,27,0,2,1,0,1,1,1,0,0,0,5,1,0,1,0,2
"RP11-162G10.5",2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"ZNF25",9,0,0,1,43,0,0,1,0,0,0,4,0,0,0,1,0,0,1,3,2
"ZNF33A",14,3,3,4,65,1,0,7,2,8,4,1,0,2,1,39,0,2,9,6,6
"ZNF37A",7,3,3,4,128,0,1,3,1,3,1,1,0,5,0,17,6,1,3,10,7
"RP11-508N22.12",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00839",0,0,0,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZNF33B",12,4,3,2,33,0,0,2,0,4,4,0,0,1,0,29,0,1,0,4,3
"AL022344.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL022344.7",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BMS1",6,6,0,2,89,0,0,5,0,3,3,0,1,0,0,20,1,0,6,7,1
"LINC01264",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RET",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-351D16.3",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSGALNACT2",15,5,6,0,61,0,1,2,0,1,1,0,0,1,0,0,2,2,26,3,2
"RASGEF1A",1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"HNRNPF",121,24,47,29,1017,12,29,9,4,78,55,9,4,19,4,244,9,3,102,37,31
"RP11-517P14.2",4,0,0,2,30,0,0,0,0,2,1,0,0,1,0,1,0,0,0,2,0
"ZNF487",1,0,0,2,29,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,1
"ZNF239",0,0,0,1,15,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"ZNF485",4,0,1,0,7,0,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0
"RP11-402L1.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF32",14,12,4,10,244,1,4,1,0,7,7,5,0,8,0,21,4,0,15,9,7
"ZNF32-AS2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-20J15.3",2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CXCL12",124,9,6,7,6181,0,0,0,0,2,2,14,0,3,0,14,28,0,7,87,8
"TMEM72-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TMEM72",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"RASSF4",98,0,18,43,145,0,0,2,0,0,2,0,0,0,0,9,4,0,58,1,3
"C10orf10",4,2,1,39,1057,0,1,8,1,1,0,0,0,0,0,16,8,0,6,55,13
"C10orf25",3,1,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"ZNF22",33,6,7,27,495,0,4,9,1,10,8,3,2,4,0,52,11,2,19,11,10
"ALOX5",32,2,5,0,7,0,0,0,3,0,0,0,0,0,0,16,0,0,38,0,0
"MARCH8",13,2,0,1,35,0,0,1,0,1,2,0,0,0,0,18,1,1,0,3,1
"ZFAND4",1,0,1,0,7,0,0,0,0,0,0,0,0,1,0,1,0,1,2,3,0
"FAM21C",20,1,5,2,88,0,0,0,0,2,3,1,0,0,0,19,0,0,13,2,3
"AGAP4",5,0,0,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,2
"TIMM23",14,2,3,1,99,1,1,0,0,5,3,1,0,4,0,39,0,1,8,2,4
"NCOA4",160,5,17,5,249,1,5,2,2,11,12,6,1,2,0,68,5,1,65,11,9
"ANXA8L1",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GPRIN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"SYT15",4,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP11-38L15.3",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-38L15.2",1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTPN20",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"GDF10",1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANXA8",0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGAP9",2,0,0,0,12,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0
"LINC00864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ABC7-42404400C24.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH17-360D5.2",0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"MAPK8",5,0,1,3,52,1,0,2,1,1,1,1,0,0,0,15,0,1,3,3,3
"ARHGAP22",20,1,3,0,50,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0
"WDFY4",4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"LRRC18",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VSTM4",1,1,0,0,99,0,0,3,0,0,0,3,0,0,0,2,3,0,1,1,4
"C10orf128",32,1,4,1,14,0,1,4,0,2,6,0,0,3,0,0,3,0,9,12,0
"ERCC6",2,0,1,1,15,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0
"PGBD3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"C10orf53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OGDHL",1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"PARG",4,1,3,0,32,0,0,0,0,1,4,0,0,3,1,6,1,0,2,2,1
"TIMM23B",4,1,0,1,15,0,0,0,0,1,3,0,0,1,0,6,1,0,3,3,1
"AGAP6",5,1,0,0,5,0,0,0,0,2,1,0,0,0,0,2,0,0,2,1,0
"FAM21A",20,2,3,1,75,0,0,0,0,4,1,3,0,2,0,20,1,0,9,3,3
"ASAH2",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SGMS1",78,5,1,3,88,0,0,1,0,3,3,0,0,1,0,13,0,0,12,2,1
"SGMS1-AS1",0,1,0,0,7,0,0,0,0,1,0,1,0,0,0,1,0,0,1,3,3
"ASAH2B",0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0
"A1CF",0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0
"PRKG1",2,4,0,0,77,0,0,0,0,0,1,3,0,0,0,4,7,0,0,0,17
"RP11-96B5.3",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSTF2T",9,4,3,1,125,1,4,2,0,3,7,1,0,1,0,13,1,0,13,5,1
"DKK1",0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-556E13.1",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCDH15",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWINT",2,1,0,1,17,0,0,1,0,1,0,0,0,1,0,59,0,0,0,0,1
"IPMK",17,0,1,1,25,0,0,0,1,1,1,0,0,1,0,15,0,0,5,1,0
"CISD1",33,22,3,10,385,1,2,17,3,13,6,8,1,1,1,168,10,1,10,13,10
"RP11-179B15.6",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBE2D1",72,3,14,7,214,1,7,1,0,5,6,4,1,1,0,32,5,0,78,7,14
"TFAM",15,5,3,3,165,1,1,3,0,8,7,2,2,5,0,89,1,0,21,5,4
"BICC1",0,8,0,3,297,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"LINC00844",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHYHIPL",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM13C",0,5,0,0,167,0,0,0,0,0,0,1,0,0,0,0,4,0,0,24,7
"RP11-135D11.2",0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SLC16A9",3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,3
"CCDC6",21,7,6,1,115,0,0,1,1,6,2,3,0,1,1,58,0,0,14,3,6
"ANK3",0,4,0,49,21,1,1,0,1,6,0,1,0,0,0,30,0,0,5,0,0
"RP11-131N11.4",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDK1",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,0,0,1,4,0
"RHOBTB1",15,0,4,3,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0
"TMEM26",2,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"C10orf107",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ARID5B",19,152,2,6,1733,0,5,25,0,15,5,9,6,3,4,53,28,2,8,29,45
"RTKN2",0,0,0,0,5,0,2,0,0,2,0,0,3,0,0,10,0,0,0,0,0
"ZNF365",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ADO",5,0,3,0,38,2,1,0,0,1,3,0,0,1,0,6,2,0,3,2,2
"EGR2",8,11,0,1,58,0,1,0,0,0,0,0,0,4,0,2,0,0,12,6,0
"NRBF2",15,13,8,2,256,1,2,1,1,3,2,2,1,5,0,40,0,0,31,1,1
"JMJD1C",51,10,8,13,348,1,7,12,1,16,11,0,1,7,0,45,4,1,52,29,5
"JMJD1C-AS1",0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"REEP3",42,5,9,25,376,1,4,18,1,13,2,19,1,2,0,50,9,0,41,24,27
"RP11-174J11.1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-179K3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LINC01515",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CTNNA3",0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"DNAJC12",3,2,4,0,63,0,0,0,0,0,0,1,1,0,0,24,0,1,0,0,1
"RP11-57G10.8",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SIRT1",20,3,3,0,48,0,0,1,1,0,1,1,0,0,0,9,1,0,10,2,3
"HERC4",23,4,3,5,98,1,0,2,0,2,3,2,0,2,0,32,1,0,10,5,3
"MYPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ATOH7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-153K11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PBLD",1,0,2,0,12,0,0,0,0,0,1,0,0,0,0,54,0,0,3,0,0
"HNRNPH3",69,17,13,17,602,3,7,8,1,39,16,7,4,6,3,154,10,0,56,24,42
"RUFY2",7,4,1,5,81,0,0,1,0,2,3,2,0,0,0,10,1,0,1,1,1
"DNA2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"SLC25A16",10,1,1,1,41,0,2,0,0,1,2,1,0,0,0,8,1,0,7,2,2
"TET1",0,0,0,2,94,0,0,1,0,2,1,3,0,0,0,0,2,0,1,0,0
"CCAR1",22,7,5,6,187,0,1,2,0,16,12,3,1,5,1,58,4,0,32,9,4
"DDX50",11,8,4,6,218,0,5,4,1,14,8,2,1,4,1,21,9,0,10,6,11
"DDX21",91,31,26,9,287,4,10,7,1,23,12,1,6,7,1,147,8,0,97,31,11
"KIF1BP",7,2,3,7,158,0,2,2,0,3,1,4,0,1,0,18,1,0,6,4,5
"SRGN",1527,0,385,8,105,46,87,1,48,394,317,0,39,217,48,20,1,13,1928,259,3
"VPS26A",51,8,3,8,287,2,7,7,0,17,17,6,1,4,0,50,5,0,26,11,12
"SUPV3L1",1,1,0,0,41,0,0,0,0,6,1,2,0,1,0,11,1,1,1,1,0
"RP11-227H15.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"HKDC1",0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
"HK1",13,0,9,6,75,1,3,0,0,14,6,2,2,3,0,20,3,0,25,14,11
"TACR2",2,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"TSPAN15",17,12,2,21,5,0,2,4,0,1,0,9,0,0,0,70,1,0,0,9,2
"NEUROG3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"RP11-343J3.2",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf35",1,3,0,5,8,0,0,0,0,4,1,3,1,0,0,9,0,0,1,0,1
"COL13A1",2,0,0,0,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"H2AFY2",7,6,2,1,72,0,0,0,0,5,1,2,0,0,0,19,1,0,5,0,1
"AIFM2",2,6,0,1,115,0,0,0,0,1,1,2,0,0,0,28,1,1,1,1,2
"TYSND1",7,1,2,1,62,0,0,3,0,1,2,1,0,1,0,17,2,0,8,1,3
"SAR1A",39,12,5,6,548,1,9,10,1,9,12,9,0,12,1,58,4,1,32,21,10
"PPA1",49,53,56,17,1128,4,13,8,0,52,30,11,3,3,1,335,11,1,170,68,35
"NPFFR1",0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRC20",0,2,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EIF4EBP2",38,14,9,2,298,0,3,3,0,10,8,3,0,8,0,83,4,1,46,6,13
"PALD1",16,1,3,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,3,1
"PRF1",3,0,0,1,0,15,2,0,0,11,55,0,1,166,17,1,0,0,0,0,0
"ADAMTS14",0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
