"","GSM2359395","GSM2359396","GSM3109316","GSM3109317","GSM3109318","GSM3109319","GSM3319756","GSM3319795","GSM3319830","GSM3319865","GSM3387272","GSM3387276","GSM3387280","GSM3387282"
"1577",0,1,0,1,0,0,1,1,0,0,0,1,1,0
"1551",1,0,0,0,0,1,1,1,1,1,1,0,1,0
"10858",1,0,1,1,1,1,1,0,0,0,1,0,0,1
"66002",1,0,0,0,0,0,0,0,0,0,1,0,0,1
"8529",1,0,1,1,1,1,0,0,0,1,0,1,1,0
"4051",1,0,0,0,0,0,0,0,0,1,0,0,1,0
"9420",1,1,0,0,0,0,0,1,0,0,1,0,1,0
"1582",0,1,0,0,0,0,0,0,1,0,0,0,0,0
"5831",1,0,0,1,0,0,0,1,0,0,1,0,0,1
"5050",1,0,1,1,1,0,1,1,0,0,1,0,0,1
"5051",1,0,0,1,1,1,1,1,0,0,1,0,0,1
"5049",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5048",1,1,1,1,1,1,1,0,1,1,1,1,1,1
"7941",1,0,1,1,1,1,0,0,0,0,1,0,0,1
"347734",1,0,1,0,1,1,1,1,0,0,1,0,0,1
"57194",0,1,1,0,1,1,0,0,0,1,1,0,0,1
"5337",1,0,0,0,1,0,1,0,0,0,1,0,1,0
"5338",1,0,0,0,1,0,1,0,0,0,1,0,0,1
"130013",0,1,1,0,0,0,1,1,1,1,0,1,1,0
"5091",1,0,1,0,1,0,1,0,0,0,1,0,0,1
"5244",1,0,0,0,0,0,0,1,0,0,0,1,1,0
"5136",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5142",1,1,1,1,1,0,1,1,1,1,1,1,1,1
"5137",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5151",0,1,1,1,0,0,1,0,0,0,1,0,1,0
"50940",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5139",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5140",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"27115",0,1,0,1,0,1,0,1,0,0,0,1,0,1
"5144",0,1,0,1,1,1,0,0,1,1,0,1,1,0
"5153",0,1,1,1,1,1,1,0,0,0,0,1,1,0
"5150",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"5138",0,1,0,0,1,0,1,1,1,1,0,1,1,0
"8622",0,1,1,1,1,1,1,1,1,1,0,1,0,1
"5141",0,1,1,0,1,0,0,1,1,0,1,0,0,1
"5143",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10846",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5152",0,1,0,0,0,1,1,0,0,0,1,0,0,1
"5148",0,1,0,0,0,1,0,0,0,1,1,0,0,1
"8654",1,0,1,0,0,1,0,1,0,1,0,1,1,0
"5145",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5147",1,1,1,0,1,1,1,1,1,0,1,1,1,1
"5146",1,0,1,1,1,0,1,0,0,0,0,1,1,0
"5158",1,0,1,1,0,1,0,0,1,1,1,0,1,0
"5149",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1737",0,1,0,1,1,0,1,1,0,0,0,1,1,0
"5162",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5160",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"5161",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55163",1,0,1,1,0,0,1,1,0,0,1,0,0,1
"10396",0,1,0,1,1,1,1,0,0,1,1,0,1,0
"5105",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5106",1,0,1,0,1,1,1,1,0,0,0,1,0,1
"8310",0,1,1,1,0,0,1,1,0,0,1,0,0,1
"5833",1,0,1,1,0,1,0,1,0,0,1,0,0,1
"10400",0,1,0,1,1,0,1,1,0,0,1,0,0,1
"26227",1,0,0,1,1,1,0,0,0,1,0,1,0,1
"5730",0,1,0,1,0,0,0,0,0,0,1,0,1,0
"27306",1,0,0,0,0,0,0,0,0,1,1,0,0,1
"9536",0,1,1,1,1,1,0,0,0,1,1,0,0,1
"80142",1,1,1,1,1,0,0,1,0,0,1,1,0,1
"5740",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"114971",0,1,1,0,1,0,1,1,0,0,1,0,1,0
"9489",1,1,1,1,0,0,1,1,0,1,1,1,0,1
"5743",1,0,0,0,0,0,0,0,0,1,1,0,1,0
"5742",1,0,0,1,0,0,1,0,0,0,0,1,1,0
"6898",0,0,0,0,0,0,0,1,0,0,0,1,1,0
"5053",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5264",0,1,1,1,0,1,0,1,1,0,1,0,1,0
"5728",1,1,1,1,1,1,0,1,1,1,1,1,1,1
"8871",1,0,1,0,1,0,1,1,0,1,1,0,1,0
"8395",1,0,1,1,1,1,0,1,0,0,1,0,1,0
"8394",0,1,1,1,1,0,1,1,0,0,0,1,1,0
"23396",1,0,0,1,0,1,1,1,0,0,1,0,0,1
"5297",1,0,0,1,0,1,1,0,0,1,0,1,0,1
"55361",0,1,0,0,0,1,1,1,0,1,0,1,0,1
"5298",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"5295",1,1,1,1,1,1,1,0,1,1,1,1,1,1
"23533",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"5290",0,1,0,1,1,1,0,0,1,1,0,1,1,0
"5293",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5296",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8503",1,0,1,1,1,1,1,1,0,0,0,1,1,0
"5291",1,0,1,0,0,0,1,1,0,0,0,1,1,0
"5294",1,1,0,1,1,1,0,0,1,0,1,1,1,0
"10870",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"4952",1,0,1,1,1,1,0,0,0,0,0,1,0,1
"23236",1,0,0,1,0,1,0,0,0,1,1,0,0,1
"5336",0,1,0,0,1,0,1,0,0,0,0,1,0,1
"5335",1,1,1,0,1,1,1,0,0,1,1,1,0,1
"5334",0,1,0,0,0,1,1,0,0,1,1,0,1,0
"5331",1,0,0,1,0,0,0,1,0,0,0,1,0,1
"257068",0,1,1,0,0,1,1,1,0,0,1,0,1,0
"84812",1,0,1,0,0,0,1,1,1,1,0,1,0,1
"5330",1,0,1,0,0,1,1,1,0,0,1,0,0,1
"23007",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"51196",1,0,0,1,0,1,1,1,0,0,1,0,0,1
"5332",0,1,1,1,1,1,0,1,0,0,1,0,0,1
"113026",1,0,1,1,1,1,1,1,0,0,1,0,0,1
"5333",0,1,1,1,0,1,1,0,0,0,0,1,0,1
"89869",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5288",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5286",0,1,0,0,1,1,0,1,0,1,0,1,1,0
"5287",1,0,1,1,0,1,1,0,0,1,0,1,0,1
"200576",1,0,1,0,1,1,1,0,0,1,1,0,1,0
"5305",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79837",1,1,0,1,1,0,1,1,0,1,1,1,0,1
"5289",1,0,1,0,1,1,1,1,0,0,0,1,1,0
"5277",0,1,0,1,0,1,0,0,1,1,0,1,1,0
"51227",1,0,0,1,1,0,1,1,0,0,0,1,0,1
"8818",1,0,1,1,0,0,1,1,0,0,1,1,0,1
"9091",0,1,0,1,1,0,0,1,0,1,1,0,0,1
"5279",1,1,1,1,0,1,1,1,1,1,1,1,1,1
"5283",1,1,1,1,1,0,1,1,1,1,1,1,1,1
"123745",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"8398",0,1,0,1,1,0,1,0,0,0,1,0,0,1
"64600",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81579",1,0,1,1,0,1,1,1,0,0,0,1,0,1
"100137049",0,1,1,0,0,1,0,0,0,0,1,0,0,1
"5322",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5320",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30814",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26279",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5319",0,1,1,1,1,1,1,1,1,1,1,0,1,0
"10654",1,1,1,1,1,1,1,1,0,0,1,1,1,1
"117283",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9807",0,1,0,1,1,0,1,1,0,0,1,1,0,1
"51447",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"8876",1,0,1,1,1,1,0,0,0,0,1,0,0,1
"8875",1,1,1,1,1,0,1,0,0,1,1,1,1,1
"55350",1,0,1,1,1,1,1,1,1,1,1,0,1,0
"27068",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8613",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8611",1,0,0,1,0,0,1,1,0,0,1,0,0,1
"8612",0,1,1,1,1,1,1,0,0,0,1,0,0,1
"5498",1,1,0,1,1,1,1,1,0,1,1,1,0,1
"8288",1,0,0,1,0,0,1,1,0,0,1,0,0,1
"9588",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"4353",1,0,0,0,0,0,0,0,0,0,0,1,1,0
"5625",0,1,1,1,1,1,0,1,0,0,0,1,0,1
"6578",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23761",1,1,1,0,1,0,1,1,0,1,1,1,0,1
"9791",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"81490",0,1,0,0,0,0,0,1,0,0,1,0,0,1
"10005",0,1,1,0,1,0,1,1,0,0,1,0,0,1
"10965",0,1,0,1,1,1,1,1,0,0,1,0,0,1
"122970",1,0,0,0,1,0,0,1,0,0,1,0,1,0
"5805",0,1,0,0,0,1,0,0,1,1,0,1,1,0
"6303",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"112483",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"8566",1,0,1,0,1,1,0,0,1,1,0,1,0,1
"151531",0,0,0,0,0,0,0,1,0,0,0,1,0,1
"7378",1,1,1,1,1,1,1,0,1,1,1,1,1,1
"2944",0,1,0,0,0,1,1,1,0,0,1,0,1,0
"64080",0,1,0,0,1,0,1,1,0,0,0,1,0,1
"5959",1,0,1,1,0,0,0,0,0,0,0,1,0,1
"8608",1,0,1,1,1,1,1,1,1,1,0,1,0,1
"112724",1,0,1,0,1,0,1,0,0,0,1,0,0,1
"157506",0,1,0,0,0,1,0,1,0,1,0,1,0,1
"51109",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"57665",1,1,0,0,1,1,1,1,0,1,1,1,1,1
"195814",0,0,0,0,0,0,0,0,0,0,1,0,1,0
"145226",0,1,0,0,0,0,0,0,0,0,1,0,1,0
"50700",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"8228",1,0,0,1,0,0,1,1,0,0,1,0,0,1
"113278",0,1,1,0,0,0,1,1,1,1,0,1,0,1
"54981",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"6482",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"6484",1,0,0,0,1,1,0,1,0,0,1,0,0,1
"6483",1,0,1,1,1,0,1,1,0,0,1,0,0,1
"10090",1,0,0,0,1,0,0,0,0,1,1,0,0,1
"9653",1,0,0,0,0,1,0,1,0,0,0,1,0,1
"3423",0,1,0,0,0,1,1,0,1,1,0,1,1,0
"222537",1,0,1,1,1,1,0,1,0,0,1,1,1,0
"9957",0,1,1,1,1,1,1,0,0,0,1,0,0,1
"9951",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9956",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"9955",0,1,0,0,0,1,1,0,0,0,0,1,0,1
"9953",1,0,1,1,0,0,1,1,0,0,1,0,0,1
"55501",0,1,0,0,1,1,1,1,0,0,0,1,0,1
"113189",1,0,0,0,0,0,1,0,1,0,0,1,0,1
"50515",1,0,0,1,1,0,1,1,0,0,1,0,0,1
"166012",1,0,0,0,0,0,1,1,1,1,0,0,1,0
"411",1,0,1,0,0,0,0,0,1,1,0,1,0,1
"23563",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4166",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10164",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"9435",0,1,0,1,0,0,1,1,0,0,1,0,0,1
"8534",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"9469",1,0,0,0,0,0,0,1,0,0,0,0,1,0
"56548",1,0,0,0,1,0,1,1,0,0,0,1,1,0
"266722",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9394",0,1,0,0,1,0,0,1,0,1,0,1,0,1
"90161",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2799",1,0,0,1,0,0,1,1,0,0,0,1,0,1
"10157",1,0,0,0,1,1,0,1,0,1,0,1,0,1
"118881",1,0,0,1,1,1,1,1,0,0,1,0,0,1
"3176",1,0,0,0,0,0,0,1,0,0,1,0,0,1
"1757",0,1,0,0,0,1,0,1,0,0,1,0,0,1
"81537",1,0,1,0,0,0,1,1,0,0,0,1,0,1
"6652",1,0,0,1,0,0,1,1,0,0,1,0,0,1
"6342",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9056",1,0,1,0,0,1,1,1,0,0,1,0,1,0
"55304",0,1,0,0,0,0,0,1,0,0,1,0,0,1
"9517",1,0,0,1,1,0,1,1,0,0,0,1,0,1
"10558",1,1,1,1,1,0,1,1,0,1,1,1,1,1
"2098",1,1,1,1,1,1,1,1,0,0,1,1,1,1
"8879",0,1,1,0,1,0,1,1,0,0,0,1,0,1
"8869",0,1,0,1,0,1,0,1,1,0,1,0,1,0
"56848",0,1,0,0,1,1,0,1,0,0,1,0,0,1
"8877",1,0,1,1,1,1,1,0,0,0,0,1,0,1
"130752",1,0,1,1,1,1,0,1,0,0,1,0,0,1
"339221",1,0,1,1,1,1,1,1,1,1,1,0,0,1
"55627",0,1,1,1,0,0,1,1,0,1,0,1,0,1
"55512",1,0,0,1,0,0,1,0,0,0,0,1,0,1
"6609",1,1,1,1,1,0,1,1,0,1,1,1,0,1
"6610",0,1,0,1,1,0,1,1,0,0,1,0,0,1
"259230",1,0,0,1,1,0,1,0,1,0,0,1,1,0
"116369",1,0,1,1,1,1,1,1,1,1,1,0,1,0
"115111",0,1,1,1,1,1,1,1,1,1,1,0,0,1
"115019",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"284129",1,0,0,1,1,1,0,1,0,0,0,1,0,1
"26266",1,0,0,0,0,1,0,1,0,0,1,0,0,1
"6646",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"6649",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6648",0,1,1,1,1,0,0,0,1,1,1,0,0,1
"6647",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6697",1,0,1,1,1,1,1,0,0,0,1,0,0,1
"6723",1,1,1,1,0,0,1,1,0,0,1,1,0,1
"6611",1,1,0,1,1,1,1,1,0,1,1,1,1,1
"6713",0,1,0,1,0,0,1,1,0,0,1,0,0,1
"2222",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6715",1,0,0,0,1,1,1,1,0,0,1,0,0,1
"6716",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15",0,1,0,0,0,0,0,0,0,1,0,1,0,1
"6532",0,1,0,0,1,0,0,0,0,0,1,0,1,0
"6487",0,1,1,1,0,0,1,0,0,0,0,1,0,1
"10402",1,0,0,1,0,0,0,1,0,0,1,0,0,1
"10610",1,0,1,1,1,1,0,1,0,0,0,1,0,1
"81849",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256435",1,0,1,0,1,0,1,1,1,1,1,0,0,1
"30815",1,0,1,0,0,0,1,0,0,0,0,1,0,1
"6489",1,0,1,0,0,0,0,1,0,0,0,1,0,1
"29906",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"412",1,0,0,0,1,0,0,0,0,1,1,0,0,1
"6391",1,0,1,1,0,0,1,1,0,0,1,0,0,1
"6390",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6392",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6389",0,1,0,1,1,0,1,0,0,1,0,1,1,0
"6821",1,0,1,0,0,0,1,1,0,0,1,0,0,1
"6533",1,0,1,0,1,0,1,0,0,0,0,1,0,1
"5092",1,0,0,0,0,1,1,1,0,0,0,1,0,1
"23530",1,0,0,1,1,0,1,1,0,1,0,1,1,0
"79178",0,1,1,0,1,0,1,1,0,0,1,0,0,1
"6567",0,1,0,0,0,0,0,0,0,0,1,0,0,1
"1890",1,0,0,0,1,0,1,1,0,0,0,1,0,1
"55217",1,0,0,0,1,1,1,0,0,1,0,1,1,0
"7296",1,1,0,1,1,1,1,1,0,1,0,1,1,1
"11181",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80162",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7166",1,0,0,1,1,1,1,0,0,0,1,0,1,0
"121278",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"169355",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6999",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6561",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6916",1,0,0,1,0,0,1,1,0,0,1,0,0,1
"7054",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7306",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10020",0,1,0,1,0,1,1,0,0,1,0,1,0,1
"29880",1,1,1,0,0,1,1,1,1,1,1,1,1,1
"7355",1,0,1,0,0,0,1,1,1,0,0,1,0,1
"7358",0,1,0,1,0,1,0,1,0,1,0,1,0,1
"23169",0,1,1,1,1,0,1,1,0,1,0,1,1,0
"80146",1,1,1,1,0,1,1,1,0,0,1,1,1,1
"5168",0,1,0,0,1,0,1,0,0,0,0,1,0,1
"84912",0,1,1,1,1,0,1,1,0,0,1,0,0,1
"3906",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"7357",1,0,1,1,0,1,0,0,1,1,1,1,1,0
"11046",1,0,0,1,0,0,1,1,0,0,1,0,0,1
"54576",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54575",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54657",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54659",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54658",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54577",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"54600",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54579",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54578",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7364",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54490",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7367",0,0,0,0,0,0,0,1,0,1,0,0,0,0
"7365",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10720",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7363",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54963",1,1,1,0,1,0,1,1,0,0,1,1,0,1
"7498",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"9942",0,1,0,1,0,0,1,1,0,0,1,0,0,1
"64132",0,1,1,1,1,0,1,1,0,0,1,0,0,1
"64131",0,1,0,1,0,1,1,0,1,0,1,0,0,1
"51181",1,1,1,1,1,1,1,1,1,0,1,1,1,1
"64077",1,0,1,1,0,1,1,0,0,1,1,0,0,1
"5464",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10724",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"94033",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2495",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1356",0,1,1,0,1,1,0,1,0,0,1,0,1,0
"2512",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1727",1,1,0,1,1,0,1,1,0,0,1,1,0,1
"51706",1,1,1,1,1,0,1,1,0,0,1,1,1,1
"51700",1,0,1,1,1,1,0,0,0,0,0,1,0,1
"10587",1,0,1,1,0,0,1,0,0,0,1,0,0,1
"80347",1,1,1,0,1,1,1,1,0,0,1,1,0,1
"84618",0,1,0,0,0,0,0,0,0,0,0,1,0,1
"22978",1,0,1,0,1,1,1,1,0,0,1,0,1,0
"51251",1,1,0,1,1,0,0,1,1,1,1,1,1,1
"93034",0,1,0,0,0,1,0,0,0,0,0,1,0,1
"100526794",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"3251",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"56954",1,1,1,1,0,0,1,1,0,1,1,0,1,0
"5313",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"728441",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124975",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91227",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"102724197",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92086",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2686",1,0,0,1,1,1,1,0,0,0,1,0,0,1
"5211",1,1,1,1,0,1,1,1,0,0,1,1,0,1
"1491",0,1,0,0,1,0,1,0,0,0,1,0,0,1
"2819",0,1,0,0,0,0,0,0,0,0,1,0,0,1
"29925",1,0,0,1,0,1,1,0,0,1,0,1,0,1
"29926",1,0,1,0,0,1,1,1,0,1,0,1,0,1
"102724560",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"875",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"22934",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"2766",1,0,0,0,0,1,0,0,0,0,1,0,0,1
"51292",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"57571",1,0,1,1,0,1,1,0,0,0,1,0,0,1
"8833",1,0,0,1,0,1,1,1,0,0,0,1,1,0
"5538",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"641371",0,1,0,0,0,1,1,1,0,0,1,0,1,0
"11332",1,0,0,0,1,0,1,1,0,0,1,0,0,1
"55825",1,0,0,1,1,1,1,0,0,0,0,1,0,1
"51102",1,0,1,1,0,0,1,1,0,0,1,0,0,1
"37",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"33",0,0,0,0,0,0,0,1,0,0,1,0,1,0
"132158",0,1,1,0,0,0,1,0,0,0,1,0,0,1
"641649",1,0,0,0,0,1,1,0,0,1,1,0,0,1
"23475",1,0,1,0,1,0,0,1,0,0,1,0,0,1
"50484",0,1,0,1,0,1,0,1,0,1,0,1,1,0
"6240",1,1,0,1,1,0,1,1,1,0,1,1,1,1
"6241",1,0,1,0,0,1,1,1,0,1,1,0,1,0
"3156",0,1,0,1,1,1,1,1,0,0,0,1,1,0
"79966",0,1,0,1,1,0,0,0,0,0,0,1,0,1
"10588",1,0,0,1,1,1,1,1,0,1,1,0,1,0
"84890",0,1,0,1,0,1,0,1,0,1,0,1,0,1
"80025",1,0,1,0,0,1,1,1,0,0,0,1,0,1
"53354",1,0,1,1,1,1,1,1,1,1,1,0,0,1
"79646",0,1,0,1,0,0,0,1,0,1,0,1,1,0
"83594",0,1,0,0,1,1,0,0,0,0,0,1,0,1
"7263",1,0,1,1,1,1,0,0,0,0,1,0,0,1
"26275",1,0,1,0,0,0,0,1,0,0,1,0,0,1
"29920",1,1,1,1,0,1,1,1,0,0,1,1,0,1
"7389",1,1,1,0,1,1,1,1,0,1,1,1,1,1
"1595",0,1,0,1,0,0,1,1,0,0,1,0,1,0
"130367",1,0,1,0,0,0,1,1,1,0,0,1,1,0
"10478",1,0,0,1,1,0,1,1,0,1,0,1,0,1
"23443",0,1,1,0,0,0,0,0,1,1,0,1,1,0
"64240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64241",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284111",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8435",1,0,1,1,0,0,0,0,0,0,1,0,0,1
"3988",1,1,0,1,1,1,1,1,0,1,1,1,1,1
"377677",1,0,0,0,1,0,1,1,1,1,1,0,0,1
"767",0,0,0,0,0,0,0,1,0,0,1,0,0,1
"765",1,1,0,1,1,0,1,1,1,1,1,0,0,1
"759",0,0,0,0,0,0,0,0,0,0,1,0,1,0
"760",1,0,0,0,1,0,0,0,0,0,1,0,1,0
"23632",1,0,0,1,0,0,0,1,0,0,0,1,1,0
"766",0,0,1,1,1,1,0,0,0,0,0,1,0,1
"771",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"768",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"762",0,0,0,0,0,0,0,0,0,1,0,1,0,0
"10057",1,0,0,0,1,1,1,1,0,0,1,0,0,1
"6556",1,0,1,0,0,0,1,0,0,0,1,0,0,1
"6568",0,0,0,0,0,0,0,0,0,0,0,1,1,0
"7779",0,1,0,1,0,0,0,1,0,1,1,0,0,1
"54020",1,0,1,1,0,0,0,0,0,1,0,1,0,1
"215",1,0,1,1,1,0,1,0,0,0,0,1,0,1
"5825",1,0,0,0,1,1,1,1,0,0,0,1,1,0
"641372",0,0,0,0,0,0,1,0,0,0,1,0,0,1
"9045",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4017",1,0,1,0,0,0,1,1,0,0,0,1,0,1
"84105",1,0,0,0,1,1,0,1,0,1,0,1,0,1
"25830",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84569",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4025",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54995",0,1,0,0,1,0,0,1,0,1,0,1,1,0
"93492",1,0,1,1,1,1,1,1,1,1,0,1,1,0
"1267",1,1,0,1,1,0,1,1,0,0,1,1,0,1
"10249",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1573",1,0,1,1,0,0,1,1,1,1,0,1,0,1
"1580",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"199974",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260293",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1555",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1549",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57834",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29785",1,0,1,1,1,1,1,0,0,0,1,0,0,1
"1215",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1357",0,1,0,0,0,0,0,1,0,0,0,1,1,0
"93979",0,1,1,0,1,0,1,0,0,1,1,0,0,1
"57094",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1358",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7177",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64499",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23430",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1636",1,0,0,1,0,0,1,0,0,0,0,1,0,1
"9365",1,0,1,1,1,1,0,1,0,0,0,1,0,1
"9331",0,1,1,1,1,1,1,1,1,1,1,0,1,0
"7368",0,1,1,1,1,1,1,1,1,1,1,0,1,0
"5315",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"1666",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"874",1,0,0,1,0,0,0,1,1,0,1,0,1,0
"10901",1,0,1,1,1,0,1,1,0,1,1,0,0,1
"126410",1,0,0,0,1,0,0,0,0,0,1,0,0,1
"2053",1,1,0,1,1,1,1,0,0,0,1,1,0,1
"8897",1,0,1,1,0,1,1,0,0,1,1,0,1,0
"8898",1,0,0,1,1,1,1,1,0,0,0,1,1,0
"9152",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9497",0,1,1,1,0,1,1,0,1,1,0,1,1,0
"115584",0,1,0,0,0,0,0,1,0,0,0,1,0,1
"6575",0,1,0,1,0,0,1,1,0,0,1,0,0,1
