"","ImmProt_T4.naive_01","ImmProt_T4.naive_02","ImmProt_T4.naive_03","ImmProt_T4.naive_04","ImmProt_T4.naive_01_activated","ImmProt_T4.naive_02_activated","ImmProt_T4.naive_03_activated","ImmProt_T4.naive_04_activated"
"159963",NA,NA,NA,NA,NA,NA,NA,NA
"64131",0,0,0,0,0,1,0,0
"55065",1,0,0,0,0,0,0,0
"64132",1,1,0,0,0,0,0,0
"3423",1,0,1,1,0,0,0,0
"79581",1,0,0,0,0,0,0,0
"10060",NA,NA,NA,NA,NA,NA,NA,NA
"9957",NA,NA,NA,NA,NA,NA,NA,NA
"51181",1,1,1,1,1,1,1,1
"6833",NA,NA,NA,NA,NA,NA,NA,NA
"9951",NA,NA,NA,NA,NA,NA,NA,NA
"3764",NA,NA,NA,NA,NA,NA,NA,NA
"222537",NA,NA,NA,NA,NA,NA,NA,NA
"64077",1,1,1,1,1,1,0,0
"3767",NA,NA,NA,NA,NA,NA,NA,NA
"5464",1,1,1,1,1,1,1,1
"64220",NA,NA,NA,NA,NA,NA,NA,NA
"10724",0,0,0,1,1,1,1,0
"5950",0,0,1,1,0,0,0,1
"1356",1,1,1,1,1,1,1,1
"2495",0,0,0,0,1,0,1,1
"9956",NA,NA,NA,NA,NA,NA,NA,NA
"5947",NA,NA,NA,NA,NA,NA,NA,NA
"9955",NA,NA,NA,NA,NA,NA,NA,NA
"2512",0,0,0,0,0,0,0,1
"94033",NA,NA,NA,NA,NA,NA,NA,NA
"5948",NA,NA,NA,NA,NA,NA,NA,NA
"29881",NA,NA,NA,NA,NA,NA,NA,NA
"1727",1,1,1,1,1,1,1,1
"9953",NA,NA,NA,NA,NA,NA,NA,NA
"64711",NA,NA,NA,NA,NA,NA,NA,NA
"949",0,0,0,0,1,1,0,0
"2350",1,1,1,1,1,1,1,1
"55501",0,0,0,0,0,0,1,1
"51706",1,1,1,1,1,0,0,1
"3248",0,0,0,0,1,0,1,0
"51700",0,0,0,0,0,1,0,0
"166929",NA,NA,NA,NA,NA,NA,NA,NA
"10587",0,1,1,1,1,0,0,0
"166012",NA,NA,NA,NA,NA,NA,NA,NA
"113189",0,0,0,0,1,0,0,1
"56261",1,0,0,1,1,0,0,1
"50515",0,0,0,0,0,0,1,0
"80347",0,0,0,1,1,0,1,0
"3658",0,0,0,0,1,1,1,1
"93034",NA,NA,NA,NA,NA,NA,NA,NA
"84618",NA,NA,NA,NA,NA,NA,NA,NA
"411",0,1,0,0,0,1,0,0
"203",0,1,0,1,0,0,0,0
"22978",0,0,0,0,1,1,1,0
"122481",NA,NA,NA,NA,NA,NA,NA,NA
"100526794",NA,NA,NA,NA,NA,NA,NA,NA
"159",0,1,0,1,1,1,1,1
"51251",0,0,0,1,0,0,1,1
"23563",NA,NA,NA,NA,NA,NA,NA,NA
"122622",NA,NA,NA,NA,NA,NA,NA,NA
"10164",NA,NA,NA,NA,NA,NA,NA,NA
"353",1,1,1,1,1,1,1,1
"11212",1,1,1,1,1,1,1,1
"3251",1,1,1,1,1,1,1,1
"383",0,1,0,0,0,0,0,0
"9435",1,1,1,1,1,1,1,1
"1371",0,0,0,0,1,1,1,1
"4166",NA,NA,NA,NA,NA,NA,NA,NA
"56954",1,1,0,1,1,1,1,1
"1503",0,0,0,0,1,1,1,1
"9469",NA,NA,NA,NA,NA,NA,NA,NA
"56474",0,1,0,0,1,1,1,0
"8534",NA,NA,NA,NA,NA,NA,NA,NA
"1491",0,1,0,1,0,0,1,1
"5313",1,1,1,1,1,1,1,1
"92086",NA,NA,NA,NA,NA,NA,NA,NA
"2987",0,0,0,0,1,1,1,0
"56548",1,1,1,1,1,1,1,1
"5860",1,1,1,1,1,1,1,1
"9394",NA,NA,NA,NA,NA,NA,NA,NA
"728441",NA,NA,NA,NA,NA,NA,NA,NA
"124975",NA,NA,NA,NA,NA,NA,NA,NA
"9453",0,1,0,1,1,1,1,0
"2686",0,0,0,1,1,1,0,0
"2023",1,1,1,1,1,1,1,1
"2027",0,0,0,0,0,0,1,0
"90161",NA,NA,NA,NA,NA,NA,NA,NA
"91227",NA,NA,NA,NA,NA,NA,NA,NA
"2026",1,1,1,1,1,1,1,1
"102724197",NA,NA,NA,NA,NA,NA,NA,NA
"266722",NA,NA,NA,NA,NA,NA,NA,NA
"9843",NA,NA,NA,NA,NA,NA,NA,NA
"2799",0,0,0,0,1,1,1,0
"80308",0,1,1,1,0,0,0,0
"10157",0,0,0,1,1,0,0,0
"118881",0,0,0,0,1,1,1,0
"5211",1,1,1,1,1,1,1,1
"7360",1,1,1,1,1,1,1,1
"2819",NA,NA,NA,NA,NA,NA,NA,NA
"3176",0,0,1,0,1,0,0,1
"26330",NA,NA,NA,NA,NA,NA,NA,NA
"1757",0,1,0,0,0,0,1,0
"81537",0,0,1,1,0,1,0,1
"2597",1,1,1,1,1,1,1,1
"29926",0,0,0,0,1,1,1,0
"2673",0,0,0,1,1,1,1,1
"9945",0,0,0,0,0,0,1,0
"6652",0,0,0,0,1,1,1,0
"29925",0,0,0,0,1,1,1,1
"51557",0,1,0,1,0,0,0,0
"875",NA,NA,NA,NA,NA,NA,NA,NA
"6342",0,1,0,1,1,1,1,1
"2752",0,0,1,0,0,0,1,1
"102724560",0,0,0,0,0,1,1,0
"1800",NA,NA,NA,NA,NA,NA,NA,NA
"249",1,1,0,1,0,1,0,0
"9056",1,1,1,1,1,1,1,1
"2762",0,0,0,0,1,1,1,0
"10558",0,0,0,0,1,1,1,1
"2643",0,0,0,0,1,1,1,1
"22934",1,1,0,1,1,1,1,1
"761",1,1,1,1,1,1,1,1
"51292",1,0,0,1,1,0,0,0
"55304",NA,NA,NA,NA,NA,NA,NA,NA
"766",NA,NA,NA,NA,NA,NA,NA,NA
"9517",0,0,0,0,1,1,1,1
"2098",1,1,1,1,1,1,1,1
"8879",0,1,1,1,0,1,1,0
"2766",0,0,0,0,0,0,0,1
"771",1,1,1,1,1,1,1,1
"4284",NA,NA,NA,NA,NA,NA,NA,NA
"57571",0,0,0,1,0,0,0,0
"8869",NA,NA,NA,NA,NA,NA,NA,NA
"362",NA,NA,NA,NA,NA,NA,NA,NA
"358",1,1,1,1,1,1,1,1
"8833",1,1,1,1,1,1,1,1
"641371",1,1,1,1,0,0,0,0
"361",NA,NA,NA,NA,NA,NA,NA,NA
"5538",0,0,0,0,1,1,1,1
"56848",0,1,0,0,0,0,1,1
"359",NA,NA,NA,NA,NA,NA,NA,NA
"8877",1,1,1,1,1,1,1,1
"3145",0,0,0,1,0,1,1,1
"9374",NA,NA,NA,NA,NA,NA,NA,NA
"11332",0,0,0,0,1,1,1,1
"586",0,0,1,1,0,0,1,0
"55825",1,1,1,1,0,0,0,0
"130752",NA,NA,NA,NA,NA,NA,NA,NA
"51102",0,0,0,0,1,1,1,0
"3615",1,1,1,1,1,1,1,1
"3614",0,0,0,0,1,1,1,0
"37",1,1,1,1,1,1,1,1
"55512",0,0,0,0,1,0,0,0
"55627",0,0,0,0,1,1,1,0
"33",NA,NA,NA,NA,NA,NA,NA,NA
"682",0,0,0,0,1,1,1,1
"132158",NA,NA,NA,NA,NA,NA,NA,NA
"339221",NA,NA,NA,NA,NA,NA,NA,NA
"6609",0,0,0,0,1,1,1,0
"641649",NA,NA,NA,NA,NA,NA,NA,NA
"4351",1,1,1,1,1,1,1,0
"23475",1,1,1,1,1,1,1,1
"6610",1,0,0,0,0,0,0,0
"100287639",NA,NA,NA,NA,NA,NA,NA,NA
"259230",0,0,0,0,0,0,0,1
"93100",0,1,1,1,0,1,1,0
"441024",NA,NA,NA,NA,NA,NA,NA,NA
"50484",0,0,0,1,1,1,1,0
"65220",0,0,0,0,1,1,1,0
"6241",0,0,0,0,1,1,1,1
"116369",NA,NA,NA,NA,NA,NA,NA,NA
"115111",NA,NA,NA,NA,NA,NA,NA,NA
"389015",NA,NA,NA,NA,NA,NA,NA,NA
"6240",0,0,0,0,1,1,1,1
"6553",NA,NA,NA,NA,NA,NA,NA,NA
"3156",1,0,1,1,0,0,0,0
"284129",NA,NA,NA,NA,NA,NA,NA,NA
"2821",1,1,1,1,1,1,1,1
"115019",NA,NA,NA,NA,NA,NA,NA,NA
"5230",1,1,1,1,1,1,1,1
"79966",0,0,0,1,0,0,0,0
"5232",NA,NA,NA,NA,NA,NA,NA,NA
"375056",1,0,1,1,0,0,1,1
"10588",1,1,0,1,1,0,0,0
"5236",1,1,1,1,1,1,1,1
"26266",NA,NA,NA,NA,NA,NA,NA,NA
"84890",1,0,1,0,0,1,0,0
"55276",1,1,1,1,1,1,1,1
"6646",0,0,0,0,1,1,1,0
"5372",0,0,0,0,1,1,1,0
"6649",NA,NA,NA,NA,NA,NA,NA,NA
"55229",0,0,0,1,1,1,0,0
"5373",0,0,0,1,1,1,1,1
"79646",0,0,0,0,1,1,1,0
"80025",1,1,1,1,0,0,0,0
"53354",NA,NA,NA,NA,NA,NA,NA,NA
"6648",1,1,1,1,1,1,1,1
"6647",1,1,1,1,1,1,1,1
"6697",0,0,0,0,1,1,1,0
"6611",0,0,0,0,1,1,1,0
"83594",0,0,0,0,0,1,0,0
"7263",0,0,0,0,1,1,1,0
"26275",0,1,1,1,1,0,1,0
"6723",0,1,0,1,1,1,1,1
"6713",1,0,0,0,0,1,1,0
"2222",0,0,0,0,1,1,1,1
"210",0,1,0,0,0,0,0,0
"29920",0,0,0,0,1,1,1,1
"6715",NA,NA,NA,NA,NA,NA,NA,NA
"60490",0,0,0,0,1,0,0,0
"6716",NA,NA,NA,NA,NA,NA,NA,NA
"79717",0,0,0,1,0,1,1,0
"15",NA,NA,NA,NA,NA,NA,NA,NA
"7389",0,0,0,0,1,1,1,0
"58510",NA,NA,NA,NA,NA,NA,NA,NA
"1595",0,0,0,0,0,1,1,0
"130367",NA,NA,NA,NA,NA,NA,NA,NA
"6532",1,1,1,1,1,1,1,1
"153201",NA,NA,NA,NA,NA,NA,NA,NA
"10478",0,1,0,1,1,1,1,0
"221823",NA,NA,NA,NA,NA,NA,NA,NA
"23443",1,1,1,1,0,0,0,0
"5634",0,0,0,0,1,1,1,1
"64240",NA,NA,NA,NA,NA,NA,NA,NA
"6487",NA,NA,NA,NA,NA,NA,NA,NA
"5631",1,1,1,1,1,1,1,1
"29968",0,0,0,0,1,1,1,1
"64241",NA,NA,NA,NA,NA,NA,NA,NA
"284111",NA,NA,NA,NA,NA,NA,NA,NA
"8781",NA,NA,NA,NA,NA,NA,NA,NA
"8435",NA,NA,NA,NA,NA,NA,NA,NA
"5723",0,0,0,0,1,1,0,0
"3988",1,1,0,1,0,0,0,0
"55312",0,1,0,0,1,1,1,0
"6888",1,1,1,1,1,1,1,1
"79896",1,1,1,1,0,0,0,0
"8277",NA,NA,NA,NA,NA,NA,NA,NA
"768",NA,NA,NA,NA,NA,NA,NA,NA
"84076",NA,NA,NA,NA,NA,NA,NA,NA
"762",0,1,0,1,0,0,0,0
"765",NA,NA,NA,NA,NA,NA,NA,NA
"7086",1,1,1,1,1,1,1,1
"10402",0,0,0,1,1,0,0,0
"27010",1,1,1,1,0,0,0,0
"286016",NA,NA,NA,NA,NA,NA,NA,NA
"10610",NA,NA,NA,NA,NA,NA,NA,NA
"23632",NA,NA,NA,NA,NA,NA,NA,NA
"7167",1,1,1,1,1,1,1,1
"760",0,0,0,0,1,1,1,0
"256435",NA,NA,NA,NA,NA,NA,NA,NA
"2582",0,0,0,0,1,1,1,0
"30815",NA,NA,NA,NA,NA,NA,NA,NA
"81849",NA,NA,NA,NA,NA,NA,NA,NA
"767",0,1,0,0,1,0,0,0
"759",0,0,0,0,1,1,0,1
"91373",0,0,0,0,1,1,1,1
"377677",0,0,0,0,1,1,0,0
"31",0,0,0,0,1,1,1,0
"6675",0,0,0,0,1,1,1,0
"6556",1,1,1,1,1,1,1,1
"7390",0,0,0,1,1,1,1,1
"6563",NA,NA,NA,NA,NA,NA,NA,NA
"8170",NA,NA,NA,NA,NA,NA,NA,NA
"6568",NA,NA,NA,NA,NA,NA,NA,NA
"374569",NA,NA,NA,NA,NA,NA,NA,NA
"7779",0,0,0,0,1,0,1,1
"54020",1,1,1,1,1,1,1,1
"100507855",0,0,0,0,1,1,1,0
"285440",NA,NA,NA,NA,NA,NA,NA,NA
"55191",0,0,0,1,1,1,1,0
"132",1,1,1,1,1,1,1,1
"97",0,0,0,0,1,1,1,0
"98",0,0,1,1,0,0,1,1
"112611",NA,NA,NA,NA,NA,NA,NA,NA
"51005",0,0,0,0,1,1,1,0
"471",1,1,1,1,1,1,1,1
"435",0,0,0,0,1,1,1,1
"171425",1,1,1,1,1,0,0,0
"132789",0,1,0,1,1,0,0,0
"10007",1,1,0,1,1,1,1,1
"2585",0,0,0,1,1,1,1,0
"2584",0,0,0,1,1,1,1,0
"2592",1,1,0,1,0,0,0,0
"5471",0,1,0,0,1,1,1,0
"84264",NA,NA,NA,NA,NA,NA,NA,NA
"3034",1,1,1,1,1,1,1,1
"144193",NA,NA,NA,NA,NA,NA,NA,NA
"2739",1,1,1,1,1,1,1,1
"8776",0,1,0,1,1,1,1,0
"3612",1,1,1,1,1,1,1,1
"3613",0,0,0,0,1,1,1,0
"2978",NA,NA,NA,NA,NA,NA,NA,NA
"4953",NA,NA,NA,NA,NA,NA,NA,NA
"5213",0,0,0,0,1,1,1,0
"5214",1,1,1,1,1,1,1,1
"10050",NA,NA,NA,NA,NA,NA,NA,NA
"10786",NA,NA,NA,NA,NA,NA,NA,NA
"10246",NA,NA,NA,NA,NA,NA,NA,NA
"6569",NA,NA,NA,NA,NA,NA,NA,NA
"10568",0,0,0,0,1,1,0,1
"5198",0,0,0,0,1,1,1,1
"113675",0,0,0,0,1,1,0,0
"7298",0,0,0,0,1,1,1,1
"215",0,0,1,1,0,0,1,0
"5825",0,0,0,0,1,1,1,0
"641372",NA,NA,NA,NA,NA,NA,NA,NA
"9045",1,1,1,1,1,1,1,1
"4017",NA,NA,NA,NA,NA,NA,NA,NA
"84105",1,1,1,1,1,0,0,0
"25830",NA,NA,NA,NA,NA,NA,NA,NA
"84569",NA,NA,NA,NA,NA,NA,NA,NA
"4025",NA,NA,NA,NA,NA,NA,NA,NA
"54995",0,1,0,1,0,0,1,0
"93492",NA,NA,NA,NA,NA,NA,NA,NA
"1267",0,0,0,0,1,1,1,1
"10249",1,0,1,0,0,0,0,1
"1549",NA,NA,NA,NA,NA,NA,NA,NA
"1580",NA,NA,NA,NA,NA,NA,NA,NA
"1573",NA,NA,NA,NA,NA,NA,NA,NA
"29785",0,0,1,0,1,0,1,1
"199974",NA,NA,NA,NA,NA,NA,NA,NA
"57834",NA,NA,NA,NA,NA,NA,NA,NA
"1555",NA,NA,NA,NA,NA,NA,NA,NA
"260293",NA,NA,NA,NA,NA,NA,NA,NA
"1215",1,1,1,1,1,1,1,1
"57094",NA,NA,NA,NA,NA,NA,NA,NA
"1357",NA,NA,NA,NA,NA,NA,NA,NA
"1358",NA,NA,NA,NA,NA,NA,NA,NA
"93979",NA,NA,NA,NA,NA,NA,NA,NA
"23430",NA,NA,NA,NA,NA,NA,NA,NA
"7384",1,1,1,1,1,1,1,1
"7388",1,0,0,0,1,0,1,1
"7386",1,1,1,1,1,1,1,1
"29796",1,0,1,1,1,1,1,1
"7385",1,1,1,1,1,1,1,1
"1537",1,1,1,1,1,1,1,1
"9481",NA,NA,NA,NA,NA,NA,NA,NA
"9016",NA,NA,NA,NA,NA,NA,NA,NA
"7352",NA,NA,NA,NA,NA,NA,NA,NA
"7351",1,1,1,1,1,1,1,1
"4726",1,1,1,1,0,1,1,1
"4729",1,1,1,1,1,1,1,1
"4541",0,0,0,0,1,0,0,1
"4719",1,1,1,1,1,1,1,1
"4713",0,0,1,1,0,1,0,1
"4718",1,1,1,1,0,0,1,1
"7991",NA,NA,NA,NA,NA,NA,NA,NA
"126328",0,1,1,1,0,0,0,0
"4539",NA,NA,NA,NA,NA,NA,NA,NA
"4731",1,0,0,0,1,1,0,1
"4694",0,0,0,0,0,0,1,0
"4705",1,1,1,1,1,1,1,1
"4704",1,1,1,1,1,1,1,1
"4695",1,1,1,1,1,1,1,1
"4696",0,1,0,1,0,0,0,1
"4707",1,1,0,1,1,1,1,1
"4711",1,1,1,1,1,1,1,0
"4712",1,1,1,1,0,0,0,0
"4702",1,1,1,1,1,1,1,1
"4537",0,0,1,1,0,1,1,1
"4710",1,1,1,1,1,1,1,1
"4700",1,1,1,1,0,1,1,1
"4538",1,1,1,1,0,0,0,0
"4708",0,1,1,1,0,0,1,0
"4709",1,1,1,1,1,1,1,1
"4715",1,1,1,1,1,1,1,1
"4535",1,1,1,1,0,0,0,0
"131669",NA,NA,NA,NA,NA,NA,NA,NA
"79644",0,0,0,0,0,0,1,0
"5973",1,1,1,1,0,0,0,0
"4698",1,1,1,1,1,1,1,1
"55967",1,1,1,1,1,1,1,1
"1646",NA,NA,NA,NA,NA,NA,NA,NA
"4701",1,1,1,1,1,1,1,1
"4540",1,1,1,1,0,0,0,0
"1635",0,0,0,0,1,1,1,0
"158160",NA,NA,NA,NA,NA,NA,NA,NA
"286297",NA,NA,NA,NA,NA,NA,NA,NA
"10560",NA,NA,NA,NA,NA,NA,NA,NA
"4717",1,0,1,1,0,0,0,0
"374291",1,0,0,1,0,0,1,0
"8630",NA,NA,NA,NA,NA,NA,NA,NA
"4724",1,1,1,1,1,1,1,1
"4723",1,1,1,1,1,1,1,1
"191",1,1,1,1,1,1,1,1
"10768",0,0,0,1,1,1,1,1
"51170",1,1,1,1,0,0,0,0
"51144",1,1,1,1,1,1,1,1
"83401",NA,NA,NA,NA,NA,NA,NA,NA
"25874",0,1,1,1,0,1,1,0
"4720",1,1,1,1,1,1,1,1
"79993",1,1,1,1,1,1,1,1
"4697",1,1,1,1,1,1,1,1
"4728",1,1,1,1,1,1,1,1
"51660",1,1,1,1,1,1,1,1
"64834",0,0,0,0,0,1,1,1
"57198",0,0,1,0,1,0,0,1
"4725",1,1,1,1,1,1,1,1
"201562",0,1,1,0,0,0,1,0
"5205",NA,NA,NA,NA,NA,NA,NA,NA
"51495",0,1,1,1,0,1,1,0
"23250",1,1,1,1,0,0,0,1
"4706",1,1,1,1,1,1,1,1
"9200",1,1,1,1,1,1,1,1
"192286",0,0,0,0,1,1,1,0
"286410",0,1,1,1,0,1,0,0
"401494",0,0,1,0,0,0,1,0
"5243",0,1,0,1,0,0,1,1
"55856",1,1,0,1,1,1,1,1
"9524",1,1,1,1,1,1,1,1
"54539",0,0,1,0,1,0,1,1
"7350",NA,NA,NA,NA,NA,NA,NA,NA
"253017",NA,NA,NA,NA,NA,NA,NA,NA
"4716",1,1,1,1,1,1,1,1
"283985",NA,NA,NA,NA,NA,NA,NA,NA
"3995",NA,NA,NA,NA,NA,NA,NA,NA
"4536",0,1,0,0,0,1,1,1
"26027",0,0,0,0,0,0,1,1
"10058",1,0,1,0,0,1,1,1
"1155",1,1,1,1,1,1,1,1
"4714",0,0,1,1,0,0,0,1
"4722",1,1,1,1,1,1,1,1
"123096",0,1,0,0,0,0,0,0
"51079",1,1,1,1,1,1,1,1
"51458",NA,NA,NA,NA,NA,NA,NA,NA
"948",1,1,0,0,0,1,1,0
"114571",NA,NA,NA,NA,NA,NA,NA,NA
"1339",NA,NA,NA,NA,NA,NA,NA,NA
"57016",NA,NA,NA,NA,NA,NA,NA,NA
"10928",0,0,0,1,1,0,1,0
"79707",0,0,1,0,1,1,1,0
"1728",0,0,0,0,1,0,1,0
"1345",1,1,1,1,1,1,1,1
"79672",0,1,0,1,1,1,0,0
"1329",1,1,1,1,1,1,1,1
"2946",1,1,1,1,1,0,1,0
"9917",1,1,1,1,0,0,0,1
"55331",1,1,1,1,1,1,1,1
"341947",NA,NA,NA,NA,NA,NA,NA,NA
"125965",NA,NA,NA,NA,NA,NA,NA,NA
"55277",NA,NA,NA,NA,NA,NA,NA,NA
"125981",NA,NA,NA,NA,NA,NA,NA,NA
"340485",NA,NA,NA,NA,NA,NA,NA,NA
"64122",0,1,0,1,0,0,0,0
"1327",1,1,1,1,1,1,1,1
"92370",NA,NA,NA,NA,NA,NA,NA,NA
"4513",1,1,1,1,1,1,1,1
"2760",0,0,1,1,0,0,1,0
"1346",NA,NA,NA,NA,NA,NA,NA,NA
"93650",NA,NA,NA,NA,NA,NA,NA,NA
"5660",1,1,1,1,1,1,1,1
"390928",NA,NA,NA,NA,NA,NA,NA,NA
"57704",0,0,1,0,1,0,0,1
"4759",NA,NA,NA,NA,NA,NA,NA,NA
"1347",1,1,1,1,1,1,1,1
"139596",0,0,0,0,1,1,1,1
"1337",0,0,0,0,1,0,1,1
"55066",0,1,1,1,0,0,0,0
"4514",0,0,0,0,1,0,1,0
"10825",1,1,1,1,1,1,1,1
"283208",NA,NA,NA,NA,NA,NA,NA,NA
"7903",0,0,0,0,0,0,1,1
"1351",0,0,0,0,0,0,1,0
"84701",NA,NA,NA,NA,NA,NA,NA,NA
"5033",0,0,0,0,1,1,1,0
"1350",1,1,1,1,1,1,1,1
"8974",1,0,0,0,1,1,0,0
"4512",0,1,0,1,0,0,0,1
"8513",NA,NA,NA,NA,NA,NA,NA,NA
"58478",0,1,0,1,1,1,1,0
"55256",0,0,0,0,1,1,1,0
"5408",NA,NA,NA,NA,NA,NA,NA,NA
"170712",NA,NA,NA,NA,NA,NA,NA,NA
"259307",0,0,0,0,0,1,1,1
"9377",1,1,1,1,1,1,1,1
"51312",NA,NA,NA,NA,NA,NA,NA,NA
"9167",0,0,0,1,0,0,0,1
"1340",1,1,1,1,1,1,1,1
"57104",0,1,0,1,1,0,1,1
"81894",NA,NA,NA,NA,NA,NA,NA,NA
"13",NA,NA,NA,NA,NA,NA,NA,NA
"1349",NA,NA,NA,NA,NA,NA,NA,NA
"29085",0,0,0,1,1,0,0,0
"9388",1,1,1,1,1,1,1,1
"5407",NA,NA,NA,NA,NA,NA,NA,NA
"9107",1,0,0,1,0,1,1,0
"22908",1,1,1,1,1,1,1,1
"163404",NA,NA,NA,NA,NA,NA,NA,NA
"3991",0,0,1,0,0,0,0,1
"22876",0,0,0,0,1,1,1,0
"221955",0,1,0,1,1,1,1,0
"5406",NA,NA,NA,NA,NA,NA,NA,NA
"9896",0,1,0,0,0,1,1,0
"747",NA,NA,NA,NA,NA,NA,NA,NA
"51559",0,0,0,1,1,1,1,0
"119548",NA,NA,NA,NA,NA,NA,NA,NA
"646486",NA,NA,NA,NA,NA,NA,NA,NA
"9108",NA,NA,NA,NA,NA,NA,NA,NA
"84814",NA,NA,NA,NA,NA,NA,NA,NA
"23371",NA,NA,NA,NA,NA,NA,NA,NA
"2167",1,1,1,1,1,1,1,1
"2172",NA,NA,NA,NA,NA,NA,NA,NA
"8446",0,1,1,1,0,0,1,1
"2173",NA,NA,NA,NA,NA,NA,NA,NA
"51496",0,0,0,1,1,1,1,0
"374462",NA,NA,NA,NA,NA,NA,NA,NA
"2169",NA,NA,NA,NA,NA,NA,NA,NA
"403313",0,1,1,1,0,1,0,0
"23203",0,0,0,0,1,1,1,1
"2171",1,1,1,1,1,1,1,1
"145553",1,1,1,1,0,0,0,0
"646480",NA,NA,NA,NA,NA,NA,NA,NA
"2170",0,0,0,0,1,1,1,0
"64419",0,0,0,0,1,1,1,0
"54988",NA,NA,NA,NA,NA,NA,NA,NA
"55613",NA,NA,NA,NA,NA,NA,NA,NA
"341392",NA,NA,NA,NA,NA,NA,NA,NA
"138639",NA,NA,NA,NA,NA,NA,NA,NA
"9562",0,0,0,1,0,1,1,0
"123876",NA,NA,NA,NA,NA,NA,NA,NA
"3705",1,0,0,0,1,1,1,0
"6296",1,1,1,1,1,0,0,0
"138429",NA,NA,NA,NA,NA,NA,NA,NA
"348158",NA,NA,NA,NA,NA,NA,NA,NA
"344967",NA,NA,NA,NA,NA,NA,NA,NA
"10170",1,1,1,1,1,1,1,1
"9249",1,0,1,1,0,0,0,0
"220074",NA,NA,NA,NA,NA,NA,NA,NA
"51099",1,1,1,1,1,1,1,1
"154141",0,0,0,0,1,1,1,0
"1733",NA,NA,NA,NA,NA,NA,NA,NA
"253558",0,1,0,0,1,1,0,1
"64748",NA,NA,NA,NA,NA,NA,NA,NA
"23175",0,0,0,0,1,1,1,0
"1735",NA,NA,NA,NA,NA,NA,NA,NA
"1734",NA,NA,NA,NA,NA,NA,NA,NA
"27284",1,1,1,1,0,0,0,0
"6819",0,0,0,0,0,0,1,0
"84513",NA,NA,NA,NA,NA,NA,NA,NA
"79948",NA,NA,NA,NA,NA,NA,NA,NA
"84274",1,1,1,1,0,0,0,0
"9890",NA,NA,NA,NA,NA,NA,NA,NA
"84787",1,1,1,1,0,0,0,0
"79813",0,0,0,1,1,0,1,1
"64900",NA,NA,NA,NA,NA,NA,NA,NA
"9663",0,1,1,1,1,0,0,0
"9757",1,1,0,1,0,1,0,0
"196051",NA,NA,NA,NA,NA,NA,NA,NA
"9869",0,0,0,0,1,1,1,0
"85465",NA,NA,NA,NA,NA,NA,NA,NA
"23646",0,0,0,0,0,0,1,1
"122618",0,1,1,1,0,1,0,0
"29072",1,1,1,1,0,0,0,1
"201164",1,1,1,1,1,1,1,1
"590",1,1,1,1,1,1,1,1
"80854",0,1,0,0,0,0,0,1
"55750",1,1,1,1,1,1,1,1
"387893",1,0,0,0,1,1,1,0
"84444",0,0,0,0,1,1,0,1
"4297",0,1,1,1,0,1,0,0
"91012",0,1,1,0,0,0,0,0
"204219",NA,NA,NA,NA,NA,NA,NA,NA
"10715",NA,NA,NA,NA,NA,NA,NA,NA
"58508",0,0,0,1,0,0,1,1
"253782",0,0,0,1,1,1,1,0
"55870",NA,NA,NA,NA,NA,NA,NA,NA
"29956",0,0,0,0,1,1,1,1
"10919",0,1,1,0,1,1,1,0
"6839",0,0,0,0,1,1,1,1
"79603",0,0,0,1,0,0,1,0
"64324",0,0,0,0,1,1,1,1
"56624",NA,NA,NA,NA,NA,NA,NA,NA
"6419",1,1,1,1,0,0,0,0
"170384",1,1,1,1,0,0,0,0
"23067",1,0,1,1,0,1,0,0
"56886",1,0,1,1,1,1,1,1
"54904",NA,NA,NA,NA,NA,NA,NA,NA
"2526",NA,NA,NA,NA,NA,NA,NA,NA
"152586",NA,NA,NA,NA,NA,NA,NA,NA
"148789",NA,NA,NA,NA,NA,NA,NA,NA
"200810",NA,NA,NA,NA,NA,NA,NA,NA
"55624",0,0,1,1,0,0,0,1
"64754",0,0,0,0,1,1,1,0
"56983",1,1,1,1,0,0,0,0
"79723",0,0,0,0,1,0,0,0
"644378",NA,NA,NA,NA,NA,NA,NA,NA
"55904",1,1,1,1,1,0,0,0
"644974",NA,NA,NA,NA,NA,NA,NA,NA
"8702",1,1,0,0,0,1,1,1
"9739",1,1,1,1,0,0,0,0
"8473",0,0,0,0,1,1,1,1
"55830",0,0,1,0,0,0,1,1
"7468",NA,NA,NA,NA,NA,NA,NA,NA
"3703",0,0,0,0,1,1,1,0
"83852",NA,NA,NA,NA,NA,NA,NA,NA
"8085",1,1,0,1,0,1,0,0
"283358",NA,NA,NA,NA,NA,NA,NA,NA
"51111",1,1,1,1,1,1,1,1
"55757",NA,NA,NA,NA,NA,NA,NA,NA
"60559",1,1,1,1,1,1,1,1
"23478",1,1,1,1,1,1,1,1
"146664",NA,NA,NA,NA,NA,NA,NA,NA
"28972",0,1,1,1,1,1,1,1
"2529",1,1,1,1,1,1,1,1
"360203",NA,NA,NA,NA,NA,NA,NA,NA
"90701",0,0,0,0,1,1,1,1
"9789",1,1,1,1,1,1,1,1
"57171",1,1,1,1,0,0,0,1
"4249",0,0,0,0,0,1,0,1
"25834",NA,NA,NA,NA,NA,NA,NA,NA
"7837",NA,NA,NA,NA,NA,NA,NA,NA
"140687",NA,NA,NA,NA,NA,NA,NA,NA
