"","ImmProt_Th17_01","ImmProt_Th17_02","ImmProt_Th17_03","ImmProt_Th17_04"
"11001",1,1,1,0
"28231",NA,NA,NA,NA
"53919",NA,NA,NA,NA
"10257",0,1,0,0
"28232",NA,NA,NA,NA
"2109",1,1,1,1
"2108",1,1,1,1
"2110",1,1,0,0
"55500",0,1,1,1
"55224",NA,NA,NA,NA
"8790",0,1,1,1
"51086",NA,NA,NA,NA
"2181",0,1,0,0
"2180",0,1,1,0
"2182",1,1,0,1
"81616",NA,NA,NA,NA
"51703",1,0,1,0
"23305",0,1,1,1
"116285",NA,NA,NA,NA
"5167",1,1,1,1
"5169",1,1,1,1
"6785",NA,NA,NA,NA
"60481",1,0,1,0
"54898",NA,NA,NA,NA
"79071",NA,NA,NA,NA
"1579",NA,NA,NA,NA
"2194",0,1,1,0
"10999",0,1,0,0
"376497",1,0,0,1
"230",1,1,1,1
"226",1,1,1,1
"229",1,1,1,1
"5208",1,0,1,1
"5207",NA,NA,NA,NA
"2203",0,1,0,0
"5210",1,1,1,1
"5209",1,1,0,0
"8789",0,1,1,0
"2235",1,1,1,1
"10840",NA,NA,NA,NA
"79901",0,1,0,0
"197258",0,1,0,1
"125061",1,1,1,1
"1719",1,0,0,1
"2356",0,1,1,0
"155184",NA,NA,NA,NA
"29988",1,1,1,1
"66035",NA,NA,NA,NA
"6518",0,0,0,1
"6514",NA,NA,NA,NA
"160428",NA,NA,NA,NA
"25902",1,0,0,1
"4522",1,1,1,1
"2519",0,1,1,0
"2517",0,0,1,1
"2184",1,0,1,0
"2271",1,1,1,1
"2523",NA,NA,NA,NA
"2525",NA,NA,NA,NA
"10690",NA,NA,NA,NA
"2683",1,0,1,0
"9334",1,0,1,0
"8704",NA,NA,NA,NA
"8703",1,1,1,1
"2820",1,1,0,0
"5832",1,1,1,0
"9563",1,1,0,1
"2539",0,1,1,1
"2542",0,0,1,0
"2593",0,1,0,1
"9514",NA,NA,NA,NA
"5476",0,0,1,1
"2720",1,1,0,0
"2588",0,1,0,1
"2581",0,0,1,1
"2583",NA,NA,NA,NA
"55454",0,1,1,0
"55790",0,1,1,1
"79586",0,1,1,0
"337876",NA,NA,NA,NA
"22856",1,0,0,1
"63917",NA,NA,NA,NA
"11226",1,1,0,1
"55568",1,0,1,0
"2589",0,0,1,1
"51809",0,1,0,0
"8693",1,0,0,1
"2591",1,0,0,0
"117248",NA,NA,NA,NA
"26290",NA,NA,NA,NA
"114805",NA,NA,NA,NA
"79695",NA,NA,NA,NA
"50614",NA,NA,NA,NA
"79623",NA,NA,NA,NA
"2590",1,0,1,0
"11227",NA,NA,NA,NA
"81031",NA,NA,NA,NA
"126792",0,1,1,1
"11285",1,0,1,0
"8972",1,0,0,1
"175",0,0,1,0
"26301",NA,NA,NA,NA
"4329",1,1,1,1
"7915",0,1,0,1
"2731",1,1,1,1
"275",1,0,1,1
"2653",1,1,0,0
"2651",NA,NA,NA,NA
"55343",NA,NA,NA,NA
"8836",1,1,0,1
"79017",1,0,0,1
"8908",NA,NA,NA,NA
"2992",1,1,1,1
"2997",0,1,0,1
"2998",NA,NA,NA,NA
"2687",NA,NA,NA,NA
"6472",1,1,1,1
"6470",0,1,1,1
"2717",0,1,1,1
"2632",1,1,0,1
"2990",1,1,0,1
"8372",0,1,1,0
"26035",1,0,1,0
"54480",0,1,1,0
"2131",1,1,1,1
"2132",1,0,1,0
"27087",NA,NA,NA,NA
"26229",0,1,1,1
"135152",NA,NA,NA,NA
"4669",1,1,1,0
"64579",NA,NA,NA,NA
"9348",NA,NA,NA,NA
"8509",0,1,1,0
"3340",0,1,0,0
"2137",NA,NA,NA,NA
"2135",0,0,1,1
"2134",NA,NA,NA,NA
"144195",NA,NA,NA,NA
"154091",NA,NA,NA,NA
"11182",1,1,1,1
"56606",1,1,1,1
"6523",NA,NA,NA,NA
"178",0,1,1,1
"5837",NA,NA,NA,NA
"5834",1,1,1,1
"5836",0,1,0,1
"2729",0,1,0,1
"2730",0,1,1,1
"2746",1,1,1,1
"2747",1,1,1,1
"10841",NA,NA,NA,NA
"27165",NA,NA,NA,NA
"2744",1,1,1,1
"79751",1,0,1,0
"83733",NA,NA,NA,NA
"2639",1,1,1,1
"57084",NA,NA,NA,NA
"57030",NA,NA,NA,NA
"246213",NA,NA,NA,NA
"51179",NA,NA,NA,NA
"54363",NA,NA,NA,NA
"2628",0,0,1,0
"9380",1,1,1,1
"2712",0,0,1,1
"2713",NA,NA,NA,NA
"2710",1,0,1,0
"3029",1,1,1,1
"6536",NA,NA,NA,NA
"5226",1,1,1,1
"27232",NA,NA,NA,NA
"57678",NA,NA,NA,NA
"80055",NA,NA,NA,NA
"54965",1,0,1,0
"93183",0,0,1,1
"2936",1,1,1,1
"2876",1,1,1,1
"7001",1,1,1,1
"5052",1,1,1,1
"2879",1,1,1,1
"2877",NA,NA,NA,NA
"257202",NA,NA,NA,NA
"2878",1,0,1,1
"2882",0,0,1,1
"10935",1,1,1,1
"2937",0,1,1,1
"2678",0,1,1,0
"2679",NA,NA,NA,NA
"2983",1,0,1,1
"4881",NA,NA,NA,NA
"3000",0,0,0,1
"2974",NA,NA,NA,NA
"4882",NA,NA,NA,NA
"2986",NA,NA,NA,NA
"2982",0,0,1,0
"2984",NA,NA,NA,NA
"2977",NA,NA,NA,NA
"9615",NA,NA,NA,NA
"763",NA,NA,NA,NA
"11238",0,1,1,1
"23556",1,0,1,1
"55650",NA,NA,NA,NA
"53905",NA,NA,NA,NA
"50506",NA,NA,NA,NA
"343",NA,NA,NA,NA
"5281",NA,NA,NA,NA
"84720",1,1,1,0
"54872",1,1,1,0
"80235",NA,NA,NA,NA
"128869",0,1,1,0
"10026",1,0,1,0
"51604",0,0,1,1
"94005",0,1,1,0
"8733",1,1,0,0
"3028",1,1,1,1
"3033",1,1,1,1
"3037",NA,NA,NA,NA
"3038",NA,NA,NA,NA
"3036",NA,NA,NA,NA
"27235",NA,NA,NA,NA
"6522",0,0,1,1
"83697",NA,NA,NA,NA
"6521",1,1,1,0
"6508",NA,NA,NA,NA
"2645",NA,NA,NA,NA
"3098",1,1,1,1
"3099",0,0,1,0
"80201",NA,NA,NA,NA
"3101",1,1,0,1
"3081",1,1,1,1
"11112",1,1,1,1
"3067",1,1,1,1
"496",NA,NA,NA,NA
"495",1,1,1,1
"8942",1,1,0,1
"3157",1,1,1,0
"3158",NA,NA,NA,NA
"54511",NA,NA,NA,NA
"3155",1,1,1,1
"3162",0,0,1,1
"26062",NA,NA,NA,NA
"197257",1,0,0,0
"6448",0,0,1,1
"3290",1,1,1,1
"3291",NA,NA,NA,NA
"3292",NA,NA,NA,NA
"3294",NA,NA,NA,NA
"51478",0,1,0,0
"3283",NA,NA,NA,NA
"3284",NA,NA,NA,NA
"80270",1,1,1,1
"57026",0,1,1,0
"3419",1,1,1,1
"3421",1,1,1,1
"3420",1,1,1,1
"3417",0,1,1,0
"3418",1,1,1,1
"7173",NA,NA,NA,NA
"3425",1,1,1,0
"587",1,1,1,1
"8501",NA,NA,NA,NA
"55586",NA,NA,NA,NA
"114134",1,1,1,1
"6526",1,0,0,0
"3422",0,1,1,1
"91734",NA,NA,NA,NA
"160728",NA,NA,NA,NA
"8801",1,1,1,1
"8802",1,1,1,1
"8803",1,1,1,1
"9990",0,1,0,0
"6560",1,1,1,1
"57468",NA,NA,NA,NA
"3795",0,1,1,0
"84679",1,1,0,0
"23315",NA,NA,NA,NA
"8564",1,0,0,1
"3938",NA,NA,NA,NA
"53",1,1,0,1
"3931",1,0,0,1
"387775",NA,NA,NA,NA
"124637",NA,NA,NA,NA
"366",1,1,1,1
"11283",1,0,0,0
"4047",0,1,1,0
"1178",1,1,0,0
"5321",1,1,1,1
"29124",NA,NA,NA,NA
"51268",NA,NA,NA,NA
"4023",1,0,1,1
"1056",NA,NA,NA,NA
"3990",NA,NA,NA,NA
"80339",NA,NA,NA,NA
"11343",0,0,0,1
"50487",NA,NA,NA,NA
"9227",1,1,1,1
"6309",NA,NA,NA,NA
"4048",1,1,1,1
"4258",0,1,1,0
"4259",1,1,1,1
"4056",1,1,1,1
"2954",0,1,0,1
"2548",0,0,0,1
"56922",1,1,1,0
"64087",1,1,1,1
"23417",1,0,1,1
"4357",1,0,0,1
"4190",0,0,1,1
"4191",1,1,1,1
"4200",1,1,1,1
"4199",0,1,1,0
"10873",1,1,1,1
"3620",0,1,0,0
"1545",1,0,0,0
"1543",1,1,1,1
"1557",NA,NA,NA,NA
"1544",NA,NA,NA,NA
"27430",1,1,1,1
"4144",0,1,1,1
"4143",1,1,1,1
"4548",0,0,1,1
"4598",0,1,1,1
"8867",0,1,0,1
"3635",1,1,1,1
"3632",1,1,1,1
"3636",0,1,1,1
"27124",NA,NA,NA,NA
"3633",0,1,1,0
"56623",NA,NA,NA,NA
"3628",0,1,1,0
"3706",NA,NA,NA,NA
"3707",0,1,1,1
"80271",0,0,1,1
"51477",0,1,0,0
"8821",1,1,1,1
"3631",0,1,1,0
"2595",1,1,1,0
"84693",0,0,1,1
"4594",0,0,1,1
"80168",NA,NA,NA,NA
"116255",NA,NA,NA,NA
"4507",1,1,1,1
"10797",1,1,1,0
"56913",1,1,1,0
"91703",1,1,1,1
"443",NA,NA,NA,NA
"4668",0,1,0,1
"9498",NA,NA,NA,NA
"57282",1,1,1,1
"6528",NA,NA,NA,NA
"482",NA,NA,NA,NA
"476",1,1,1,1
"480",NA,NA,NA,NA
"483",1,1,1,1
"23439",NA,NA,NA,NA
"477",1,1,0,0
"481",1,1,0,1
"478",1,1,1,1
"6549",NA,NA,NA,NA
"6550",NA,NA,NA,NA
"6548",0,0,1,1
"84735",1,0,0,0
"55748",1,1,1,1
"6559",NA,NA,NA,NA
"57419",NA,NA,NA,NA
"123041",NA,NA,NA,NA
"9187",NA,NA,NA,NA
"25769",NA,NA,NA,NA
"124583",0,1,0,1
"79077",0,1,1,0
"9583",1,0,1,1
"1841",1,1,1,1
"4832",1,0,0,1
"4830",1,1,1,1
"29922",1,0,1,1
"10201",1,0,1,0
"4831",1,1,1,1
"4833",0,0,0,1
"57127",NA,NA,NA,NA
"6005",1,1,1,1
"6557",NA,NA,NA,NA
"6558",0,1,0,0
"349565",1,1,0,1
"64802",0,0,1,1
"23057",NA,NA,NA,NA
"10135",1,1,1,1
"4837",NA,NA,NA,NA
"5409",NA,NA,NA,NA
"4843",NA,NA,NA,NA
"4846",NA,NA,NA,NA
"4842",NA,NA,NA,NA
"4860",1,1,1,1
"6580",NA,NA,NA,NA
"55808",NA,NA,NA,NA
"30833",0,1,0,1
"5251",1,0,1,1
"56953",NA,NA,NA,NA
"4907",1,1,1,0
"6476",NA,NA,NA,NA
"5009",NA,NA,NA,NA
"5019",1,1,1,1
"64064",NA,NA,NA,NA
"1629",1,1,1,1
"594",0,1,0,0
"593",1,1,1,0
"26873",0,0,1,1
"4942",0,1,1,0
"7372",0,1,0,1
"10861",NA,NA,NA,NA
"1811",NA,NA,NA,NA
"1836",1,1,1,1
"1583",1,1,1,1
"1584",NA,NA,NA,NA
"1585",NA,NA,NA,NA
"1586",NA,NA,NA,NA
"1588",NA,NA,NA,NA
"1576",NA,NA,NA,NA
"1593",0,1,0,1
"1548",NA,NA,NA,NA
"1553",NA,NA,NA,NA
"1562",NA,NA,NA,NA
"1558",NA,NA,NA,NA
"1559",NA,NA,NA,NA
"1565",1,1,1,1
"1572",NA,NA,NA,NA
"51302",NA,NA,NA,NA
"64816",NA,NA,NA,NA
"1577",NA,NA,NA,NA
"1551",NA,NA,NA,NA
"10858",NA,NA,NA,NA
"66002",1,1,1,1
"8529",NA,NA,NA,NA
"4051",1,1,0,0
"9420",1,1,1,1
"1582",NA,NA,NA,NA
"5831",1,1,0,0
"5050",1,1,1,1
"5051",1,0,1,1
"5049",1,1,1,1
"5048",1,1,1,1
"7941",1,1,0,0
"347734",1,0,0,1
"57194",NA,NA,NA,NA
"5337",0,1,0,1
"5338",1,0,1,1
"130013",NA,NA,NA,NA
"5091",0,1,0,1
"5244",NA,NA,NA,NA
"5136",NA,NA,NA,NA
"5142",NA,NA,NA,NA
"5137",0,1,1,1
"5151",NA,NA,NA,NA
"50940",NA,NA,NA,NA
"5139",1,1,1,1
"5140",1,1,0,0
"27115",NA,NA,NA,NA
"5144",1,0,0,0
"5153",NA,NA,NA,NA
"5150",0,1,1,1
"5138",1,1,1,1
"8622",NA,NA,NA,NA
"5141",1,1,1,1
"5143",NA,NA,NA,NA
"10846",NA,NA,NA,NA
"5152",NA,NA,NA,NA
"5148",NA,NA,NA,NA
"8654",0,0,0,1
"5145",NA,NA,NA,NA
"5147",0,1,1,0
"5146",NA,NA,NA,NA
"5158",NA,NA,NA,NA
"5149",1,1,1,1
"1737",1,1,1,1
"5162",1,1,1,1
"5160",1,1,1,1
"5161",NA,NA,NA,NA
"55163",0,1,1,1
"10396",1,1,0,1
"5105",NA,NA,NA,NA
"5106",0,0,0,1
"8310",1,0,1,0
"5833",0,1,1,1
"10400",NA,NA,NA,NA
"26227",0,1,0,0
"5730",1,1,1,1
"27306",0,0,1,0
"9536",0,0,1,0
"80142",0,1,1,1
"5740",1,1,1,1
"114971",0,1,1,1
"9489",1,0,1,1
"5743",1,1,1,1
"5742",1,1,0,0
"6898",NA,NA,NA,NA
"5053",NA,NA,NA,NA
"5264",NA,NA,NA,NA
"5728",0,1,1,0
"8871",1,1,0,0
"8395",1,1,1,1
"8394",0,1,1,1
"23396",0,1,1,1
"5297",0,1,1,0
"55361",1,0,1,0
"5298",0,1,1,0
"5295",1,1,1,1
"23533",1,1,0,1
"5290",0,1,1,1
"5293",0,1,1,1
"5296",NA,NA,NA,NA
"8503",NA,NA,NA,NA
"5291",0,1,1,1
"5294",0,1,0,1
"10870",1,1,1,1
"4952",1,1,1,1
"23236",1,1,1,1
"5336",0,1,1,0
"5335",0,1,1,1
"5334",0,0,1,1
"5331",0,1,0,1
"257068",NA,NA,NA,NA
"84812",NA,NA,NA,NA
"5330",1,1,1,1
"23007",NA,NA,NA,NA
"51196",NA,NA,NA,NA
"5332",1,1,1,1
"113026",NA,NA,NA,NA
"5333",0,1,1,0
"89869",0,1,0,0
"5288",NA,NA,NA,NA
"5286",0,1,1,1
"5287",0,0,1,0
"200576",1,0,1,0
"5305",1,1,1,1
"79837",0,1,1,0
"5289",0,1,0,1
"5277",NA,NA,NA,NA
"51227",NA,NA,NA,NA
"8818",NA,NA,NA,NA
"9091",0,1,1,0
"5279",NA,NA,NA,NA
"5283",NA,NA,NA,NA
"123745",NA,NA,NA,NA
"8398",0,1,1,1
"64600",NA,NA,NA,NA
"81579",NA,NA,NA,NA
"100137049",NA,NA,NA,NA
"5322",NA,NA,NA,NA
"5320",NA,NA,NA,NA
"30814",NA,NA,NA,NA
"26279",1,1,1,1
"5319",NA,NA,NA,NA
"10654",1,1,1,1
"117283",NA,NA,NA,NA
"9807",1,0,1,0
"51447",NA,NA,NA,NA
"8876",1,0,0,1
"8875",1,1,1,1
"55350",NA,NA,NA,NA
"27068",1,1,1,1
"8613",NA,NA,NA,NA
"8611",1,1,1,1
"8612",NA,NA,NA,NA
"5498",1,0,1,0
"8288",0,1,0,1
"9588",1,1,1,1
"4353",1,1,1,1
"5625",NA,NA,NA,NA
"6578",NA,NA,NA,NA
"23761",1,1,0,0
"9791",0,1,1,0
"81490",0,0,0,1
"10005",0,1,1,0
"10965",0,1,1,1
"122970",NA,NA,NA,NA
"5805",NA,NA,NA,NA
"6303",NA,NA,NA,NA
"112483",0,1,1,0
"8566",1,1,1,1
"151531",NA,NA,NA,NA
"7378",0,1,1,1
"2944",1,0,0,0
"64080",0,1,1,0
"5959",NA,NA,NA,NA
"8608",NA,NA,NA,NA
"112724",1,0,1,0
"157506",1,0,0,0
"51109",1,1,1,1
"57665",1,1,1,1
"195814",NA,NA,NA,NA
"145226",NA,NA,NA,NA
"50700",NA,NA,NA,NA
"8228",1,1,1,1
"113278",NA,NA,NA,NA
"54981",0,0,0,1
"6482",0,1,1,1
"6484",1,1,1,0
"6483",1,1,1,1
"10090",NA,NA,NA,NA
"9653",0,0,1,0
"3423",0,1,0,1
"222537",NA,NA,NA,NA
"9957",NA,NA,NA,NA
