"","GSM565281","GSM565282","GSM565283","GSM565284","GSM565285","GSM565286","GSM1070755","GSM1070756","GSM1070759","GSM1070760","GSM1070763","GSM1070764"
"81579",0,0,0,1,0,1,1,1,1,0,1,0
"100137049",0,1,0,1,1,0,1,0,1,0,1,0
"5322",0,0,0,0,0,0,0,0,0,0,0,0
"5320",1,1,1,0,0,0,1,1,0,0,0,0
"30814",1,1,0,0,1,1,0,1,1,1,0,0
"26279",1,1,1,0,1,0,0,0,0,1,0,0
"5319",0,0,0,0,0,0,0,0,0,0,0,0
"10654",1,1,1,1,1,1,1,0,1,0,1,1
"117283",0,0,0,0,0,0,0,0,0,0,0,0
"9807",1,1,1,1,1,1,1,1,1,1,1,1
"51447",1,1,1,1,1,1,1,1,1,1,1,1
"8876",0,0,0,0,0,0,0,0,0,0,0,0
"8875",1,0,0,1,0,1,1,0,1,0,1,0
"55350",1,1,1,1,1,0,0,1,0,1,0,0
"27068",1,1,1,0,0,0,0,1,0,1,0,0
"8613",0,0,0,0,0,0,0,0,0,0,0,0
"8611",1,1,1,1,1,1,0,1,1,1,1,1
"8612",0,0,0,0,0,0,0,0,0,0,0,0
"5498",0,0,0,1,1,1,1,0,1,0,1,0
"8288",1,0,1,1,0,0,1,0,1,1,0,0
"9588",1,1,1,1,1,1,1,1,1,1,1,1
"4353",0,0,0,0,0,0,0,0,0,0,0,0
"5625",1,1,0,0,0,0,1,1,1,1,1,0
"6578",1,0,1,0,1,0,0,1,1,0,0,1
"23761",1,1,1,1,0,1,0,1,0,1,0,1
"9791",1,1,1,1,1,1,1,1,1,1,1,1
"81490",1,1,0,1,0,1,0,0,0,1,1,1
"10005",1,0,0,1,1,1,1,0,1,0,1,0
"10965",0,0,0,0,1,1,1,0,1,0,1,0
"122970",0,0,0,0,0,0,1,0,0,0,0,0
"5805",1,1,1,0,1,1,0,1,1,1,0,1
"6303",1,1,1,1,1,1,1,1,1,1,1,1
"112483",1,1,1,1,1,1,1,0,1,0,1,0
"8566",1,1,1,0,0,0,0,1,0,1,0,1
"151531",0,0,0,0,0,0,0,0,0,0,0,0
"7378",1,1,1,1,1,1,1,1,1,1,0,1
"2944",1,1,1,1,1,0,0,0,1,0,1,1
"64080",0,1,0,0,1,0,0,1,0,1,0,0
"5959",1,0,0,1,0,1,1,0,1,0,1,0
"8608",1,0,0,0,1,0,1,1,0,0,0,1
"112724",0,0,0,0,0,0,0,0,1,1,1,1
"157506",1,1,1,1,1,1,0,1,0,1,0,1
"51109",1,1,1,1,1,1,1,1,1,1,1,1
"57665",1,1,1,1,0,1,1,1,1,0,1,1
"195814",0,0,0,0,0,0,0,0,0,0,0,0
"145226",0,0,0,0,0,0,0,0,0,0,0,0
"50700",1,0,0,0,1,0,0,1,0,1,0,1
"8228",1,1,0,0,1,0,0,0,0,0,1,0
"113278",0,0,0,0,0,0,0,0,0,1,0,0
"54981",0,1,0,1,1,1,1,0,1,0,1,0
"6482",1,1,1,1,0,0,1,0,1,0,1,0
"6484",1,0,0,1,0,1,1,1,0,0,0,1
"6483",1,1,1,1,0,1,0,0,0,0,1,1
"10090",0,0,0,0,0,0,0,0,0,0,0,0
"9653",0,0,0,0,1,1,0,1,0,1,0,1
"3423",1,0,0,1,0,1,0,0,1,1,0,1
"222537",0,0,0,0,0,0,0,0,1,0,0,1
"9957",1,1,1,0,0,1,0,0,0,1,0,1
"9951",0,0,0,0,0,0,0,0,0,0,0,0
"9956",1,1,1,0,1,0,1,0,0,0,0,0
"9955",0,0,0,0,0,0,0,0,0,0,0,0
"9953",1,1,0,0,1,0,1,1,0,0,1,0
"55501",1,0,0,1,0,1,1,0,1,0,1,0
"113189",1,1,1,1,1,1,1,0,1,0,1,0
"50515",1,1,1,1,1,1,1,1,1,1,1,1
"166012",0,0,0,0,0,0,0,0,0,0,0,0
"411",0,1,1,0,1,1,0,1,1,1,1,1
"23563",0,1,1,1,0,0,1,1,1,0,1,0
"4166",0,0,0,0,0,0,0,0,0,0,0,0
"10164",1,1,1,1,0,0,1,0,0,1,0,0
"9435",0,0,1,0,1,1,1,0,1,0,1,1
"8534",1,0,0,0,1,0,0,1,0,1,1,1
"9469",1,0,1,0,1,0,1,1,0,1,1,1
"56548",1,0,0,1,1,1,0,1,0,1,0,1
"266722",0,0,0,0,0,0,0,0,0,0,0,0
"9394",1,1,1,0,0,0,0,1,0,1,0,0
"90161",0,0,0,0,0,0,0,0,0,0,0,0
"2799",1,0,0,1,1,1,1,0,1,1,0,0
"10157",0,0,0,0,0,0,0,0,0,0,0,0
"118881",0,0,0,0,0,0,1,0,1,0,1,1
"3176",0,0,0,0,0,0,0,0,0,0,0,0
"1757",1,1,0,0,1,1,0,1,0,0,1,1
"81537",0,0,0,1,1,1,1,0,1,0,1,0
"6652",0,1,1,0,0,1,0,1,0,1,1,1
"6342",1,1,1,1,1,1,1,1,1,1,1,1
"9056",1,0,0,0,1,0,0,0,0,1,0,1
"55304",0,0,0,0,0,0,0,0,0,0,0,0
"9517",0,0,0,1,1,1,1,1,1,1,0,0
"10558",0,1,1,1,1,1,1,1,0,1,0,0
"2098",1,1,1,1,1,1,1,1,1,1,1,1
"8879",1,1,1,1,0,0,0,1,0,1,0,1
"8869",0,0,1,1,1,1,1,0,1,0,1,0
"56848",0,0,0,1,0,1,1,0,1,0,1,0
"8877",1,1,1,0,0,0,0,1,0,1,0,1
"130752",0,0,0,0,0,0,0,0,0,0,0,0
"339221",0,0,0,0,0,0,0,1,0,0,0,1
"55627",1,1,1,1,1,1,1,1,1,1,1,1
"55512",0,1,0,0,0,1,1,1,0,0,0,1
"6609",1,0,0,1,1,0,1,0,1,0,1,0
"6610",0,1,0,0,1,0,0,0,1,1,1,1
"259230",0,0,1,0,0,1,1,1,0,0,1,1
"116369",0,0,0,0,0,0,0,0,0,0,0,0
"115111",0,0,0,0,0,0,0,0,0,0,0,0
"115019",0,0,0,0,0,0,0,0,0,1,0,0
"284129",0,0,0,0,0,0,1,0,1,0,1,1
"26266",1,1,1,0,0,0,0,1,0,1,0,1
"6646",0,0,1,0,1,1,1,1,1,0,0,0
"6649",1,1,1,0,1,0,1,1,0,0,0,1
"6648",0,0,1,0,1,1,0,1,0,0,0,0
"6647",1,1,1,1,1,1,1,1,1,1,1,1
"6697",1,1,1,0,1,0,0,1,0,1,0,1
"6723",1,1,1,1,1,1,1,1,1,1,1,1
"6611",1,1,1,1,1,1,1,1,1,1,1,1
"6713",1,1,1,1,1,1,0,1,0,1,1,1
"2222",1,1,1,1,1,1,1,1,1,1,1,1
"6715",0,0,0,1,1,1,1,1,0,1,0,0
"6716",1,1,0,1,0,0,0,1,0,1,0,0
"15",0,0,0,0,0,0,1,0,0,0,0,0
"6532",1,0,1,1,1,0,0,1,0,1,0,1
"6487",0,0,0,0,0,0,0,0,0,0,0,0
"10402",0,0,0,0,0,0,0,0,0,0,0,0
"10610",1,1,1,0,1,0,0,1,0,1,1,1
"81849",0,0,0,0,0,0,0,0,0,0,0,0
"256435",0,0,0,0,0,0,0,0,0,0,0,0
"30815",1,1,1,1,1,1,1,0,1,0,1,0
"6489",0,0,0,1,0,0,0,0,0,0,0,0
"29906",0,0,0,0,1,1,1,1,0,1,0,1
"412",0,0,0,0,0,0,0,0,1,0,0,0
"6391",0,0,0,1,1,1,1,0,1,0,1,0
"6390",1,1,1,1,1,1,1,1,1,1,1,1
"6392",1,1,1,1,1,1,1,1,1,1,1,1
"6389",1,1,1,1,1,1,1,1,1,1,1,1
"6821",1,0,1,1,1,0,0,0,1,0,1,1
"6533",0,0,1,0,1,1,0,1,0,1,0,1
"5092",0,0,1,0,0,1,0,1,1,1,0,0
"23530",0,0,0,1,1,1,1,0,1,0,1,0
"79178",1,1,1,0,0,0,0,0,1,1,0,0
"6567",1,1,1,0,1,0,0,1,0,0,0,1
"1890",1,1,0,1,0,0,0,0,1,0,1,1
"55217",0,0,0,1,1,0,0,0,1,0,1,0
"7296",1,1,1,1,1,1,1,1,1,1,1,1
"11181",0,0,0,0,0,1,0,0,0,0,0,1
"80162",0,0,1,1,1,0,0,1,0,1,0,1
"7166",0,0,0,0,0,0,0,0,0,0,0,0
"121278",0,0,0,0,0,0,0,0,0,0,0,0
"169355",0,0,0,0,0,0,0,0,0,0,0,0
"6999",0,0,0,0,0,0,0,0,0,0,0,0
"6561",0,0,0,0,0,0,0,0,0,0,0,0
"6916",0,0,0,1,1,1,0,0,1,0,0,0
"7054",0,0,0,0,0,0,0,0,0,0,0,0
"7306",0,0,0,0,0,0,0,0,0,0,0,0
"10020",0,0,0,0,1,1,1,0,1,0,1,0
"29880",1,1,1,1,1,1,1,1,1,1,1,1
"7355",0,0,0,1,0,1,0,1,0,1,0,0
"7358",1,1,0,1,1,0,1,0,1,1,1,0
"23169",0,0,0,1,0,1,0,1,0,1,0,1
"80146",1,1,1,1,1,1,0,1,1,1,1,1
"5168",0,0,0,0,0,0,0,0,0,0,0,0
"84912",1,1,1,1,1,1,1,0,1,0,1,1
"3906",0,1,0,0,1,0,1,1,0,0,1,1
"7357",1,1,0,1,0,0,0,1,0,1,0,1
"11046",1,0,0,1,0,0,1,0,1,0,1,1
"54576",1,1,0,0,1,0,1,0,0,1,0,0
"54575",0,1,0,0,1,0,0,1,0,1,0,0
"54657",0,1,0,0,1,0,0,1,0,1,0,0
"54659",0,1,0,0,1,0,0,1,0,1,0,0
"54658",0,1,0,0,1,0,0,1,0,1,0,0
"54577",0,1,0,0,1,0,0,0,0,1,0,0
"54600",1,1,0,0,1,0,1,0,0,1,0,0
"54579",0,1,0,0,1,0,0,1,0,1,0,0
"54578",0,1,0,0,1,0,0,0,0,1,0,0
"7364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54490",1,1,0,0,1,1,0,1,1,1,0,0
"7367",0,0,0,0,0,0,0,0,0,0,0,0
"7365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10720",1,1,0,0,1,1,0,1,1,1,0,0
"7363",0,0,0,0,0,0,0,0,0,0,0,0
"54963",1,1,1,1,0,1,1,1,1,1,1,1
"7498",1,1,1,0,1,0,0,0,0,1,0,1
"9942",0,0,0,0,0,0,0,0,0,0,0,0
"64132",0,1,1,0,0,1,0,1,0,1,0,0
"64131",0,0,1,1,1,1,0,0,1,1,0,1
"51181",1,1,1,1,1,1,1,1,1,1,1,1
"64077",1,0,0,0,1,0,1,0,1,0,1,1
"5464",1,1,1,1,1,1,1,1,1,1,1,1
"10724",1,1,1,1,1,1,1,1,1,1,1,1
"94033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2495",1,1,1,1,1,1,1,1,1,1,1,1
"1356",1,1,0,0,0,0,1,0,0,0,0,0
"2512",1,1,1,1,1,1,1,1,1,1,1,1
"1727",1,1,1,1,1,1,1,1,1,1,1,1
"51706",1,0,1,0,0,0,1,0,1,0,1,0
"51700",0,0,0,0,0,0,0,0,0,0,0,0
"10587",1,1,0,0,0,0,1,0,1,0,0,1
"80347",1,1,1,1,1,1,1,1,1,1,1,1
"84618",0,0,0,0,0,0,0,0,0,0,0,0
"22978",0,1,0,1,0,1,1,0,1,0,1,0
"51251",1,1,1,1,1,1,0,1,0,1,0,0
"93034",0,0,0,0,0,0,0,0,0,0,0,0
"100526794",1,1,1,1,0,1,1,1,1,0,1,1
"353",1,1,1,1,1,1,1,1,1,1,1,1
"3251",1,1,1,1,1,1,1,1,1,1,1,1
"56954",1,1,1,1,1,1,1,1,1,1,1,1
"5313",1,0,0,0,1,0,1,1,0,1,1,0
"728441",1,0,0,0,0,1,0,0,0,0,1,1
"124975",0,0,0,0,0,0,0,1,0,0,0,0
"91227",1,0,0,0,0,1,0,0,1,0,1,1
"102724197",1,0,0,0,0,1,0,0,0,0,1,1
"92086",1,0,0,0,1,1,0,0,0,0,1,1
"2686",0,0,0,0,0,0,0,0,1,1,1,1
"5211",1,0,0,0,1,0,1,0,1,0,1,0
"1491",0,0,0,0,1,1,0,1,0,1,0,1
"2819",1,0,1,0,1,0,1,1,0,0,0,1
"29925",0,1,1,0,1,1,1,1,1,1,1,1
"29926",0,1,0,0,0,1,1,0,1,1,0,0
"102724560",0,0,0,0,1,1,1,0,1,0,1,0
"875",0,0,0,0,1,1,1,0,1,0,1,0
"249",0,0,0,0,0,0,0,0,0,0,0,0
"22934",1,1,1,1,1,1,1,1,1,1,1,1
"2766",1,0,1,0,1,1,0,1,1,0,0,0
"51292",1,1,1,1,1,1,1,1,1,0,1,0
"57571",0,0,0,0,0,0,0,0,0,0,0,1
"8833",1,1,1,0,1,1,1,1,1,1,1,1
"5538",1,1,1,1,1,1,1,1,1,1,1,1
"641371",0,0,0,0,1,1,1,0,1,0,1,0
"11332",0,0,1,0,1,1,1,0,1,0,1,0
"55825",0,0,0,1,1,1,1,0,1,0,1,0
"51102",0,1,1,0,0,1,0,1,0,1,0,1
"37",1,1,1,1,1,1,1,1,1,1,1,1
"33",0,0,0,0,0,0,0,0,0,0,0,0
"132158",1,1,1,1,1,1,0,0,0,1,0,0
"641649",1,1,1,1,1,1,1,1,0,0,1,1
"23475",0,0,0,0,1,1,0,0,0,0,1,1
"50484",1,1,1,1,1,1,0,0,1,0,1,1
"6240",1,1,1,1,1,1,1,1,1,1,1,1
"6241",1,1,1,1,1,1,1,1,1,1,1,1
"3156",1,0,1,1,0,1,1,1,0,0,1,1
"79966",0,1,0,1,0,1,0,1,0,0,0,0
"10588",1,1,1,0,0,0,1,1,0,0,0,1
"84890",1,1,1,1,1,1,0,1,0,1,1,1
"80025",0,1,1,0,0,1,1,1,1,0,1,0
"53354",0,0,0,0,0,0,0,0,0,0,0,0
"79646",1,1,1,1,1,1,0,1,0,1,0,1
"83594",0,0,0,0,0,0,0,0,0,0,0,0
"7263",0,1,1,0,1,1,1,0,1,0,1,0
"26275",0,0,1,0,0,1,0,1,0,1,0,1
"29920",1,1,1,1,1,1,1,1,1,0,1,0
"7389",0,1,0,1,1,1,1,0,1,0,1,0
"1595",1,0,0,0,1,1,1,1,0,1,0,1
"130367",0,0,0,0,0,0,0,1,0,1,0,1
"10478",0,1,1,0,1,0,0,1,0,1,1,1
"23443",0,0,1,1,0,1,0,1,1,0,1,0
"64240",0,0,0,0,0,0,0,0,0,0,0,0
"64241",0,0,0,0,0,0,0,0,0,1,0,0
"284111",0,0,0,0,0,0,0,0,0,0,0,0
"8435",1,0,0,0,1,0,0,0,1,1,1,0
"3988",1,0,0,1,1,1,1,0,1,0,1,0
"377677",0,0,0,0,0,0,0,1,0,1,0,0
"767",1,0,0,1,0,0,0,1,0,1,0,1
"765",1,1,1,0,0,0,1,0,0,1,1,0
"759",1,0,1,1,1,0,1,0,1,1,0,0
"760",0,1,1,0,1,0,0,1,0,1,0,1
"23632",1,1,1,0,1,0,0,0,0,1,0,1
"766",0,1,0,0,1,0,0,1,1,1,0,0
"771",0,1,1,0,1,0,0,1,0,1,0,1
"768",1,1,0,0,0,0,1,1,0,1,0,1
"762",0,0,1,0,1,1,0,1,0,0,0,0
"10057",1,0,1,1,0,0,1,0,1,0,1,0
"6556",1,0,1,0,1,0,1,1,0,0,0,0
"6568",0,0,1,1,1,0,1,1,0,0,0,1
"7779",1,1,1,1,1,1,0,1,1,1,1,1
"54020",1,0,1,1,0,1,1,0,1,1,1,0
"215",1,0,1,0,1,0,0,0,1,1,1,0
"5825",0,1,1,0,1,1,0,1,0,1,0,1
"641372",0,0,0,0,0,0,0,0,0,0,0,0
"9045",1,1,1,1,1,1,1,1,1,1,1,1
"4017",0,1,1,0,1,0,1,0,0,1,0,0
"84105",1,1,1,1,1,1,1,0,1,0,1,0
"25830",0,1,1,0,1,0,0,1,1,1,0,1
"84569",0,0,0,0,0,0,0,0,0,0,0,0
"4025",1,0,1,0,1,0,1,0,0,1,0,0
"54995",1,1,1,1,1,0,1,1,0,1,1,1
"93492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267",1,1,1,1,1,1,1,1,1,1,1,1
"10249",1,0,1,0,1,0,0,1,1,1,0,0
"1573",1,0,0,1,1,0,1,0,0,0,1,1
"1580",0,0,0,0,0,0,0,0,0,0,0,0
"199974",0,0,0,0,0,0,0,0,0,0,0,0
"260293",0,0,0,0,0,0,0,0,0,0,0,0
"1555",1,1,1,1,1,0,0,1,1,1,0,0
"1549",1,1,1,0,1,0,0,0,0,1,0,1
"57834",0,0,0,0,0,0,0,0,0,0,0,0
"29785",0,0,0,0,0,0,0,0,0,0,0,0
"1215",0,1,1,0,1,1,0,1,0,0,0,0
"1357",0,0,0,0,0,0,0,0,0,0,0,0
"93979",0,0,0,0,0,0,0,0,0,1,0,1
"57094",0,0,0,0,0,0,0,0,0,0,0,0
"1358",1,0,1,0,1,0,0,1,1,1,0,1
"7177",1,1,1,0,0,0,1,1,0,1,0,0
"64499",1,1,1,0,0,0,1,1,0,1,0,0
"23430",0,1,1,0,1,1,1,1,0,0,0,1
"1636",0,0,0,0,0,1,0,0,0,0,0,0
"9365",0,0,0,0,0,0,0,0,0,0,0,0
"9331",0,1,1,1,0,0,0,0,1,0,1,0
"7368",0,0,0,0,0,0,0,0,0,0,0,0
"5315",1,1,1,1,1,1,0,1,0,1,1,1
"1666",1,1,1,1,1,1,1,1,1,1,1,1
"874",0,0,0,0,1,1,1,0,1,0,1,0
"10901",1,1,1,1,1,1,1,0,1,0,1,1
"126410",0,0,0,0,0,0,0,0,1,0,0,0
"2053",1,1,0,0,0,1,0,0,0,0,1,1
"8897",1,0,0,1,0,0,0,0,1,1,0,1
"8898",1,0,1,0,0,1,0,1,0,1,0,1
"9152",0,1,1,0,1,0,0,1,0,1,0,1
"9497",1,0,1,1,1,1,1,1,1,1,0,1
"115584",0,0,0,0,0,0,0,0,0,0,0,1
"6575",0,0,1,0,0,1,0,1,0,0,1,1
"6574",1,1,1,1,1,1,1,1,1,1,1,1
"142680",0,0,0,0,0,0,0,0,0,1,0,0
"6534",1,0,1,0,0,1,0,1,0,1,0,1
"3293",0,1,0,1,0,1,0,0,1,0,0,0
"1622",1,1,1,1,1,1,1,1,1,1,1,1
"225",0,0,0,1,1,1,1,0,1,0,1,0
"28965",0,0,0,0,0,0,0,0,0,0,0,0
"23205",0,0,0,0,0,0,0,0,0,0,0,0
"26061",0,0,0,0,0,0,1,1,0,1,0,0
"54716",0,0,0,0,0,0,0,0,0,0,0,0
"6564",0,0,0,0,0,0,0,0,0,0,0,0
"113235",0,0,0,0,0,0,0,0,0,1,0,0
"1200",1,1,1,1,1,1,1,1,1,1,1,1
"2168",0,0,0,0,0,0,0,0,0,0,0,0
"51056",1,1,1,1,1,1,1,1,1,1,1,1
"9390",1,1,1,0,1,0,0,1,0,0,0,1
"5184",1,0,0,1,0,1,1,0,1,1,1,0
"4891",0,1,1,1,0,0,0,1,0,1,1,0
"30061",0,0,0,0,0,0,0,0,0,0,0,0
"248",0,1,1,0,0,1,0,1,0,0,0,1
"4524",1,0,0,1,0,0,1,0,1,0,1,0
"25796",1,1,1,1,1,1,1,0,1,0,1,1
"28982",1,1,1,1,1,1,0,1,0,0,1,1
"6120",0,0,0,0,1,1,1,1,0,1,0,1
"10864",1,0,0,1,1,0,1,1,0,1,0,0
"9376",1,1,1,0,1,0,0,0,1,1,0,0
"9356",0,0,0,1,1,1,1,1,0,1,1,1
"348932",0,0,0,0,0,0,1,0,0,0,0,1
"120103",0,0,0,0,0,0,0,0,0,0,1,1
"1080",0,0,0,0,0,0,0,0,0,1,0,0
"85320",0,0,0,0,0,0,0,0,0,0,0,0
"222962",1,1,1,1,1,1,1,1,0,1,0,1
"10351",0,0,0,0,0,0,0,0,0,0,0,0
"9429",1,0,0,0,1,1,1,0,0,0,1,0
"55867",1,0,0,0,0,0,0,0,0,1,0,0
"364",1,0,0,0,1,0,1,0,0,1,0,0
"89872",0,0,0,0,0,0,0,0,0,0,0,0
"360",0,1,0,0,1,1,0,1,0,1,0,1
"21",1,0,0,1,0,0,1,0,1,0,1,1
"24",1,1,0,0,1,0,0,0,0,1,0,1
"125206",0,0,0,0,0,0,0,0,0,1,0,0
"200010",0,0,0,0,0,0,0,0,0,1,0,0
"6524",1,1,1,0,1,0,1,0,0,1,0,1
"159963",0,0,0,0,0,0,0,0,0,0,0,0
"55065",0,1,0,0,1,1,1,1,0,0,1,0
"79581",1,1,1,0,0,1,0,1,0,1,0,1
"3767",0,0,0,0,0,0,0,0,0,1,0,1
"6833",1,1,0,1,0,0,0,0,0,1,1,1
"10060",0,0,0,0,0,0,0,0,0,0,0,0
"3764",1,1,1,0,1,0,1,1,0,0,0,1
"5947",0,1,1,0,1,1,0,0,0,1,0,1
"64220",1,0,0,0,1,0,1,1,0,1,0,1
"5950",0,0,0,0,0,0,0,0,0,0,0,0
"5948",0,0,0,0,0,0,0,1,0,0,0,0
"949",1,1,1,0,0,1,0,1,0,0,1,1
"29881",1,0,1,0,1,0,1,1,0,0,0,1
"2350",1,0,1,1,1,0,0,1,0,1,0,1
"3248",1,0,0,1,1,1,0,0,1,1,0,1
"166929",0,0,0,0,0,0,0,0,0,0,0,0
"56261",1,1,1,1,1,1,0,1,0,1,0,1
"3658",0,0,0,0,0,1,0,1,0,1,0,1
"203",1,0,0,1,0,0,0,0,1,0,1,1
"122481",0,0,0,0,0,0,0,0,0,0,0,0
"159",1,1,1,1,1,1,1,1,1,1,1,1
"122622",0,0,0,0,0,0,0,0,1,0,1,0
"11212",1,1,1,1,1,1,1,1,1,1,1,1
"383",0,0,0,0,0,0,0,0,0,0,0,0
"1371",1,1,1,1,1,1,1,1,1,1,1,1
"1503",1,1,1,1,1,1,0,1,0,1,0,1
"56474",1,0,0,0,0,1,1,0,1,0,1,0
"2987",1,1,1,1,1,1,1,1,1,1,1,1
"5860",1,1,1,1,1,1,1,1,1,1,1,1
"9453",0,1,0,1,0,1,1,0,1,0,1,0
"2027",0,1,0,0,0,1,1,0,1,0,1,0
"2026",1,1,1,1,1,1,1,1,1,1,1,1
"2023",1,1,1,1,1,1,1,1,1,1,1,1
"9843",0,0,0,0,0,0,0,0,0,0,0,0
"80308",0,1,1,0,0,1,0,1,0,1,0,1
"7360",1,1,1,1,1,1,1,1,1,1,1,1
"26330",0,0,0,0,0,0,0,0,0,0,0,0
"2597",1,1,1,1,1,1,1,1,1,1,1,1
"9945",0,1,0,0,1,0,0,1,0,1,1,0
"2673",1,1,1,1,1,1,1,1,1,1,0,1
"2752",0,0,0,0,1,1,1,1,1,1,0,0
"51557",0,0,0,0,0,0,0,0,0,0,0,0
"1800",1,1,0,0,0,0,0,1,0,1,0,1
"2762",1,1,0,0,0,1,1,0,1,0,1,1
"2643",1,1,1,1,1,1,1,1,1,1,1,1
"761",0,0,0,0,0,0,0,0,0,0,0,0
"359",1,0,0,0,1,0,0,1,0,1,0,1
"4284",0,1,0,0,0,0,0,0,1,1,0,1
"361",0,0,0,0,0,0,0,0,0,0,0,0
"358",1,1,1,0,1,0,0,0,0,1,0,1
"362",1,0,0,0,1,1,0,0,0,1,0,1
"3145",0,1,1,0,1,1,0,0,0,1,1,1
"586",0,0,0,0,1,1,0,1,0,1,0,1
"3614",0,1,1,0,1,0,1,1,1,0,0,0
"3615",1,1,1,1,1,1,1,1,1,1,1,1
"682",1,1,1,1,1,1,1,1,1,1,1,1
"4351",1,0,0,1,1,1,0,1,0,1,0,0
"441024",0,0,0,0,0,0,0,0,0,0,0,0
"100287639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65220",1,0,1,1,1,1,1,1,0,1,0,1
"389015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6553",0,0,0,0,1,1,0,1,0,0,1,1
"2821",1,1,1,1,1,1,1,1,1,1,1,1
"5230",1,1,1,1,1,1,1,1,1,1,1,1
"5232",0,0,0,0,0,0,0,0,0,0,0,0
"375056",1,1,0,1,0,0,1,1,1,1,0,0
"5236",1,1,1,1,1,1,1,1,1,1,1,1
"55276",1,1,1,1,1,1,1,1,0,1,0,0
"5373",1,1,1,1,1,1,0,1,0,1,1,1
"5372",0,0,0,1,1,1,1,0,1,0,1,1
"210",0,0,0,0,1,1,1,0,1,0,1,0
"60490",0,0,0,0,1,1,0,0,1,0,1,1
"79717",1,1,0,1,1,1,1,0,1,1,1,1
"58510",1,0,1,0,1,0,1,1,0,1,0,1
"153201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5634",1,1,1,1,1,1,1,1,1,1,1,1
"5631",1,1,1,1,1,1,1,1,1,1,1,1
"221823",0,1,1,0,1,1,0,1,0,0,0,1
"29968",0,0,1,0,1,1,1,0,1,0,1,0
"5723",0,1,0,0,1,1,1,0,1,0,1,0
"55312",1,1,1,0,1,1,1,1,0,1,1,1
"6888",1,1,1,1,1,1,1,1,1,1,1,1
"79896",0,0,0,0,0,0,0,0,0,0,0,0
"84076",0,0,0,0,0,0,0,0,0,0,0,0
"7086",1,1,1,1,1,1,1,1,1,1,1,1
"8277",1,0,0,1,1,0,0,0,1,1,0,0
"27010",0,1,0,0,1,1,1,0,1,0,1,0
"7167",1,1,1,1,1,1,1,1,1,1,1,1
"286016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2582",0,1,1,0,0,1,0,1,0,1,0,1
"6675",1,1,1,1,1,1,1,1,0,1,0,1
"91373",1,1,0,0,1,1,1,1,1,0,1,0
"7390",1,1,0,1,0,0,0,1,0,0,1,0
"8170",1,1,1,1,1,0,0,1,0,0,1,1
"6563",0,0,0,0,0,0,0,0,0,0,1,0
"374569",0,0,0,0,0,0,0,0,0,0,0,0
"100507855",1,1,0,0,1,0,0,1,0,1,1,1
"55191",1,1,0,0,0,1,0,0,1,0,1,1
"132",0,0,1,0,1,1,1,0,1,0,1,1
"97",0,0,1,0,0,1,1,0,1,0,1,0
"98",0,1,0,1,1,1,1,0,1,0,1,0
"112611",1,0,0,1,1,1,1,0,1,1,1,0
"51005",1,1,1,1,1,1,1,1,1,1,1,1
"471",1,1,1,1,1,1,1,1,1,1,1,1
"435",1,0,0,1,1,1,1,0,1,0,1,1
"171425",0,0,0,0,0,0,0,0,0,0,0,0
"10007",0,1,0,0,1,0,1,0,1,0,0,1
"132789",1,1,1,1,1,1,0,1,0,1,0,0
"2584",0,1,0,0,1,1,1,0,1,0,1,0
"2585",0,0,0,1,0,1,1,0,1,0,1,0
"2592",1,0,0,1,0,1,1,0,1,0,1,0
"5471",1,1,1,0,0,1,0,1,0,1,0,1
"84264",1,1,1,1,1,1,1,0,0,1,0,0
"3034",1,1,1,0,1,0,0,1,0,1,0,0
"144193",0,0,0,0,0,0,0,0,0,0,0,0
"2739",1,1,1,1,1,1,1,1,1,1,1,1
"3613",0,1,1,0,1,1,1,0,1,0,1,0
"3612",1,1,1,1,1,1,1,1,1,1,1,1
"8776",1,0,0,1,1,1,1,1,0,0,0,1
"2978",1,1,1,1,0,0,1,0,0,1,1,0
"4953",1,1,1,1,1,1,1,1,1,1,1,1
"5214",1,1,1,1,1,1,1,1,1,1,1,1
"5213",0,1,1,0,1,1,1,1,1,0,1,0
"6569",0,0,0,1,1,0,0,0,0,1,0,0
"10050",1,1,1,0,0,0,0,1,1,1,0,0
"10568",0,0,0,0,0,0,0,0,0,0,0,0
"10786",0,0,1,0,1,0,0,0,1,1,1,0
"10246",0,0,0,0,0,0,0,0,0,0,0,0
"5198",1,1,1,0,1,1,0,1,0,1,1,1
"113675",0,0,0,0,0,0,0,1,0,0,0,0
"7298",1,1,1,1,1,1,1,1,1,1,1,1
"131669",0,0,0,0,0,0,0,0,0,0,0,0
"5973",1,1,1,0,0,0,1,0,1,0,1,0
"1635",1,1,1,1,1,1,1,1,1,1,1,1
