"","GSM2579316","GSM2579320","GSM2579324","GSM2579328","GSM2579332","GSM2579336","GSM2579317","GSM2579321","GSM2579325","GSM2579329","GSM2579333","GSM2579337"
"29906",0,0,0,0,0,0,0,0,1,0,0,0
"5334",0,0,1,0,1,1,0,0,0,1,1,1
"10654",1,1,1,1,1,1,1,1,1,1,1,1
"9651",1,0,1,0,0,1,1,0,0,1,0,0
"9807",1,1,1,0,0,1,1,0,1,0,0,0
"412",1,1,0,1,1,0,0,0,0,1,1,0
"51196",0,1,1,1,1,0,1,0,0,0,0,0
"117283",1,1,1,1,1,1,1,1,1,1,1,1
"5331",0,0,0,0,1,1,0,1,1,1,1,1
"84812",0,1,0,0,1,1,0,0,1,1,0,1
"5330",0,1,0,1,1,1,0,0,1,1,1,1
"6391",0,1,0,0,0,1,1,1,0,0,1,0
"113026",0,0,0,0,0,0,1,1,0,0,0,0
"6392",1,1,1,1,1,1,1,1,1,1,1,1
"6390",1,1,1,1,1,1,1,1,1,1,1,1
"51447",1,1,1,1,1,1,1,1,1,1,1,1
"5333",1,1,1,1,1,1,1,1,1,1,1,0
"6389",0,0,1,1,1,1,1,1,1,0,0,0
"6821",0,0,1,0,0,1,1,0,0,0,1,1
"89869",1,1,1,1,1,1,1,1,1,1,1,1
"6533",1,1,1,0,1,0,1,1,0,0,1,0
"5288",0,0,0,1,0,0,0,0,0,0,0,1
"55350",1,1,1,1,1,1,1,1,1,1,1,1
"5092",1,1,1,1,1,1,1,1,1,1,1,1
"5287",0,1,1,0,1,1,1,0,1,0,0,1
"23530",1,0,1,1,0,1,0,0,1,0,0,0
"5286",1,0,0,1,1,1,1,0,1,0,1,1
"8876",1,1,1,1,1,1,1,1,1,1,1,1
"79178",1,1,0,1,1,0,1,1,1,0,1,1
"5305",1,1,1,1,1,1,1,1,1,1,1,1
"8875",0,1,1,1,1,1,1,0,1,0,0,0
"64499",1,1,1,1,1,1,1,1,1,1,1,1
"6567",0,0,0,1,0,0,0,0,0,0,0,1
"7177",1,1,1,1,1,1,1,1,1,1,1,1
"1890",1,1,1,1,0,0,1,1,1,1,1,1
"27068",1,1,1,1,1,1,1,1,1,1,1,1
"1636",1,1,1,0,0,1,1,0,0,0,1,1
"9365",0,0,0,0,1,0,0,1,0,0,0,0
"9331",0,0,0,0,0,1,0,1,0,0,0,1
"55217",1,0,1,1,1,0,0,1,0,0,0,0
"7368",0,1,0,0,0,0,0,0,0,0,0,0
"7296",1,0,1,0,1,0,1,1,1,0,0,0
"8613",1,1,1,1,1,1,1,1,1,1,1,1
"5315",1,1,1,1,1,1,1,1,1,1,1,1
"8611",1,1,1,0,1,1,1,1,1,0,0,0
"26063",0,1,1,0,1,1,0,0,0,1,1,1
"8612",0,0,0,0,1,0,1,1,1,1,0,1
"1666",1,1,1,1,1,1,1,1,1,1,1,1
"874",1,1,1,1,0,1,0,0,1,1,0,0
"5498",0,1,1,0,1,1,1,1,1,1,1,1
"11181",0,0,0,0,0,0,0,0,0,0,1,0
"10901",1,0,1,1,1,1,1,0,0,1,0,0
"126410",0,0,0,1,0,0,1,0,1,0,0,1
"80162",1,1,0,1,1,1,1,0,0,1,1,1
"7166",0,1,0,1,1,0,1,1,1,0,1,1
"8288",0,1,0,0,1,0,0,0,0,1,0,0
"2053",1,1,1,1,1,1,1,1,0,0,1,0
"9588",1,1,1,1,1,1,1,1,1,1,1,1
"121278",0,0,0,0,0,1,0,0,0,0,0,1
"8897",0,0,0,0,0,1,1,0,0,1,0,1
"4353",1,1,1,1,1,1,1,1,1,1,1,1
"8898",1,1,1,0,0,0,0,1,0,1,0,0
"169355",0,0,0,1,0,0,0,0,0,0,0,0
"6999",1,1,1,1,1,1,1,1,1,1,1,1
"2880",1,1,1,1,1,1,1,1,1,1,1,1
"5625",1,1,1,1,1,1,1,1,1,1,1,1
"9152",1,1,1,1,1,1,1,1,1,1,1,1
"6578",0,1,0,0,0,1,0,1,0,0,0,0
"6561",1,1,1,1,1,1,1,1,1,1,1,1
"9497",0,0,0,0,0,1,1,0,0,1,0,1
"115584",0,0,0,1,1,0,0,0,0,0,0,0
"6575",1,1,0,1,1,1,0,0,0,0,1,0
"6916",0,1,0,1,0,0,1,1,1,0,1,1
"23761",1,1,1,1,0,0,0,1,0,0,1,0
"6574",1,1,1,1,1,1,1,1,1,1,1,1
"7054",1,1,1,1,1,1,1,1,1,1,1,1
"142680",1,1,1,1,1,1,1,1,1,1,1,1
"9791",1,1,1,1,1,1,1,1,1,1,1,1
"6534",0,0,0,0,0,1,0,0,0,0,0,0
"81490",0,0,1,0,1,0,1,1,0,1,1,1
"10005",0,1,1,1,1,0,1,0,0,1,1,0
"3293",1,1,1,1,1,1,1,1,1,1,1,1
"1622",1,1,1,1,1,1,1,1,1,1,1,1
"225",0,1,1,0,1,1,1,0,1,0,1,0
"10965",0,1,0,1,1,1,1,0,1,1,0,0
"28965",0,0,0,0,0,1,0,0,0,0,0,0
"122970",1,1,1,0,0,0,1,1,1,1,0,0
"10020",0,1,0,1,0,1,0,0,1,0,0,1
"23205",0,0,0,0,0,1,0,0,0,0,1,0
"5805",1,1,1,1,0,1,1,1,1,1,0,1
"26061",1,1,1,1,1,1,1,1,1,1,1,1
"112483",1,1,1,1,1,1,1,1,1,1,1,1
"6303",1,1,1,1,1,1,1,1,1,1,1,1
"29880",1,1,1,1,1,1,1,1,1,1,1,1
"54716",0,0,0,0,1,0,0,0,0,0,1,1
"7355",0,0,0,1,0,1,1,1,1,1,1,0
"6564",0,0,0,1,0,0,1,0,0,0,0,0
"8566",0,1,0,1,1,0,0,0,1,1,0,1
"113235",0,1,0,1,0,1,0,0,1,1,0,1
"151531",0,1,1,1,0,1,1,0,1,0,1,1
"1200",1,1,1,1,1,1,1,1,1,1,1,1
"2168",1,1,1,1,1,1,1,1,1,1,1,1
"7358",0,0,1,0,0,0,1,0,1,0,1,1
"23169",1,1,0,1,1,0,0,1,1,1,0,1
"51056",1,1,1,1,1,1,1,1,1,1,1,1
"7378",1,1,1,1,1,1,1,1,1,1,1,1
"9390",0,0,0,0,1,0,0,0,0,0,1,0
"80146",1,1,1,1,0,1,1,0,1,1,1,1
"5184",1,1,1,1,1,1,1,1,1,1,1,1
"4891",1,1,0,1,1,1,0,0,1,1,1,0
"5168",0,1,1,1,0,1,0,0,0,0,0,0
"2944",0,0,0,1,1,0,0,0,0,1,1,0
"30061",1,1,1,1,1,1,0,0,1,1,1,1
"84912",1,0,1,0,1,1,0,0,0,1,0,1
"248",1,1,1,1,1,1,1,1,1,1,1,1
"64080",1,0,0,1,1,0,0,0,1,1,1,0
"4524",0,0,0,0,1,1,1,1,0,1,0,0
"3906",1,1,1,1,1,1,1,1,1,1,1,1
"65263",0,1,1,1,0,0,1,0,1,1,0,1
"8608",0,1,0,1,1,1,1,0,0,0,0,0
"25796",1,1,1,1,1,1,1,1,1,1,1,1
"5959",1,1,0,1,1,0,1,1,1,0,1,0
"7357",1,1,1,1,1,1,0,1,1,1,1,1
"28982",1,0,0,0,1,1,0,0,1,0,1,1
"6120",1,0,1,0,0,0,0,1,1,0,1,1
"11046",1,1,0,1,1,1,0,1,0,0,0,1
"54576",1,1,1,1,1,1,1,1,1,1,1,1
"54575",0,0,1,0,0,0,0,0,0,0,0,0
"51109",1,1,1,1,1,1,1,1,1,1,1,1
"157506",0,1,0,0,1,1,0,1,1,1,0,0
"54578",1,0,0,0,0,0,0,0,0,0,0,0
"54579",1,1,1,1,1,1,1,1,1,1,1,1
"10864",1,1,1,0,0,0,0,0,0,0,0,0
"9356",1,1,1,1,1,1,1,1,1,1,1,1
"54657",1,1,1,1,1,1,1,1,1,1,1,1
"195814",1,1,1,1,1,1,1,1,1,1,1,1
"9376",1,1,1,1,1,1,1,1,1,1,1,1
"112724",1,0,0,1,1,0,1,0,1,1,1,0
"50700",1,1,1,1,1,1,1,1,1,1,1,1
"54658",1,1,1,1,1,1,1,1,1,1,1,1
"348932",1,1,1,1,1,1,1,1,1,1,1,1
"54659",1,1,1,1,1,1,1,1,1,1,1,1
"54577",1,1,1,1,1,1,1,1,1,1,1,1
"57665",1,1,1,1,1,1,1,1,1,1,1,1
"120103",1,0,1,1,1,0,0,0,0,1,0,1
"1080",1,1,1,1,1,1,1,1,1,1,1,1
"85320",1,0,0,0,1,0,0,0,0,1,0,0
"145226",1,1,0,0,0,0,0,0,0,0,1,1
"54600",1,1,1,1,1,1,1,1,1,1,1,1
"222962",0,0,1,0,1,0,1,1,0,1,0,1
"8228",1,1,0,1,0,1,1,0,0,1,0,1
"113278",1,1,1,1,1,1,1,1,1,1,1,1
"10351",1,1,0,1,1,0,1,0,1,0,0,1
"54981",1,1,1,1,1,1,1,1,1,1,1,1
"7364",1,1,1,1,1,1,1,1,1,1,1,1
"9429",0,0,1,0,0,1,0,0,1,1,0,0
"7367",1,1,1,1,1,1,1,1,1,1,1,1
"55867",1,1,1,1,1,1,1,1,1,1,1,1
"54490",1,1,1,1,1,1,1,1,1,1,1,1
"364",0,0,0,0,1,1,0,0,1,0,0,0
"7366",1,0,0,0,0,0,0,0,0,0,0,0
"6482",1,1,1,1,1,1,1,1,1,1,1,1
"360",1,1,1,1,1,1,1,1,1,1,1,1
"6484",1,0,0,0,1,1,1,1,0,1,1,0
"7363",1,1,1,1,1,1,1,1,1,1,1,1
"89872",1,1,0,0,0,0,0,0,0,0,0,0
"7365",0,0,0,0,0,1,0,0,0,0,0,0
"6483",0,1,1,1,1,1,0,1,0,0,1,1
"21",0,0,1,0,1,1,1,0,0,0,1,0
"10720",1,1,1,1,1,1,1,1,1,1,1,1
"24",0,0,0,0,0,0,0,0,0,0,0,1
"54963",1,1,1,1,1,1,1,1,1,1,1,1
"10057",0,1,0,0,0,1,0,1,1,0,1,1
"125206",0,1,0,1,0,0,0,0,0,0,0,1
"7498",0,0,0,0,0,0,0,0,1,1,0,0
"10090",1,1,1,0,1,1,0,0,0,1,0,0
"200010",1,1,1,1,1,1,1,1,1,1,1,1
"9653",0,1,1,0,0,1,1,1,1,0,0,1
"9942",1,0,1,0,1,0,1,0,0,0,1,0
"6524",1,1,0,1,0,0,1,0,0,0,1,1
"159963",0,0,1,1,0,0,0,0,0,0,0,0
"64131",1,0,0,0,0,1,1,0,1,1,0,1
"55065",0,0,1,0,1,1,1,1,0,0,0,0
"64132",0,0,1,1,0,0,1,0,1,0,1,1
"3423",1,1,0,1,0,0,1,1,1,1,0,0
"79581",1,1,1,1,1,1,1,1,1,1,1,1
"10060",0,0,0,0,0,0,0,0,0,1,0,0
"9957",0,0,0,0,0,0,0,0,1,1,0,0
"51181",1,1,1,1,1,1,1,1,1,1,1,1
"6833",0,0,0,1,0,0,0,0,0,0,0,0
"9951",1,1,1,1,1,1,1,1,1,1,1,1
"3764",1,1,1,1,1,1,1,1,1,1,1,1
"222537",0,0,0,0,0,0,0,0,0,0,1,0
"64077",1,1,1,1,1,1,1,1,1,1,1,1
"3767",0,0,0,1,0,0,0,0,0,0,0,0
"5464",1,1,1,1,1,1,1,1,1,1,1,1
"64220",1,0,0,0,0,1,0,0,0,0,0,0
"10724",1,1,1,1,1,1,1,1,1,1,1,1
"5950",1,1,1,1,1,1,1,1,1,1,1,1
"1356",1,0,0,0,1,0,1,0,0,1,0,0
"2495",1,1,1,1,1,1,1,1,1,1,1,1
"9956",1,1,1,1,1,1,1,1,1,1,1,1
"5947",0,1,0,0,0,1,0,0,0,0,0,1
"9955",0,1,0,1,0,1,1,1,1,0,0,0
"2512",1,1,1,1,1,1,1,1,1,1,1,1
"94033",1,1,1,1,1,1,1,1,1,1,1,1
"5948",0,0,0,0,0,1,0,0,0,0,0,0
"29881",0,0,0,0,0,0,0,0,0,0,0,1
"1727",1,1,1,1,1,1,1,1,1,1,1,1
"9953",0,1,0,0,1,0,0,1,1,0,1,1
"64711",0,0,0,0,0,0,0,0,0,0,0,1
"949",0,0,0,0,1,1,0,1,1,0,1,1
"2350",0,0,0,0,0,1,0,0,1,0,0,0
"55501",0,0,0,0,0,0,1,1,1,1,1,0
"51706",1,1,1,1,1,1,1,1,0,1,1,1
"3248",0,0,0,1,0,0,1,1,0,1,1,0
"51700",0,0,0,0,1,0,0,0,0,0,0,1
"166929",1,1,1,1,1,1,1,1,1,1,1,1
"10587",1,0,0,1,0,1,1,1,0,0,0,0
"166012",0,0,0,0,0,0,0,0,1,0,0,0
"113189",0,1,0,1,1,0,1,1,1,0,0,1
"56261",1,1,1,1,1,1,1,1,1,1,1,1
"50515",1,1,1,1,1,1,1,1,1,1,1,1
"80347",1,1,1,1,1,1,1,1,1,1,1,1
"3658",0,0,1,1,1,1,1,0,1,1,0,0
"93034",0,1,0,1,1,1,0,0,0,1,0,0
"84618",1,1,1,1,1,1,1,1,1,1,1,1
"411",0,0,1,1,0,0,0,0,1,1,1,1
"203",0,0,1,0,0,1,0,1,0,1,1,1
"22978",1,1,0,1,1,0,1,0,1,0,1,0
"122481",1,1,1,1,1,1,1,1,1,1,1,1
"100526794",1,1,1,1,1,1,1,1,1,1,1,1
"159",1,1,0,1,1,1,0,1,1,1,1,1
"51251",1,1,1,1,1,1,1,1,1,1,1,1
"23563",0,1,0,0,0,0,0,0,0,1,0,0
"122622",0,1,1,0,1,1,0,0,1,0,1,1
"10164",0,0,0,0,1,0,0,0,0,0,0,0
"353",1,1,1,1,1,1,1,1,1,1,1,1
"11212",1,1,1,1,1,1,1,1,1,1,1,1
"3251",1,1,1,1,1,1,1,1,1,1,1,1
"383",1,1,0,1,0,1,0,1,0,1,0,1
"9435",0,1,1,1,1,0,0,1,1,0,0,1
"1371",1,1,1,0,0,1,0,0,1,1,0,1
"4166",1,1,1,1,1,1,1,1,1,1,1,1
"56954",0,1,1,0,1,0,0,1,0,1,1,0
"1503",0,1,0,1,0,1,0,1,0,1,1,0
"9469",1,1,1,1,1,1,1,1,1,1,1,1
"56474",1,1,0,0,1,1,0,1,1,0,0,1
"8534",0,0,0,0,0,0,1,0,0,0,0,0
"1491",1,0,1,1,0,0,1,1,0,1,0,0
"5313",1,1,1,1,1,1,1,1,1,1,1,1
"92086",1,1,1,1,1,1,1,1,1,1,1,1
"2987",1,1,1,1,1,1,1,1,1,1,1,1
"56548",1,1,1,0,1,0,0,1,1,1,1,1
"5860",0,1,1,1,1,1,1,1,1,1,1,1
"9394",0,0,0,1,0,1,1,1,1,0,1,0
"728441",0,0,0,0,0,0,1,0,0,0,0,0
"124975",0,0,1,0,0,0,0,0,0,1,0,0
"9453",1,1,1,1,0,1,1,0,1,0,0,1
"2686",0,1,1,0,1,1,0,0,1,1,0,0
"2023",1,1,1,1,1,1,1,1,1,1,1,1
"2027",1,1,0,0,0,0,0,1,1,0,1,1
"90161",1,1,1,1,1,1,1,1,1,1,1,1
"91227",0,0,0,0,0,0,0,0,0,0,1,0
"2026",1,1,1,1,1,1,1,1,1,1,1,1
"102724197",0,0,0,0,0,0,1,0,0,0,0,0
"266722",0,0,0,0,0,0,0,0,0,0,0,1
"9843",1,1,1,1,1,1,1,1,1,1,1,1
"2799",1,0,1,1,0,0,1,1,1,1,1,1
"80308",1,1,1,1,1,1,1,1,1,1,1,1
"10157",1,0,1,1,0,1,0,0,1,1,1,1
"118881",1,1,1,1,0,1,1,1,1,1,1,1
"5211",1,1,1,1,1,1,1,1,1,1,1,1
"7360",1,1,1,1,1,1,1,1,1,1,1,1
"2819",0,0,0,0,0,1,0,0,0,0,0,0
"3176",0,0,0,0,0,0,0,1,1,0,1,0
"26330",1,1,1,1,1,1,1,1,1,1,1,1
"1757",1,0,1,1,1,1,0,1,0,0,0,0
"81537",0,1,1,0,1,1,1,1,0,0,1,1
"2597",1,1,1,1,1,1,1,1,1,1,1,1
"29926",1,1,1,1,1,1,1,1,1,1,1,1
"2673",1,0,1,1,1,0,0,0,1,0,1,1
"9945",0,0,0,0,0,0,1,0,1,1,1,1
"6652",0,1,1,1,0,0,0,1,1,1,1,0
"29925",1,0,1,0,1,0,0,1,1,1,0,0
"51557",0,1,0,0,0,0,0,0,0,0,1,1
"875",0,1,0,0,0,0,0,0,0,0,0,0
"6342",1,1,1,1,1,1,1,1,1,1,1,1
"2752",1,1,1,1,1,1,1,1,1,1,1,1
"102724560",0,0,0,0,0,0,0,0,0,1,0,0
"1800",0,0,0,0,0,1,0,0,0,0,0,0
"249",0,1,0,0,0,0,0,0,0,0,0,0
"9056",0,0,0,1,0,0,0,0,1,0,0,1
"2762",0,0,1,0,1,0,1,0,1,0,1,1
"10558",1,1,1,1,1,1,1,1,1,0,1,1
"2643",1,1,0,1,1,1,0,1,1,1,1,1
"22934",1,1,1,1,1,1,1,1,1,1,1,1
"761",0,0,0,0,1,0,0,0,0,0,1,0
"51292",1,1,1,1,1,1,1,1,1,1,1,1
"55304",0,1,0,0,1,0,0,0,0,0,0,1
"766",1,0,0,0,0,0,0,1,1,0,0,0
"9517",0,0,0,1,1,1,1,1,1,1,0,0
"2098",1,1,1,1,1,1,1,1,1,1,1,1
"8879",1,0,0,1,1,0,0,1,1,0,0,1
"2766",1,0,0,1,0,1,1,1,0,0,0,0
"771",0,0,0,1,0,0,0,0,0,0,0,0
"4284",1,0,0,0,1,1,1,1,0,1,0,0
"57571",1,0,0,1,1,1,0,1,0,1,1,0
"8869",0,1,0,1,1,1,0,1,0,1,0,1
"362",1,1,1,1,1,1,1,1,1,1,1,1
"358",0,0,0,0,0,1,0,0,0,0,0,1
"8833",1,1,1,1,0,0,1,1,1,0,0,1
"641371",1,0,0,1,1,1,1,0,1,1,1,0
"361",0,0,0,0,0,1,0,0,0,0,0,0
"5538",1,1,1,1,1,1,1,1,1,1,1,1
"56848",1,0,1,1,1,0,0,1,1,1,0,0
"359",1,1,1,1,1,1,1,1,1,1,1,1
"8877",0,0,0,1,0,0,1,0,1,0,0,1
"3145",1,1,0,0,1,0,1,1,1,1,0,0
"9374",1,0,1,0,1,1,1,1,1,0,1,1
"11332",0,1,0,0,0,0,1,1,1,1,0,0
"586",0,0,0,0,0,1,0,1,1,0,0,1
"55825",0,1,1,0,0,0,1,1,0,1,1,1
"130752",1,1,1,1,1,1,1,1,1,1,1,1
"51102",0,1,1,0,0,0,1,0,1,1,1,0
"3615",1,1,1,1,1,1,1,1,1,1,1,1
"3614",1,1,1,1,1,1,1,1,1,1,1,1
"37",1,1,1,1,1,1,1,1,1,1,1,1
"55512",0,1,0,1,1,1,0,1,0,1,1,0
"55627",1,0,1,0,1,1,0,0,1,0,1,0
"33",1,1,1,1,1,1,1,1,1,1,1,1
"682",1,1,1,1,1,1,1,1,1,1,1,1
"132158",1,0,1,1,1,0,1,1,0,1,0,0
"339221",1,1,1,1,1,1,1,1,1,1,1,1
"6609",1,0,0,1,0,1,0,1,1,1,1,1
"641649",1,1,0,0,0,1,1,0,0,1,0,1
"4351",1,1,1,1,1,1,1,1,0,0,1,1
"23475",0,1,1,0,0,1,0,1,1,0,0,1
"6610",0,1,0,0,1,1,1,1,1,1,0,1
"100287639",0,0,0,0,0,0,0,0,1,0,0,0
"259230",1,0,1,0,1,1,1,0,0,1,1,1
"93100",1,1,1,1,1,1,1,0,1,1,1,1
"441024",1,0,1,0,0,1,1,1,0,1,0,1
"50484",0,1,0,0,1,0,1,1,1,0,1,0
"65220",0,1,0,0,1,0,0,1,1,0,1,0
"6241",0,0,1,0,0,0,1,1,1,0,0,1
"116369",0,0,0,0,0,0,1,0,0,1,0,0
"115111",1,1,1,1,1,1,1,1,1,1,1,1
"389015",1,1,1,1,1,1,1,1,1,1,1,1
"6240",1,1,1,1,1,1,1,1,1,1,1,1
"6553",0,0,0,0,1,1,0,1,0,1,0,0
"3156",1,1,1,1,0,0,1,1,0,0,1,1
"284129",0,1,1,1,1,1,0,0,0,1,1,1
"2821",1,1,1,1,1,1,1,1,1,1,1,1
"115019",0,0,0,0,0,0,0,0,1,0,0,0
"5230",1,1,1,1,1,1,1,1,1,1,1,1
"79966",0,0,0,0,0,0,0,1,1,0,0,1
"5232",0,0,0,0,1,0,0,1,0,0,0,0
"375056",0,1,0,1,1,0,0,0,1,1,0,1
"10588",1,1,0,1,0,0,0,1,1,0,0,1
"5236",1,1,1,0,1,0,1,1,1,1,1,0
"26266",1,0,0,1,1,0,0,0,0,0,1,0
"84890",1,0,0,1,0,0,0,0,1,1,0,1
"55276",1,1,1,1,1,1,1,0,1,0,0,0
"6646",0,1,1,0,0,1,0,0,1,0,0,0
"5372",1,1,1,0,1,1,1,1,1,0,1,1
"6649",1,1,1,1,1,1,1,1,1,1,1,1
"55229",1,1,0,0,0,1,1,1,1,1,0,0
"5373",0,1,0,1,1,0,1,0,1,1,1,1
"79646",1,0,0,0,0,1,1,1,0,1,1,1
"80025",0,1,1,1,1,0,0,1,0,1,0,0
"53354",0,0,1,1,0,1,0,0,1,0,1,0
"6648",1,0,1,1,0,0,0,0,1,0,1,0
"6647",1,1,1,1,1,1,1,1,1,1,1,1
"6697",1,0,0,0,0,0,1,0,1,0,0,0
"6611",1,1,1,1,1,1,1,1,1,1,1,1
"83594",1,0,0,1,0,1,0,0,0,0,0,1
"7263",0,1,0,0,0,1,0,0,1,0,0,1
"26275",0,0,1,1,0,1,1,0,0,1,1,0
"6723",1,1,1,1,1,1,1,1,1,1,1,1
"6713",1,0,1,0,0,1,0,1,1,0,1,0
"2222",1,1,1,1,1,1,1,1,1,1,1,1
"210",1,1,1,1,0,0,1,0,1,0,1,0
"29920",1,1,1,1,1,1,1,1,1,1,1,1
"6715",0,0,1,1,0,1,0,1,1,1,1,0
"60490",1,0,0,1,1,0,0,1,0,0,1,1
"6716",0,1,0,0,0,0,0,0,0,0,0,0
"79717",1,1,1,1,1,1,1,1,1,1,1,1
"15",1,0,0,1,0,0,0,0,0,0,0,1
"7389",1,1,1,1,1,1,1,1,1,1,1,1
"58510",1,1,1,1,1,1,1,1,1,1,1,1
"1595",1,0,0,1,0,1,0,1,0,0,1,1
"130367",0,1,1,0,1,1,0,1,0,0,0,0
"6532",0,1,0,0,0,1,0,1,0,0,0,0
"153201",1,0,0,1,0,0,0,0,0,0,0,1
"10478",0,0,1,1,0,1,1,1,0,0,1,0
"221823",0,0,0,0,1,0,1,0,1,0,1,0
"23443",1,1,0,0,0,1,0,1,1,1,0,0
"5634",1,1,1,1,1,1,1,1,1,1,1,1
"64240",0,0,0,0,1,0,0,0,0,0,0,0
"6487",0,0,0,1,1,0,0,1,0,0,1,1
"5631",1,1,1,1,1,1,1,1,1,1,1,1
"29968",1,0,1,0,1,1,1,0,1,0,0,1
"64241",0,0,0,0,1,0,0,0,0,0,0,0
"284111",0,0,0,1,1,1,0,0,0,0,1,0
"8781",0,0,1,0,1,0,0,0,1,0,1,0
"8435",0,0,1,1,0,1,0,0,1,1,0,1
"5723",0,1,1,0,1,1,0,1,1,0,1,0
"3988",1,1,1,1,1,1,1,1,1,1,1,1
"55312",0,1,0,1,0,0,0,1,1,1,1,0
"6888",1,1,1,1,1,1,1,1,1,1,1,1
"79896",1,1,0,0,1,0,1,0,0,1,1,1
"8277",0,1,1,0,1,0,0,1,0,0,1,1
"768",0,0,0,0,0,1,0,0,0,0,0,0
"84076",1,1,1,1,1,1,1,1,1,1,1,1
"762",1,1,1,1,1,1,1,1,1,1,1,1
"765",0,1,1,0,1,1,0,0,1,0,1,0
"7086",1,1,1,1,1,1,1,1,1,1,1,1
"10402",0,0,1,0,0,0,0,0,1,0,0,0
"27010",1,1,0,1,1,0,1,0,1,0,0,1
"286016",1,0,0,0,0,1,0,0,1,0,0,0
"10610",0,0,0,0,1,1,1,0,0,0,1,1
"23632",0,1,0,1,0,1,0,0,0,1,0,1
"7167",1,1,1,1,1,1,1,1,1,1,1,1
"760",0,0,0,0,0,0,1,1,1,1,0,1
"256435",0,0,0,1,1,1,0,0,1,0,0,0
"2582",1,0,1,0,0,1,1,0,1,1,1,1
"30815",1,1,0,1,1,0,1,0,1,0,0,0
"81849",1,1,1,1,1,1,1,1,1,1,1,1
"767",1,1,1,1,1,1,1,1,1,1,1,1
"759",1,1,1,1,1,1,1,1,1,1,1,1
"91373",0,1,1,1,1,1,0,0,0,1,1,0
"377677",1,0,1,1,1,0,0,0,0,0,0,1
"31",1,1,0,0,0,1,0,1,1,1,0,1
"6675",1,1,1,1,0,1,1,1,1,1,1,1
"6556",0,0,1,1,0,1,0,1,1,1,0,0
"7390",0,1,0,0,1,0,1,0,0,0,1,1
"6563",1,1,0,0,0,0,0,0,1,1,1,0
"8170",0,0,0,0,0,1,0,0,0,0,0,1
"6568",0,0,0,0,0,0,1,0,0,0,1,0
"374569",0,0,0,0,0,1,0,0,0,0,0,0
"7779",1,0,0,0,1,1,0,1,1,0,1,0
"54020",1,1,1,1,1,0,1,0,0,0,0,0
"100507855",1,0,0,0,0,0,1,0,0,1,0,0
"285440",0,1,1,1,0,0,0,1,0,1,1,0
"55191",0,1,0,0,1,0,1,1,1,0,1,1
"132",1,1,1,1,1,1,1,1,1,1,1,1
"97",1,1,1,1,1,1,1,1,1,1,1,1
"98",1,1,0,1,1,0,1,0,0,0,0,1
"112611",1,0,1,0,1,1,1,1,0,1,0,0
"51005",0,0,1,1,1,0,0,1,0,1,0,1
"471",1,1,1,1,1,1,1,1,1,1,1,1
"435",1,0,0,0,1,1,1,0,1,1,1,1
"171425",1,0,0,0,1,1,0,1,0,0,0,1
"132789",1,1,0,0,1,1,0,1,0,1,0,1
"10007",1,1,1,1,1,0,1,1,1,1,1,1
"2585",0,1,1,1,0,0,0,1,1,0,1,1
"2584",0,0,0,0,1,0,1,1,1,1,1,1
"2592",1,1,1,1,1,1,1,1,1,1,1,1
"5471",1,1,0,1,0,1,1,0,1,0,0,0
"84264",1,1,0,0,0,0,1,1,0,0,0,1
"3034",1,0,0,0,0,1,0,0,1,0,0,0
"144193",1,1,0,0,0,0,0,0,0,0,1,1
"2739",1,1,1,1,1,1,1,1,1,1,1,1
"8776",1,1,1,1,1,1,0,0,0,0,1,1
"3612",0,0,0,1,0,1,1,1,0,1,0,1
"3613",1,1,1,1,1,0,1,1,0,0,1,0
"2978",1,1,1,1,1,1,1,1,1,1,1,1
"4953",1,1,1,1,1,1,1,1,1,1,1,1
"5213",1,1,0,1,0,0,1,1,1,0,0,1
"5214",1,1,1,1,1,1,1,1,1,1,1,1
"10050",1,1,1,1,1,1,1,1,1,1,1,1
"10786",1,1,0,1,1,1,1,0,0,0,1,0
"10246",0,0,0,0,0,1,0,0,0,0,0,0
"6569",1,0,0,0,0,0,0,0,0,1,0,0
"10568",0,0,0,0,0,1,1,0,0,0,0,0
"5198",1,1,0,0,1,1,1,1,0,0,0,1
"113675",0,0,0,0,0,0,0,0,0,0,1,0
"7298",0,1,1,0,1,0,1,1,1,0,0,1
"215",1,0,0,1,1,1,1,0,1,0,1,1
"5825",1,1,0,0,0,1,1,1,1,1,1,1
"641372",0,0,0,0,1,1,0,0,0,0,1,0
"9045",1,1,1,1,1,1,1,1,1,1,1,1
"4017",1,0,1,0,1,1,1,0,0,1,1,0
"84105",0,0,1,1,0,1,1,0,1,1,0,1
"25830",1,1,1,1,1,1,1,1,1,1,1,1
"84569",1,1,1,1,1,1,1,1,1,1,1,1
"4025",1,1,0,0,0,0,0,0,0,0,1,0
"54995",1,1,0,0,1,1,0,0,1,0,0,0
"93492",1,0,0,0,0,0,1,0,0,0,0,1
"1267",1,0,0,0,1,0,0,1,1,0,0,0
"10249",1,1,1,1,1,1,1,1,1,1,1,1
"1549",1,1,1,1,1,1,1,1,1,1,1,1
"1580",1,0,1,1,0,0,0,0,0,0,0,0
"1573",0,0,1,0,1,0,0,0,1,1,0,0
"29785",0,0,0,0,0,0,0,0,1,0,0,0
"199974",1,1,1,1,1,1,1,1,1,1,1,1
"57834",0,0,1,0,0,0,0,0,0,1,0,0
