"","GSM1079349","GSM1079350","GSM1079351","GSM1079352","GSM1079353","GSM1079354","GSM1079355","GSM1079356","GSM1079357","GSM1079358"
"7363",0,0,0,0,0,0,0,0,0,0
"54963",0,1,0,1,1,0,1,1,1,1
"7498",1,0,0,0,0,0,1,0,0,1
"9942",0,0,0,0,0,0,0,0,0,0
"64132",0,0,0,1,0,0,0,0,1,1
"64131",1,0,0,0,1,1,0,1,0,1
"51181",1,1,1,1,1,1,1,1,1,1
"64077",0,0,0,0,0,0,0,0,0,0
"5464",1,1,1,1,1,1,1,1,1,1
"10724",1,1,1,0,0,1,0,1,0,0
"94033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2495",1,1,1,1,1,1,1,1,1,1
"1356",0,0,0,0,0,0,0,0,0,0
"2512",1,1,1,1,1,1,1,1,1,1
"1727",0,1,1,1,0,0,1,1,1,1
"51706",0,1,0,1,1,0,0,1,1,1
"51700",0,0,0,0,0,0,0,0,0,0
"10587",1,0,1,1,0,1,0,0,1,0
"80347",0,1,0,1,1,0,0,0,1,1
"84618",0,0,1,1,1,0,0,1,1,0
"22978",1,1,1,1,1,1,1,1,1,1
"51251",1,1,1,1,1,1,1,1,1,1
"93034",0,0,0,0,0,0,0,0,0,0
"100526794",1,1,1,1,1,1,1,1,1,1
"353",1,1,1,1,1,1,1,1,1,1
"3251",1,1,1,1,1,1,1,1,1,1
"56954",1,1,1,1,1,1,1,1,1,1
"5313",0,1,1,1,1,1,0,1,0,0
"728441",0,1,0,1,1,1,1,0,1,1
"124975",0,1,0,0,1,0,0,0,1,0
"91227",0,0,0,1,0,1,1,0,1,1
"102724197",0,1,0,1,1,1,1,0,1,1
"92086",1,1,0,1,1,0,0,0,1,0
"2686",1,1,1,1,1,0,0,0,1,0
"5211",0,0,1,1,1,0,0,1,0,1
"1491",1,0,1,1,1,1,1,1,1,1
"2819",1,0,0,1,0,1,1,1,0,0
"29925",0,1,1,1,1,0,1,1,1,1
"29926",0,0,0,1,1,0,0,1,0,0
"102724560",0,0,0,0,0,1,0,0,0,0
"875",0,0,0,0,0,1,0,0,0,0
"249",0,0,0,0,0,0,0,0,0,0
"22934",1,1,1,1,1,1,1,1,1,1
"2766",0,0,0,0,0,0,0,0,0,0
"51292",0,0,1,1,1,0,0,0,1,1
"57571",0,0,0,0,1,1,1,1,0,1
"8833",0,0,0,1,1,0,0,0,1,1
"5538",1,1,1,1,1,1,1,1,1,1
"641371",0,0,0,0,0,1,1,0,1,0
"11332",1,0,1,1,0,0,0,0,0,1
"55825",1,1,0,1,1,0,0,0,1,1
"51102",0,0,0,1,1,0,1,1,1,1
"37",1,1,1,1,1,1,1,1,0,1
"33",0,0,0,0,0,0,0,0,0,0
"132158",1,0,1,0,0,1,0,1,0,1
"641649",0,1,0,1,0,1,0,0,0,1
"23475",0,1,0,1,1,0,0,0,0,1
"50484",1,1,1,0,1,1,1,1,0,0
"6240",1,1,1,1,1,1,1,1,1,1
"6241",1,1,1,0,1,1,1,1,0,0
"3156",1,1,1,1,1,1,1,1,1,1
"79966",1,1,0,1,1,0,0,0,1,1
"10588",1,1,1,1,1,1,1,1,1,1
"84890",1,1,1,1,1,1,1,1,1,1
"80025",0,0,1,1,1,0,0,0,1,0
"53354",0,0,0,0,0,0,0,0,0,0
"79646",1,1,1,1,1,1,1,1,1,1
"83594",0,0,0,0,0,0,0,0,0,0
"7263",1,0,1,0,1,0,1,1,0,0
"26275",1,1,1,1,1,1,1,1,1,1
"29920",1,1,1,1,1,1,1,1,1,1
"7389",0,0,0,1,1,0,0,0,1,1
"1595",1,1,1,1,1,1,1,1,1,1
"130367",0,1,1,1,1,0,1,1,1,1
"10478",1,1,1,1,1,1,1,1,1,1
"23443",0,0,1,1,1,1,0,1,1,0
"64240",0,0,0,0,0,0,0,0,0,0
"64241",1,0,0,0,0,1,1,0,1,0
"284111",0,0,0,0,0,0,0,0,0,0
"8435",1,0,0,1,0,1,1,0,1,1
"3988",1,0,1,1,1,0,0,1,1,0
"377677",1,1,1,0,1,0,0,0,0,0
"767",0,0,0,0,0,0,0,0,0,0
"765",1,0,0,0,1,0,0,0,1,1
"759",1,0,0,0,0,1,0,1,1,1
"760",1,1,1,1,1,1,1,1,1,1
"23632",1,0,0,1,0,0,1,1,0,1
"766",0,0,0,1,1,1,0,0,1,1
"771",1,0,0,0,1,1,0,0,1,1
"768",0,0,0,1,1,1,1,0,1,1
"762",1,0,1,0,0,1,1,1,0,1
"10057",0,1,0,0,0,0,1,1,1,1
"6556",0,0,1,1,0,1,1,1,0,1
"6568",0,0,0,0,0,0,0,0,0,0
"7779",1,1,1,1,1,1,1,1,1,1
"54020",0,1,0,0,1,1,0,0,1,0
"215",1,0,1,0,0,1,1,1,0,0
"5825",1,1,1,1,1,1,1,1,1,1
"641372",0,0,0,0,0,0,0,0,0,0
"9045",1,1,1,1,1,1,1,1,1,1
"4017",0,1,0,1,1,0,0,0,0,1
"84105",0,0,0,1,0,1,0,0,1,1
"25830",1,1,1,1,0,0,0,0,0,1
"84569",0,0,0,0,0,0,0,0,0,0
"4025",1,1,1,0,0,0,1,1,0,1
"54995",1,1,1,1,1,1,1,1,1,1
"93492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267",0,1,1,0,1,0,1,1,1,0
"10249",0,0,0,0,0,1,0,0,1,1
"1573",0,0,0,0,0,0,0,0,0,0
"1580",0,0,0,0,0,0,0,0,0,0
"199974",0,0,0,0,0,0,0,0,0,0
"260293",0,0,0,0,0,0,0,0,0,0
"1555",0,1,0,0,0,1,1,1,0,1
"1549",1,0,1,1,0,0,0,0,1,1
"57834",0,0,0,0,0,0,0,0,0,0
"29785",0,0,1,1,0,1,0,0,1,1
"1215",1,1,0,0,0,1,1,1,0,0
"1357",0,0,0,0,0,0,0,0,0,0
"93979",0,0,0,1,0,0,1,1,0,0
"57094",0,0,0,0,0,0,0,0,0,0
"1358",0,1,0,1,1,1,0,0,0,1
"7177",1,0,0,1,0,1,0,0,0,1
"64499",1,0,0,1,0,1,0,0,0,1
"23430",0,0,0,1,1,0,0,1,1,1
"1636",1,0,1,0,0,1,0,0,1,1
"9365",0,0,0,0,0,0,0,0,0,0
"9331",1,0,1,0,0,0,0,0,0,0
"7368",0,1,1,1,0,0,0,1,0,0
"5315",1,1,1,1,1,1,1,1,1,1
"1666",0,0,1,1,1,0,0,0,1,1
"874",0,0,1,0,1,1,1,1,0,0
"10901",0,1,1,1,1,0,0,0,0,1
"126410",0,0,0,0,0,0,0,0,0,0
"2053",0,0,0,0,0,0,0,0,0,0
"8897",1,0,0,0,1,1,1,1,0,0
"8898",1,1,1,1,1,1,1,1,0,0
"9152",0,0,0,0,0,0,0,0,0,0
"9497",1,1,1,1,1,1,1,1,1,1
"115584",1,0,1,0,0,0,1,1,1,1
"6575",1,1,0,0,0,1,1,1,0,0
"6574",1,1,1,1,1,1,1,1,1,1
"142680",1,0,1,0,0,1,0,0,1,1
"6534",1,1,1,1,1,0,0,0,0,1
"3293",0,1,0,1,0,1,1,1,0,1
"1622",1,1,1,1,1,1,1,1,1,1
"225",0,0,0,0,0,0,0,0,0,0
"28965",0,0,0,0,0,0,0,0,0,0
"23205",0,0,0,0,0,0,0,0,0,0
"26061",1,1,1,1,1,1,1,1,1,1
"54716",0,0,0,0,0,0,0,0,0,0
"6564",1,0,0,1,0,1,0,0,0,0
"113235",1,0,1,1,1,1,0,1,0,0
"1200",1,1,1,1,1,0,1,1,1,1
"2168",0,0,0,0,0,0,0,0,0,0
"51056",1,1,1,1,1,1,1,1,1,1
"9390",0,1,0,0,1,0,1,0,0,1
"5184",1,0,1,1,1,1,1,1,1,1
"4891",0,0,0,1,1,0,1,1,1,0
"30061",0,0,1,0,0,0,1,1,1,0
"248",0,1,1,0,1,0,0,1,0,1
"4524",0,0,0,1,0,0,0,0,1,1
"25796",0,1,0,1,0,0,1,1,0,1
"28982",1,1,1,1,1,1,1,1,1,1
"6120",0,0,0,1,1,0,0,1,1,0
"10864",1,0,0,0,1,0,0,0,1,1
"9376",0,1,1,1,1,1,0,0,0,1
"9356",0,0,0,0,1,1,1,0,1,1
"348932",0,1,1,1,1,0,0,0,0,0
"120103",0,0,0,1,0,1,1,0,1,0
"1080",0,0,0,0,0,0,0,0,0,0
"85320",0,0,1,1,0,0,0,0,1,1
"222962",1,1,1,1,1,0,0,0,1,1
"10351",0,0,0,0,0,0,0,0,0,0
"9429",0,0,0,0,0,0,1,1,0,0
"55867",0,0,1,0,0,0,1,1,1,0
"364",0,0,1,0,0,1,0,0,0,1
"89872",0,0,0,0,0,0,0,0,0,0
"360",0,0,0,0,0,1,1,1,1,1
"21",1,0,1,1,0,0,1,0,1,1
"24",0,0,0,0,0,0,0,0,0,0
"125206",1,1,0,0,1,0,0,1,0,0
"200010",1,1,1,1,0,0,0,0,0,1
"6524",0,0,0,0,1,0,0,0,1,1
"159963",0,0,0,0,0,0,0,0,0,0
"55065",0,0,1,0,0,0,0,1,0,0
"79581",0,0,1,0,0,0,1,1,1,0
"3767",1,0,0,0,1,1,1,0,0,0
"6833",1,1,1,0,0,1,0,0,0,1
"10060",0,0,0,0,0,0,0,0,0,0
"3764",0,1,0,0,0,0,0,0,0,0
"5947",1,1,1,1,0,1,1,0,0,0
"64220",0,0,1,0,0,1,0,0,0,1
"5950",0,1,0,1,1,1,0,0,0,1
"5948",0,1,0,0,1,0,1,1,0,1
"949",1,0,0,1,0,1,1,1,0,1
"29881",0,0,0,1,1,0,1,0,0,0
"2350",0,0,1,0,0,0,1,1,0,1
"3248",0,0,0,0,0,0,0,0,0,0
"166929",0,0,0,0,0,0,0,0,0,0
"56261",1,1,1,1,1,1,1,1,1,1
"3658",0,0,0,0,1,1,1,1,0,0
"203",1,1,1,0,0,1,1,1,0,0
"122481",0,1,0,1,0,1,0,1,0,1
"159",1,1,1,1,1,1,1,1,1,1
"122622",0,0,0,0,0,0,0,0,0,0
"11212",1,1,1,1,1,1,1,1,1,1
"383",0,0,0,0,0,0,0,0,0,0
"1371",0,0,0,1,1,0,0,0,1,1
"1503",1,1,1,1,1,1,1,1,1,1
"56474",0,0,0,0,0,0,0,0,0,0
"2987",1,1,1,1,1,1,1,1,1,1
"5860",1,1,1,1,1,1,1,1,1,1
"9453",1,1,1,1,1,0,0,0,0,0
"2027",0,0,1,1,1,1,1,1,0,0
"2026",1,1,0,1,1,0,1,1,1,1
"2023",1,1,1,1,1,1,1,1,1,1
"9843",0,0,0,0,0,0,0,0,0,0
"80308",0,0,1,1,0,0,0,0,1,0
"7360",1,1,1,1,1,1,1,1,1,1
"26330",0,0,0,1,1,1,0,0,1,0
"2597",1,1,1,1,1,1,1,1,1,1
"9945",1,0,0,0,0,1,1,1,0,0
"2673",1,1,1,1,1,1,1,1,1,1
"2752",0,0,1,0,0,0,1,1,0,0
"51557",0,0,0,0,0,0,0,0,0,0
"1800",1,0,0,1,0,1,0,0,1,1
"2762",0,0,0,1,1,0,0,0,1,0
"2643",1,1,1,1,1,1,1,1,1,1
"761",0,0,0,0,0,0,0,0,0,0
"359",0,0,1,0,0,1,1,0,0,0
"4284",1,1,1,1,1,1,0,0,0,0
"361",0,0,0,0,0,0,0,0,0,0
"358",0,0,0,0,0,0,0,0,0,0
"362",0,0,0,0,0,0,0,0,1,1
"3145",1,1,1,0,0,1,1,1,0,0
"586",1,1,1,0,1,0,1,1,0,0
"3614",0,1,0,1,0,0,1,0,1,1
"3615",1,1,1,1,1,1,1,1,1,1
"682",0,0,0,1,0,1,1,1,1,0
"4351",0,0,1,1,0,0,1,1,1,0
"441024",1,1,0,1,1,1,1,0,1,0
"100287639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65220",1,1,1,1,1,1,1,1,1,1
"389015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6553",1,1,0,0,0,0,1,0,0,1
"2821",1,1,1,1,1,1,1,1,1,1
"5230",1,1,1,1,1,1,1,1,1,1
"5232",0,0,0,1,0,0,0,0,0,0
"375056",1,0,0,1,1,0,1,1,1,1
"5236",1,1,1,1,1,1,1,1,1,1
"55276",0,1,0,1,1,0,1,0,1,0
"5373",1,1,1,1,1,1,1,1,1,1
"5372",1,1,0,0,1,0,1,1,0,1
"210",0,1,0,0,1,1,0,0,1,0
"60490",0,0,1,1,0,0,0,1,1,1
"79717",1,1,1,1,1,1,1,1,1,1
"58510",0,1,1,0,0,1,0,1,0,0
"153201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5634",1,1,1,1,1,1,1,1,1,1
"5631",1,1,1,1,1,1,1,1,1,1
"221823",1,0,0,1,0,0,1,0,1,0
"29968",1,1,1,1,1,1,1,1,1,1
"5723",1,0,0,1,1,1,0,0,0,0
"55312",1,1,1,1,1,1,1,1,1,1
"6888",1,1,1,1,1,1,1,1,1,1
"79896",0,0,1,1,1,0,1,1,0,0
"84076",0,0,0,0,0,0,0,0,0,0
"7086",1,1,0,1,1,1,1,1,1,1
"8277",0,0,0,1,0,1,1,1,0,1
"27010",0,1,0,1,0,0,0,1,1,0
"7167",1,1,1,1,1,1,1,1,1,1
"286016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2582",0,1,0,1,1,0,0,0,1,1
"6675",1,1,1,1,1,1,1,1,1,1
"91373",0,0,0,0,0,0,0,0,0,0
"7390",0,0,0,1,1,0,1,0,1,1
"8170",0,1,0,0,1,1,0,0,0,0
"6563",0,0,0,0,0,0,0,0,0,0
"374569",0,0,0,0,1,1,1,0,1,0
"100507855",0,1,0,1,0,0,1,1,1,0
"55191",0,1,0,1,1,0,1,0,1,0
"132",0,0,0,1,1,1,0,0,1,0
"97",0,0,1,1,1,0,0,0,1,1
"98",0,1,1,0,1,0,1,1,0,0
"112611",1,0,1,0,0,0,1,1,0,0
"51005",1,0,1,0,0,1,1,1,0,1
"471",1,1,1,1,1,1,1,1,1,1
"435",0,1,1,0,1,0,1,0,0,1
"171425",0,0,0,0,0,0,0,0,0,0
"10007",1,1,1,1,1,1,1,1,1,1
"132789",1,1,1,1,1,1,1,1,1,1
"2584",0,1,1,1,1,0,0,1,0,1
"2585",0,0,0,0,0,0,0,0,1,1
"2592",1,0,1,1,0,0,1,0,1,0
"5471",1,1,1,1,1,1,1,1,1,1
"84264",0,1,1,1,0,1,0,0,0,1
"3034",0,0,0,0,0,0,0,0,0,0
"144193",0,0,0,0,0,0,0,0,0,0
"2739",1,1,1,1,1,1,1,1,1,1
"3613",0,0,0,0,0,0,1,1,0,0
"3612",1,1,1,1,1,1,1,1,1,1
"8776",1,1,1,1,1,1,1,1,1,1
"2978",0,0,1,1,1,1,1,0,0,0
"4953",1,1,1,1,1,1,1,1,1,1
"5214",1,1,1,1,1,1,1,1,1,1
"5213",0,0,0,1,1,0,1,0,1,0
"6569",0,0,1,1,0,1,1,0,1,1
"10050",0,0,1,0,1,1,1,0,0,1
"10568",0,0,0,0,0,0,0,0,0,0
"10786",0,0,0,0,1,0,0,0,0,0
"10246",0,0,0,0,0,0,0,0,0,0
"5198",1,1,1,1,1,1,1,1,1,1
"113675",0,0,0,0,0,0,0,0,0,0
"7298",1,0,1,0,0,1,0,1,0,0
"131669",0,0,0,0,0,0,0,0,0,0
"5973",1,0,1,0,0,1,1,1,1,1
"1635",1,1,1,1,1,1,1,1,1,1
"286297",1,1,0,1,1,0,0,0,1,1
"10560",1,1,1,1,1,1,1,1,1,1
"191",1,1,1,1,1,1,1,1,1,1
"10768",1,1,1,1,1,1,1,1,1,1
"25874",1,1,1,0,1,0,1,0,0,0
"51660",1,1,1,1,1,1,1,1,1,1
"57198",1,1,1,1,1,1,1,1,1,1
"5205",1,1,0,1,1,0,0,0,1,1
"23250",0,0,0,0,1,1,1,1,1,0
"286410",1,1,0,1,1,1,1,1,0,0
"5243",1,1,1,1,1,1,1,1,1,1
"55856",0,0,0,1,1,0,1,0,1,0
"7350",0,0,0,0,0,0,0,0,0,0
"26027",0,1,1,1,0,0,0,1,0,1
"10058",1,1,1,1,0,0,0,1,0,0
"51458",0,0,1,0,0,0,1,1,1,1
"948",0,0,0,0,0,0,0,0,0,0
"10928",0,0,1,1,1,0,0,0,1,1
"1728",0,0,1,1,0,0,0,0,1,0
"2946",0,0,1,1,0,1,1,1,0,1
"125981",1,1,1,1,0,1,1,1,0,0
"55331",0,1,0,1,1,0,1,1,0,0
"340485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760",0,0,1,1,0,0,0,0,0,1
"5660",1,1,1,1,1,1,1,1,1,1
"57704",1,1,1,0,1,1,0,1,0,1
"4759",1,1,0,0,0,0,1,0,0,1
"10825",0,1,1,0,0,1,0,1,0,1
"7903",1,1,1,1,1,1,1,1,0,0
"5407",0,0,1,1,1,1,0,0,0,1
"119548",0,0,0,0,0,0,0,0,0,0
"5408",0,0,0,0,0,0,0,0,0,0
"221955",0,1,1,0,0,0,1,1,1,0
"9388",0,0,0,0,0,1,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0
"57104",1,1,1,1,1,0,0,0,0,1
"3991",0,0,0,1,1,0,1,0,0,1
"747",1,0,0,0,0,1,0,0,0,1
"8513",0,0,0,0,0,0,0,0,0,0
"5406",0,0,0,0,0,0,0,0,0,0
"2170",0,0,0,0,0,0,0,0,0,0
"2171",1,1,1,1,1,1,1,1,1,1
"2167",0,1,0,0,0,1,1,0,1,0
"2172",0,0,0,0,0,0,0,0,0,0
"646480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2173",0,0,0,0,0,0,0,0,0,0
"646486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2169",0,0,0,0,0,0,0,0,0,0
"6296",0,0,0,0,0,0,0,0,0,0
"341392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54988",1,1,0,1,0,0,0,0,0,1
"123876",0,0,0,0,0,0,0,0,0,0
"348158",0,0,0,0,0,0,0,0,0,0
"344967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154141",1,1,0,0,0,1,1,0,0,1
"51099",0,1,1,0,0,1,1,1,0,0
"253558",1,1,1,1,1,1,1,1,1,1
"84513",1,0,1,1,1,1,1,0,0,1
"64748",0,0,1,1,1,1,0,0,1,0
"9890",0,0,0,0,0,0,0,0,0,0
"9663",1,1,1,1,1,1,1,1,1,1
"196051",0,0,0,0,0,0,0,0,0,0
"79948",1,0,0,0,1,1,0,1,0,1
"23175",1,0,1,1,1,1,0,1,1,1
"64900",0,0,1,1,1,1,0,1,0,0
"85465",1,1,1,1,1,1,1,1,1,1
"122618",0,0,0,1,1,1,0,0,1,0
"201164",1,1,1,1,1,1,1,1,1,1
"23646",0,0,1,1,0,1,0,1,0,0
"590",0,0,0,0,0,0,0,0,0,0
"91012",1,0,1,1,0,0,0,1,1,0
"204219",0,0,0,0,0,0,0,0,0,0
"10715",0,0,1,1,1,0,0,0,1,0
"253782",0,1,0,1,1,1,1,1,0,0
"29956",1,1,1,1,1,1,1,1,1,1
"79603",0,1,1,0,0,1,1,0,1,1
"56624",0,0,0,0,0,0,0,0,0,0
"55757",0,0,0,0,0,0,0,0,0,0
"145173",0,0,0,0,1,0,0,0,0,1
"644974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56886",0,0,0,1,1,0,0,1,1,1
"152586",0,0,0,0,0,0,0,0,0,0
"55830",1,1,1,1,1,1,1,1,1,1
"170384",0,0,0,0,0,1,1,1,1,0
"283358",1,0,1,0,0,0,0,0,1,1
"148789",0,0,0,0,1,1,1,0,1,1
"2526",0,1,1,0,0,1,1,1,1,0
"84750",1,0,0,1,0,0,0,1,0,0
"644378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55624",0,0,1,1,0,0,0,1,1,0
"83468",0,0,0,0,0,0,0,0,0,0
"168391",0,0,0,0,0,0,0,0,0,0
"338707",0,0,0,0,0,0,0,0,0,0
"146664",1,0,0,0,1,1,1,0,0,0
"360203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56983",1,1,1,1,1,1,1,1,1,1
"3703",1,1,1,1,1,1,1,1,1,1
"124872",0,0,1,0,0,1,0,0,0,0
"8473",1,1,1,1,1,1,1,1,1,1
"8708",0,0,0,0,0,0,0,0,0,0
"2529",0,0,1,1,0,0,1,0,1,1
"8702",1,1,1,1,1,1,1,1,1,1
"8707",0,0,0,0,0,1,1,0,0,1
"200810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84752",0,1,1,0,0,1,0,0,1,1
"201595",1,1,1,1,1,1,1,1,1,1
"140687",0,0,0,0,0,0,0,0,0,0
"51228",1,1,1,1,1,1,1,1,1,1
"284004",1,1,1,1,1,1,0,1,1,1
"79411",0,1,1,1,0,0,0,0,0,1
"27090",0,1,0,1,0,1,0,0,1,1
"129807",1,1,1,0,0,1,0,0,0,1
"2524",1,0,0,1,0,0,0,0,1,1
"2528",1,1,0,0,0,1,1,1,0,0
"2527",0,1,0,0,0,0,1,1,1,1
"113612",0,0,0,1,1,1,1,1,1,1
"493869",0,0,0,0,0,0,0,0,0,0
"64180",0,1,0,0,1,0,1,1,0,1
"64174",1,1,1,0,1,1,1,0,0,0
"10728",1,1,1,1,1,1,1,1,1,1
"11102",0,0,0,1,1,1,1,0,0,1
"91179",1,0,1,0,1,1,0,0,1,1
"10826",1,1,1,1,1,0,0,0,0,1
"266740",0,0,0,0,0,0,0,0,0,0
"3930",1,1,1,1,1,1,1,1,1,1
"4645",0,0,0,0,0,0,0,0,0,0
"3069",1,0,0,0,1,1,1,1,0,0
"4864",1,1,1,0,0,1,1,1,0,0
"285440",0,1,0,1,0,0,1,0,0,0
"79644",0,0,0,0,0,1,1,1,1,1
"1646",0,1,0,1,0,0,0,0,1,1
"51170",1,0,1,0,0,1,1,1,0,0
"51144",1,0,1,0,0,1,0,1,0,0
"8630",0,0,0,0,0,0,0,0,0,0
"158160",1,1,1,1,1,1,1,1,1,1
"83401",0,0,0,0,0,0,0,0,0,0
"64834",0,0,0,1,1,0,0,0,1,1
"79993",1,0,1,0,0,1,0,1,0,0
"401494",0,0,0,0,0,0,0,0,0,0
"192286",1,1,1,1,1,1,1,1,1,1
"201562",1,0,1,1,1,1,1,1,1,1
"9200",0,0,0,0,0,1,0,1,1,0
"51495",1,1,1,1,1,1,1,1,1,1
"253017",0,0,0,0,0,0,0,0,0,0
"9524",0,1,0,1,1,0,1,0,1,0
"283985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3995",1,1,1,0,0,1,1,0,0,1
"1155",1,1,1,1,1,1,1,1,1,1
"114571",0,0,0,1,0,0,0,0,1,1
"123096",0,0,1,1,0,0,0,1,1,1
"57016",0,0,0,0,0,0,0,0,0,0
"55277",0,0,0,0,0,0,0,0,0,0
"79707",1,1,1,1,1,1,1,1,1,1
"64122",0,0,0,0,0,0,0,0,0,0
"9917",1,1,1,1,1,1,1,1,1,1
"79672",1,1,0,0,0,1,0,1,0,1
"92370",0,0,1,0,1,0,0,1,0,1
"390928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93650",0,1,0,1,0,1,0,0,1,1
"139596",1,1,1,1,1,1,1,1,1,1
"55066",1,1,1,1,1,1,1,1,1,1
"283208",0,0,0,0,0,0,0,0,0,0
"5033",1,1,1,1,1,1,1,1,1,1
"8974",1,0,1,0,1,0,0,1,1,0
"58478",1,1,1,1,1,1,1,1,1,1
"55256",1,0,1,1,0,0,1,1,0,0
"259307",0,0,0,1,0,1,1,0,1,1
"81894",1,1,1,1,1,1,1,1,1,1
"51312",0,1,0,1,1,1,1,1,1,0
"138639",0,0,1,0,1,0,1,1,1,1
"23203",1,1,1,1,1,1,1,1,1,1
"9896",1,0,1,1,1,0,0,0,0,1
"374462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163404",0,0,0,0,0,0,0,0,0,0
"22908",1,1,1,1,1,1,1,1,1,1
"22876",0,0,0,1,1,0,1,1,1,0
"84814",1,0,1,0,0,1,0,1,1,1
"51559",1,1,0,1,1,1,0,0,1,0
"29085",1,0,1,1,0,0,0,0,1,1
"64419",1,1,1,1,1,1,1,1,1,1
"145553",0,0,1,1,1,0,0,0,0,1
"51496",0,0,1,1,0,0,1,1,0,0
"8446",1,1,1,1,1,1,1,1,1,1
"9107",1,1,1,1,1,1,1,1,1,1
"23371",0,1,1,1,1,0,0,0,1,0
"9108",0,0,0,0,0,0,0,0,0,0
"55613",0,0,0,0,0,0,0,0,0,0
"403313",1,0,0,1,0,0,0,0,1,0
"9562",0,0,1,0,1,0,0,0,0,1
"3705",0,0,1,1,1,1,0,0,0,1
"138429",0,1,1,0,0,0,1,0,0,1
"10170",1,1,1,1,0,1,1,1,0,0
"9249",0,0,1,0,1,0,1,1,1,1
"220074",1,0,1,1,0,1,0,1,0,1
"1733",0,0,0,0,0,0,0,0,0,0
"1735",0,0,1,1,0,1,0,0,0,1
"1734",0,0,0,0,0,1,1,1,1,1
"6819",0,0,0,0,0,0,0,0,0,0
"27284",1,0,1,0,1,0,1,1,0,0
"84274",0,0,1,1,1,0,0,1,1,1
"4297",1,0,0,0,1,1,1,1,0,0
"55904",1,1,1,1,1,1,1,1,1,1
"55870",1,1,1,1,1,1,1,1,1,1
"79723",0,0,0,1,0,1,1,1,1,0
"79813",1,0,0,1,1,1,0,1,1,0
"387893",0,1,1,0,0,1,1,1,0,0
"8085",1,1,0,0,0,1,1,1,0,1
"58508",1,1,0,0,1,1,1,1,0,0
"9869",1,0,0,0,1,1,1,1,0,0
"9757",1,1,0,0,1,0,1,1,0,0
"80854",0,0,0,1,0,1,1,0,1,1
"9739",0,0,1,0,1,1,0,1,0,1
"64754",0,1,0,0,0,0,1,1,0,0
"84444",1,1,0,0,0,1,1,1,0,1
"10919",0,0,1,0,0,1,0,0,0,1
"64324",0,1,1,1,1,1,0,1,0,0
"23067",1,1,1,1,1,1,1,1,1,1
"6839",1,0,1,0,0,1,1,1,0,0
"83852",0,1,0,1,1,0,1,0,1,0
"54904",1,1,1,1,1,1,1,0,0,1
"84787",0,0,1,1,1,0,0,0,0,1
"29072",1,1,1,1,1,1,1,1,0,0
"7468",0,0,0,0,1,1,1,1,1,1
"51111",1,1,1,1,1,1,1,1,1,1
"6419",0,0,1,1,1,1,1,1,0,0
"90701",1,1,1,1,1,1,1,1,1,1
"9789",1,1,1,1,1,1,1,1,1,1
"23478",1,1,1,1,1,1,1,1,1,1
"28972",1,1,1,1,1,1,1,1,1,1
"60559",1,1,1,1,1,1,1,1,1,1
"57171",0,1,1,1,0,0,0,0,1,1
"4249",1,1,1,1,1,1,1,1,1,1
"25834",0,0,0,0,0,0,0,0,0,0
"137902",0,0,0,0,0,0,0,0,0,0
"7837",0,1,0,1,0,0,1,0,1,1
"9677",1,0,0,1,1,0,0,0,1,1
"23262",1,1,1,1,1,1,1,1,1,1
"26007",0,1,1,0,1,1,1,1,0,0
"158584",0,0,1,0,1,0,1,1,1,1
"283209",0,0,0,1,0,0,1,1,1,0
"23491",1,1,0,1,0,1,0,0,0,1
"221223",0,0,0,0,0,0,0,0,0,0
"1208",0,0,0,0,0,1,0,0,0,1
"55244",0,0,0,0,0,0,0,0,0,0
"146802",0,1,0,0,0,1,0,0,0,1
"345274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116085",1,0,0,1,1,0,0,0,1,1
"123688",0,0,1,0,0,1,1,0,0,0
"56898",1,0,1,1,1,0,0,0,0,1
"51171",0,0,1,1,1,0,0,0,1,0
"84869",1,0,0,1,1,0,0,0,1,0
"51741",0,0,1,0,1,1,1,0,0,0
"10202",1,0,1,0,1,1,0,1,0,1
"1487",1,1,1,1,1,1,1,1,1,1
"93517",0,1,0,1,1,0,1,1,1,1
