"","original","FASTcore","GIMME","IMAT","CORDA","tINIT"
"HMR_5686",1,"Present","1","1","Medium","10"
"HMR_5687",1,"Present","1","1","Medium","10"
"HMR_5688",1,"Present","1","1","Medium","10"
"HMR_5689",1,"Present","1","1","Medium","10"
"HMR_5690",1,"Present","1","1","Medium","10"
"HMR_5691",1,"Present","1","1","Medium","10"
"HMR_5692",1,"Present","1","1","Medium","10"
"HMR_5693",1,"Present","1","1","Medium","10"
"HMR_5694",1,"Present","1","1","Medium","10"
"HMR_5695",1,"Present","1","1","Medium","10"
"HMR_5696",1,"Present","1","1","Medium","10"
"HMR_5697",1,"Present","1","1","Medium","10"
"HMR_5698",1,"Present","1","1","Medium","10"
"HMR_5699",1,"Present","1","1","Medium","10"
"HMR_5700",1,"Present","1","1","Medium","10"
"HMR_5701",1,"Present","1","1","Medium","10"
"HMR_5702",1,"Present","1","1","Medium","10"
"HMR_5703",1,"Present","1","1","Medium","10"
"HMR_5704",1,"Present","1","1","Medium","10"
"HMR_5705",1,"Present","1","1","Medium","10"
"HMR_5706",1,"Present","1","1","Medium","10"
"HMR_5707",1,"Present","1","1","Medium","10"
"HMR_5708",2,"Present","2","2","High","15"
"HMR_5709",2,"Present","2","2","High","15"
"HMR_5710",2,"Present","2","2","High","15"
"HMR_5711",1,"Present","1","1","Medium","10"
"HMR_5712",1,"Present","1","1","Medium","10"
"HMR_5713",1,"Present","1","1","Medium","10"
"HMR_5714",1,"Present","1","1","Medium","10"
"HMR_5715",1,"Present","1","1","Medium","10"
"HMR_5716",1,"Present","1","1","Medium","10"
"HMR_5717",2,"Present","2","2","High","15"
"HMR_5718",1,"Present","1","1","Medium","10"
"HMR_5719",2,"Present","2","2","High","15"
"HMR_5720",1,"Present","1","1","Medium","10"
"HMR_5721",1,"Present","1","1","Medium","10"
"HMR_5722",1,"Present","1","1","Medium","10"
"HMR_5723",1,"Present","1","1","Medium","10"
"HMR_5724",1,"Present","1","1","Medium","10"
"HMR_5725",1,"Present","1","1","Medium","10"
"HMR_5726",1,"Present","1","1","Medium","10"
"HMR_5727",1,"Present","1","1","Medium","10"
"HMR_5728",1,"Present","1","1","Medium","10"
"HMR_5729",1,"Present","1","1","Medium","10"
"HMR_5730",1,"Present","1","1","Medium","10"
"HMR_5731",1,"Present","1","1","Medium","10"
"HMR_5732",1,"Present","1","1","Medium","10"
"HMR_5733",1,"Present","1","1","Medium","10"
"HMR_5734",1,"Present","1","1","Medium","10"
"HMR_5735",1,"Present","1","1","Medium","10"
"HMR_5736",1,"Present","1","1","Medium","10"
"HMR_5737",1,"Present","1","1","Medium","10"
"HMR_5738",1,"Present","1","1","Medium","10"
"HMR_5739",1,"Present","1","1","Medium","10"
"HMR_5740",1,"Present","1","1","Medium","10"
"HMR_5741",1,"Present","1","1","Medium","10"
"HMR_5742",1,"Present","1","1","Medium","10"
"HMR_5743",1,"Present","1","1","Medium","10"
"HMR_5744",1,"Present","1","1","Medium","10"
"HMR_5745",1,"Present","1","1","Medium","10"
"HMR_5746",1,"Present","1","1","Medium","10"
"HMR_5747",1,"Present","1","1","Medium","10"
"HMR_5748",1,"Present","1","1","Medium","10"
"HMR_5749",1,"Present","1","1","Medium","10"
"HMR_5750",1,"Present","1","1","Medium","10"
"HMR_5751",1,"Present","1","1","Medium","10"
"HMR_5752",1,"Present","1","1","Medium","10"
"HMR_5753",2,"Present","2","2","High","15"
"HMR_5754",2,"Present","2","2","High","15"
"HMR_5755",2,"Present","2","2","High","15"
"HMR_5756",1,"Present","1","1","Medium","10"
"HMR_5757",1,"Present","1","1","Medium","10"
"HMR_5758",1,"Present","1","1","Medium","10"
"HMR_5759",1,"Present","1","1","Medium","10"
"HMR_5760",2,"Present","2","2","High","15"
"HMR_5761",1,"Present","1","1","Medium","10"
"HMR_5762",1,"Present","1","1","Medium","10"
"HMR_5763",1,"Present","1","1","Medium","10"
"HMR_5764",2,"Present","2","2","High","15"
"HMR_5765",1,"Present","1","1","Medium","10"
"HMR_5766",1,"Present","1","1","Medium","10"
"HMR_5767",1,"Present","1","1","Medium","10"
"HMR_5768",1,"Present","1","1","Medium","10"
"HMR_5769",1,"Present","1","1","Medium","10"
"HMR_5770",1,"Present","1","1","Medium","10"
"HMR_5771",1,"Present","1","1","Medium","10"
"HMR_5772",1,"Present","1","1","Medium","10"
"HMR_5773",1,"Present","1","1","Medium","10"
"HMR_5774",1,"Present","1","1","Medium","10"
"HMR_5775",1,"Present","1","1","Medium","10"
"HMR_5776",1,"Present","1","1","Medium","10"
"HMR_5777",1,"Present","1","1","Medium","10"
"HMR_5778",1,"Present","1","1","Medium","10"
"HMR_5779",1,"Present","1","1","Medium","10"
"HMR_5780",1,"Present","1","1","Medium","10"
"HMR_5781",1,"Present","1","1","Medium","10"
"HMR_5782",1,"Present","1","1","Medium","10"
"HMR_5783",2,"Present","2","2","High","15"
"HMR_5784",2,"Present","2","2","High","15"
"HMR_5785",2,"Present","2","2","High","15"
"HMR_5786",1,"Present","1","1","Medium","10"
"HMR_5787",1,"Present","1","1","Medium","10"
"HMR_5788",1,"Present","1","1","Medium","10"
"HMR_5789",1,"Present","1","1","Medium","10"
"HMR_5790",2,"Present","2","2","High","15"
"HMR_5791",1,"Present","1","1","Medium","10"
"HMR_5792",1,"Present","1","1","Medium","10"
"HMR_5793",2,"Present","2","2","High","15"
"HMR_5794",1,"Present","1","1","Medium","10"
"HMR_5795",1,"Present","1","1","Medium","10"
"HMR_5796",1,"Present","1","1","Medium","10"
"HMR_5797",1,"Present","1","1","Medium","10"
"HMR_5798",1,"Present","1","1","Medium","10"
"HMR_5799",1,"Present","1","1","Medium","10"
"HMR_5800",1,"Present","1","1","Medium","10"
"HMR_5801",1,"Present","1","1","Medium","10"
"HMR_5802",1,"Present","1","1","Medium","10"
"HMR_5803",1,"Present","1","1","Medium","10"
"HMR_5804",1,"Present","1","1","Medium","10"
"HMR_5805",1,"Present","1","1","Medium","10"
"HMR_5806",1,"Present","1","1","Medium","10"
"HMR_5807",1,"Present","1","1","Medium","10"
"HMR_5808",1,"Present","1","1","Medium","10"
"HMR_5809",1,"Present","1","1","Medium","10"
"HMR_5810",1,"Present","1","1","Medium","10"
"HMR_5811",1,"Present","1","1","Medium","10"
"HMR_5812",1,"Present","1","1","Medium","10"
"HMR_5813",1,"Present","1","1","Medium","10"
"HMR_5814",1,"Present","1","1","Medium","10"
"HMR_5815",1,"Present","1","1","Medium","10"
"HMR_5816",1,"Present","1","1","Medium","10"
"HMR_5817",1,"Present","1","1","Medium","10"
"HMR_5818",1,"Present","1","1","Medium","10"
"HMR_5819",1,"Present","1","1","Medium","10"
"HMR_5820",1,"Present","1","1","Medium","10"
"HMR_5821",1,"Present","1","1","Medium","10"
"HMR_5822",1,"Present","1","1","Medium","10"
"HMR_5823",1,"Present","1","1","Medium","10"
"HMR_5824",1,"Present","1","1","Medium","10"
"HMR_5825",1,"Present","1","1","Medium","10"
"HMR_5826",1,"Present","1","1","Medium","10"
"HMR_5827",1,"Present","1","1","Medium","10"
"HMR_5828",1,"Present","1","1","Medium","10"
"HMR_5829",1,"Present","1","1","Medium","10"
"HMR_5830",1,"Present","1","1","Medium","10"
"HMR_5831",1,"Present","1","1","Medium","10"
"HMR_5832",1,"Present","1","1","Medium","10"
"HMR_5833",1,"Present","1","1","Medium","10"
"HMR_5834",1,"Present","1","1","Medium","10"
"HMR_5835",1,"Present","1","1","Medium","10"
"HMR_5836",1,"Present","1","1","Medium","10"
"HMR_5837",1,"Present","1","1","Medium","10"
"HMR_5838",1,"Present","1","1","Medium","10"
"HMR_5839",1,"Present","1","1","Medium","10"
"HMR_5840",1,"Present","1","1","Medium","10"
"HMR_5841",1,"Present","1","1","Medium","10"
"HMR_5842",1,"Present","1","1","Medium","10"
"HMR_5843",1,"Present","1","1","Medium","10"
"HMR_5844",1,"Present","1","1","Medium","10"
"HMR_5845",1,"Present","1","1","Medium","10"
"HMR_5846",1,"Present","1","1","Medium","10"
"HMR_5847",1,"Present","1","1","Medium","10"
"HMR_5848",1,"Present","1","1","Medium","10"
"HMR_5849",1,"Present","1","1","Medium","10"
"HMR_5850",1,"Present","1","1","Medium","10"
"HMR_5851",1,"Present","1","1","Medium","10"
"HMR_5852",1,"Present","1","1","Medium","10"
"HMR_5853",1,"Present","1","1","Medium","10"
"HMR_5854",1,"Present","1","1","Medium","10"
"HMR_5855",1,"Present","1","1","Medium","10"
"HMR_5856",1,"Present","1","1","Medium","10"
"HMR_5857",1,"Present","1","1","Medium","10"
"HMR_5858",1,"Present","1","1","Medium","10"
"HMR_5859",1,"Present","1","1","Medium","10"
"HMR_5860",1,"Present","1","1","Medium","10"
"HMR_5861",1,"Present","1","1","Medium","10"
"HMR_5862",1,"Present","1","1","Medium","10"
"HMR_5863",1,"Present","1","1","Medium","10"
"HMR_5864",1,"Present","1","1","Medium","10"
"HMR_5865",1,"Present","1","1","Medium","10"
"HMR_5866",1,"Present","1","1","Medium","10"
"HMR_5867",1,"Present","1","1","Medium","10"
"HMR_5868",1,"Present","1","1","Medium","10"
"HMR_5869",1,"Present","1","1","Medium","10"
"HMR_5870",1,"Present","1","1","Medium","10"
"HMR_5871",1,"Present","1","1","Medium","10"
"HMR_5872",1,"Present","1","1","Medium","10"
"HMR_5873",2,"Present","2","2","High","15"
"HMR_5874",1,"Present","1","1","Medium","10"
"HMR_5875",1,"Present","1","1","Medium","10"
"HMR_5876",1,"Present","1","1","Medium","10"
"HMR_5877",1,"Present","1","1","Medium","10"
"HMR_5878",1,"Present","1","1","Medium","10"
"HMR_5879",1,"Present","1","1","Medium","10"
"HMR_5880",1,"Present","1","1","Medium","10"
"HMR_5881",1,"Present","1","1","Medium","10"
"HMR_5882",1,"Present","1","1","Medium","10"
"HMR_5883",1,"Present","1","1","Medium","10"
"HMR_5884",1,"Present","1","1","Medium","10"
"HMR_5885",1,"Present","1","1","Medium","10"
"HMR_5886",1,"Present","1","1","Medium","10"
"HMR_5887",1,"Present","1","1","Medium","10"
"HMR_5888",1,"Present","1","1","Medium","10"
"HMR_5889",1,"Present","1","1","Medium","10"
"HMR_5890",1,"Present","1","1","Medium","10"
"HMR_5891",1,"Present","1","1","Medium","10"
"HMR_5892",1,"Present","1","1","Medium","10"
"HMR_5893",1,"Present","1","1","Medium","10"
"HMR_5894",1,"Present","1","1","Medium","10"
"HMR_5895",1,"Present","1","1","Medium","10"
"HMR_5896",1,"Present","1","1","Medium","10"
"HMR_5897",1,"Present","1","1","Medium","10"
"HMR_5898",1,"Present","1","1","Medium","10"
"HMR_5899",1,"Present","1","1","Medium","10"
"HMR_5900",1,"Present","1","1","Medium","10"
"HMR_5901",1,"Present","1","1","Medium","10"
"HMR_5902",1,"Present","1","1","Medium","10"
"HMR_5903",1,"Present","1","1","Medium","10"
"HMR_5904",1,"Present","1","1","Medium","10"
"HMR_5905",1,"Present","1","1","Medium","10"
"HMR_5906",1,"Present","1","1","Medium","10"
"HMR_5907",0,"-","0","0","Negative","-8"
"HMR_5908",0,"-","0","0","Negative","-8"
"HMR_5909",0,"-","0","0","Negative","-8"
"HMR_5910",0,"-","0","0","Negative","-8"
"HMR_5911",0,"-","0","0","Negative","-8"
"HMR_5912",0,"-","0","0","Negative","-8"
"HMR_5913",0,"-","0","0","Negative","-8"
"HMR_5914",0,"-","0","0","Negative","-8"
"HMR_5915",0,"-","0","0","Negative","-8"
"HMR_5916",0,"-","0","0","Negative","-8"
"HMR_5917",0,"-","0","0","Negative","-8"
"HMR_5918",0,"-","0","0","Negative","-8"
"HMR_5919",0,"-","0","0","Negative","-8"
"HMR_5920",0,"-","0","0","Negative","-8"
"HMR_5921",0,"-","0","0","Negative","-8"
"HMR_5922",0,"-","0","0","Negative","-8"
"HMR_5923",0,"-","0","0","Negative","-8"
"HMR_5924",0,"-","0","0","Negative","-8"
"HMR_5925",0,"-","0","0","Negative","-8"
"HMR_5926",0,"-","0","0","Negative","-8"
"HMR_5927",0,"-","0","0","Negative","-8"
"HMR_5928",0,"-","0","0","Negative","-8"
"HMR_5929",0,"-","0","0","Negative","-8"
"HMR_5930",0,"-","0","0","Negative","-8"
"HMR_5931",0,"-","0","0","Negative","-8"
"HMR_5932",0,"-","0","0","Negative","-8"
"HMR_5933",0,"-","0","0","Negative","-8"
"HMR_5934",0,"-","0","0","Negative","-8"
"HMR_5935",0,"-","0","0","Negative","-8"
"HMR_5936",0,"-","0","0","Negative","-8"
"HMR_5937",0,"-","0","0","Negative","-8"
"HMR_5938",0,"-","0","0","Negative","-8"
"HMR_5939",0,"-","0","0","Negative","-8"
"HMR_5940",0,"-","0","0","Negative","-8"
"HMR_5941",0,"-","0","0","Negative","-8"
"HMR_5942",0,"-","0","0","Negative","-8"
"HMR_5943",0,"-","0","0","Negative","-8"
"HMR_5944",0,"-","0","0","Negative","-8"
"HMR_5945",0,"-","0","0","Negative","-8"
"HMR_5946",0,"-","0","0","Negative","-8"
"HMR_5947",0,"-","0","0","Negative","-8"
"HMR_5948",0,"-","0","0","Negative","-8"
"HMR_5949",0,"-","0","0","Negative","-8"
"HMR_5950",0,"-","0","0","Negative","-8"
"HMR_5951",0,"-","0","0","Negative","-8"
"HMR_5952",0,"-","0","0","Negative","-8"
"HMR_5953",0,"-","0","0","Negative","-8"
"HMR_5954",0,"-","0","0","Negative","-8"
"HMR_5955",0,"-","0","0","Negative","-8"
"HMR_5956",0,"-","0","0","Negative","-8"
"HMR_5957",0,"-","0","0","Negative","-8"
"HMR_5958",0,"-","0","0","Negative","-8"
"HMR_5959",0,"-","0","0","Negative","-8"
"HMR_5960",0,"-","0","0","Negative","-8"
"HMR_5961",0,"-","0","0","Negative","-8"
"HMR_5962",0,"-","0","0","Negative","-8"
"HMR_5963",0,"-","0","0","Negative","-8"
"HMR_5964",0,"-","0","0","Negative","-8"
"HMR_5965",0,"-","0","0","Negative","-8"
"HMR_5966",0,"-","0","0","Negative","-8"
"HMR_5967",0,"-","0","0","Negative","-8"
"HMR_5968",0,"-","0","0","Negative","-8"
"HMR_5969",0,"-","0","0","Negative","-8"
"HMR_5970",0,"-","0","0","Negative","-8"
"HMR_5971",0,"-","0","0","Negative","-8"
"HMR_5972",0,"-","0","0","Negative","-8"
"HMR_5973",0,"-","0","0","Negative","-8"
"HMR_5974",0,"-","0","0","Negative","-8"
"HMR_5975",0,"-","0","0","Negative","-8"
"HMR_5976",0,"-","0","0","Negative","-8"
"HMR_5977",0,"-","0","0","Negative","-8"
"HMR_5978",0,"-","0","0","Negative","-8"
"HMR_5979",0,"-","0","0","Negative","-8"
"HMR_5980",0,"-","0","0","Negative","-8"
"HMR_5981",0,"-","0","0","Negative","-8"
"HMR_5982",0,"-","0","0","Negative","-8"
"HMR_5983",0,"-","0","0","Negative","-8"
"HMR_5984",0,"-","0","0","Negative","-8"
"HMR_5985",0,"-","0","0","Negative","-8"
"HMR_5986",0,"-","0","0","Negative","-8"
"HMR_5987",1,"Present","1","1","Medium","10"
"HMR_5989",1,"Present","1","1","Medium","10"
"HMR_5990",1,"Present","1","1","Medium","10"
"HMR_5992",0,"-","0","0","Negative","-8"
"HMR_5993",NA,"-","-1","-1","-","-2"
"HMR_5994",0,"-","0","0","Negative","-8"
"HMR_5995",0,"-","0","0","Negative","-8"
"HMR_5996",1,"Present","1","1","Medium","10"
"HMR_5997",0,"-","0","0","Negative","-8"
"HMR_5998",0,"-","0","0","Negative","-8"
"HMR_6000",0,"-","0","0","Negative","-8"
"HMR_6001",0,"-","0","0","Negative","-8"
"HMR_6002",0,"-","0","0","Negative","-8"
"HMR_6003",0,"-","0","0","Negative","-8"
"HMR_6004",0,"-","0","0","Negative","-8"
"HMR_6005",0,"-","0","0","Negative","-8"
"HMR_6006",0,"-","0","0","Negative","-8"
"HMR_6007",0,"-","0","0","Negative","-8"
"HMR_6008",0,"-","0","0","Negative","-8"
"HMR_6009",0,"-","0","0","Negative","-8"
"HMR_6010",0,"-","0","0","Negative","-8"
"HMR_6011",0,"-","0","0","Negative","-8"
"HMR_6012",0,"-","0","0","Negative","-8"
"HMR_6013",0,"-","0","0","Negative","-8"
"HMR_6014",0,"-","0","0","Negative","-8"
"HMR_6015",0,"-","0","0","Negative","-8"
"HMR_6016",0,"-","0","0","Negative","-8"
"HMR_6017",0,"-","0","0","Negative","-8"
"HMR_6018",0,"-","0","0","Negative","-8"
"HMR_6019",0,"-","0","0","Negative","-8"
"HMR_6020",0,"-","0","0","Negative","-8"
"HMR_6021",0,"-","0","0","Negative","-8"
"HMR_6022",0,"-","0","0","Negative","-8"
"HMR_6023",0,"-","0","0","Negative","-8"
"HMR_6024",0,"-","0","0","Negative","-8"
"HMR_6025",0,"-","0","0","Negative","-8"
"HMR_6026",0,"-","0","0","Negative","-8"
"HMR_6027",0,"-","0","0","Negative","-8"
"HMR_6028",0,"-","0","0","Negative","-8"
"HMR_6029",0,"-","0","0","Negative","-8"
"HMR_6030",0,"-","0","0","Negative","-8"
"HMR_6031",0,"-","0","0","Negative","-8"
"HMR_6032",0,"-","0","0","Negative","-8"
"HMR_6033",0,"-","0","0","Negative","-8"
"HMR_6034",0,"-","0","0","Negative","-8"
"HMR_6035",0,"-","0","0","Negative","-8"
"HMR_6036",0,"-","0","0","Negative","-8"
"HMR_6037",0,"-","0","0","Negative","-8"
"HMR_6038",0,"-","0","0","Negative","-8"
"HMR_6039",0,"-","0","0","Negative","-8"
"HMR_6040",0,"-","0","0","Negative","-8"
"HMR_6041",0,"-","0","0","Negative","-8"
"HMR_6042",0,"-","0","0","Negative","-8"
"HMR_6043",0,"-","0","0","Negative","-8"
"HMR_6044",0,"-","0","0","Negative","-8"
"HMR_6045",0,"-","0","0","Negative","-8"
"HMR_6046",0,"-","0","0","Negative","-8"
"HMR_6047",0,"-","0","0","Negative","-8"
"HMR_6048",0,"-","0","0","Negative","-8"
"HMR_6049",0,"-","0","0","Negative","-8"
"HMR_6050",0,"-","0","0","Negative","-8"
"HMR_6051",0,"-","0","0","Negative","-8"
"HMR_6052",0,"-","0","0","Negative","-8"
"HMR_6053",0,"-","0","0","Negative","-8"
"HMR_6054",0,"-","0","0","Negative","-8"
"HMR_6055",0,"-","0","0","Negative","-8"
"HMR_6056",0,"-","0","0","Negative","-8"
"HMR_6057",0,"-","0","0","Negative","-8"
"HMR_6058",0,"-","0","0","Negative","-8"
"HMR_6059",0,"-","0","0","Negative","-8"
"HMR_6060",0,"-","0","0","Negative","-8"
"HMR_6061",0,"-","0","0","Negative","-8"
"HMR_6062",0,"-","0","0","Negative","-8"
"HMR_6063",0,"-","0","0","Negative","-8"
"HMR_6064",0,"-","0","0","Negative","-8"
"HMR_6065",0,"-","0","0","Negative","-8"
"HMR_6066",0,"-","0","0","Negative","-8"
"HMR_6067",0,"-","0","0","Negative","-8"
"HMR_6068",0,"-","0","0","Negative","-8"
"HMR_6069",0,"-","0","0","Negative","-8"
"HMR_6070",0,"-","0","0","Negative","-8"
"HMR_6071",0,"-","0","0","Negative","-8"
"HMR_6072",0,"-","0","0","Negative","-8"
"HMR_6073",0,"-","0","0","Negative","-8"
"HMR_6074",0,"-","0","0","Negative","-8"
"HMR_6075",0,"-","0","0","Negative","-8"
"HMR_6076",0,"-","0","0","Negative","-8"
"HMR_6077",0,"-","0","0","Negative","-8"
"HMR_6078",0,"-","0","0","Negative","-8"
"HMR_6079",0,"-","0","0","Negative","-8"
"HMR_6080",0,"-","0","0","Negative","-8"
"HMR_6081",0,"-","0","0","Negative","-8"
"HMR_6082",0,"-","0","0","Negative","-8"
"HMR_6083",0,"-","0","0","Negative","-8"
"HMR_6084",0,"-","0","0","Negative","-8"
"HMR_6085",0,"-","0","0","Negative","-8"
"HMR_6086",0,"-","0","0","Negative","-8"
"HMR_6087",0,"-","0","0","Negative","-8"
"HMR_6088",0,"-","0","0","Negative","-8"
"HMR_6089",0,"-","0","0","Negative","-8"
"HMR_6090",0,"-","0","0","Negative","-8"
"HMR_6091",0,"-","0","0","Negative","-8"
"HMR_6092",0,"-","0","0","Negative","-8"
"HMR_6093",0,"-","0","0","Negative","-8"
"HMR_6094",0,"-","0","0","Negative","-8"
"HMR_6095",0,"-","0","0","Negative","-8"
"HMR_6096",0,"-","0","0","Negative","-8"
"HMR_6097",0,"-","0","0","Negative","-8"
"HMR_6098",0,"-","0","0","Negative","-8"
"HMR_6099",0,"-","0","0","Negative","-8"
"HMR_6100",0,"-","0","0","Negative","-8"
"HMR_6101",1,"Present","1","1","Medium","10"
"HMR_6102",0,"-","0","0","Negative","-8"
"HMR_6103",0,"-","0","0","Negative","-8"
"HMR_6104",0,"-","0","0","Negative","-8"
"HMR_6105",0,"-","0","0","Negative","-8"
"HMR_6106",0,"-","0","0","Negative","-8"
"HMR_6107",0,"-","0","0","Negative","-8"
"HMR_6108",0,"-","0","0","Negative","-8"
"HMR_6109",0,"-","0","0","Negative","-8"
"HMR_6110",0,"-","0","0","Negative","-8"
"HMR_6111",0,"-","0","0","Negative","-8"
"HMR_6112",0,"-","0","0","Negative","-8"
"HMR_6113",0,"-","0","0","Negative","-8"
"HMR_6114",0,"-","0","0","Negative","-8"
"HMR_6115",0,"-","0","0","Negative","-8"
"HMR_6116",0,"-","0","0","Negative","-8"
"HMR_6117",0,"-","0","0","Negative","-8"
"HMR_6118",0,"-","0","0","Negative","-8"
"HMR_6119",0,"-","0","0","Negative","-8"
"HMR_6120",0,"-","0","0","Negative","-8"
"HMR_6121",0,"-","0","0","Negative","-8"
"HMR_6122",0,"-","0","0","Negative","-8"
"HMR_6123",0,"-","0","0","Negative","-8"
"HMR_6124",0,"-","0","0","Negative","-8"
"HMR_6125",0,"-","0","0","Negative","-8"
"HMR_6126",0,"-","0","0","Negative","-8"
"HMR_6127",0,"-","0","0","Negative","-8"
"HMR_6128",0,"-","0","0","Negative","-8"
"HMR_6129",3,"Present","2","2","High","20"
"HMR_6130",0,"-","0","0","Negative","-8"
"HMR_6131",0,"-","0","0","Negative","-8"
"HMR_6132",0,"-","0","0","Negative","-8"
"HMR_6133",0,"-","0","0","Negative","-8"
"HMR_6134",0,"-","0","0","Negative","-8"
"HMR_6135",0,"-","0","0","Negative","-8"
"HMR_6136",0,"-","0","0","Negative","-8"
"HMR_6137",0,"-","0","0","Negative","-8"
"HMR_6138",0,"-","0","0","Negative","-8"
"HMR_6139",0,"-","0","0","Negative","-8"
"HMR_6140",0,"-","0","0","Negative","-8"
"HMR_6141",0,"-","0","0","Negative","-8"
"HMR_6142",0,"-","0","0","Negative","-8"
"HMR_6143",0,"-","0","0","Negative","-8"
"HMR_6144",0,"-","0","0","Negative","-8"
"HMR_6145",0,"-","0","0","Negative","-8"
"HMR_6146",0,"-","0","0","Negative","-8"
"HMR_6147",0,"-","0","0","Negative","-8"
"HMR_6148",0,"-","0","0","Negative","-8"
"HMR_6149",0,"-","0","0","Negative","-8"
"HMR_6150",0,"-","0","0","Negative","-8"
"HMR_6151",0,"-","0","0","Negative","-8"
"HMR_6152",0,"-","0","0","Negative","-8"
"HMR_6153",0,"-","0","0","Negative","-8"
"HMR_6154",0,"-","0","0","Negative","-8"
"HMR_6155",0,"-","0","0","Negative","-8"
"HMR_6156",0,"-","0","0","Negative","-8"
"HMR_6157",0,"-","0","0","Negative","-8"
"HMR_6158",0,"-","0","0","Negative","-8"
"HMR_6159",0,"-","0","0","Negative","-8"
"HMR_6160",0,"-","0","0","Negative","-8"
"HMR_6161",0,"-","0","0","Negative","-8"
"HMR_6162",0,"-","0","0","Negative","-8"
"HMR_6163",0,"-","0","0","Negative","-8"
"HMR_6164",0,"-","0","0","Negative","-8"
"HMR_6165",0,"-","0","0","Negative","-8"
"HMR_6166",0,"-","0","0","Negative","-8"
"HMR_6167",0,"-","0","0","Negative","-8"
"HMR_6168",0,"-","0","0","Negative","-8"
"HMR_6169",0,"-","0","0","Negative","-8"
"HMR_6170",0,"-","0","0","Negative","-8"
"HMR_6171",0,"-","0","0","Negative","-8"
"HMR_6172",0,"-","0","0","Negative","-8"
"HMR_6173",0,"-","0","0","Negative","-8"
"HMR_6174",0,"-","0","0","Negative","-8"
"HMR_6175",0,"-","0","0","Negative","-8"
"HMR_6176",0,"-","0","0","Negative","-8"
"HMR_6177",0,"-","0","0","Negative","-8"
"HMR_6178",0,"-","0","0","Negative","-8"
"HMR_6179",0,"-","0","0","Negative","-8"
"HMR_6180",0,"-","0","0","Negative","-8"
"HMR_6181",0,"-","0","0","Negative","-8"
"HMR_6182",0,"-","0","0","Negative","-8"
"HMR_6183",0,"-","0","0","Negative","-8"
"HMR_6184",0,"-","0","0","Negative","-8"
"HMR_6185",0,"-","0","0","Negative","-8"
"HMR_6186",0,"-","0","0","Negative","-8"
"HMR_6187",0,"-","0","0","Negative","-8"
"HMR_6188",0,"-","0","0","Negative","-8"
"HMR_6189",0,"-","0","0","Negative","-8"
"HMR_6190",0,"-","0","0","Negative","-8"
"HMR_6191",0,"-","0","0","Negative","-8"
"HMR_6192",0,"-","0","0","Negative","-8"
"HMR_6193",0,"-","0","0","Negative","-8"
"HMR_6194",0,"-","0","0","Negative","-8"
"HMR_6195",0,"-","0","0","Negative","-8"
"HMR_6196",0,"-","0","0","Negative","-8"
"HMR_6197",0,"-","0","0","Negative","-8"
"HMR_6198",0,"-","0","0","Negative","-8"
"HMR_6199",0,"-","0","0","Negative","-8"
"HMR_6200",0,"-","0","0","Negative","-8"
"HMR_6201",0,"-","0","0","Negative","-8"
"HMR_6202",0,"-","0","0","Negative","-8"
"HMR_6203",0,"-","0","0","Negative","-8"
"HMR_6204",0,"-","0","0","Negative","-8"
"HMR_6205",0,"-","0","0","Negative","-8"
"HMR_6206",0,"-","0","0","Negative","-8"
"HMR_6207",0,"-","0","0","Negative","-8"
"HMR_6208",0,"-","0","0","Negative","-8"
"HMR_6209",0,"-","0","0","Negative","-8"
"HMR_6210",0,"-","0","0","Negative","-8"
"HMR_6211",0,"-","0","0","Negative","-8"
"HMR_6212",0,"-","0","0","Negative","-8"
"HMR_6213",0,"-","0","0","Negative","-8"
"HMR_6214",0,"-","0","0","Negative","-8"
"HMR_6215",0,"-","0","0","Negative","-8"
"HMR_6216",0,"-","0","0","Negative","-8"
"HMR_6217",0,"-","0","0","Negative","-8"
"HMR_6218",1,"Present","1","1","Medium","10"
"HMR_6219",1,"Present","1","1","Medium","10"
"HMR_6220",1,"Present","1","1","Medium","10"
"HMR_6221",1,"Present","1","1","Medium","10"
"HMR_6222",1,"Present","1","1","Medium","10"
"HMR_6223",1,"Present","1","1","Medium","10"
"HMR_6224",1,"Present","1","1","Medium","10"
"HMR_6225",1,"Present","1","1","Medium","10"
"HMR_6226",1,"Present","1","1","Medium","10"
"HMR_6227",1,"Present","1","1","Medium","10"
"HMR_6228",1,"Present","1","1","Medium","10"
"HMR_6229",1,"Present","1","1","Medium","10"
"HMR_6230",1,"Present","1","1","Medium","10"
"HMR_6231",1,"Present","1","1","Medium","10"
"HMR_6232",1,"Present","1","1","Medium","10"
"HMR_6233",1,"Present","1","1","Medium","10"
"HMR_6234",1,"Present","1","1","Medium","10"
"HMR_6235",1,"Present","1","1","Medium","10"
"HMR_6236",1,"Present","1","1","Medium","10"
"HMR_6237",1,"Present","1","1","Medium","10"
"HMR_6238",1,"Present","1","1","Medium","10"
"HMR_6239",1,"Present","1","1","Medium","10"
"HMR_6240",1,"Present","1","1","Medium","10"
"HMR_6241",1,"Present","1","1","Medium","10"
"HMR_6242",1,"Present","1","1","Medium","10"
"HMR_6243",1,"Present","1","1","Medium","10"
"HMR_6244",1,"Present","1","1","Medium","10"
"HMR_6245",1,"Present","1","1","Medium","10"
"HMR_6246",1,"Present","1","1","Medium","10"
"HMR_6247",1,"Present","1","1","Medium","10"
"HMR_6248",3,"Present","2","2","High","20"
