"","ImmProt_Th2_01","ImmProt_Th2_02","ImmProt_Th2_03","ImmProt_Th2_04"
"5837",NA,NA,NA,NA
"5836",0,0,0,1
"5834",1,1,1,1
"160728",NA,NA,NA,NA
"8801",1,1,1,1
"11285",1,0,1,1
"8802",1,1,1,1
"2729",0,1,0,1
"8972",1,1,0,0
"2618",1,1,0,1
"2730",1,1,0,1
"8803",1,1,1,1
"10723",0,1,0,0
"9990",1,0,0,1
"2746",1,1,1,1
"6560",1,1,1,1
"2747",1,1,1,1
"5019",1,1,1,1
"10841",NA,NA,NA,NA
"57468",NA,NA,NA,NA
"3795",1,0,0,0
"1629",1,1,0,1
"27165",NA,NA,NA,NA
"594",0,1,0,1
"2744",1,1,1,1
"8564",0,0,0,1
"3938",NA,NA,NA,NA
"593",0,1,0,0
"26873",1,1,0,0
"79751",1,0,1,1
"83733",NA,NA,NA,NA
"4942",1,1,0,1
"2639",0,1,0,1
"53",0,0,0,1
"3931",0,0,1,0
"7372",0,1,0,1
"57084",NA,NA,NA,NA
"1811",NA,NA,NA,NA
"246213",NA,NA,NA,NA
"57030",NA,NA,NA,NA
"387775",NA,NA,NA,NA
"10861",NA,NA,NA,NA
"1836",1,1,1,1
"124637",NA,NA,NA,NA
"51179",NA,NA,NA,NA
"54363",NA,NA,NA,NA
"366",1,1,1,1
"1583",1,1,1,1
"2628",1,1,1,1
"1584",NA,NA,NA,NA
"1585",NA,NA,NA,NA
"11283",0,0,1,1
"9380",1,1,1,1
"1586",NA,NA,NA,NA
"2713",NA,NA,NA,NA
"4047",0,1,1,1
"1588",NA,NA,NA,NA
"29124",NA,NA,NA,NA
"5321",0,1,0,0
"2710",1,1,0,1
"1576",NA,NA,NA,NA
"2712",1,0,0,0
"1178",1,1,0,0
"51268",NA,NA,NA,NA
"1056",NA,NA,NA,NA
"3029",1,1,1,1
"6536",NA,NA,NA,NA
"1589",NA,NA,NA,NA
"1593",0,0,0,1
"3990",NA,NA,NA,NA
"1548",NA,NA,NA,NA
"80339",NA,NA,NA,NA
"4023",1,1,1,1
"5226",1,1,1,1
"1553",NA,NA,NA,NA
"11343",0,1,0,1
"1562",NA,NA,NA,NA
"27232",NA,NA,NA,NA
"1558",NA,NA,NA,NA
"57678",NA,NA,NA,NA
"50487",NA,NA,NA,NA
"284098",NA,NA,NA,NA
"1559",NA,NA,NA,NA
"93183",1,0,0,1
"9227",1,1,1,1
"1565",1,1,1,1
"54965",1,0,1,0
"1572",NA,NA,NA,NA
"51302",NA,NA,NA,NA
"2936",1,1,1,1
"6309",NA,NA,NA,NA
"64816",NA,NA,NA,NA
"4048",1,1,1,1
"1577",NA,NA,NA,NA
"4056",1,1,1,1
"5052",1,1,1,1
"7001",1,1,1,1
"1551",NA,NA,NA,NA
"4259",1,1,1,1
"10858",NA,NA,NA,NA
"2876",1,1,1,1
"66002",1,1,1,1
"8529",NA,NA,NA,NA
"2879",1,1,1,1
"4258",1,0,1,1
"4051",0,1,0,1
"9420",1,1,1,1
"1582",NA,NA,NA,NA
"2877",NA,NA,NA,NA
"5831",1,0,0,0
"2878",1,0,1,1
"2954",0,0,0,1
"257202",NA,NA,NA,NA
"2882",1,1,1,0
"5048",1,1,1,1
"2548",0,1,0,0
"10935",1,1,1,1
"5051",1,1,0,0
"5050",1,1,1,1
"2937",0,1,0,1
"5049",1,1,1,1
"64087",1,1,1,1
"7941",0,0,0,1
"56922",1,0,0,1
"23417",1,1,0,0
"2678",0,0,1,1
"347734",1,0,0,1
"57194",NA,NA,NA,NA
"5337",0,0,1,1
"4357",1,1,0,0
"5338",1,0,0,1
"2679",NA,NA,NA,NA
"4190",1,0,0,0
"130013",NA,NA,NA,NA
"4191",1,1,1,1
"4200",1,1,1,1
"4881",NA,NA,NA,NA
"5091",0,1,0,0
"4882",NA,NA,NA,NA
"2984",NA,NA,NA,NA
"2974",NA,NA,NA,NA
"2982",1,1,1,1
"2986",NA,NA,NA,NA
"4199",1,1,0,1
"10873",1,1,1,1
"3620",1,0,0,1
"2983",0,1,0,1
"3000",1,0,1,0
"1557",NA,NA,NA,NA
"1545",0,1,0,0
"5244",NA,NA,NA,NA
"2977",NA,NA,NA,NA
"1543",1,1,1,1
"1544",NA,NA,NA,NA
"9615",NA,NA,NA,NA
"4144",0,1,0,1
"4143",1,1,1,1
"5150",1,0,0,1
"27430",1,1,1,1
"4548",0,1,0,0
"763",NA,NA,NA,NA
"5143",NA,NA,NA,NA
"11238",0,1,0,1
"4598",0,1,0,1
"5137",1,0,0,1
"3636",0,1,0,1
"5151",NA,NA,NA,NA
"23556",1,0,1,0
"55650",NA,NA,NA,NA
"3635",1,1,1,1
"3633",0,1,0,1
"8867",0,0,0,1
"5140",1,0,0,0
"27124",NA,NA,NA,NA
"53905",NA,NA,NA,NA
"50506",NA,NA,NA,NA
"5142",NA,NA,NA,NA
"343",NA,NA,NA,NA
"5281",NA,NA,NA,NA
"3632",1,1,1,1
"10846",NA,NA,NA,NA
"84720",1,0,0,1
"56623",NA,NA,NA,NA
"5141",0,0,0,1
"8622",NA,NA,NA,NA
"3628",0,1,0,0
"3707",0,0,0,1
"80235",NA,NA,NA,NA
"5144",0,1,1,1
"3706",NA,NA,NA,NA
"5153",NA,NA,NA,NA
"80271",1,0,1,0
"94005",1,0,0,1
"27115",NA,NA,NA,NA
"128869",1,0,0,1
"51477",0,1,0,0
"10026",1,0,0,1
"5138",1,1,1,1
"51604",1,0,1,1
"3631",0,0,0,1
"5139",1,1,1,1
"8821",1,1,1,1
"50940",NA,NA,NA,NA
"2595",0,0,0,1
"84693",0,1,0,1
"8733",1,0,0,1
"5136",NA,NA,NA,NA
"4594",1,0,0,1
"3028",1,1,1,1
"5152",NA,NA,NA,NA
"3033",1,1,1,1
"3037",NA,NA,NA,NA
"80168",NA,NA,NA,NA
"116255",NA,NA,NA,NA
"5146",NA,NA,NA,NA
"4507",1,1,1,1
"3038",NA,NA,NA,NA
"3036",NA,NA,NA,NA
"27235",NA,NA,NA,NA
"6521",0,1,1,0
"83697",NA,NA,NA,NA
"10797",0,1,0,0
"56913",1,1,1,1
"443",NA,NA,NA,NA
"91703",1,1,1,1
"6522",1,0,0,1
"6508",NA,NA,NA,NA
"5145",NA,NA,NA,NA
"4668",0,1,0,1
"9498",NA,NA,NA,NA
"57282",1,1,1,1
"6528",NA,NA,NA,NA
"3098",1,1,1,1
"80201",NA,NA,NA,NA
"8654",0,1,0,1
"2645",NA,NA,NA,NA
"483",1,1,1,1
"3101",0,1,0,0
"5149",1,1,1,1
"478",1,1,1,1
"480",NA,NA,NA,NA
"481",1,0,0,0
"3099",1,0,1,1
"5147",0,1,0,0
"482",NA,NA,NA,NA
"476",1,1,1,1
"477",0,0,1,1
"23439",NA,NA,NA,NA
"3081",1,1,1,1
"11112",1,1,1,1
"3067",1,1,1,1
"6549",NA,NA,NA,NA
"6550",NA,NA,NA,NA
"5148",NA,NA,NA,NA
"496",NA,NA,NA,NA
"6548",0,0,0,1
"495",1,1,1,1
"55748",1,1,1,1
"5158",NA,NA,NA,NA
"84735",0,0,1,1
"6559",NA,NA,NA,NA
"8942",0,1,1,0
"5162",1,1,1,1
"3157",0,1,0,0
"5161",NA,NA,NA,NA
"123041",NA,NA,NA,NA
"1737",1,1,1,1
"3158",NA,NA,NA,NA
"5160",1,1,1,1
"55163",0,1,0,1
"25769",NA,NA,NA,NA
"54511",NA,NA,NA,NA
"10396",0,0,0,1
"57419",NA,NA,NA,NA
"9187",NA,NA,NA,NA
"5105",NA,NA,NA,NA
"124583",0,1,0,0
"3155",1,1,0,1
"5106",1,1,1,1
"3162",0,1,0,0
"3163",1,1,1,1
"79077",0,1,0,0
"8310",0,1,0,1
"9583",1,1,1,0
"26062",NA,NA,NA,NA
"197257",1,0,0,0
"5833",0,1,0,0
"1841",1,1,1,1
"10400",NA,NA,NA,NA
"6448",0,1,0,0
"29922",0,1,0,0
"26227",0,1,0,1
"10201",1,0,1,0
"5730",1,1,1,1
"4830",1,1,1,1
"27306",0,0,0,1
"80142",1,1,0,1
"4831",1,1,1,1
"4832",1,0,0,1
"200576",0,0,0,1
"8396",0,1,0,0
"9536",1,1,1,1
"4833",1,1,1,1
"6005",1,1,1,1
"79837",0,1,0,1
"5740",1,1,1,1
"5289",0,1,0,1
"57127",NA,NA,NA,NA
"6557",NA,NA,NA,NA
"5277",NA,NA,NA,NA
"114971",1,0,0,1
"6558",0,0,0,1
"349565",1,0,0,1
"9489",1,0,0,1
"64802",0,1,0,1
"23057",NA,NA,NA,NA
"8818",NA,NA,NA,NA
"5743",1,1,1,1
"5742",0,1,0,0
"10135",1,1,0,1
"6898",NA,NA,NA,NA
"5053",NA,NA,NA,NA
"5283",NA,NA,NA,NA
"5264",NA,NA,NA,NA
"4837",NA,NA,NA,NA
"5409",NA,NA,NA,NA
"5728",0,1,0,1
"645740",NA,NA,NA,NA
"8871",0,0,0,1
"51227",NA,NA,NA,NA
"8395",1,1,1,1
"9091",1,0,0,1
"4842",NA,NA,NA,NA
"23396",0,1,0,1
"4843",NA,NA,NA,NA
"5279",NA,NA,NA,NA
"8394",1,0,0,1
"55361",0,1,0,0
"201288",NA,NA,NA,NA
"4846",NA,NA,NA,NA
"5297",1,0,0,1
"4860",1,1,1,1
"5298",0,0,0,1
"5294",0,1,0,1
"123745",NA,NA,NA,NA
"5290",0,1,0,1
"6580",NA,NA,NA,NA
"5295",1,1,1,1
"10870",1,1,1,1
"55808",NA,NA,NA,NA
"5251",0,1,0,0
"5320",NA,NA,NA,NA
"8503",NA,NA,NA,NA
"30833",0,1,0,1
"81579",NA,NA,NA,NA
"56953",NA,NA,NA,NA
"23533",0,0,0,1
"8398",0,0,1,1
"5296",NA,NA,NA,NA
"5322",NA,NA,NA,NA
"4907",0,0,0,1
"5291",0,0,0,1
"5293",1,1,0,1
"6476",NA,NA,NA,NA
"5009",NA,NA,NA,NA
"4952",1,1,1,1
"64600",NA,NA,NA,NA
"64064",NA,NA,NA,NA
"23236",1,1,1,1
"100137049",NA,NA,NA,NA
"30814",NA,NA,NA,NA
"26279",1,1,1,1
"5335",1,0,0,0
"8399",NA,NA,NA,NA
"5332",1,1,1,1
"257068",NA,NA,NA,NA
"5319",NA,NA,NA,NA
"6489",NA,NA,NA,NA
"5336",0,1,0,0
"23007",NA,NA,NA,NA
"29906",NA,NA,NA,NA
"5334",1,0,0,1
"10654",0,1,0,1
"9651",1,0,0,0
"9807",0,0,0,1
"412",1,1,1,1
"51196",NA,NA,NA,NA
"117283",NA,NA,NA,NA
"5331",0,1,1,0
"84812",NA,NA,NA,NA
"5330",1,1,1,1
"6391",1,0,0,1
"113026",NA,NA,NA,NA
"6392",0,0,0,1
"6390",1,1,1,1
"51447",NA,NA,NA,NA
"5333",1,0,0,1
"6389",1,1,1,1
"6821",0,1,0,0
"89869",1,1,1,1
"6533",0,0,1,0
"5288",NA,NA,NA,NA
"55350",NA,NA,NA,NA
"5092",0,1,0,0
"5287",1,1,0,0
"23530",1,1,1,1
"5286",0,1,1,0
"8876",1,0,0,0
"79178",0,1,1,0
"5305",1,1,1,1
"8875",1,0,1,0
"64499",1,0,0,1
"6567",NA,NA,NA,NA
"7177",1,0,0,1
"1890",1,1,0,1
"27068",1,1,1,1
"1636",1,0,0,1
"9365",NA,NA,NA,NA
"9331",NA,NA,NA,NA
"55217",0,1,0,1
"7368",1,1,1,1
"7296",1,1,0,1
"8613",NA,NA,NA,NA
"5315",1,1,1,1
"8611",1,1,1,1
"26063",1,1,1,1
"8612",NA,NA,NA,NA
"1666",1,1,1,1
