"","original","FastCore","GIMME","IMAT","CORDA","tINIT"
"HMR_8255",0,"-","0","0","Negative","-8"
"HMR_8256",NA,"-","-1","-1","-","-2"
"HMR_8257",0,"-","0","0","Negative","-8"
"HMR_8258",NA,"-","-1","-1","-","-2"
"HMR_8260",NA,"-","-1","-1","-","-2"
"HMR_8261",NA,"-","-1","-1","-","-2"
"HMR_1532",2,"Present","2","2","High","15"
"HMR_7254",1,"Present","1","1","Medium","10"
"HMR_7256",0,"-","0","0","Negative","-8"
"HMR_7258",NA,"-","-1","-1","-","-2"
"HMR_7259",NA,"-","-1","-1","-","-2"
"HMR_7260",NA,"-","-1","-1","-","-2"
"HMR_7261",0,"-","0","0","Negative","-8"
"HMR_7263",0,"-","0","0","Negative","-8"
"HMR_7264",0,"-","0","0","Negative","-8"
"HMR_7265",1,"Present","1","1","Medium","10"
"HMR_7266",0,"-","0","0","Negative","-8"
"HMR_7267",1,"Present","1","1","Medium","10"
"HMR_7268",1,"Present","1","1","Medium","10"
"HMR_7269",0,"-","0","0","Negative","-8"
"HMR_7270",0,"-","0","0","Negative","-8"
"HMR_7271",0,"-","0","0","Negative","-8"
"HMR_7274",1,"Present","1","1","Medium","10"
"HMR_7275",0,"-","0","0","Negative","-8"
"HMR_7276",1,"Present","1","1","Medium","10"
"HMR_7277",0,"-","0","0","Negative","-8"
"HMR_7278",2,"Present","2","2","High","15"
"HMR_7279",1,"Present","1","1","Medium","10"
"HMR_7280",1,"Present","1","1","Medium","10"
"HMR_7281",1,"Present","1","1","Medium","10"
"HMR_7285",1,"Present","1","1","Medium","10"
"HMR_7286",0,"-","0","0","Negative","-8"
"HMR_7287",1,"Present","1","1","Medium","10"
"HMR_7288",NA,"-","-1","-1","-","-2"
"HMR_7289",1,"Present","1","1","Medium","10"
"HMR_7290",NA,"-","-1","-1","-","-2"
"HMR_7291",1,"Present","1","1","Medium","10"
"HMR_7292",NA,"-","-1","-1","-","-2"
"HMR_7293",1,"Present","1","1","Medium","10"
"HMR_7294",NA,"-","-1","-1","-","-2"
"HMR_7295",NA,"-","-1","-1","-","-2"
"HMR_7296",NA,"-","-1","-1","-","-2"
"HMR_7297",NA,"-","-1","-1","-","-2"
"HMR_7298",NA,"-","-1","-1","-","-2"
"HMR_7299",NA,"-","-1","-1","-","-2"
"HMR_7300",NA,"-","-1","-1","-","-2"
"HMR_7301",NA,"-","-1","-1","-","-2"
"HMR_7302",NA,"-","-1","-1","-","-2"
"HMR_7303",NA,"-","-1","-1","-","-2"
"HMR_7304",NA,"-","-1","-1","-","-2"
"HMR_7305",NA,"-","-1","-1","-","-2"
"HMR_7306",NA,"-","-1","-1","-","-2"
"HMR_7308",1,"Present","1","1","Medium","10"
"HMR_7309",1,"Present","1","1","Medium","10"
"HMR_7310",1,"Present","1","1","Medium","10"
"HMR_7311",1,"Present","1","1","Medium","10"
"HMR_7312",1,"Present","1","1","Medium","10"
"HMR_7313",1,"Present","1","1","Medium","10"
"HMR_7314",1,"Present","1","1","Medium","10"
"HMR_7315",1,"Present","1","1","Medium","10"
"HMR_7316",1,"Present","1","1","Medium","10"
"HMR_7317",1,"Present","1","1","Medium","10"
"HMR_7318",1,"Present","1","1","Medium","10"
"HMR_7319",1,"Present","1","1","Medium","10"
"HMR_7320",1,"Present","1","1","Medium","10"
"HMR_7321",1,"Present","1","1","Medium","10"
"HMR_7322",1,"Present","1","1","Medium","10"
"HMR_7323",0,"-","0","0","Negative","-8"
"HMR_7324",1,"Present","1","1","Medium","10"
"HMR_7325",0,"-","0","0","Negative","-8"
"HMR_7326",0,"-","0","0","Negative","-8"
"HMR_7327",1,"Present","1","1","Medium","10"
"HMR_7328",0,"-","0","0","Negative","-8"
"HMR_7329",0,"-","0","0","Negative","-8"
"HMR_7332",0,"-","0","0","Negative","-8"
"HMR_7333",1,"Present","1","1","Medium","10"
"HMR_7334",1,"Present","1","1","Medium","10"
"HMR_7428",1,"Present","1","1","Medium","10"
"HMR_7429",0,"-","0","0","Negative","-8"
"HMR_7574",1,"Present","1","1","Medium","10"
"HMR_7575",0,"-","0","0","Negative","-8"
"HMR_7576",1,"Present","1","1","Medium","10"
"HMR_7577",0,"-","0","0","Negative","-8"
"HMR_7578",2,"Present","2","2","High","15"
"HMR_7580",0,"-","0","0","Negative","-8"
"HMR_7582",0,"-","0","0","Negative","-8"
"HMR_7585",1,"Present","1","1","Medium","10"
"HMR_7586",0,"-","0","0","Negative","-8"
"HMR_7587",2,"Present","2","2","High","15"
"HMR_8691",0,"-","0","0","Negative","-8"
"HMR_8692",NA,"-","-1","-1","-","-2"
"HMR_8693",1,"Present","1","1","Medium","10"
"HMR_8694",0,"-","0","0","Negative","-8"
"HMR_8695",NA,"-","-1","-1","-","-2"
"HMR_5151",0,"-","0","0","Negative","-8"
"HMR_5152",0,"-","0","0","Negative","-8"
"HMR_5153",0,"-","0","0","Negative","-8"
"HMR_5154",0,"-","0","0","Negative","-8"
"HMR_5155",NA,"-","-1","-1","-","-2"
"HMR_5156",NA,"-","-1","-1","-","-2"
"HMR_5157",0,"-","0","0","Negative","-8"
"HMR_5158",0,"-","0","0","Negative","-8"
"HMR_5159",0,"-","0","0","Negative","-8"
"HMR_5160",0,"-","0","0","Negative","-8"
"HMR_5161",NA,"-","-1","-1","-","-2"
"HMR_5162",0,"-","0","0","Negative","-8"
"HMR_5163",0,"-","0","0","Negative","-8"
"HMR_5164",1,"Present","1","1","Medium","10"
"HMR_5165",0,"-","0","0","Negative","-8"
"HMR_5166",0,"-","0","0","Negative","-8"
"HMR_5167",NA,"-","-1","-1","-","-2"
"HMR_5168",NA,"-","-1","-1","-","-2"
"HMR_5169",NA,"-","-1","-1","-","-2"
"HMR_5170",NA,"-","-1","-1","-","-2"
"HMR_5171",NA,"-","-1","-1","-","-2"
"HMR_5172",NA,"-","-1","-1","-","-2"
"HMR_5173",NA,"-","-1","-1","-","-2"
"HMR_5174",NA,"-","-1","-1","-","-2"
"HMR_7282",NA,"-","-1","-1","-","-2"
"HMR_7616",NA,"-","-1","-1","-","-2"
"HMR_7617",1,"Present","1","1","Medium","10"
"HMR_7618",2,"Present","2","2","High","15"
"HMR_7619",0,"-","0","0","Negative","-8"
"HMR_9735",NA,"-","-1","-1","-","-2"
"HMR_7621",NA,"-","-1","-1","-","-2"
"HMR_7622",0,"-","0","0","Negative","-8"
"HMR_7624",0,"-","0","0","Negative","-8"
"HMR_7626",0,"-","0","0","Negative","-8"
"HMR_5258",0,"-","0","0","Negative","-8"
"HMR_5259",3,"Present","2","2","High","20"
"HMR_5260",NA,"-","-1","-1","-","-2"
"HMR_5261",3,"Present","2","2","High","20"
"HMR_5262",NA,"-","-1","-1","-","-2"
"HMR_5263",3,"Present","2","2","High","20"
"HMR_5264",NA,"-","-1","-1","-","-2"
"HMR_5265",3,"Present","2","2","High","20"
"HMR_5266",NA,"-","-1","-1","-","-2"
"HMR_5267",NA,"-","-1","-1","-","-2"
"HMR_5268",NA,"-","-1","-1","-","-2"
"HMR_5269",NA,"-","-1","-1","-","-2"
"HMR_5270",NA,"-","-1","-1","-","-2"
"HMR_5271",NA,"-","-1","-1","-","-2"
"HMR_5272",3,"Present","2","2","High","20"
"HMR_5273",NA,"-","-1","-1","-","-2"
"HMR_5274",3,"Present","2","2","High","20"
"HMR_5275",NA,"-","-1","-1","-","-2"
"HMR_5276",3,"Present","2","2","High","20"
"HMR_5277",NA,"-","-1","-1","-","-2"
"HMR_5278",3,"Present","2","2","High","20"
"HMR_5279",NA,"-","-1","-1","-","-2"
"HMR_5280",3,"Present","2","2","High","20"
"HMR_5281",NA,"-","-1","-1","-","-2"
"HMR_5282",3,"Present","2","2","High","20"
"HMR_5283",NA,"-","-1","-1","-","-2"
"HMR_5284",3,"Present","2","2","High","20"
"HMR_5285",3,"Present","2","2","High","20"
"HMR_5286",3,"Present","2","2","High","20"
"HMR_5287",3,"Present","2","2","High","20"
"HMR_5288",1,"Present","1","1","Medium","10"
"HMR_5289",3,"Present","2","2","High","20"
"HMR_5290",3,"Present","2","2","High","20"
"HMR_5291",NA,"-","-1","-1","-","-2"
"HMR_9817",NA,"-","-1","-1","-","-2"
"HMR_9818",NA,"-","-1","-1","-","-2"
"HMR_5407",2,"Present","2","2","High","15"
"HMR_3851",NA,"-","-1","-1","-","-2"
"HMR_3861",3,"Present","2","2","High","20"
"HMR_3866",NA,"-","-1","-1","-","-2"
"HMR_3915",0,"-","0","0","Negative","-8"
"HMR_4084",1,"Present","1","1","Medium","10"
"HMR_4187",1,"Present","1","1","Medium","10"
"HMR_4188",NA,"-","-1","-1","-","-2"
"HMR_4701",0,"-","0","0","Negative","-8"
"HMR_4840",0,"-","0","0","Negative","-8"
"HMR_4842",0,"-","0","0","Negative","-8"
"HMR_8662",2,"Present","2","2","High","15"
"HMR_8663",2,"Present","2","2","High","15"
"HMR_8664",NA,"-","-1","-1","-","-2"
"HMR_8665",NA,"-","-1","-1","-","-2"
"HMR_8666",NA,"-","-1","-1","-","-2"
"HMR_8667",2,"Present","2","2","High","15"
"HMR_8668",2,"Present","2","2","High","15"
"HMR_8669",NA,"-","-1","-1","-","-2"
"HMR_0710",2,"Present","2","2","High","15"
"HMR_3787",3,"Present","2","2","High","20"
"HMR_3957",3,"Present","2","2","High","20"
"HMR_3958",2,"Present","2","2","High","15"
"HMR_4111",2,"Present","2","2","High","15"
"HMR_4112",2,"Present","2","2","High","15"
"HMR_4113",2,"Present","2","2","High","15"
"HMR_4139",1,"Present","1","1","Medium","10"
"HMR_4141",3,"Present","2","2","High","20"
"HMR_4145",3,"Present","2","2","High","20"
"HMR_4147",2,"Present","2","2","High","15"
"HMR_4149",3,"Present","2","2","High","20"
"HMR_4152",2,"Present","2","2","High","15"
"HMR_4209",3,"Present","2","2","High","20"
"HMR_4408",2,"Present","2","2","High","15"
"HMR_4410",2,"Present","2","2","High","15"
"HMR_4454",1,"Present","1","1","Medium","10"
"HMR_4456",3,"Present","2","2","High","20"
"HMR_4458",3,"Present","2","2","High","20"
"HMR_4465",2,"Present","2","2","High","15"
"HMR_4585",2,"Present","2","2","High","15"
"HMR_4586",2,"Present","2","2","High","15"
"HMR_4587",2,"Present","2","2","High","15"
"HMR_4588",2,"Present","2","2","High","15"
"HMR_4589",3,"Present","2","2","High","20"
"HMR_4652",0,"-","0","0","Negative","-8"
"HMR_5294",1,"Present","1","1","Medium","10"
"HMR_5297",3,"Present","2","2","High","20"
"HMR_6411",3,"Present","2","2","High","20"
"HMR_6413",3,"Present","2","2","High","20"
"HMR_6414",3,"Present","2","2","High","20"
"HMR_7704",0,"-","0","0","Negative","-8"
"HMR_7706",0,"-","0","0","Negative","-8"
"HMR_8743",0,"-","0","0","Negative","-8"
"HMR_8772",1,"Present","1","1","Medium","10"
"HMR_8773",2,"Present","2","2","High","15"
"HMR_8774",NA,"-","-1","-1","-","-2"
"HMR_8775",3,"Present","2","2","High","20"
"HMR_8777",NA,"-","-1","-1","-","-2"
"HMR_8778",3,"Present","2","2","High","20"
"HMR_8779",2,"Present","2","2","High","15"
"HMR_8780",3,"Present","2","2","High","20"
"HMR_8781",NA,"-","-1","-1","-","-2"
"HMR_8782",2,"Present","2","2","High","15"
"HMR_3975",3,"Present","2","2","High","20"
"HMR_3977",3,"Present","2","2","High","20"
"HMR_3979",3,"Present","2","2","High","20"
"HMR_6911",2,"Present","2","2","High","15"
"HMR_6912",3,"Present","2","2","High","20"
"HMR_6914",0,"-","0","0","Negative","-8"
"HMR_6916",1,"Present","1","1","Medium","10"
"HMR_6918",0,"-","0","0","Negative","-8"
"HMR_6921",0,"-","0","0","Negative","-8"
"HMR_3960",3,"Present","2","2","High","20"
"HMR_3980",3,"Present","2","2","High","20"
"HMR_3982",3,"Present","2","2","High","20"
"HMR_4767",NA,"-","-1","-1","-","-2"
"HMR_6608",NA,"-","-1","-1","-","-2"
"HMR_8409",0,"-","0","0","Negative","-8"
"HMR_8410",2,"Present","2","2","High","15"
"HMR_8413",3,"Present","2","2","High","20"
"HMR_8415",3,"Present","2","2","High","20"
"HMR_0156",0,"-","0","0","Negative","-8"
"HMR_0165",0,"-","0","0","Negative","-8"
"HMR_0168",0,"-","0","0","Negative","-8"
"HMR_0171",0,"-","0","0","Negative","-8"
"HMR_0174",0,"-","0","0","Negative","-8"
"HMR_0177",0,"-","0","0","Negative","-8"
"HMR_0180",0,"-","0","0","Negative","-8"
"HMR_0184",0,"-","0","0","Negative","-8"
"HMR_0188",2,"Present","2","2","High","15"
"HMR_0192",2,"Present","2","2","High","15"
"HMR_0196",2,"Present","2","2","High","15"
"HMR_0200",2,"Present","2","2","High","15"
"HMR_0204",2,"Present","2","2","High","15"
"HMR_0209",2,"Present","2","2","High","15"
"HMR_0213",2,"Present","2","2","High","15"
"HMR_0217",2,"Present","2","2","High","15"
"HMR_0226",2,"Present","2","2","High","15"
"HMR_0233",2,"Present","2","2","High","15"
"HMR_0237",2,"Present","2","2","High","15"
"HMR_0241",2,"Present","2","2","High","15"
"HMR_0245",2,"Present","2","2","High","15"
"HMR_0249",2,"Present","2","2","High","15"
"HMR_0255",2,"Present","2","2","High","15"
"HMR_0259",2,"Present","2","2","High","15"
"HMR_0263",2,"Present","2","2","High","15"
"HMR_0267",2,"Present","2","2","High","15"
"HMR_0271",2,"Present","2","2","High","15"
"HMR_0275",2,"Present","2","2","High","15"
"HMR_0279",2,"Present","2","2","High","15"
"HMR_0283",2,"Present","2","2","High","15"
"HMR_0289",2,"Present","2","2","High","15"
"HMR_0293",2,"Present","2","2","High","15"
"HMR_0297",2,"Present","2","2","High","15"
"HMR_0301",2,"Present","2","2","High","15"
"HMR_0305",2,"Present","2","2","High","15"
"HMR_0309",2,"Present","2","2","High","15"
"HMR_0313",2,"Present","2","2","High","15"
"HMR_0319",2,"Present","2","2","High","15"
"HMR_0323",2,"Present","2","2","High","15"
"HMR_0327",2,"Present","2","2","High","15"
"HMR_0331",2,"Present","2","2","High","15"
"HMR_0337",2,"Present","2","2","High","15"
"HMR_0341",2,"Present","2","2","High","15"
"HMR_0345",2,"Present","2","2","High","15"
"HMR_0349",2,"Present","2","2","High","15"
"HMR_0353",2,"Present","2","2","High","15"
"HMR_0357",2,"Present","2","2","High","15"
"HMR_0361",2,"Present","2","2","High","15"
"HMR_0365",2,"Present","2","2","High","15"
"HMR_0369",2,"Present","2","2","High","15"
"HMR_0373",2,"Present","2","2","High","15"
"HMR_0377",2,"Present","2","2","High","15"
"HMR_0381",2,"Present","2","2","High","15"
"HMR_0385",2,"Present","2","2","High","15"
"HMR_0389",2,"Present","2","2","High","15"
"HMR_0393",2,"Present","2","2","High","15"
"HMR_0397",2,"Present","2","2","High","15"
"HMR_0401",2,"Present","2","2","High","15"
"HMR_0405",2,"Present","2","2","High","15"
"HMR_0409",2,"Present","2","2","High","15"
"HMR_0413",2,"Present","2","2","High","15"
"HMR_0417",2,"Present","2","2","High","15"
"HMR_0421",2,"Present","2","2","High","15"
"HMR_0425",2,"Present","2","2","High","15"
"HMR_0429",2,"Present","2","2","High","15"
"HMR_0433",2,"Present","2","2","High","15"
"HMR_0437",2,"Present","2","2","High","15"
"HMR_2942",2,"Present","2","2","High","15"
"HMR_2943",2,"Present","2","2","High","15"
"HMR_2944",2,"Present","2","2","High","15"
"HMR_2945",2,"Present","2","2","High","15"
"HMR_2946",2,"Present","2","2","High","15"
"HMR_2947",2,"Present","2","2","High","15"
"HMR_2948",2,"Present","2","2","High","15"
"HMR_2949",2,"Present","2","2","High","15"
"HMR_2951",2,"Present","2","2","High","15"
"HMR_2952",2,"Present","2","2","High","15"
"HMR_2954",2,"Present","2","2","High","15"
"HMR_2955",2,"Present","2","2","High","15"
"HMR_2956",2,"Present","2","2","High","15"
"HMR_2957",2,"Present","2","2","High","15"
"HMR_2959",2,"Present","2","2","High","15"
"HMR_2961",2,"Present","2","2","High","15"
"HMR_2962",2,"Present","2","2","High","15"
"HMR_2963",2,"Present","2","2","High","15"
"HMR_2964",2,"Present","2","2","High","15"
"HMR_2965",2,"Present","2","2","High","15"
"HMR_2966",2,"Present","2","2","High","15"
"HMR_2967",2,"Present","2","2","High","15"
"HMR_2968",2,"Present","2","2","High","15"
"HMR_2969",2,"Present","2","2","High","15"
"HMR_2970",2,"Present","2","2","High","15"
"HMR_2971",2,"Present","2","2","High","15"
"HMR_2972",2,"Present","2","2","High","15"
"HMR_2973",2,"Present","2","2","High","15"
"HMR_2974",2,"Present","2","2","High","15"
"HMR_2975",2,"Present","2","2","High","15"
"HMR_2976",2,"Present","2","2","High","15"
"HMR_2977",2,"Present","2","2","High","15"
"HMR_2978",2,"Present","2","2","High","15"
"HMR_2979",2,"Present","2","2","High","15"
"HMR_2980",2,"Present","2","2","High","15"
"HMR_2981",2,"Present","2","2","High","15"
"HMR_2982",2,"Present","2","2","High","15"
"HMR_2983",2,"Present","2","2","High","15"
"HMR_2984",2,"Present","2","2","High","15"
"HMR_2985",2,"Present","2","2","High","15"
"HMR_2986",2,"Present","2","2","High","15"
"HMR_2987",2,"Present","2","2","High","15"
"HMR_2988",2,"Present","2","2","High","15"
"HMR_2989",2,"Present","2","2","High","15"
"HMR_2990",2,"Present","2","2","High","15"
"HMR_2991",2,"Present","2","2","High","15"
"HMR_2992",2,"Present","2","2","High","15"
"HMR_2994",2,"Present","2","2","High","15"
"HMR_2996",2,"Present","2","2","High","15"
"HMR_2998",2,"Present","2","2","High","15"
"HMR_2999",2,"Present","2","2","High","15"
"HMR_3000",2,"Present","2","2","High","15"
"HMR_3001",2,"Present","2","2","High","15"
"HMR_3002",2,"Present","2","2","High","15"
"HMR_3003",2,"Present","2","2","High","15"
"HMR_2152",1,"Present","1","1","Medium","10"
"HMR_2153",0,"-","0","0","Negative","-8"
"HMR_2154",0,"-","0","0","Negative","-8"
"HMR_2155",1,"Present","1","1","Medium","10"
"HMR_2156",1,"Present","1","1","Medium","10"
"HMR_2157",0,"-","0","0","Negative","-8"
"HMR_2158",0,"-","0","0","Negative","-8"
"HMR_2159",0,"-","0","0","Negative","-8"
"HMR_2160",1,"Present","1","1","Medium","10"
"HMR_2161",0,"-","0","0","Negative","-8"
"HMR_2162",0,"-","0","0","Negative","-8"
"HMR_2163",0,"-","0","0","Negative","-8"
"HMR_2164",1,"Present","1","1","Medium","10"
"HMR_2165",0,"-","0","0","Negative","-8"
"HMR_2166",0,"-","0","0","Negative","-8"
"HMR_2167",0,"-","0","0","Negative","-8"
"HMR_2168",1,"Present","1","1","Medium","10"
"HMR_2169",0,"-","0","0","Negative","-8"
"HMR_2170",0,"-","0","0","Negative","-8"
"HMR_2171",0,"-","0","0","Negative","-8"
"HMR_2173",1,"Present","1","1","Medium","10"
"HMR_2174",0,"-","0","0","Negative","-8"
"HMR_2175",0,"-","0","0","Negative","-8"
"HMR_2176",0,"-","0","0","Negative","-8"
"HMR_2178",1,"Present","1","1","Medium","10"
"HMR_2179",0,"-","0","0","Negative","-8"
"HMR_2180",0,"-","0","0","Negative","-8"
"HMR_2181",0,"-","0","0","Negative","-8"
"HMR_4156",0,"-","0","0","Negative","-8"
"HMR_4295",0,"-","0","0","Negative","-8"
"HMR_2227",0,"-","0","0","Negative","-8"
"HMR_2228",0,"-","0","0","Negative","-8"
"HMR_2229",0,"-","0","0","Negative","-8"
"HMR_2230",0,"-","0","0","Negative","-8"
"HMR_2231",0,"-","0","0","Negative","-8"
"HMR_2232",0,"-","0","0","Negative","-8"
"HMR_2233",0,"-","0","0","Negative","-8"
"HMR_2234",0,"-","0","0","Negative","-8"
"HMR_2235",0,"-","0","0","Negative","-8"
"HMR_2236",0,"-","0","0","Negative","-8"
"HMR_2237",0,"-","0","0","Negative","-8"
"HMR_2238",0,"-","0","0","Negative","-8"
"HMR_2239",0,"-","0","0","Negative","-8"
"HMR_2240",0,"-","0","0","Negative","-8"
"HMR_2241",0,"-","0","0","Negative","-8"
"HMR_2242",0,"-","0","0","Negative","-8"
"HMR_2243",0,"-","0","0","Negative","-8"
"HMR_2244",0,"-","0","0","Negative","-8"
"HMR_2245",0,"-","0","0","Negative","-8"
"HMR_2246",0,"-","0","0","Negative","-8"
"HMR_2247",0,"-","0","0","Negative","-8"
"HMR_2249",0,"-","0","0","Negative","-8"
"HMR_2250",0,"-","0","0","Negative","-8"
"HMR_2251",0,"-","0","0","Negative","-8"
"HMR_2252",0,"-","0","0","Negative","-8"
"HMR_2254",0,"-","0","0","Negative","-8"
"HMR_2255",0,"-","0","0","Negative","-8"
"HMR_2256",0,"-","0","0","Negative","-8"
"HMR_2257",0,"-","0","0","Negative","-8"
"HMR_2305",2,"Present","2","2","High","15"
"HMR_2307",0,"-","0","0","Negative","-8"
"HMR_2309",2,"Present","2","2","High","15"
"HMR_2311",3,"Present","2","2","High","20"
"HMR_2315",2,"Present","2","2","High","15"
"HMR_2317",0,"-","0","0","Negative","-8"
"HMR_2319",2,"Present","2","2","High","15"
"HMR_2321",3,"Present","2","2","High","20"
"HMR_2324",2,"Present","2","2","High","15"
"HMR_2326",0,"-","0","0","Negative","-8"
"HMR_2328",2,"Present","2","2","High","15"
"HMR_2330",3,"Present","2","2","High","20"
"HMR_2332",2,"Present","2","2","High","15"
"HMR_2334",0,"-","0","0","Negative","-8"
"HMR_2336",2,"Present","2","2","High","15"
"HMR_2338",3,"Present","2","2","High","20"
"HMR_2342",2,"Present","2","2","High","15"
"HMR_2343",0,"-","0","0","Negative","-8"
"HMR_2344",2,"Present","2","2","High","15"
"HMR_2345",3,"Present","2","2","High","20"
"HMR_2347",2,"Present","2","2","High","15"
"HMR_2348",0,"-","0","0","Negative","-8"
"HMR_2349",2,"Present","2","2","High","15"
"HMR_2350",3,"Present","2","2","High","20"
"HMR_2353",2,"Present","2","2","High","15"
"HMR_2354",0,"-","0","0","Negative","-8"
"HMR_2355",2,"Present","2","2","High","15"
"HMR_2356",3,"Present","2","2","High","20"
"HMR_2361",2,"Present","2","2","High","15"
"HMR_2362",0,"-","0","0","Negative","-8"
"HMR_2363",2,"Present","2","2","High","15"
"HMR_2364",3,"Present","2","2","High","20"
"HMR_2190",2,"Present","2","2","High","15"
"HMR_2191",0,"-","0","0","Negative","-8"
"HMR_2193",2,"Present","2","2","High","15"
"HMR_2194",3,"Present","2","2","High","20"
"HMR_2201",2,"Present","2","2","High","15"
"HMR_2202",0,"-","0","0","Negative","-8"
"HMR_2203",2,"Present","2","2","High","15"
"HMR_2204",3,"Present","2","2","High","20"
"HMR_2205",2,"Present","2","2","High","15"
"HMR_2208",0,"-","0","0","Negative","-8"
"HMR_2209",2,"Present","2","2","High","15"
"HMR_2210",3,"Present","2","2","High","20"
"HMR_2211",2,"Present","2","2","High","15"
"HMR_2212",0,"-","0","0","Negative","-8"
"HMR_2213",2,"Present","2","2","High","15"
"HMR_2214",3,"Present","2","2","High","20"
"HMR_2215",2,"Present","2","2","High","15"
"HMR_2217",0,"-","0","0","Negative","-8"
"HMR_2218",2,"Present","2","2","High","15"
"HMR_2219",3,"Present","2","2","High","20"
"HMR_2259",2,"Present","2","2","High","15"
"HMR_2260",0,"-","0","0","Negative","-8"
"HMR_2261",2,"Present","2","2","High","15"
"HMR_2262",3,"Present","2","2","High","20"
"HMR_2263",2,"Present","2","2","High","15"
"HMR_2264",0,"-","0","0","Negative","-8"
"HMR_2265",2,"Present","2","2","High","15"
"HMR_2266",3,"Present","2","2","High","20"
"HMR_2267",2,"Present","2","2","High","15"
"HMR_2268",0,"-","0","0","Negative","-8"
"HMR_2269",2,"Present","2","2","High","15"
"HMR_2270",3,"Present","2","2","High","20"
"HMR_2281",0,"-","0","0","Negative","-8"
"HMR_2282",0,"-","0","0","Negative","-8"
"HMR_2284",0,"-","0","0","Negative","-8"
"HMR_2286",0,"-","0","0","Negative","-8"
"HMR_2287",0,"-","0","0","Negative","-8"
"HMR_2292",0,"-","0","0","Negative","-8"
"HMR_2293",0,"-","0","0","Negative","-8"
"HMR_2294",0,"-","0","0","Negative","-8"
"HMR_2295",0,"-","0","0","Negative","-8"
"HMR_2296",0,"-","0","0","Negative","-8"
"HMR_2359",0,"-","0","0","Negative","-8"
"HMR_2365",0,"-","0","0","Negative","-8"
"HMR_2288",0,"-","0","0","Negative","-8"
"HMR_2289",0,"-","0","0","Negative","-8"
"HMR_0709",2,"Present","2","2","High","15"
"HMR_2150",0,"-","0","0","Negative","-8"
"HMR_2151",0,"-","0","0","Negative","-8"
"HMR_2172",0,"-","0","0","Negative","-8"
"HMR_2177",0,"-","0","0","Negative","-8"
"HMR_2182",0,"-","0","0","Negative","-8"
"HMR_2248",0,"-","0","0","Negative","-8"
"HMR_2253",0,"-","0","0","Negative","-8"
"HMR_2258",0,"-","0","0","Negative","-8"
"HMR_2437",NA,"-","-1","-1","-","-2"
"HMR_2438",0,"-","0","0","Negative","-8"
"HMR_2439",NA,"-","-1","-1","-","-2"
"HMR_2440",0,"-","0","0","Negative","-8"
"HMR_2441",3,"Present","2","2","High","20"
"HMR_2442",NA,"-","-1","-1","-","-2"
"HMR_2443",NA,"-","-1","-1","-","-2"
"HMR_2444",NA,"-","-1","-1","-","-2"
"HMR_2445",NA,"-","-1","-1","-","-2"
"HMR_2446",NA,"-","-1","-1","-","-2"
"HMR_2447",NA,"-","-1","-1","-","-2"
"HMR_2448",NA,"-","-1","-1","-","-2"
"HMR_2449",NA,"-","-1","-1","-","-2"
"HMR_2450",NA,"-","-1","-1","-","-2"
"HMR_2451",NA,"-","-1","-1","-","-2"
"HMR_2452",NA,"-","-1","-1","-","-2"
"HMR_2453",NA,"-","-1","-1","-","-2"
"HMR_2454",NA,"-","-1","-1","-","-2"
"HMR_2455",2,"Present","2","2","High","15"
"HMR_2456",2,"Present","2","2","High","15"
"HMR_2457",2,"Present","2","2","High","15"
"HMR_2458",2,"Present","2","2","High","15"
"HMR_2459",0,"-","0","0","Negative","-8"
"HMR_2460",0,"-","0","0","Negative","-8"
"HMR_2461",0,"-","0","0","Negative","-8"
"HMR_2462",0,"-","0","0","Negative","-8"
"HMR_2463",0,"-","0","0","Negative","-8"
"HMR_2464",0,"-","0","0","Negative","-8"
"HMR_2465",0,"-","0","0","Negative","-8"
"HMR_2466",0,"-","0","0","Negative","-8"
"HMR_2467",0,"-","0","0","Negative","-8"
"HMR_2468",0,"-","0","0","Negative","-8"
"HMR_2469",0,"-","0","0","Negative","-8"
"HMR_2470",0,"-","0","0","Negative","-8"
"HMR_6397",3,"Present","2","2","High","20"
"HMR_6398",0,"-","0","0","Negative","-8"
"HMR_6399",0,"-","0","0","Negative","-8"
"HMR_6400",0,"-","0","0","Negative","-8"
"HMR_6401",0,"-","0","0","Negative","-8"
"HMR_6402",0,"-","0","0","Negative","-8"
"HMR_6403",0,"-","0","0","Negative","-8"
"HMR_6404",3,"Present","2","2","High","20"
"HMR_2472",0,"-","0","0","Negative","-8"
"HMR_2475",2,"Present","2","2","High","15"
"HMR_2478",0,"-","0","0","Negative","-8"
"HMR_2480",2,"Present","2","2","High","15"
"HMR_2482",3,"Present","2","2","High","20"
"HMR_2484",0,"-","0","0","Negative","-8"
"HMR_2486",2,"Present","2","2","High","15"
"HMR_2489",0,"-","0","0","Negative","-8"
"HMR_2491",2,"Present","2","2","High","15"
"HMR_2493",3,"Present","2","2","High","20"
"HMR_2495",NA,"-","-1","-1","-","-2"
"HMR_2497",2,"Present","2","2","High","15"
"HMR_2499",0,"-","0","0","Negative","-8"
"HMR_2501",2,"Present","2","2","High","15"
"HMR_2503",3,"Present","2","2","High","20"
"HMR_2505",0,"-","0","0","Negative","-8"
"HMR_2510",0,"-","0","0","Negative","-8"
"HMR_2511",0,"-","0","0","Negative","-8"
"HMR_2512",0,"-","0","0","Negative","-8"
"HMR_2513",0,"-","0","0","Negative","-8"
